 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,IntDen,RawIntDen,AR,Round,Solidity
930,8 pat OD ki67 (561)_0013_C001T001_colony_28.tiff,2268,184.510,60.385,47.822,96.266,0.837,578340,578340,1.263,0.792,0.959
931,8 pat OD ki67 (561)_0013_C001T001_colony_29.tiff,3103,207.480,67.181,58.809,49.777,0.906,791265,791265,1.142,0.875,0.976
932,8 pat OD ki67 (561)_0013_C001T001_colony_3.tiff,2641,193.723,61.541,54.640,56.464,0.884,673455,673455,1.126,0.888,0.968
933,8 pat OD ki67 (561)_0013_C001T001_colony_30.tiff,2646,191.581,66.093,50.973,19.047,0.906,674730,674730,1.297,0.771,0.976
934,8 pat OD ki67 (561)_0013_C001T001_colony_4.tiff,2964,205.823,68.917,54.760,26.298,0.879,755820,755820,1.259,0.795,0.972
935,8 pat OD ki67 (561)_0013_C001T001_colony_5.tiff,2364,187.924,68.092,44.204,2.953,0.841,602820,602820,1.540,0.649,0.968
936,8 pat OD ki67 (561)_0013_C001T001_colony_6.tiff,2684,198.652,71.575,47.746,62.138,0.855,684420,684420,1.499,0.667,0.972
937,8 pat OD ki67 (561)_0013_C001T001_colony_7.tiff,1937,167.924,58.419,42.217,30.267,0.863,493935,493935,1.384,0.723,0.967
938,8 pat OD ki67 (561)_0013_C001T001_colony_8.tiff,2444,187.480,64.526,48.225,56.304,0.874,623220,623220,1.338,0.747,0.970
939,8 pat OD ki67 (561)_0014_C001T001_colony_1.tiff,2142,180.167,60.908,44.777,120.727,0.829,546210,546210,1.360,0.735,0.948
940,8 pat OD ki67 (561)_0014_C001T001_colony_10.tiff,2133,174.167,58.408,46.498,144.660,0.884,543915,543915,1.256,0.796,0.972
941,8 pat OD ki67 (561)_0014_C001T001_colony_11.tiff,2931,203.338,63.032,59.206,115.499,0.891,747405,747405,1.065,0.939,0.974
942,8 pat OD ki67 (561)_0014_C001T001_colony_12.tiff,4779,266.735,98.091,62.032,145.894,0.844,1218645,1218645,1.581,0.632,0.978
943,8 pat OD ki67 (561)_0014_C001T001_colony_12.tiff,184,58.627,20.907,11.206,158.565,0.673,46920,46920,1.866,0.536,0.948
944,8 pat OD ki67 (561)_0014_C001T001_colony_13.tiff,2424,200.853,79.751,38.700,97.784,0.755,618120,618120,2.061,0.485,0.968
945,8 pat OD ki67 (561)_0014_C001T001_colony_14.tiff,3207,212.309,72.393,56.404,64.239,0.894,817785,817785,1.283,0.779,0.978
946,8 pat OD ki67 (561)_0014_C001T001_colony_15.tiff,2088,176.510,64.132,41.454,78.631,0.842,532440,532440,1.547,0.646,0.966
947,8 pat OD ki67 (561)_0014_C001T001_colony_16.tiff,3242,221.966,82.015,50.330,112.335,0.827,826710,826710,1.630,0.614,0.972
948,8 pat OD ki67 (561)_0014_C001T001_colony_17.tiff,2030,169.581,56.415,45.815,60.168,0.887,517650,517650,1.231,0.812,0.969
949,8 pat OD ki67 (561)_0014_C001T001_colony_18.tiff,3514,230.652,85.679,52.220,98.762,0.830,896070,896070,1.641,0.609,0.974
950,8 pat OD ki67 (561)_0014_C001T001_colony_19.tiff,2566,191.823,67.607,48.326,129.522,0.876,654330,654330,1.399,0.715,0.972
951,8 pat OD ki67 (561)_0014_C001T001_colony_2.tiff,2758,200.894,72.611,48.362,129.509,0.859,703290,703290,1.501,0.666,0.975
952,8 pat OD ki67 (561)_0014_C001T001_colony_20.tiff,2588,193.338,65.437,50.356,117.213,0.870,659940,659940,1.299,0.770,0.970
953,8 pat OD ki67 (561)_0014_C001T001_colony_21.tiff,2274,179.581,62.767,46.128,32.206,0.886,579870,579870,1.361,0.735,0.972
954,8 pat OD ki67 (561)_0014_C001T001_colony_22.tiff,1659,157.681,57.636,36.649,63.901,0.838,423045,423045,1.573,0.636,0.964
955,8 pat OD ki67 (561)_0014_C001T001_colony_23.tiff,2540,190.066,61.671,52.440,47.666,0.884,647700,647700,1.176,0.850,0.963
956,8 pat OD ki67 (561)_0014_C001T001_colony_24.tiff,4391,250.593,87.391,63.974,61.373,0.879,1119705,1119705,1.366,0.732,0.976
957,8 pat OD ki67 (561)_0014_C001T001_colony_25.tiff,2313,185.581,66.132,44.532,66.736,0.844,589815,589815,1.485,0.673,0.965
958,8 pat OD ki67 (561)_0014_C001T001_colony_26.tiff,2869,206.309,69.691,52.416,78.934,0.847,731595,731595,1.330,0.752,0.962
959,8 pat OD ki67 (561)_0014_C001T001_colony_27.tiff,4360,251.966,88.903,62.442,68.936,0.863,1111800,1111800,1.424,0.702,0.979
960,8 pat OD ki67 (561)_0014_C001T001_colony_28.tiff,2900,203.480,68.491,53.911,34.949,0.880,739500,739500,1.270,0.787,0.974
961,8 pat OD ki67 (561)_0014_C001T001_colony_29.tiff,2594,197.924,73.158,45.146,82.630,0.832,661470,661470,1.620,0.617,0.972
962,8 pat OD ki67 (561)_0014_C001T001_colony_3.tiff,2486,189.581,65.923,48.015,27.108,0.869,633930,633930,1.373,0.728,0.972
963,8 pat OD ki67 (561)_0014_C001T001_colony_4.tiff,2893,202.066,67.479,54.587,170.010,0.890,737715,737715,1.236,0.809,0.976
964,8 pat OD ki67 (561)_0014_C001T001_colony_5.tiff,3470,229.279,83.669,52.805,111.144,0.829,884850,884850,1.584,0.631,0.970
965,8 pat OD ki67 (561)_0014_C001T001_colony_6.tiff,2362,182.610,63.634,47.260,92.013,0.890,602310,602310,1.346,0.743,0.977
966,8 pat OD ki67 (561)_0014_C001T001_colony_7.tiff,2800,201.681,69.287,51.454,100.347,0.865,714000,714000,1.347,0.743,0.973
967,8 pat OD ki67 (561)_0014_C001T001_colony_8.tiff,2444,196.995,74.983,41.500,158.927,0.791,623220,623220,1.807,0.553,0.964
968,8 pat OD ki67 (561)_0014_C001T001_colony_9.tiff,3864,237.380,82.873,59.365,80.045,0.862,985320,985320,1.396,0.716,0.974
969,8 pat OD ki67 (561)_C001T001_colony_1.tiff,2465,198.208,71.271,44.037,39.429,0.788,628575,628575,1.618,0.618,0.953
970,8 pat OD ki67 (561)_C001T001_colony_10.tiff,2276,181.338,55.242,52.458,140.394,0.870,580380,580380,1.053,0.950,0.960
971,8 pat OD ki67 (561)_C001T001_colony_11.tiff,2583,196.309,67.707,48.574,176.570,0.842,658665,658665,1.394,0.717,0.958
972,8 pat OD ki67 (561)_C001T001_colony_12.tiff,2578,197.581,70.317,46.680,82.073,0.830,657390,657390,1.506,0.664,0.965
973,8 pat OD ki67 (561)_C001T001_colony_13.tiff,3316,221.037,77.803,54.266,126.015,0.853,845580,845580,1.434,0.697,0.966
974,8 pat OD ki67 (561)_C001T001_colony_14.tiff,1914,168.510,60.027,40.598,77.107,0.847,488070,488070,1.479,0.676,0.968
975,8 pat OD ki67 (561)_C001T001_colony_15.tiff,2316,187.723,66.465,44.367,21.876,0.826,590580,590580,1.498,0.668,0.961
976,8 pat OD ki67 (561)_C001T001_colony_16.tiff,2011,169.439,56.838,45.049,85.140,0.880,512805,512805,1.262,0.793,0.969
977,8 pat OD ki67 (561)_C001T001_colony_17.tiff,2403,190.510,68.775,44.487,67.628,0.832,612765,612765,1.546,0.647,0.970
978,8 pat OD ki67 (561)_C001T001_colony_18.tiff,1898,163.681,55.885,43.242,120.098,0.890,483990,483990,1.292,0.774,0.968
979,8 pat OD ki67 (561)_C001T001_colony_19.tiff,2121,175.681,60.050,44.972,70.709,0.864,540855,540855,1.335,0.749,0.965
980,8 pat OD ki67 (561)_C001T001_colony_2.tiff,2893,202.752,69.924,52.678,84.238,0.884,737715,737715,1.327,0.753,0.976
981,8 pat OD ki67 (561)_C001T001_colony_20.tiff,2329,184.894,67.992,43.614,38.152,0.856,593895,593895,1.559,0.641,0.971
982,8 pat OD ki67 (561)_C001T001_colony_21.tiff,2468,193.037,64.778,48.510,140.167,0.832,629340,629340,1.335,0.749,0.952
983,8 pat OD ki67 (561)_C001T001_colony_22.tiff,2350,210.995,65.218,45.878,142.627,0.663,599250,599250,1.422,0.703,0.927
984,8 pat OD ki67 (561)_C001T001_colony_23.tiff,2861,204.652,72.682,50.119,66.017,0.858,729555,729555,1.450,0.690,0.974
985,8 pat OD ki67 (561)_C001T001_colony_24.tiff,2234,182.551,63.969,44.466,145.157,0.842,569670,569670,1.439,0.695,0.961
986,8 pat OD ki67 (561)_C001T001_colony_25.tiff,2003,167.439,56.815,44.888,60.517,0.898,510765,510765,1.266,0.790,0.974
987,8 pat OD ki67 (561)_C001T001_colony_26.tiff,2624,191.480,61.305,54.497,118.236,0.899,669120,669120,1.125,0.889,0.973
988,8 pat OD ki67 (561)_C001T001_colony_27.tiff,2574,225.279,73.440,44.626,124.378,0.637,656370,656370,1.646,0.608,0.895
989,8 pat OD ki67 (561)_C001T001_colony_28.tiff,2448,187.338,64.573,48.269,102.331,0.877,624240,624240,1.338,0.748,0.971
990,8 pat OD ki67 (561)_C001T001_colony_29.tiff,2448,189.823,64.746,48.140,70.980,0.854,624240,624240,1.345,0.744,0.964
991,8 pat OD ki67 (561)_C001T001_colony_3.tiff,2807,199.480,69.104,51.719,151.967,0.886,715785,715785,1.336,0.748,0.975
992,8 pat OD ki67 (561)_C001T001_colony_30.tiff,2108,230.794,62.886,42.680,25.509,0.497,537540,537540,1.473,0.679,0.900
993,8 pat OD ki67 (561)_C001T001_colony_31.tiff,1837,159.095,53.238,43.933,48.240,0.912,468435,468435,1.212,0.825,0.971
994,8 pat OD ki67 (561)_C001T001_colony_32.tiff,2739,207.137,72.818,47.892,116.118,0.802,698445,698445,1.520,0.658,0.925
995,8 pat OD ki67 (561)_C001T001_colony_33.tiff,2487,192.267,69.311,45.686,7.521,0.845,634185,634185,1.517,0.659,0.971
996,8 pat OD ki67 (561)_C001T001_colony_34.tiff,2719,198.995,70.904,48.826,159.054,0.863,693345,693345,1.452,0.689,0.971
997,8 pat OD ki67 (561)_C001T001_colony_35.tiff,2538,190.167,60.297,53.592,159.381,0.882,647190,647190,1.125,0.889,0.969
998,8 pat OD ki67 (561)_C001T001_colony_36.tiff,2451,186.066,64.679,48.249,130.585,0.890,625005,625005,1.341,0.746,0.973
999,8 pat OD ki67 (561)_C001T001_colony_37.tiff,2474,192.894,69.571,45.278,115.755,0.836,630870,630870,1.537,0.651,0.966
1000,8 pat OD ki67 (561)_C001T001_colony_4.tiff,1846,163.924,57.322,41.003,32.228,0.863,470730,470730,1.398,0.715,0.964
1001,8 pat OD ki67 (561)_C001T001_colony_5.tiff,1903,163.439,54.551,44.417,73.174,0.895,485265,485265,1.228,0.814,0.971
1002,8 pat OD ki67 (561)_C001T001_colony_6.tiff,2033,171.338,55.691,46.480,136.271,0.870,518415,518415,1.198,0.835,0.964
1003,8 pat OD ki67 (561)_C001T001_colony_7.tiff,2450,188.409,64.242,48.558,88.162,0.867,624750,624750,1.323,0.756,0.968
1004,8 pat OD ki67 (561)_C001T001_colony_8.tiff,2480,190.510,68.222,46.285,98.230,0.859,632400,632400,1.474,0.678,0.967
1005,8 pat OD ki67 (561)_C001T001_colony_9.tiff,1906,166.024,57.298,42.354,104.961,0.869,486030,486030,1.353,0.739,0.967
1006,Drawing of 8 pat OD ki67 (561)_C001T001_colony_9.tiff,2543,212.385,64.011,50.583,88.483,0.708,648465,648465,1.265,0.790,0.953
1007,Drawing of Drawing of 8 pat OD ki67 (561)_C001T001_colony_9.tiff,2433,197.899,62.811,49.319,89.826,0.781,620415,620415,1.274,0.785,0.988
