 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,IntDen,RawIntDen,AR,Round,Solidity
742,8 pat OD ki67 (561)_0007_C001T001_colony_13.tiff,2553,192.167,65.269,49.803,75.182,0.869,651015,651015,1.311,0.763,0.969
743,8 pat OD ki67 (561)_0007_C001T001_colony_14.tiff,2449,188.167,63.358,49.215,8.633,0.869,624495,624495,1.287,0.777,0.967
744,8 pat OD ki67 (561)_0007_C001T001_colony_15.tiff,2266,180.167,62.784,45.954,114.256,0.877,577830,577830,1.366,0.732,0.969
745,8 pat OD ki67 (561)_0007_C001T001_colony_16.tiff,2536,190.652,62.246,51.874,39.983,0.877,646680,646680,1.200,0.833,0.968
746,8 pat OD ki67 (561)_0007_C001T001_colony_17.tiff,3232,217.823,73.493,55.993,168.995,0.856,824160,824160,1.313,0.762,0.968
747,8 pat OD ki67 (561)_0007_C001T001_colony_18.tiff,2973,206.551,67.786,55.842,72.771,0.876,758115,758115,1.214,0.824,0.967
748,8 pat OD ki67 (561)_0007_C001T001_colony_19.tiff,2565,194.995,70.927,46.046,83.056,0.848,654075,654075,1.540,0.649,0.972
749,8 pat OD ki67 (561)_0007_C001T001_colony_2.tiff,123,40.385,13.857,11.302,66.910,0.948,31365,31365,1.226,0.816,0.950
750,8 pat OD ki67 (561)_0007_C001T001_colony_20.tiff,2175,174.267,59.169,46.803,136.311,0.900,554625,554625,1.264,0.791,0.973
751,8 pat OD ki67 (561)_0007_C001T001_colony_21.tiff,1952,165.681,55.060,45.139,151.213,0.894,497760,497760,1.220,0.820,0.970
752,8 pat OD ki67 (561)_0007_C001T001_colony_22.tiff,2591,191.823,63.871,51.650,145.863,0.885,660705,660705,1.237,0.809,0.972
753,8 pat OD ki67 (561)_0007_C001T001_colony_23.tiff,2629,197.681,73.314,45.658,96.786,0.845,670395,670395,1.606,0.623,0.976
754,8 pat OD ki67 (561)_0007_C001T001_colony_24.tiff,2886,203.238,68.908,53.326,167.561,0.878,735930,735930,1.292,0.774,0.974
755,8 pat OD ki67 (561)_0007_C001T001_colony_25.tiff,3297,219.380,75.342,55.718,117.435,0.861,840735,840735,1.352,0.740,0.969
756,8 pat OD ki67 (561)_0007_C001T001_colony_26.tiff,1864,161.338,53.069,44.721,63.609,0.900,475320,475320,1.187,0.843,0.968
757,8 pat OD ki67 (561)_0007_C001T001_colony_27.tiff,2661,196.652,67.121,50.477,103.409,0.865,678555,678555,1.330,0.752,0.968
758,8 pat OD ki67 (561)_0007_C001T001_colony_28.tiff,2574,191.480,63.258,51.808,50.799,0.882,656370,656370,1.221,0.819,0.971
759,8 pat OD ki67 (561)_0007_C001T001_colony_3.tiff,4834,286.291,94.457,65.160,42.142,0.741,1232670,1232670,1.450,0.690,0.925
760,8 pat OD ki67 (561)_0007_C001T001_colony_4.tiff,2918,209.380,75.951,48.917,63.380,0.836,744090,744090,1.553,0.644,0.969
761,8 pat OD ki67 (561)_0007_C001T001_colony_5.tiff,2462,186.752,64.402,48.674,80.841,0.887,627810,627810,1.323,0.756,0.974
762,8 pat OD ki67 (561)_0007_C001T001_colony_6.tiff,1869,162.610,55.647,42.764,92.823,0.888,476595,476595,1.301,0.768,0.972
763,8 pat OD ki67 (561)_0007_C001T001_colony_7.tiff,2684,195.581,67.077,50.947,98.287,0.882,684420,684420,1.317,0.760,0.974
764,8 pat OD ki67 (561)_0007_C001T001_colony_8.tiff,2497,189.439,66.171,48.047,88.306,0.874,636735,636735,1.377,0.726,0.973
765,8 pat OD ki67 (561)_0007_C001T001_colony_9.tiff,2656,192.752,63.282,53.439,1.709,0.898,677280,677280,1.184,0.844,0.973
766,8 pat OD ki67 (561)_0008_C001T001_colony_1.tiff,1974,164.853,52.953,47.464,35.095,0.913,503370,503370,1.116,0.896,0.972
767,8 pat OD ki67 (561)_0008_C001T001_colony_10.tiff,1873,163.681,55.858,42.693,135.684,0.879,477615,477615,1.308,0.764,0.967
768,8 pat OD ki67 (561)_0008_C001T001_colony_11.tiff,2457,192.510,67.597,46.279,8.409,0.833,626535,626535,1.461,0.685,0.965
769,8 pat OD ki67 (561)_0008_C001T001_colony_12.tiff,1869,164.510,57.809,41.165,114.587,0.868,476595,476595,1.404,0.712,0.965
770,8 pat OD ki67 (561)_0008_C001T001_colony_13.tiff,2561,191.581,64.178,50.808,71.609,0.877,653055,653055,1.263,0.792,0.970
771,8 pat OD ki67 (561)_0008_C001T001_colony_14.tiff,2099,172.267,55.351,48.283,169.838,0.889,535245,535245,1.146,0.872,0.966
772,8 pat OD ki67 (561)_0008_C001T001_colony_15.tiff,2948,204.752,69.256,54.198,170.744,0.884,751740,751740,1.278,0.783,0.969
773,8 pat OD ki67 (561)_0008_C001T001_colony_16.tiff,1577,148.610,47.111,42.620,109.127,0.897,402135,402135,1.105,0.905,0.966
774,8 pat OD ki67 (561)_0008_C001T001_colony_17.tiff,3251,215.238,73.961,55.966,70.236,0.882,829005,829005,1.322,0.757,0.976
775,8 pat OD ki67 (561)_0008_C001T001_colony_18.tiff,1760,162.610,51.938,43.146,63.509,0.836,448800,448800,1.204,0.831,0.953
776,8 pat OD ki67 (561)_0008_C001T001_colony_19.tiff,2866,205.137,72.965,50.012,55.884,0.856,730830,730830,1.459,0.685,0.971
777,8 pat OD ki67 (561)_0008_C001T001_colony_2.tiff,2319,179.338,58.651,50.342,172.959,0.906,591345,591345,1.165,0.858,0.973
778,8 pat OD ki67 (561)_0008_C001T001_colony_20.tiff,2691,195.823,65.981,51.929,135.091,0.882,686205,686205,1.271,0.787,0.973
779,8 pat OD ki67 (561)_0008_C001T001_colony_21.tiff,2687,205.966,76.492,44.726,122.524,0.796,685185,685185,1.710,0.585,0.967
780,8 pat OD ki67 (561)_0008_C001T001_colony_22.tiff,1934,166.267,54.939,44.822,116.196,0.879,493170,493170,1.226,0.816,0.965
781,8 pat OD ki67 (561)_0008_C001T001_colony_23.tiff,2755,201.924,71.665,48.947,92.685,0.849,702525,702525,1.464,0.683,0.971
782,8 pat OD ki67 (561)_0008_C001T001_colony_24.tiff,2195,179.823,61.031,45.792,68.070,0.853,559725,559725,1.333,0.750,0.965
783,8 pat OD ki67 (561)_0008_C001T001_colony_25.tiff,2239,180.167,63.629,44.803,116.217,0.867,570945,570945,1.420,0.704,0.968
784,8 pat OD ki67 (561)_0008_C001T001_colony_26.tiff,111,37.456,12.230,11.556,155.580,0.994,28305,28305,1.058,0.945,0.925
785,8 pat OD ki67 (561)_0008_C001T001_colony_3.tiff,3408,225.279,80.685,53.780,138.732,0.844,869040,869040,1.500,0.667,0.968
786,8 pat OD ki67 (561)_0008_C001T001_colony_4.tiff,2391,184.752,62.366,48.813,118.362,0.880,609705,609705,1.278,0.783,0.972
787,8 pat OD ki67 (561)_0008_C001T001_colony_5.tiff,5363,277.421,93.021,73.407,161.036,0.876,1367565,1367565,1.267,0.789,0.978
788,8 pat OD ki67 (561)_0008_C001T001_colony_6.tiff,2160,182.309,69.295,39.688,145.543,0.817,550800,550800,1.746,0.573,0.957
789,8 pat OD ki67 (561)_0008_C001T001_colony_7.tiff,2097,174.267,61.011,43.762,165.319,0.868,534735,534735,1.394,0.717,0.969
790,8 pat OD ki67 (561)_0008_C001T001_colony_8.tiff,2099,174.610,57.299,46.642,113.391,0.865,535245,535245,1.228,0.814,0.955
791,8 pat OD ki67 (561)_0008_C001T001_colony_9.tiff,2264,182.024,64.055,45.002,6.802,0.859,577320,577320,1.423,0.703,0.963
792,8 pat OD ki67 (561)_0009_C001T001_colony_1.tiff,2321,184.267,66.919,44.161,168.033,0.859,591855,591855,1.515,0.660,0.974
793,8 pat OD ki67 (561)_0009_C001T001_colony_10.tiff,2012,179.823,58.352,43.901,29.085,0.782,513060,513060,1.329,0.752,0.931
794,8 pat OD ki67 (561)_0009_C001T001_colony_11.tiff,2869,202.794,65.433,55.827,25.496,0.877,731595,731595,1.172,0.853,0.970
795,8 pat OD ki67 (561)_0009_C001T001_colony_12.tiff,2247,188.995,71.313,40.118,169.122,0.791,572985,572985,1.778,0.563,0.960
796,8 pat OD ki67 (561)_0009_C001T001_colony_13.tiff,2367,189.380,71.621,42.079,142.251,0.829,603585,603585,1.702,0.588,0.969
797,8 pat OD ki67 (561)_0009_C001T001_colony_14.tiff,2227,183.439,67.463,42.031,175.443,0.832,567885,567885,1.605,0.623,0.971
798,8 pat OD ki67 (561)_0009_C001T001_colony_15.tiff,2130,173.338,57.045,47.542,146.989,0.891,543150,543150,1.200,0.833,0.967
799,8 pat OD ki67 (561)_0009_C001T001_colony_16.tiff,2556,198.652,72.232,45.055,172.688,0.814,651780,651780,1.603,0.624,0.958
800,8 pat OD ki67 (561)_0009_C001T001_colony_17.tiff,4905,310.978,96.285,64.862,1.594,0.637,1250775,1250775,1.484,0.674,0.918
801,8 pat OD ki67 (561)_0009_C001T001_colony_18.tiff,2520,193.338,71.962,44.587,103.348,0.847,642600,642600,1.614,0.620,0.975
802,8 pat OD ki67 (561)_0009_C001T001_colony_19.tiff,1683,152.024,48.776,43.933,154.883,0.915,429165,429165,1.110,0.901,0.969
803,8 pat OD ki67 (561)_0009_C001T001_colony_2.tiff,2576,195.723,69.995,46.858,55.439,0.845,656880,656880,1.494,0.669,0.961
804,8 pat OD ki67 (561)_0009_C001T001_colony_20.tiff,2304,179.823,58.907,49.800,61.388,0.895,587520,587520,1.183,0.845,0.971
805,8 pat OD ki67 (561)_0009_C001T001_colony_21.tiff,2148,174.752,59.409,46.035,140.835,0.884,547740,547740,1.291,0.775,0.965
806,8 pat OD ki67 (561)_0009_C001T001_colony_22.tiff,2228,178.510,62.612,45.307,20.112,0.879,568140,568140,1.382,0.724,0.970
807,8 pat OD ki67 (561)_0009_C001T001_colony_23.tiff,1456,143.338,47.768,38.810,141.782,0.891,371280,371280,1.231,0.812,0.963
808,8 pat OD ki67 (561)_0009_C001T001_colony_24.tiff,1419,143.539,50.192,35.996,68.404,0.865,361845,361845,1.394,0.717,0.965
809,8 pat OD ki67 (561)_0009_C001T001_colony_25.tiff,2340,181.924,60.973,48.864,42.749,0.888,596700,596700,1.248,0.801,0.973
810,8 pat OD ki67 (561)_0009_C001T001_colony_26.tiff,146,44.627,15.930,11.669,20.221,0.921,37230,37230,1.365,0.733,0.939
811,8 pat OD ki67 (561)_0009_C001T001_colony_27.tiff,2292,184.409,65.172,44.778,105.108,0.847,584460,584460,1.455,0.687,0.966
812,8 pat OD ki67 (561)_0009_C001T001_colony_28.tiff,2266,179.480,61.417,46.977,39.673,0.884,577830,577830,1.307,0.765,0.970
813,8 pat OD ki67 (561)_0009_C001T001_colony_29.tiff,2120,171.095,54.652,49.390,41.974,0.910,540600,540600,1.107,0.904,0.973
814,8 pat OD ki67 (561)_0009_C001T001_colony_3.tiff,1608,153.397,54.085,37.855,10.077,0.859,410040,410040,1.429,0.700,0.967
815,8 pat OD ki67 (561)_0009_C001T001_colony_4.tiff,2801,204.267,74.869,47.635,1.715,0.844,714255,714255,1.572,0.636,0.974
816,8 pat OD ki67 (561)_0009_C001T001_colony_5.tiff,2171,182.610,67.725,40.815,174.529,0.818,553605,553605,1.659,0.603,0.968
817,8 pat OD ki67 (561)_0009_C001T001_colony_6.tiff,6811,378.919,127.588,67.969,21.598,0.596,1736805,1736805,1.877,0.533,0.895
818,8 pat OD ki67 (561)_0009_C001T001_colony_7.tiff,1971,173.238,65.411,38.366,36.813,0.825,502605,502605,1.705,0.587,0.964
819,8 pat OD ki67 (561)_0009_C001T001_colony_8.tiff,2250,183.823,68.259,41.969,153.009,0.837,573750,573750,1.626,0.615,0.968
820,8 pat OD ki67 (561)_0009_C001T001_colony_9.tiff,2117,177.338,61.915,43.534,119.902,0.846,539835,539835,1.422,0.703,0.964
821,8 pat OD ki67 (561)_0010_C001T001_colony_1.tiff,2572,194.409,68.483,47.819,18.827,0.855,655860,655860,1.432,0.698,0.968
822,8 pat OD ki67 (561)_0010_C001T001_colony_10.tiff,3349,223.480,80.027,53.283,94.583,0.843,853995,853995,1.502,0.666,0.972
823,8 pat OD ki67 (561)_0010_C001T001_colony_11.tiff,1927,166.995,56.907,43.115,74.370,0.868,491385,491385,1.320,0.758,0.965
824,8 pat OD ki67 (561)_0010_C001T001_colony_12.tiff,2355,181.581,57.512,52.136,19.277,0.898,600525,600525,1.103,0.907,0.973
825,8 pat OD ki67 (561)_0010_C001T001_colony_13.tiff,1276,133.054,42.507,38.221,121.197,0.906,325380,325380,1.112,0.899,0.966
826,8 pat OD ki67 (561)_0010_C001T001_colony_14.tiff,2088,173.095,60.258,44.119,119.525,0.876,532440,532440,1.366,0.732,0.971
827,8 pat OD ki67 (561)_0010_C001T001_colony_15.tiff,2942,204.752,71.661,52.272,177.434,0.882,750210,750210,1.371,0.729,0.977
828,8 pat OD ki67 (561)_0010_C001T001_colony_16.tiff,1398,140.610,48.690,36.558,163.642,0.889,356490,356490,1.332,0.751,0.964
829,8 pat OD ki67 (561)_0010_C001T001_colony_17.tiff,2021,171.095,58.921,43.672,102.950,0.868,515355,515355,1.349,0.741,0.967
830,8 pat OD ki67 (561)_0010_C001T001_colony_18.tiff,2749,203.823,74.741,46.830,106.476,0.832,700995,700995,1.596,0.627,0.970
831,8 pat OD ki67 (561)_0010_C001T001_colony_19.tiff,2571,192.167,63.147,51.839,16.600,0.875,655605,655605,1.218,0.821,0.968
832,8 pat OD ki67 (561)_0010_C001T001_colony_2.tiff,2997,208.309,71.592,53.300,106.169,0.868,764235,764235,1.343,0.744,0.973
833,8 pat OD ki67 (561)_0010_C001T001_colony_20.tiff,3195,211.380,71.082,57.230,142.240,0.899,814725,814725,1.242,0.805,0.977
834,8 pat OD ki67 (561)_0010_C001T001_colony_21.tiff,1368,138.125,46.183,37.715,95.086,0.901,348840,348840,1.225,0.817,0.967
835,8 pat OD ki67 (561)_0010_C001T001_colony_22.tiff,1837,160.995,56.428,41.450,59.526,0.891,468435,468435,1.361,0.735,0.967
836,8 pat OD ki67 (561)_0010_C001T001_colony_23.tiff,2863,201.823,68.992,52.837,40.425,0.883,730065,730065,1.306,0.766,0.973
837,8 pat OD ki67 (561)_0010_C001T001_colony_24.tiff,1702,155.782,48.898,44.318,20.162,0.881,434010,434010,1.103,0.906,0.965
838,8 pat OD ki67 (561)_0010_C001T001_colony_25.tiff,4038,239.723,78.669,65.354,7.153,0.883,1029690,1029690,1.204,0.831,0.976
839,8 pat OD ki67 (561)_0010_C001T001_colony_26.tiff,2487,189.581,64.873,48.812,73.443,0.870,634185,634185,1.329,0.752,0.972
840,8 pat OD ki67 (561)_0010_C001T001_colony_27.tiff,6300,420.718,121.930,65.787,43.913,0.447,1606500,1606500,1.853,0.540,0.850
841,8 pat OD ki67 (561)_0010_C001T001_colony_3.tiff,2451,187.238,65.181,47.878,151.657,0.879,625005,625005,1.361,0.735,0.971
842,8 pat OD ki67 (561)_0010_C001T001_colony_4.tiff,2228,177.924,61.279,46.293,60.098,0.884,568140,568140,1.324,0.755,0.972
843,8 pat OD ki67 (561)_0010_C001T001_colony_5.tiff,2895,206.894,75.435,48.864,22.998,0.850,738225,738225,1.544,0.648,0.972
844,8 pat OD ki67 (561)_0010_C001T001_colony_6.tiff,2657,194.652,66.862,50.596,57.067,0.881,677535,677535,1.321,0.757,0.974
845,8 pat OD ki67 (561)_0010_C001T001_colony_7.tiff,2347,185.581,59.862,49.920,46.303,0.856,598485,598485,1.199,0.834,0.954
846,8 pat OD ki67 (561)_0010_C001T001_colony_8.tiff,2042,171.238,56.223,46.243,80.253,0.875,520710,520710,1.216,0.822,0.962
847,8 pat OD ki67 (561)_0010_C001T001_colony_9.tiff,2068,172.167,58.039,45.367,122.646,0.877,527340,527340,1.279,0.782,0.964
848,8 pat OD ki67 (561)_0011_C001T001_colony_1.tiff,245,59.698,21.022,14.839,34.303,0.864,62475,62475,1.417,0.706,0.933
849,8 pat OD ki67 (561)_0011_C001T001_colony_10.tiff,1989,169.095,59.212,42.770,176.342,0.874,507195,507195,1.384,0.722,0.969
850,8 pat OD ki67 (561)_0011_C001T001_colony_11.tiff,2202,181.137,67.852,41.321,143.348,0.843,561510,561510,1.642,0.609,0.970
851,8 pat OD ki67 (561)_0011_C001T001_colony_12.tiff,2468,188.995,61.795,50.851,5.026,0.868,629340,629340,1.215,0.823,0.967
852,8 pat OD ki67 (561)_0011_C001T001_colony_13.tiff,2547,194.894,72.310,44.847,39.415,0.843,649485,649485,1.612,0.620,0.970
853,8 pat OD ki67 (561)_0011_C001T001_colony_14.tiff,2258,177.581,59.695,48.161,154.979,0.900,575790,575790,1.239,0.807,0.970
854,8 pat OD ki67 (561)_0011_C001T001_colony_15.tiff,2344,179.681,58.305,51.188,17.923,0.912,597720,597720,1.139,0.878,0.976
855,8 pat OD ki67 (561)_0011_C001T001_colony_16.tiff,3117,212.309,72.802,54.514,8.791,0.869,794835,794835,1.335,0.749,0.973
856,8 pat OD ki67 (561)_0011_C001T001_colony_17.tiff,2166,177.439,62.495,44.129,72.495,0.865,552330,552330,1.416,0.706,0.966
857,8 pat OD ki67 (561)_0011_C001T001_colony_18.tiff,3098,224.451,78.932,49.973,20.409,0.773,789990,789990,1.579,0.633,0.932
858,8 pat OD ki67 (561)_0011_C001T001_colony_19.tiff,2519,194.167,70.249,45.656,17.925,0.840,642345,642345,1.539,0.650,0.970
859,8 pat OD ki67 (561)_0011_C001T001_colony_2.tiff,2249,183.681,66.905,42.800,6.692,0.838,573495,573495,1.563,0.640,0.968
860,8 pat OD ki67 (561)_0011_C001T001_colony_20.tiff,1811,162.024,52.821,43.654,169.815,0.867,461805,461805,1.210,0.826,0.955
861,8 pat OD ki67 (561)_0011_C001T001_colony_21.tiff,1746,157.681,50.368,44.137,14.103,0.882,445230,445230,1.141,0.876,0.963
862,8 pat OD ki67 (561)_0011_C001T001_colony_22.tiff,2705,199.823,64.499,53.398,52.437,0.851,689775,689775,1.208,0.828,0.967
863,8 pat OD ki67 (561)_0011_C001T001_colony_23.tiff,2454,185.823,61.036,51.191,144.285,0.893,625770,625770,1.192,0.839,0.972
864,8 pat OD ki67 (561)_0011_C001T001_colony_24.tiff,2905,202.652,67.298,54.961,86.135,0.889,740775,740775,1.224,0.817,0.972
865,8 pat OD ki67 (561)_0011_C001T001_colony_25.tiff,5076,274.492,94.540,68.362,102.322,0.847,1294380,1294380,1.383,0.723,0.970
866,8 pat OD ki67 (561)_0011_C001T001_colony_26.tiff,2424,184.995,61.088,50.523,138.364,0.890,618120,618120,1.209,0.827,0.970
867,8 pat OD ki67 (561)_0011_C001T001_colony_27.tiff,2468,190.752,66.632,47.160,169.200,0.852,629340,629340,1.413,0.708,0.964
868,8 pat OD ki67 (561)_0011_C001T001_colony_29.tiff,1275,136.267,50.416,32.200,46.554,0.863,325125,325125,1.566,0.639,0.955
869,8 pat OD ki67 (561)_0011_C001T001_colony_3.tiff,3229,214.451,74.460,55.215,128.479,0.882,823395,823395,1.349,0.742,0.975
870,8 pat OD ki67 (561)_0011_C001T001_colony_30.tiff,2849,205.380,75.418,48.098,122.833,0.849,726495,726495,1.568,0.638,0.973
871,8 pat OD ki67 (561)_0011_C001T001_colony_31.tiff,2845,200.551,68.489,52.890,39.927,0.889,725475,725475,1.295,0.772,0.974
872,8 pat OD ki67 (561)_0011_C001T001_colony_32.tiff,3351,223.480,71.344,59.804,14.069,0.843,854505,854505,1.193,0.838,0.944
873,8 pat OD ki67 (561)_0011_C001T001_colony_33.tiff,1489,146.125,52.498,36.113,90.196,0.876,379695,379695,1.454,0.688,0.967
874,8 pat OD ki67 (561)_0011_C001T001_colony_34.tiff,2227,179.924,62.999,45.008,14.915,0.864,567885,567885,1.400,0.714,0.970
875,8 pat OD ki67 (561)_0011_C001T001_colony_35.tiff,2027,170.853,60.047,42.980,5.795,0.873,516885,516885,1.397,0.716,0.971
876,8 pat OD ki67 (561)_0011_C001T001_colony_4.tiff,2523,188.752,65.329,49.173,104.007,0.890,643365,643365,1.329,0.753,0.975
877,8 pat OD ki67 (561)_0011_C001T001_colony_5.tiff,2231,178.752,62.932,45.137,85.556,0.877,568905,568905,1.394,0.717,0.969
878,8 pat OD ki67 (561)_0011_C001T001_colony_6.tiff,2351,182.752,63.212,47.355,14.794,0.885,599505,599505,1.335,0.749,0.971
879,8 pat OD ki67 (561)_0011_C001T001_colony_7.tiff,2731,255.137,79.771,43.590,55.818,0.527,696405,696405,1.830,0.546,0.836
880,8 pat OD ki67 (561)_0011_C001T001_colony_8.tiff,2527,191.338,65.827,48.878,99.865,0.867,644385,644385,1.347,0.743,0.967
881,8 pat OD ki67 (561)_0011_C001T001_colony_9.tiff,2855,202.551,70.922,51.255,29.441,0.874,728025,728025,1.384,0.723,0.973
882,8 pat OD ki67 (561)_0012_C001T001_colony_11.tiff,2398,185.924,64.032,47.683,3.858,0.872,611490,611490,1.343,0.745,0.971
883,8 pat OD ki67 (561)_0012_C001T001_colony_12.tiff,2137,174.409,54.469,49.954,55.537,0.883,544935,544935,1.090,0.917,0.968
884,8 pat OD ki67 (561)_0012_C001T001_colony_13.tiff,2441,185.681,63.369,49.046,176.795,0.890,622455,622455,1.292,0.774,0.973
885,8 pat OD ki67 (561)_0012_C001T001_colony_14.tiff,1858,165.095,59.359,39.854,165.053,0.857,473790,473790,1.489,0.671,0.963
886,8 pat OD ki67 (561)_0012_C001T001_colony_15.tiff,1863,162.752,57.520,41.239,127.600,0.884,475065,475065,1.395,0.717,0.969
887,8 pat OD ki67 (561)_0012_C001T001_colony_16.tiff,2736,197.966,67.411,51.677,144.616,0.877,697680,697680,1.304,0.767,0.971
888,8 pat OD ki67 (561)_0012_C001T001_colony_17.tiff,4155,308.392,99.894,52.959,136.066,0.549,1059525,1059525,1.886,0.530,0.867
889,8 pat OD ki67 (561)_0012_C001T001_colony_19.tiff,3104,211.380,75.802,52.138,132.665,0.873,791520,791520,1.454,0.688,0.974
890,8 pat OD ki67 (561)_0012_C001T001_colony_2.tiff,2365,183.924,62.267,48.360,7.920,0.879,603075,603075,1.288,0.777,0.968
891,8 pat OD ki67 (561)_0012_C001T001_colony_20.tiff,1844,165.782,61.475,38.192,8.063,0.843,470220,470220,1.610,0.621,0.965
892,8 pat OD ki67 (561)_0012_C001T001_colony_21.tiff,2443,185.924,61.916,50.238,99.341,0.888,622965,622965,1.232,0.811,0.974
893,8 pat OD ki67 (561)_0012_C001T001_colony_22.tiff,2344,182.510,61.969,48.161,179.424,0.884,597720,597720,1.287,0.777,0.971
894,8 pat OD ki67 (561)_0012_C001T001_colony_24.tiff,2215,191.966,70.066,40.251,33.423,0.755,564825,564825,1.741,0.574,0.955
895,8 pat OD ki67 (561)_0012_C001T001_colony_25.tiff,1938,168.267,60.713,40.643,174.935,0.860,494190,494190,1.494,0.669,0.969
896,8 pat OD ki67 (561)_0012_C001T001_colony_26.tiff,3142,220.309,73.777,54.225,86.992,0.813,801210,801210,1.361,0.735,0.947
897,8 pat OD ki67 (561)_0012_C001T001_colony_27.tiff,2207,176.510,56.162,50.035,172.534,0.890,562785,562785,1.122,0.891,0.969
898,8 pat OD ki67 (561)_0012_C001T001_colony_28.tiff,4015,237.279,73.714,69.350,129.182,0.896,1023825,1023825,1.063,0.941,0.976
899,8 pat OD ki67 (561)_0012_C001T001_colony_29.tiff,2875,209.581,76.488,47.858,98.483,0.823,733125,733125,1.598,0.626,0.968
900,8 pat OD ki67 (561)_0012_C001T001_colony_3.tiff,2688,195.480,64.909,52.727,29.305,0.884,685440,685440,1.231,0.812,0.972
901,8 pat OD ki67 (561)_0012_C001T001_colony_30.tiff,2903,208.995,74.251,49.780,106.261,0.835,740265,740265,1.492,0.670,0.962
902,8 pat OD ki67 (561)_0012_C001T001_colony_31.tiff,2226,175.924,57.691,49.128,49.616,0.904,567630,567630,1.174,0.852,0.974
903,8 pat OD ki67 (561)_0012_C001T001_colony_32.tiff,2363,184.752,61.616,48.829,16.837,0.870,602565,602565,1.262,0.792,0.960
904,8 pat OD ki67 (561)_0012_C001T001_colony_33.tiff,2299,183.338,64.288,45.532,165.933,0.859,586245,586245,1.412,0.708,0.965
905,8 pat OD ki67 (561)_0012_C001T001_colony_34.tiff,5582,318.978,106.174,66.940,33.275,0.689,1423410,1423410,1.586,0.630,0.920
906,8 pat OD ki67 (561)_0012_C001T001_colony_4.tiff,3454,238.551,76.760,57.292,50.683,0.763,880770,880770,1.340,0.746,0.944
907,8 pat OD ki67 (561)_0012_C001T001_colony_5.tiff,2267,180.894,61.920,46.616,141.897,0.871,578085,578085,1.328,0.753,0.961
908,8 pat OD ki67 (561)_0012_C001T001_colony_6.tiff,3468,220.551,72.602,60.819,11.424,0.896,884340,884340,1.194,0.838,0.976
909,8 pat OD ki67 (561)_0012_C001T001_colony_8.tiff,2215,176.267,57.773,48.816,30.479,0.896,564825,564825,1.183,0.845,0.971
910,8 pat OD ki67 (561)_0012_C001T001_colony_9.tiff,3168,220.409,81.750,49.341,171.962,0.819,807840,807840,1.657,0.604,0.973
911,8 pat OD ki67 (561)_0013_C001T001_colony_1.tiff,1999,174.995,66.606,38.213,31.787,0.820,509745,509745,1.743,0.574,0.969
912,8 pat OD ki67 (561)_0013_C001T001_colony_10.tiff,4169,284.492,101.775,52.156,53.333,0.647,1063095,1063095,1.951,0.512,0.902
913,8 pat OD ki67 (561)_0013_C001T001_colony_11.tiff,2687,196.894,68.837,49.700,33.736,0.871,685185,685185,1.385,0.722,0.970
914,8 pat OD ki67 (561)_0013_C001T001_colony_12.tiff,2318,180.409,61.031,48.359,73.428,0.895,591090,591090,1.262,0.792,0.972
915,8 pat OD ki67 (561)_0013_C001T001_colony_13.tiff,2565,195.966,68.892,47.405,140.729,0.839,654075,654075,1.453,0.688,0.967
916,8 pat OD ki67 (561)_0013_C001T001_colony_14.tiff,2318,185.480,66.249,44.550,29.202,0.847,591090,591090,1.487,0.672,0.967
917,8 pat OD ki67 (561)_0013_C001T001_colony_15.tiff,5365,295.321,88.947,76.798,2.018,0.773,1368075,1368075,1.158,0.863,0.941
918,8 pat OD ki67 (561)_0013_C001T001_colony_16.tiff,5921,379.061,114.126,66.057,68.789,0.518,1509855,1509855,1.728,0.579,0.852
919,8 pat OD ki67 (561)_0013_C001T001_colony_17.tiff,2439,186.652,62.520,49.671,139.701,0.880,621945,621945,1.259,0.794,0.967
920,8 pat OD ki67 (561)_0013_C001T001_colony_18.tiff,2806,203.581,72.415,49.337,179.932,0.851,715530,715530,1.468,0.681,0.971
921,8 pat OD ki67 (561)_0013_C001T001_colony_19.tiff,2493,191.338,67.984,46.690,5.512,0.856,635715,635715,1.456,0.687,0.970
922,8 pat OD ki67 (561)_0013_C001T001_colony_2.tiff,2354,184.652,62.663,47.831,13.392,0.868,600270,600270,1.310,0.763,0.967
923,8 pat OD ki67 (561)_0013_C001T001_colony_20.tiff,2214,176.267,57.071,49.394,73.762,0.895,564570,564570,1.155,0.865,0.967
924,8 pat OD ki67 (561)_0013_C001T001_colony_21.tiff,2914,205.966,73.525,50.462,40.749,0.863,743070,743070,1.457,0.686,0.974
925,8 pat OD ki67 (561)_0013_C001T001_colony_23.tiff,2446,186.752,63.707,48.885,177.730,0.881,623730,623730,1.303,0.767,0.973
926,8 pat OD ki67 (561)_0013_C001T001_colony_24.tiff,2992,209.480,73.070,52.135,94.726,0.857,762960,762960,1.402,0.713,0.972
927,8 pat OD ki67 (561)_0013_C001T001_colony_25.tiff,2723,202.752,74.527,46.521,108.620,0.832,694365,694365,1.602,0.624,0.971
928,8 pat OD ki67 (561)_0013_C001T001_colony_26.tiff,2622,195.924,70.836,47.129,81.363,0.858,668610,668610,1.503,0.665,0.972
929,8 pat OD ki67 (561)_0013_C001T001_colony_27.tiff,2252,177.581,57.402,49.952,128.612,0.897,574260,574260,1.149,0.870,0.969
