 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity,Major,Minor
442,1 pat p30 7 day ctrl 10x 1_colony_30.tiff,235,59.012,0.848,59925,59925,1.457,0.686,0.914,20.882,14.329
443,1 pat p30 7 day ctrl 10x 1_colony_31.tiff,243,58.426,0.895,61965,61965,1.184,0.844,0.92,19.142,16.163
444,1 pat p30 7 day ctrl 10x 1_colony_32.tiff,358,77.255,0.754,91290,91290,2.057,0.486,0.929,30.619,14.887
445,1 pat p30 7 day ctrl 10x 1_colony_34.tiff,290,64.669,0.871,73950,73950,1.282,0.78,0.915,21.756,16.972
446,1 pat p30 7 day ctrl 10x 1_colony_35.tiff,251,60.184,0.871,64005,64005,1.36,0.735,0.93,20.848,15.329
447,1 pat p30 7 day ctrl 10x 1_colony_36.tiff,248,60.184,0.86,63240,63240,1.624,0.616,0.934,22.646,13.944
448,1 pat p30 7 day ctrl 10x 1_colony_37.tiff,333,70.912,0.832,84915,84915,1.554,0.643,0.928,25.67,16.517
449,1 pat p30 7 day ctrl 10x 1_colony_38.tiff,264,63.598,0.82,67320,67320,1.604,0.624,0.903,23.218,14.477
450,1 pat p30 7 day ctrl 10x 1_colony_39.tiff,322,77.598,0.672,82110,82110,1.577,0.634,0.87,25.426,16.125
451,1 pat p30 7 day ctrl 10x 1_colony_4.tiff,200,55.355,0.82,51000,51000,1.668,0.6,0.909,20.609,12.356
452,1 pat p30 7 day ctrl 10x 1_colony_40.tiff,151,45.113,0.932,38505,38505,1.211,0.826,0.918,17.286,14.142
453,1 pat p30 7 day ctrl 10x 1_colony_41.tiff,344,71.497,0.846,87720,87720,1.532,0.653,0.932,28.255,18.926
454,1 pat p30 7 day ctrl 10x 1_colony_42.tiff,361,73.598,0.838,92055,92055,1.614,0.619,0.94,29.038,18.679
455,1 pat p30 7 day ctrl 10x 1_colony_43.tiff,207,55.598,0.842,52785,52785,1.693,0.591,0.922,22.989,14.012
456,1 pat p30 7 day ctrl 10x 1_colony_44.tiff,176,48.527,0.939,44880,44880,1.321,0.757,0.929,19.091,14.806
457,1 pat p30 7 day ctrl 10x 1_colony_45.tiff,472,81.841,0.886,120360,120360,1.343,0.745,0.946,28.409,21.154
458,1 pat p30 7 day ctrl 10x 1_colony_46.tiff,239,59.012,0.862,60945,60945,1.301,0.769,0.893,23.379,18.081
459,1 pat p30 7 day ctrl 10x 1_colony_48.tiff,207,55.598,0.842,52785,52785,1.701,0.588,0.922,23.817,14.541
460,1 pat p30 7 day ctrl 10x 1_colony_49.tiff,233,56.184,0.928,59415,59415,1.164,0.859,0.93,20.206,17.707
461,1 pat p30 7 day ctrl 10x 1_colony_50.tiff,157,46.87,0.898,40035,40035,1.412,0.708,0.932,19.188,14.798
462,1 pat p30 7 day ctrl 10x 1_colony_51.tiff,261,59.841,0.916,66555,66555,1.329,0.752,0.932,23.003,17.823
463,1 pat p30 7 day ctrl 10x 1_colony_52.tiff,267,61.941,0.875,68085,68085,1.466,0.682,0.94,23.685,16.772
464,1 pat p30 7 day ctrl 10x 1_colony_53.tiff,285,64.184,0.869,72675,72675,1.495,0.669,0.936,23.291,15.58
465,1 pat p30 7 day ctrl 10x 1_colony_54.tiff,460,81.497,0.87,117300,117300,1.365,0.733,0.936,28.274,20.715
466,1 pat p30 7 day ctrl 10x 1_colony_55.tiff,180,50.527,0.886,45900,45900,1.248,0.801,0.914,19.903,17.848
467,1 pat p30 7 day ctrl 10x 1_colony_56.tiff,256,61.598,0.848,65280,65280,1.469,0.681,0.924,21.879,14.898
468,1 pat p30 7 day ctrl 10x 1_colony_57.tiff,197,55.355,0.808,50235,50235,1.76,0.568,0.91,22.568,13.202
469,1 pat p30 7 day ctrl 10x 1_colony_58.tiff,542,89.497,0.85,138210,138210,1.552,0.644,0.948,33.719,22.128
470,1 pat p30 7 day ctrl 10x 1_colony_59.tiff,288,64.426,0.872,73440,73440,1.392,0.718,0.92,22.596,16.229
471,1 pat p30 7 day ctrl 10x 1_colony_60.tiff,405,77.255,0.853,103275,103275,1.567,0.638,0.939,28.423,18.142
472,1 pat p30 7 day ctrl 10x 1_colony_61.tiff,214,54.184,0.916,54570,54570,1.293,0.773,0.926,18.771,14.516
473,1 pat p30 7 day ctrl 10x 1_colony_62.tiff,267,63.598,0.83,68085,68085,1.341,0.746,0.904,21.353,15.921
474,1 pat p30 7 day ctrl 10x 1_colony_63.tiff,193,50.527,0.95,49215,49215,1.252,0.799,0.935,19.06,14.963
475,1 pat p30 7 day ctrl 10x 1_colony_64.tiff,238,58.184,0.883,60690,60690,1.527,0.655,0.928,22.963,16.024
476,1 pat p30 7 day ctrl 10x 1_colony_65.tiff,213,56.77,0.831,54315,54315,1.517,0.659,0.901,20.282,13.372
477,1 pat p30 7 day ctrl 10x 1_colony_66.tiff,260,61.497,0.864,66300,66300,1.187,0.842,0.909,19.827,16.697
478,1 pat p30 7 day ctrl 10x 1_colony_67.tiff,216,53.941,0.933,55080,55080,1.118,0.894,0.931,19.479,17.322
479,1 pat p30 7 day ctrl 10x 1_colony_68.tiff,331,67.255,0.92,84405,84405,1.211,0.826,0.934,24.272,20.091
480,1 pat p30 7 day ctrl 10x 1_colony_69.tiff,183,50.527,0.901,46665,46665,1.325,0.754,0.917,18.998,14.208
481,1 pat p30 7 day ctrl 10x 1_colony_70.tiff,466,82.569,0.859,118830,118830,1.483,0.674,0.938,29.663,20.003
482,1 pat p30 7 day ctrl 10x 1_colony_71.tiff,220,55.598,0.894,56100,56100,1.255,0.797,0.915,18.751,14.939
483,1 pat p30 7 day ctrl 10x 1_colony_72.tiff,205,55.941,0.823,52275,52275,1.606,0.623,0.895,25.128,15.758
484,1 pat p30 7 day ctrl 10x 1_colony_73.tiff,346,68.77,0.919,88230,88230,1.307,0.765,0.948,23.997,18.358
485,1 pat p30 7 day ctrl 10x 1_colony_74.tiff,657,96.326,0.89,167535,167535,1.261,0.793,0.947,33.719,27.036
486,1 pat p30 7 day ctrl 10x 1_colony_75.tiff,322,65.598,0.94,82110,82110,1.157,0.864,0.947,22.709,19.848
487,1 pat p30 7 day ctrl 10x 1_colony_76.tiff,210,53.598,0.919,53550,53550,1.299,0.77,0.921,20.256,15.714
488,1 pat p30 7 day ctrl 10x 1_colony_77.tiff,273,63.841,0.842,69615,69615,1.437,0.696,0.915,22.351,15.551
489,1 pat p30 7 day ctrl 10x 1_colony_78.tiff,380,72.184,0.916,96900,96900,1.416,0.706,0.957,25.629,18.083
490,1 pat p30 7 day ctrl 10x 1_colony_8.tiff,298,67.355,0.825,75990,75990,1.59,0.629,0.933,27.853,17.599
491,1 pat p30 7 day ctrl 10x 1_colony_9.tiff,194,54.284,0.827,49470,49470,1.638,0.611,0.919,21.958,14.033
492,1 pat p30 7 day ctrl 10x 2_colony_100.tiff,312,65.598,0.911,79560,79560,1.15,0.87,0.94,21.369,18.59
493,1 pat p30 7 day ctrl 10x 2_colony_101.tiff,439,86.184,0.743,111945,111945,2.096,0.477,0.934,34.229,16.33
494,1 pat p30 7 day ctrl 10x 2_colony_102.tiff,320,66.184,0.918,81600,81600,1.186,0.843,0.944,21.981,18.536
495,1 pat p30 7 day ctrl 10x 2_colony_103.tiff,277,62.527,0.89,70635,70635,1.488,0.672,0.945,24.572,17.099
496,1 pat p30 7 day ctrl 10x 2_colony_104.tiff,267,61.598,0.884,68085,68085,1.307,0.765,0.925,21.076,16.13
497,1 pat p30 7 day ctrl 10x 2_colony_105.tiff,380,74.77,0.854,96900,96900,1.571,0.637,0.948,29.404,19.01
498,1 pat p30 7 day ctrl 10x 2_colony_106.tiff,349,70.912,0.872,88995,88995,1.613,0.62,0.927,26.776,16.595
499,1 pat p30 7 day ctrl 10x 2_colony_108.tiff,469,80.083,0.919,119595,119595,1.037,0.964,0.947,26.174,24.858
500,1 pat p30 7 day ctrl 10x 2_colony_109.tiff,245,58.527,0.899,62475,62475,1.394,0.717,0.935,23.608,16.611
501,1 pat p30 7 day ctrl 10x 2_colony_110.tiff,195,53.941,0.842,49725,49725,1.737,0.576,0.929,22.501,13.015
502,1 pat p30 7 day ctrl 10x 2_colony_111.tiff,236,58.77,0.859,60180,60180,1.611,0.621,0.931,23.883,16.047
503,1 pat p30 7 day ctrl 10x 2_colony_112.tiff,183,51.941,0.852,46665,46665,1.673,0.598,0.917,22.129,13.867
504,1 pat p30 7 day ctrl 10x 2_colony_113.tiff,295,67.497,0.814,75225,75225,1.83,0.546,0.923,26.217,14.327
505,1 pat p30 7 day ctrl 10x 2_colony_114.tiff,356,75.012,0.795,90780,90780,1.757,0.569,0.931,29.137,16.868
506,1 pat p30 7 day ctrl 10x 2_colony_115.tiff,298,67.255,0.828,75990,75990,1.516,0.66,0.916,23.982,15.821
507,1 pat p30 7 day ctrl 10x 2_colony_116.tiff,197,51.941,0.918,50235,50235,1.435,0.697,0.934,18.974,13.22
508,1 pat p30 7 day ctrl 10x 2_colony_117.tiff,256,63.255,0.804,65280,65280,1.58,0.633,0.906,26.197,16.671
509,1 pat p30 7 day ctrl 10x 2_colony_118.tiff,208,53.113,0.927,53040,53040,1.285,0.778,0.933,19.536,15.316
510,1 pat p30 7 day ctrl 10x 2_colony_119.tiff,292,67.113,0.815,74460,74460,1.383,0.723,0.923,22.679,16.393
511,1 pat p30 7 day ctrl 10x 2_colony_120.tiff,263,60.527,0.902,67065,67065,1.407,0.711,0.938,23.154,16.497
512,1 pat p30 7 day ctrl 10x 2_colony_121.tiff,280,63.012,0.886,71400,71400,1.304,0.767,0.929,21.563,16.533
513,1 pat p30 7 day ctrl 10x 2_colony_122.tiff,338,68.184,0.914,86190,86190,1.321,0.757,0.945,24.984,19.213
514,1 pat p30 7 day ctrl 10x 2_colony_123.tiff,212,54.527,0.896,54060,54060,1.256,0.796,0.928,22.383,18.431
515,1 pat p30 7 day ctrl 10x 2_colony_124.tiff,321,67.841,0.876,81855,81855,1.493,0.67,0.936,26.484,18.269
516,1 pat p30 7 day ctrl 10x 2_colony_125.tiff,995,124.711,0.804,253725,253725,1.555,0.643,0.933,44.378,28.548
517,1 pat p30 7 day ctrl 10x 2_colony_126.tiff,318,69.012,0.839,81090,81090,1.653,0.605,0.927,25.867,15.653
518,1 pat p30 7 day ctrl 10x 2_colony_127.tiff,251,61.255,0.841,64005,64005,1.635,0.612,0.928,27.567,17.921
519,1 pat p30 7 day ctrl 10x 2_colony_128.tiff,435,78.326,0.891,110925,110925,1.308,0.764,0.945,28.68,22.242
520,1 pat p30 7 day ctrl 10x 2_colony_129.tiff,396,77.255,0.834,100980,100980,1.703,0.587,0.943,29.305,17.206
521,1 pat p30 7 day ctrl 10x 2_colony_130.tiff,217,56.184,0.864,55335,55335,1.624,0.616,0.916,23.539,14.388
522,1 pat p30 7 day ctrl 10x 2_colony_131.tiff,244,60.426,0.84,62220,62220,1.735,0.576,0.922,23.216,13.382
523,1 pat p30 7 day ctrl 10x 2_colony_132.tiff,293,65.255,0.865,74715,74715,1.449,0.69,0.932,23.247,16.048
524,1 pat p30 7 day ctrl 10x 2_colony_133.tiff,463,81.255,0.881,118065,118065,1.267,0.79,0.942,30.692,24.061
525,1 pat p30 7 day ctrl 10x 2_colony_134.tiff,205,53.941,0.885,52275,52275,1.288,0.776,0.915,18.335,14.236
526,1 pat p30 7 day ctrl 10x 2_colony_135.tiff,263,61.841,0.864,67065,67065,1.347,0.743,0.915,21.236,15.769
527,1 pat p30 7 day ctrl 10x 2_colony_136.tiff,318,68.669,0.847,81090,81090,1.56,0.641,0.927,25.128,16.113
528,1 pat p30 7 day ctrl 10x 2_colony_137.tiff,253,58.527,0.928,64515,64515,1.072,0.933,0.937,18.581,17.336
529,1 pat p30 7 day ctrl 10x 2_colony_138.tiff,294,67.841,0.803,74970,74970,1.713,0.584,0.922,25.326,14.781
530,1 pat p30 7 day ctrl 10x 2_colony_139.tiff,341,68.083,0.924,86955,86955,1.269,0.788,0.942,23.469,18.5
531,1 pat p30 7 day ctrl 10x 2_colony_140.tiff,188,53.012,0.841,47940,47940,1.018,0.982,0.872,21.324,19.466
532,1 pat p30 7 day ctrl 10x 2_colony_141.tiff,181,51.113,0.871,46155,46155,1.618,0.618,0.928,19.311,11.934
533,1 pat p30 7 day ctrl 10x 2_colony_142.tiff,324,67.598,0.891,82620,82620,1.248,0.801,0.938,22.687,18.183
534,1 pat p30 7 day ctrl 10x 2_colony_143.tiff,313,66.426,0.891,79815,79815,1.406,0.711,0.933,25.217,18.076
535,1 pat p30 7 day ctrl 10x 2_colony_144.tiff,219,55.941,0.879,55845,55845,1.516,0.66,0.932,22.46,15.136
536,1 pat p30 7 day ctrl 10x 2_colony_145.tiff,295,64.184,0.9,75225,75225,1.362,0.734,0.938,24.495,18.141
537,1 pat p30 7 day ctrl 10x 2_colony_146.tiff,300,66.426,0.854,76500,76500,1.562,0.64,0.927,24.428,15.636
538,1 pat p30 7 day ctrl 10x 2_colony_147.tiff,242,60.669,0.826,61710,61710,1.522,0.657,0.911,24.384,16.97
539,1 pat p30 7 day ctrl 10x 2_colony_148.tiff,230,57.841,0.864,58650,58650,1.451,0.689,0.92,20.612,14.208
540,1 pat p30 7 day ctrl 10x 2_colony_149.tiff,243,59.841,0.853,61965,61965,1.608,0.622,0.922,22.303,13.873
541,1 pat p30 7 day ctrl 10x 2_colony_150.tiff,235,58.527,0.862,59925,59925,1.653,0.605,0.931,24.122,15.412
542,1 pat p30 7 day ctrl 10x 2_colony_151.tiff,190,52.284,0.873,48450,48450,1.593,0.628,0.938,20.534,13.704
543,1 pat p30 7 day ctrl 10x 2_colony_152.tiff,267,61.355,0.891,68085,68085,1.44,0.694,0.94,22.129,15.363
544,1 pat p30 7 day ctrl 10x 2_colony_153.tiff,284,64.184,0.866,72420,72420,1.347,0.743,0.919,22.067,16.386
545,1 pat p30 7 day ctrl 10x 2_colony_154.tiff,252,61.355,0.841,64260,64260,1.686,0.593,0.93,23.26,13.794
546,1 pat p30 7 day ctrl 10x 2_colony_155.tiff,352,69.255,0.922,89760,89760,1.233,0.811,0.942,24.468,19.618
547,1 pat p30 7 day ctrl 10x 2_colony_156.tiff,293,64.669,0.88,74715,74715,1.281,0.781,0.92,21.858,17.068
548,1 pat p30 7 day ctrl 10x 2_colony_157.tiff,209,55.841,0.842,53295,53295,1.699,0.588,0.915,22.92,14.277
549,1 pat p30 7 day ctrl 10x 2_colony_158.tiff,407,75.255,0.903,103785,103785,1.136,0.88,0.94,25.959,23.004
550,1 pat p30 7 day ctrl 10x 2_colony_159.tiff,376,76.083,0.816,95880,95880,1.697,0.589,0.928,30.275,18.168
551,1 pat p30 7 day ctrl 10x 2_colony_160.tiff,457,79.012,0.92,116535,116535,1.101,0.908,0.953,27.063,24.276
552,1 pat p30 7 day ctrl 10x 2_colony_161.tiff,264,62.184,0.858,67320,67320,1.276,0.783,0.923,20.714,16.228
553,1 pat p30 7 day ctrl 10x 2_colony_162.tiff,230,56.426,0.908,58650,58650,1.269,0.788,0.924,19.281,15.188
554,1 pat p30 7 day ctrl 10x 2_colony_163.tiff,841,108.811,0.893,214455,214455,1.298,0.77,0.961,38.822,29.976
555,1 pat p30 7 day ctrl 10x 2_colony_79.tiff,280,62.184,0.91,71400,71400,1.204,0.831,0.929,22.642,19.063
556,1 pat p30 7 day ctrl 10x 2_colony_80.tiff,279,62.77,0.89,71145,71145,1.352,0.739,0.938,21.917,16.208
557,1 pat p30 7 day ctrl 10x 2_colony_81.tiff,294,63.841,0.906,74970,74970,1.251,0.799,0.933,21.642,17.296
558,1 pat p30 7 day ctrl 10x 2_colony_82.tiff,278,62.184,0.903,70890,70890,1.221,0.819,0.938,20.789,17.026
559,1 pat p30 7 day ctrl 10x 2_colony_83.tiff,246,59.841,0.863,62730,62730,1.381,0.724,0.921,20.796,15.061
560,1 pat p30 7 day ctrl 10x 2_colony_84.tiff,310,67.841,0.846,79050,79050,1.638,0.61,0.927,25.428,15.522
