 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity,target
387,colony_181.tiff,1730,157.924,0.872,441150,441150,1.296,0.771,0.963,1
388,colony_182.tiff,2912,210.652,0.825,742560,742560,1.54,0.649,0.967,1
389,colony_183.tiff,1641,155.338,0.855,418455,418455,1.35,0.741,0.963,1
390,colony_184.tiff,2067,169.823,0.901,527085,527085,1.081,0.925,0.969,1
391,colony_185.tiff,993,117.64,0.902,253215,253215,1.122,0.892,0.962,1
392,colony_186.tiff,1828,162.267,0.872,466140,466140,1.384,0.723,0.968,1
393,colony_187.tiff,2596,193.681,0.87,661980,661980,1.403,0.713,0.976,1
394,colony_188.tiff,1072,122.711,0.895,273360,273360,1.365,0.733,0.965,1
395,colony_189.tiff,1553,149.095,0.878,396015,396015,1.374,0.728,0.962,1
396,colony_19.tiff,2098,172.995,0.881,534990,534990,1.194,0.837,0.957,1
397,colony_190.tiff,1785,160.853,0.867,455175,455175,1.376,0.727,0.964,1
398,colony_191.tiff,1627,170.409,0.704,414885,414885,2.279,0.439,0.935,1
399,colony_192.tiff,2331,189.823,0.813,594405,594405,1.628,0.614,0.962,1
400,colony_193.tiff,2249,181.924,0.854,573495,573495,1.248,0.801,0.965,1
401,colony_194.tiff,2766,197.966,0.887,705330,705330,1.255,0.796,0.972,1
402,colony_195.tiff,1051,121.054,0.901,268005,268005,1.254,0.797,0.962,1
403,colony_196.tiff,1391,154.267,0.734,354705,354705,1.639,0.61,0.913,1
404,colony_197.tiff,2460,186.167,0.892,627300,627300,1.315,0.76,0.974,1
405,colony_198.tiff,1318,137.882,0.871,336090,336090,1.113,0.899,0.957,1
406,colony_199.tiff,3620,227.48,0.879,923100,923100,1.231,0.813,0.974,1
407,colony_2.tiff,2412,185.823,0.878,615060,615060,1.379,0.725,0.971,1
408,colony_20.tiff,1585,154.267,0.837,404175,404175,1.294,0.773,0.947,1
409,colony_200.tiff,2115,175.095,0.867,539325,539325,1.367,0.731,0.97,1
410,colony_201.tiff,2791,200.409,0.873,711705,711705,1.226,0.816,0.967,1
411,colony_202.tiff,1751,177.681,0.697,446505,446505,2.214,0.452,0.947,1
412,colony_203.tiff,2021,174.024,0.839,515355,515355,1.621,0.617,0.969,1
413,colony_204.tiff,2880,204.208,0.868,734400,734400,1.382,0.723,0.971,1
414,colony_205.tiff,2282,180.51,0.88,581910,581910,1.359,0.736,0.973,1
415,colony_206.tiff,1911,165.924,0.872,487305,487305,1.396,0.717,0.966,1
416,colony_207.tiff,2050,171.095,0.88,522750,522750,1.361,0.735,0.971,1
417,colony_208.tiff,2326,181.681,0.886,593130,593130,1.363,0.734,0.971,1
418,colony_209.tiff,2595,192.894,0.876,661725,661725,1.399,0.715,0.97,1
419,colony_21.tiff,1792,160.024,0.879,456960,456960,1.368,0.731,0.969,1
420,colony_210.tiff,1718,158.51,0.859,438090,438090,1.388,0.72,0.962,1
421,colony_211.tiff,1812,167.48,0.812,462060,462060,1.738,0.575,0.962,1
422,colony_212.tiff,1989,216.794,0.532,507195,507195,1.29,0.775,0.894,1
423,colony_213.tiff,2565,190.995,0.884,654075,654075,1.396,0.716,0.975,1
424,colony_214.tiff,1446,145.681,0.856,368730,368730,1.595,0.627,0.964,1
425,colony_215.tiff,2230,184.066,0.827,568650,568650,1.698,0.589,0.962,1
426,colony_216.tiff,1937,164.51,0.899,493935,493935,1.269,0.788,0.966,1
427,colony_217.tiff,1990,167.681,0.889,507450,507450,1.138,0.879,0.957,1
428,colony_218.tiff,2559,193.823,0.856,652545,652545,1.33,0.752,0.959,1
429,colony_219.tiff,2636,210.309,0.749,672180,672180,1.683,0.594,0.923,1
430,colony_22.tiff,2123,175.338,0.868,541365,541365,1.392,0.718,0.969,1
431,colony_220.tiff,2086,177.924,0.828,531930,531930,1.605,0.623,0.963,1
432,colony_221.tiff,1369,146.853,0.798,349095,349095,1.151,0.869,0.933,1
433,colony_222.tiff,1227,131.64,0.89,312885,312885,1.155,0.865,0.96,1
434,colony_223.tiff,2222,182.51,0.838,566610,566610,1.277,0.783,0.962,1
435,colony_224.tiff,1660,154.368,0.875,423300,423300,1.235,0.81,0.964,1
436,colony_225.tiff,2117,207.823,0.616,539835,539835,2.062,0.485,0.891,1
437,colony_226.tiff,2012,173.095,0.844,513060,513060,1.464,0.683,0.967,1
438,colony_227.tiff,2007,169.581,0.877,511785,511785,1.216,0.822,0.963,1
439,colony_228.tiff,2532,189.238,0.889,645660,645660,1.237,0.809,0.97,1
440,colony_229.tiff,4243,249.421,0.857,1081965,1081965,1.285,0.778,0.963,1
441,colony_23.tiff,1510,156.267,0.777,385050,385050,1.26,0.794,0.933,1
442,colony_230.tiff,1891,164.61,0.877,482205,482205,1.257,0.796,0.968,1
443,colony_231.tiff,2068,177.095,0.829,527340,527340,1.472,0.68,0.952,1
444,colony_232.tiff,815,118.853,0.725,207825,207825,2.124,0.471,0.884,1
445,colony_233.tiff,2369,189.723,0.827,604095,604095,1.634,0.612,0.963,1
446,colony_234.tiff,2407,186.066,0.874,613785,613785,1.334,0.75,0.969,1
447,colony_235.tiff,863,116.468,0.799,220065,220065,1.38,0.725,0.912,1
448,colony_236.tiff,1720,190.368,0.596,438600,438600,3.051,0.328,0.951,1
449,colony_237.tiff,1979,167.681,0.884,504645,504645,1.287,0.777,0.969,1
450,colony_238.tiff,1837,163.681,0.862,468435,468435,1.435,0.697,0.967,1
451,colony_239.tiff,1698,156.61,0.87,432990,432990,1.426,0.701,0.968,1
452,colony_24.tiff,2417,186.066,0.877,616335,616335,1.283,0.78,0.97,1
453,colony_240.tiff,2044,170.267,0.886,521220,521220,1.295,0.772,0.969,1
454,colony_241.tiff,2365,182.066,0.897,603075,603075,1.246,0.803,0.97,1
455,colony_242.tiff,2002,170.652,0.864,510510,510510,1.35,0.741,0.957,1
456,colony_243.tiff,3028,206.894,0.889,772140,772140,1.207,0.828,0.973,1
457,colony_244.tiff,1986,165.681,0.909,506430,506430,1.183,0.845,0.971,1
458,colony_245.tiff,2794,209.823,0.797,712470,712470,1.722,0.581,0.953,1
459,colony_246.tiff,2110,174.51,0.871,538050,538050,1.364,0.733,0.97,1
460,colony_247.tiff,1742,176.368,0.704,444210,444210,2.366,0.423,0.964,1
461,colony_248.tiff,1861,161.581,0.896,474555,474555,1.104,0.906,0.967,1
462,colony_249.tiff,2450,187.823,0.873,624750,624750,1.192,0.839,0.958,1
463,colony_25.tiff,2158,175.581,0.88,550290,550290,1.219,0.821,0.956,1
464,colony_250.tiff,2106,172.51,0.889,537030,537030,1.286,0.778,0.971,1
465,colony_251.tiff,1583,152.853,0.851,403665,403665,1.558,0.642,0.963,1
466,colony_252.tiff,1276,136.024,0.867,325380,325380,1.295,0.772,0.952,1
467,colony_253.tiff,2383,184.894,0.876,607665,607665,1.305,0.766,0.968,1
468,colony_254.tiff,2775,200.794,0.865,707625,707625,1.497,0.668,0.972,1
469,colony_255.tiff,1544,152.125,0.838,393720,393720,1.671,0.599,0.965,1
470,colony_256.tiff,2072,172.51,0.875,528360,528360,1.259,0.794,0.97,1
471,colony_257.tiff,2042,170.024,0.888,520710,520710,1.304,0.767,0.971,1
472,colony_258.tiff,1794,184.711,0.661,457470,457470,2.582,0.387,0.953,1
473,colony_259.tiff,1158,131.882,0.837,295290,295290,1.308,0.765,0.947,1
474,colony_26.tiff,3771,241.078,0.815,961605,961605,1.499,0.667,0.952,1
475,colony_260.tiff,4117,261.078,0.759,1049835,1049835,1.177,0.85,0.946,1
476,colony_261.tiff,2645,206.066,0.783,674475,674475,1.43,0.699,0.929,1
477,colony_262.tiff,1925,164.853,0.89,490875,490875,1.12,0.893,0.969,1
478,colony_263.tiff,3588,223.622,0.902,914940,914940,1.061,0.943,0.976,1
479,colony_264.tiff,2391,193.338,0.804,609705,609705,1.653,0.605,0.946,1
480,colony_265.tiff,2529,196.167,0.826,644895,644895,1.538,0.65,0.961,1
481,colony_266.tiff,1853,161.681,0.891,472515,472515,1.191,0.839,0.967,1
482,colony_267.tiff,1927,172.752,0.811,491385,491385,1.317,0.759,0.938,1
483,colony_268.tiff,1972,170.853,0.849,502860,502860,1.446,0.692,0.962,1
484,colony_269.tiff,1678,192.125,0.571,427890,427890,3.065,0.326,0.945,1
485,colony_27.tiff,1791,173.48,0.748,456705,456705,1.497,0.668,0.947,1
486,colony_270.tiff,1769,166.752,0.799,451095,451095,1.839,0.544,0.965,1
487,colony_271.tiff,2247,243.522,0.476,572985,572985,1.6,0.625,0.901,1
488,colony_272.tiff,1881,166.752,0.85,479655,479655,1.36,0.735,0.958,1
489,colony_273.tiff,1960,176.309,0.792,499800,499800,1.103,0.907,0.94,1
490,colony_274.tiff,2588,192.167,0.881,659940,659940,1.279,0.782,0.972,1
491,colony_275.tiff,2041,174.267,0.845,520455,520455,1.579,0.633,0.97,1
492,colony_276.tiff,2284,184.066,0.847,582420,582420,1.541,0.649,0.968,1
493,colony_277.tiff,1628,154.267,0.86,415140,415140,1.426,0.701,0.966,1
494,colony_278.tiff,2100,173.238,0.879,535500,535500,1.349,0.741,0.97,1
495,colony_279.tiff,2327,183.238,0.871,593385,593385,1.405,0.712,0.97,1
496,colony_28.tiff,1796,163.338,0.846,457980,457980,1.41,0.709,0.954,1
497,colony_280.tiff,2189,208.024,0.636,558195,558195,2.356,0.424,0.872,1
498,colony_281.tiff,1946,166.167,0.886,496230,496230,1.266,0.79,0.968,1
499,colony_282.tiff,2385,183.238,0.893,608175,608175,1.258,0.795,0.972,1
500,colony_283.tiff,2231,185.966,0.811,568905,568905,1.491,0.671,0.954,1
501,colony_284.tiff,2014,173.823,0.838,513570,513570,1.516,0.659,0.965,1
503,colony_286.tiff,2058,170.167,0.893,524790,524790,1.303,0.767,0.967,1
504,colony_287.tiff,2546,192.752,0.861,649230,649230,1.477,0.677,0.969,1
505,colony_288.tiff,2162,178.51,0.853,551310,551310,1.508,0.663,0.963,1
506,colony_289.tiff,1966,168.51,0.87,501330,501330,1.181,0.847,0.959,1
507,colony_29.tiff,3379,225.38,0.836,861645,861645,1.396,0.716,0.963,1
508,colony_290.tiff,2516,193.137,0.848,641580,641580,1.49,0.671,0.968,1
509,colony_291.tiff,1588,191.054,0.547,404940,404940,3.399,0.294,0.94,1
510,colony_292.tiff,2117,173.924,0.879,539835,539835,1.31,0.763,0.971,1
511,colony_293.tiff,2553,193.338,0.858,651015,651015,1.446,0.692,0.972,1
512,colony_294.tiff,2448,195.966,0.801,624240,624240,1.833,0.546,0.968,1
513,colony_295.tiff,2392,190.51,0.828,609960,609960,1.64,0.61,0.97,1
514,colony_296.tiff,2330,184.51,0.86,594150,594150,1.505,0.665,0.972,1
515,colony_297.tiff,1910,166.409,0.867,487050,487050,1.147,0.872,0.957,1
516,colony_298.tiff,1916,168.368,0.849,488580,488580,1.307,0.765,0.962,1
517,colony_299.tiff,2683,194.066,0.895,684165,684165,1.155,0.866,0.971,1
518,colony_3.tiff,1844,168.61,0.815,470220,470220,1.805,0.554,0.97,1
519,colony_30.tiff,2752,196.894,0.892,701760,701760,1.2,0.834,0.972,1
520,colony_300.tiff,1756,163.581,0.825,447780,447780,1.416,0.706,0.942,1
521,colony_301.tiff,2145,175.581,0.874,546975,546975,1.324,0.755,0.966,1
522,colony_302.tiff,2014,191.054,0.693,513570,513570,2.483,0.403,0.96,1
523,colony_303.tiff,2402,189.48,0.841,612510,612510,1.55,0.645,0.967,1
524,colony_304.tiff,2109,176.167,0.854,537795,537795,1.432,0.698,0.966,1
525,colony_305.tiff,2529,188.995,0.89,644895,644895,1.255,0.797,0.975,1
526,colony_306.tiff,2470,202.894,0.754,629850,629850,1.788,0.559,0.928,1
527,colony_307.tiff,3031,214.794,0.826,772905,772905,1.602,0.624,0.969,1
528,colony_308.tiff,2057,171.439,0.879,524535,524535,1.364,0.733,0.971,1
529,colony_309.tiff,2498,189.539,0.874,636990,636990,1.387,0.721,0.974,1
530,colony_31.tiff,2645,192.995,0.892,674475,674475,1.245,0.803,0.974,1
531,colony_310.tiff,2074,183.095,0.777,528870,528870,1.876,0.533,0.961,1
532,colony_311.tiff,3498,225.137,0.867,891990,891990,1.42,0.704,0.976,1
533,colony_312.tiff,1841,162.51,0.876,469455,469455,1.28,0.781,0.968,1
534,colony_313.tiff,2173,179.681,0.846,554115,554115,1.512,0.661,0.971,1
535,colony_314.tiff,2618,191.782,0.894,667590,667590,1.063,0.94,0.977,1
536,colony_315.tiff,2105,193.924,0.703,536775,536775,2.169,0.461,0.953,1
537,colony_316.tiff,2832,199.966,0.89,722160,722160,1.303,0.767,0.972,1
538,colony_317.tiff,2734,195.238,0.901,697170,697170,1.111,0.9,0.97,1
539,colony_318.tiff,1812,165.681,0.83,462060,462060,1.617,0.618,0.961,1
540,colony_319.tiff,2920,209.48,0.836,744600,744600,1.668,0.599,0.972,1
541,colony_32.tiff,2272,191.622,0.778,579360,579360,1.888,0.53,0.946,1
542,colony_320.tiff,1746,158.51,0.873,445230,445230,1.255,0.797,0.964,1
543,colony_321.tiff,3191,220.894,0.822,813705,813705,1.66,0.603,0.973,1
544,colony_322.tiff,2228,178.995,0.874,568140,568140,1.435,0.697,0.971,1
545,colony_323.tiff,2265,181.338,0.866,577575,577575,1.309,0.764,0.967,1
546,colony_324.tiff,1364,149.296,0.769,347820,347820,1.879,0.532,0.955,1
547,colony_325.tiff,2022,170.995,0.869,515610,515610,1.376,0.727,0.965,1
548,colony_326.tiff,1238,140.61,0.787,315690,315690,1.771,0.565,0.949,1
549,colony_327.tiff,2173,178.066,0.861,554115,554115,1.201,0.832,0.954,1
550,colony_328.tiff,3884,236.451,0.873,990420,990420,1.403,0.713,0.973,1
551,colony_329.tiff,2062,171.823,0.878,525810,525810,1.08,0.926,0.966,1
552,colony_33.tiff,1328,136.711,0.893,338640,338640,1.176,0.85,0.963,1
553,colony_330.tiff,1912,175.581,0.779,487560,487560,1.818,0.55,0.963,1
554,colony_331.tiff,1996,212.409,0.556,508980,508980,2.295,0.436,0.894,1
555,colony_332.tiff,2978,210.167,0.847,759390,759390,1.45,0.69,0.957,1
556,colony_333.tiff,1024,154.569,0.539,261120,261120,3.456,0.289,0.903,1
557,colony_334.tiff,2405,248.024,0.491,613275,613275,3.951,0.253,0.934,1
558,colony_335.tiff,3932,247.622,0.806,1002660,1002660,1.672,0.598,0.968,1
559,colony_336.tiff,3554,251.037,0.709,906270,906270,2.284,0.438,0.967,1
560,colony_337.tiff,2154,199.823,0.678,549270,549270,2.492,0.401,0.957,1
561,colony_338.tiff,1806,160.267,0.884,460530,460530,1.225,0.817,0.967,1
562,colony_339.tiff,1976,245.823,0.411,503880,503880,2.932,0.341,0.884,1
563,colony_34.tiff,3932,244.208,0.829,1002660,1002660,1.517,0.659,0.973,1
564,colony_340.tiff,1478,170.752,0.637,376890,376890,1.364,0.733,0.874,1
565,colony_341.tiff,2100,191.095,0.723,535500,535500,2.239,0.447,0.966,1
566,colony_342.tiff,1773,182.711,0.667,452115,452115,2.626,0.381,0.961,1
567,colony_343.tiff,1778,174.267,0.736,453390,453390,2.12,0.472,0.963,1
568,colony_344.tiff,1204,176.024,0.488,307020,307020,3.548,0.282,0.83,1
569,colony_345.tiff,2030,187.338,0.727,517650,517650,1.927,0.519,0.928,1
570,colony_346.tiff,1857,160.51,0.906,473535,473535,1.092,0.915,0.97,1
571,colony_347.tiff,2191,277.806,0.357,558705,558705,1.2,0.833,0.791,1
573,colony_349.tiff,2169,208.066,0.63,553095,553095,2.794,0.358,0.948,1
574,colony_35.tiff,3497,232.551,0.813,891735,891735,1.543,0.648,0.954,1
575,colony_350.tiff,2044,198.61,0.651,521220,521220,2.632,0.38,0.917,1
576,colony_351.tiff,2081,173.581,0.868,530655,530655,1.371,0.73,0.967,1
577,colony_352.tiff,1701,185.095,0.624,433755,433755,2.747,0.364,0.927,1
578,colony_353.tiff,2242,193.196,0.755,571710,571710,1.964,0.509,0.941,1
579,colony_354.tiff,1764,181.539,0.673,449820,449820,2.564,0.39,0.958,1
580,colony_355.tiff,2324,193.823,0.777,592620,592620,1.906,0.525,0.966,1
581,colony_356.tiff,2261,199.095,0.717,576555,576555,2.209,0.453,0.951,1
582,colony_357.tiff,2048,249.865,0.412,522240,522240,2.175,0.46,0.843,1
583,colony_358.tiff,2384,187.439,0.853,607920,607920,1.421,0.704,0.952,1
584,colony_359.tiff,2026,187.782,0.722,516630,516630,2.278,0.439,0.966,1
585,colony_36.tiff,1962,182.61,0.739,500310,500310,1.852,0.54,0.929,1
586,colony_360.tiff,1471,163.581,0.691,375105,375105,2.377,0.421,0.951,1
587,colony_361.tiff,2060,183.581,0.768,525300,525300,1.862,0.537,0.965,1
588,colony_362.tiff,2037,175.924,0.827,519435,519435,1.471,0.68,0.96,1
589,colony_363.tiff,3055,236.208,0.688,779025,779025,2.415,0.414,0.966,1
590,colony_364.tiff,2687,203.581,0.815,685185,685185,1.728,0.579,0.971,1
591,colony_365.tiff,4191,269.622,0.724,1068705,1068705,2.134,0.469,0.97,1
592,colony_366.tiff,1942,190.853,0.67,495210,495210,2.498,0.4,0.953,1
593,colony_367.tiff,1782,195.054,0.589,454410,454410,3.257,0.307,0.939,1
594,colony_368.tiff,1948,200.468,0.609,496740,496740,3.074,0.325,0.952,1
595,colony_369.tiff,2911,202.894,0.889,742305,742305,1.232,0.811,0.972,1
596,colony_37.tiff,1709,162.61,0.812,435795,435795,1.596,0.627,0.955,1
597,colony_370.tiff,1215,156.125,0.626,309825,309825,2.548,0.392,0.935,1
598,colony_371.tiff,1515,167.154,0.681,386325,386325,2.629,0.38,0.969,1
599,colony_372.tiff,2478,217.338,0.659,631890,631890,2.601,0.384,0.955,1
600,colony_373.tiff,1624,154.368,0.856,414120,414120,1.368,0.731,0.959,1
601,colony_374.tiff,1872,185.64,0.683,477360,477360,2.505,0.399,0.95,1
602,colony_375.tiff,1631,182.125,0.618,415905,415905,2.938,0.34,0.951,1
603,colony_376.tiff,1526,177.296,0.61,389130,389130,2.857,0.35,0.947,1
604,colony_377.tiff,1928,200.468,0.603,491640,491640,3.036,0.329,0.96,1
605,colony_378.tiff,2747,218.995,0.72,700485,700485,2.147,0.466,0.965,1
606,colony_379.tiff,2681,235.48,0.608,683655,683655,1.975,0.506,0.812,1
607,colony_38.tiff,2360,184.309,0.873,601800,601800,1.301,0.768,0.966,1
608,colony_380.tiff,2187,193.782,0.732,557685,557685,2.115,0.473,0.947,1
609,colony_381.tiff,2497,189.48,0.874,636735,636735,1.388,0.721,0.97,1
610,colony_382.tiff,2396,214.125,0.657,610980,610980,2.762,0.362,0.967,1
612,colony_384.tiff,1894,165.924,0.865,482970,482970,1.058,0.946,0.956,1
613,colony_385.tiff,1735,190.468,0.601,442425,442425,3.006,0.333,0.943,1
614,colony_386.tiff,3339,252.652,0.657,851445,851445,2.523,0.396,0.947,1
615,colony_387.tiff,1931,177.539,0.77,492405,492405,2.027,0.493,0.961,1
616,colony_388.tiff,2438,199.782,0.768,621690,621690,2.118,0.472,0.977,1
617,colony_389.tiff,1908,210.125,0.543,486540,486540,3.539,0.283,0.945,1
618,colony_39.tiff,2192,178.066,0.869,558960,558960,1.352,0.74,0.967,1
619,colony_390.tiff,2370,191.095,0.816,604350,604350,1.757,0.569,0.972,1
620,colony_391.tiff,2373,205.782,0.704,605115,605115,2.394,0.418,0.962,1
621,colony_392.tiff,2147,175.238,0.879,547485,547485,1.404,0.712,0.971,1
622,colony_393.tiff,2422,224.267,0.605,617610,617610,2.603,0.384,0.868,1
623,colony_394.tiff,2260,189.238,0.793,576300,576300,1.714,0.583,0.951,1
624,colony_395.tiff,2345,187.095,0.842,597975,597975,1.551,0.645,0.965,1
625,colony_396.tiff,3548,273.421,0.596,904740,904740,2.014,0.496,0.844,1
626,colony_397.tiff,2437,203.865,0.737,621435,621435,2.033,0.492,0.951,1
627,colony_398.tiff,2524,201.48,0.781,643620,643620,1.902,0.526,0.969,1
628,colony_399.tiff,2241,190.208,0.778,571455,571455,1.87,0.535,0.953,1
629,colony_4.tiff,2313,184.309,0.856,589815,589815,1.287,0.777,0.936,1
630,colony_40.tiff,3846,232.208,0.896,980730,980730,1.213,0.824,0.978,1
631,colony_400.tiff,2161,241.907,0.464,551055,551055,2.864,0.349,0.859,1
632,colony_401.tiff,1621,159.338,0.802,413355,413355,1.82,0.549,0.965,1
633,colony_402.tiff,1676,187.238,0.601,427380,427380,1.92,0.521,0.823,1
634,colony_403.tiff,2305,195.338,0.759,587775,587775,1.935,0.517,0.961,1
635,colony_404.tiff,2013,172.51,0.85,513315,513315,1.494,0.669,0.967,1
636,colony_405.tiff,2126,183.338,0.795,542130,542130,1.478,0.677,0.904,1
637,colony_406.tiff,1999,170.409,0.865,509745,509745,1.423,0.703,0.967,1
638,colony_407.tiff,2228,194.066,0.743,568140,568140,1.413,0.708,0.916,1
639,colony_408.tiff,1488,161.823,0.714,379440,379440,2.149,0.465,0.917,1
640,colony_409.tiff,2385,194.995,0.788,608175,608175,1.721,0.581,0.948,1
641,colony_41.tiff,2512,201.622,0.777,640560,640560,1.528,0.654,0.892,1
642,colony_410.tiff,1498,150.167,0.835,381990,381990,1.566,0.639,0.957,1
643,colony_411.tiff,2254,194.309,0.75,574770,574770,1.849,0.541,0.957,1
644,colony_412.tiff,1694,166.066,0.772,431970,431970,1.696,0.59,0.944,1
645,colony_413.tiff,1337,152.995,0.718,340935,340935,1.551,0.645,0.912,1
646,colony_414.tiff,1376,148.267,0.787,350880,350880,1.841,0.543,0.955,1
647,colony_415.tiff,1498,148.61,0.852,381990,381990,1.316,0.76,0.955,1
648,colony_416.tiff,2980,209.723,0.851,759900,759900,1.322,0.757,0.946,1
649,colony_417.tiff,1039,137.539,0.69,264945,264945,1.964,0.509,0.913,1
650,colony_418.tiff,2932,211.48,0.824,747660,747660,1.496,0.669,0.957,1
651,colony_419.tiff,1968,183.238,0.737,501840,501840,2.143,0.467,0.961,1
652,colony_42.tiff,1968,172.167,0.834,501840,501840,1.398,0.715,0.952,1
653,colony_420.tiff,1624,178.409,0.641,414120,414120,2.324,0.43,0.896,1
654,colony_421.tiff,1668,178.409,0.659,425340,425340,2.222,0.45,0.922,1
655,colony_422.tiff,1971,168.953,0.868,502605,502605,1.197,0.835,0.965,1
656,colony_423.tiff,3954,282.936,0.621,1008270,1008270,2.562,0.39,0.938,1
657,colony_424.tiff,1491,162.024,0.714,380205,380205,2.252,0.444,0.956,1
658,colony_425.tiff,1892,270.291,0.325,482460,482460,1.602,0.624,0.777,1
659,colony_426.tiff,1926,167.095,0.867,491130,491130,1.407,0.711,0.968,1
660,colony_427.tiff,1274,147.782,0.733,324870,324870,2.186,0.458,0.96,1
661,colony_428.tiff,2305,209.882,0.658,587775,587775,2.828,0.354,0.968,1
662,colony_429.tiff,1515,167.581,0.678,386325,386325,1.682,0.595,0.896,1
663,colony_43.tiff,2474,189.823,0.863,630870,630870,1.393,0.718,0.962,1
664,colony_430.tiff,2244,205.723,0.666,572220,572220,2.196,0.455,0.933,1
665,colony_431.tiff,2278,200.794,0.71,580890,580890,2.3,0.435,0.962,1
666,colony_432.tiff,3015,206.551,0.888,768825,768825,1.234,0.81,0.974,1
667,colony_433.tiff,2738,233.137,0.633,698190,698190,2.051,0.487,0.928,1
668,colony_434.tiff,3497,254.35,0.679,891735,891735,2.231,0.448,0.922,1
669,colony_435.tiff,2557,194.066,0.853,652035,652035,1.453,0.688,0.972,1
670,colony_436.tiff,1539,147.681,0.887,392445,392445,1.344,0.744,0.967,1
671,colony_437.tiff,2303,230.794,0.543,587265,587265,1.766,0.566,0.905,1
672,colony_438.tiff,2442,203.966,0.738,622710,622710,1.825,0.548,0.927,1
673,colony_439.tiff,2724,213.723,0.749,694620,694620,1.773,0.564,0.937,1
674,colony_44.tiff,2139,173.581,0.892,545445,545445,1.147,0.872,0.969,1
675,colony_440.tiff,1628,156.51,0.835,415140,415140,1.507,0.664,0.958,1
676,colony_441.tiff,2002,169.539,0.875,510510,510510,1.404,0.712,0.973,1
677,colony_442.tiff,2792,212.752,0.775,711960,711960,1.85,0.541,0.961,1
679,colony_444.tiff,2156,179.581,0.84,549780,549780,1.524,0.656,0.968,1
680,colony_445.tiff,2148,189.137,0.755,547740,547740,2.02,0.495,0.933,1
681,colony_446.tiff,1719,167.439,0.771,438345,438345,1.966,0.509,0.962,1
682,colony_447.tiff,2341,185.238,0.857,596955,596955,1.445,0.692,0.971,1
683,colony_448.tiff,2015,187.823,0.718,513825,513825,2.151,0.465,0.925,1
684,colony_45.tiff,1539,146.711,0.899,392445,392445,1.263,0.792,0.97,1
685,colony_450.tiff,2508,200.652,0.783,639540,639540,1.765,0.567,0.943,1
686,colony_451.tiff,2234,180.894,0.858,569670,569670,1.463,0.684,0.968,1
687,colony_452.tiff,1643,169.095,0.722,418965,418965,2.033,0.492,0.947,1
688,colony_453.tiff,2002,192.108,0.682,510510,510510,2.54,0.394,0.936,1
689,colony_454.tiff,2969,249.765,0.598,757095,757095,2.257,0.443,0.859,1
690,colony_455.tiff,2209,192.409,0.75,563295,563295,1.844,0.542,0.95,1
691,colony_457.tiff,1764,168.409,0.782,449820,449820,1.865,0.536,0.962,1
692,colony_458.tiff,1539,150.368,0.855,392445,392445,1.324,0.755,0.953,1
693,colony_459.tiff,3079,248.936,0.624,785145,785145,1.987,0.503,0.924,1
694,colony_46.tiff,1963,169.823,0.855,500565,500565,1.524,0.656,0.968,1
695,colony_460.tiff,3365,229.522,0.803,858075,858075,1.681,0.595,0.945,1
696,colony_461.tiff,2415,192.752,0.817,615825,615825,1.58,0.633,0.957,1
697,colony_462.tiff,1407,171.095,0.604,358785,358785,1.369,0.731,0.891,1
698,colony_463.tiff,2366,190.409,0.82,603330,603330,1.626,0.615,0.967,1
699,colony_464.tiff,3509,227.723,0.85,894795,894795,1.52,0.658,0.976,1
700,colony_465.tiff,3533,266.35,0.626,900915,900915,1.272,0.786,0.871,1
701,colony_466.tiff,2688,198.551,0.857,685440,685440,1.143,0.875,0.96,1
702,colony_467.tiff,2954,213.723,0.813,753270,753270,1.562,0.64,0.964,1
703,colony_468.tiff,2583,193.238,0.869,658665,658665,1.331,0.751,0.966,1
704,colony_469.tiff,3125,213.622,0.861,796875,796875,1.415,0.707,0.972,1
705,colony_47.tiff,1331,192.894,0.45,339405,339405,2.03,0.493,0.801,1
706,colony_470.tiff,2109,173.338,0.882,537795,537795,1.316,0.76,0.971,1
707,colony_471.tiff,2183,176.167,0.884,556665,556665,1.249,0.8,0.97,1
708,colony_472.tiff,1837,169.782,0.801,468435,468435,1.738,0.575,0.965,1
709,colony_473.tiff,2171,180.61,0.836,553605,553605,1.607,0.622,0.973,1
710,colony_474.tiff,2471,186.652,0.891,630105,630105,1.307,0.765,0.975,1
711,colony_475.tiff,2440,217.095,0.651,622200,622200,2.734,0.366,0.952,1
712,colony_476.tiff,4664,273.622,0.783,1189320,1189320,1.803,0.555,0.959,1
715,colony_478.tiff,2030,197.823,0.652,517650,517650,2.021,0.495,0.91,1
716,colony_479.tiff,2232,188.451,0.79,569160,569160,1.837,0.544,0.946,1
717,colony_48.tiff,1746,164.024,0.816,445230,445230,1.732,0.577,0.963,1
718,colony_480.tiff,2042,170.853,0.879,520710,520710,1.327,0.754,0.971,1
721,colony_483.tiff,1617,208.61,0.467,412335,412335,2.506,0.399,0.875,1
722,colony_484.tiff,1545,148.853,0.876,393975,393975,1.329,0.752,0.964,1
723,colony_485.tiff,4113,283.078,0.645,1048815,1048815,1.897,0.527,0.884,1
724,colony_486.tiff,3359,331.505,0.384,856545,856545,2.23,0.449,0.826,1
725,colony_487.tiff,1589,163.924,0.743,405195,405195,2.064,0.484,0.953,1
