 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity,target
58,colony_105.tiff,1867,164.267,0.869,476085,476085,1.18,0.848,0.964,1
59,colony_1050.tiff,2100,196.167,0.686,535500,535500,2.238,0.447,0.939,1
60,colony_1051.tiff,2401,211.238,0.676,612255,612255,1.637,0.611,0.877,1
61,colony_1052.tiff,1805,164.995,0.833,460275,460275,1.215,0.823,0.948,1
62,colony_1053.tiff,1877,164.267,0.874,478635,478635,1.29,0.775,0.961,1
63,colony_1054.tiff,2134,195.924,0.699,544170,544170,2.083,0.48,0.918,1
64,colony_1055.tiff,1405,142.368,0.871,358275,358275,1.234,0.81,0.933,1
65,colony_1056.tiff,2501,198.752,0.796,637755,637755,1.338,0.747,0.899,1
66,colony_1057.tiff,1873,168.167,0.832,477615,477615,1.463,0.683,0.944,1
67,colony_1058.tiff,2839,203.137,0.865,723945,723945,1.419,0.705,0.973,1
68,colony_1059.tiff,1359,168.652,0.6,346545,346545,1.725,0.58,0.85,1
69,colony_106.tiff,3071,222.693,0.778,783105,783105,1.566,0.638,0.95,1
70,colony_1060.tiff,1892,166.267,0.86,482460,482460,1.501,0.666,0.969,1
71,colony_1061.tiff,2671,226.752,0.653,681105,681105,2.467,0.405,0.946,1
72,colony_1062.tiff,1885,169.823,0.821,480675,480675,1.46,0.685,0.92,1
73,colony_1063.tiff,1854,162.853,0.878,472770,472770,1.335,0.749,0.97,1
74,colony_1064.tiff,954,129.054,0.72,243270,243270,1.969,0.508,0.927,1
75,colony_1065.tiff,1946,169.338,0.853,496230,496230,1.459,0.685,0.96,1
76,colony_1066.tiff,1740,155.924,0.899,443700,443700,1.285,0.778,0.972,1
77,colony_1067.tiff,1600,154.024,0.848,408000,408000,1.498,0.668,0.966,1
78,colony_1068.tiff,2002,176.309,0.809,510510,510510,1.212,0.825,0.922,1
79,colony_1069.tiff,1981,168.51,0.877,505155,505155,1.174,0.852,0.964,1
80,colony_107.tiff,1953,205.38,0.582,498015,498015,1.335,0.749,0.923,1
81,colony_1070.tiff,1740,191.966,0.593,443700,443700,1.65,0.606,0.907,1
82,colony_1071.tiff,1363,141.439,0.856,347565,347565,1.316,0.76,0.927,1
83,colony_1072.tiff,1961,180.309,0.758,500055,500055,1.741,0.574,0.927,1
84,colony_1073.tiff,2566,219.137,0.671,654330,654330,2.404,0.416,0.946,1
85,colony_1074.tiff,1607,151.924,0.875,409785,409785,1.239,0.807,0.94,1
86,colony_1075.tiff,1878,203.037,0.572,478890,478890,1.354,0.738,0.783,1
87,colony_1076.tiff,2383,193.865,0.797,607665,607665,1.323,0.756,0.943,1
88,colony_1077.tiff,1380,194.208,0.46,351900,351900,1.534,0.652,0.757,1
89,colony_1078.tiff,2313,184.652,0.852,589815,589815,1.425,0.702,0.962,1
90,colony_1079.tiff,792,166.995,0.357,201960,201960,1.783,0.561,0.705,1
91,colony_108.tiff,2143,174.752,0.882,546465,546465,1.304,0.767,0.968,1
92,colony_1080.tiff,1807,164.995,0.834,460785,460785,1.479,0.676,0.957,1
93,colony_1081.tiff,980,149.681,0.55,249900,249900,1.394,0.717,0.855,1
94,colony_1082.tiff,1409,159.439,0.697,359295,359295,1.661,0.602,0.911,1
95,colony_1083.tiff,2973,205.137,0.888,758115,758115,1.101,0.908,0.962,1
96,colony_1084.tiff,1934,167.338,0.868,493170,493170,1.329,0.752,0.964,1
97,colony_1085.tiff,3078,265.078,0.55,784890,784890,1.842,0.543,0.829,1
98,colony_1086.tiff,1148,125.983,0.909,292740,292740,1.213,0.825,0.97,1
99,colony_1087.tiff,1521,146.125,0.895,387855,387855,1.058,0.945,0.965,1
100,colony_1088.tiff,1461,197.865,0.469,372555,372555,1.136,0.88,0.794,1
101,colony_1089.tiff,1774,160.267,0.868,452370,452370,1.371,0.729,0.967,1
102,colony_109.tiff,4799,264.593,0.861,1223745,1223745,1.296,0.771,0.973,1
103,colony_1090.tiff,1689,159.196,0.837,430695,430695,1.425,0.702,0.957,1
104,colony_1091.tiff,1876,188.894,0.661,478380,478380,1.321,0.757,0.841,1
105,colony_1092.tiff,1800,171.681,0.767,459000,459000,1.151,0.869,0.841,1
106,colony_1093.tiff,1981,180.066,0.768,505155,505155,1.7,0.588,0.916,1
107,colony_1094.tiff,1216,141.439,0.764,310080,310080,1.302,0.768,0.853,1
108,colony_1095.tiff,1720,197.723,0.553,438600,438600,3.383,0.296,0.943,1
109,colony_1096.tiff,1737,156.51,0.891,442935,442935,1.17,0.854,0.952,1
110,colony_1097.tiff,2198,188.309,0.779,560490,560490,1.379,0.725,0.871,1
111,colony_1098.tiff,3308,214.794,0.901,843540,843540,1.045,0.957,0.975,1
112,colony_1099.tiff,2015,172.267,0.853,513825,513825,1.29,0.775,0.933,1
113,colony_11.tiff,2569,192.267,0.873,655095,655095,1.397,0.716,0.975,1
114,colony_110.tiff,1774,162.61,0.843,452370,452370,1.446,0.692,0.96,1
115,colony_1100.tiff,1872,165.338,0.861,477360,477360,1.118,0.895,0.943,1
116,colony_1101.tiff,1663,152.024,0.904,424065,424065,1.182,0.846,0.969,1
117,colony_1102.tiff,1897,168.409,0.841,483735,483735,1.501,0.666,0.958,1
118,colony_1103.tiff,1939,177.823,0.771,494445,494445,1.674,0.597,0.95,1
119,colony_1104.tiff,1274,135.196,0.876,324870,324870,1.161,0.861,0.925,1
120,colony_1105.tiff,2071,177.095,0.83,528105,528105,1.293,0.774,0.96,1
121,colony_1106.tiff,3776,254.392,0.733,962880,962880,2.133,0.469,0.967,1
122,colony_1107.tiff,2903,206.894,0.852,740265,740265,1.101,0.908,0.932,1
123,colony_1108.tiff,3587,252.593,0.706,914685,914685,1.583,0.632,0.88,1
124,colony_1109.tiff,1136,127.054,0.884,289680,289680,1.196,0.836,0.963,1
125,colony_111.tiff,1620,171.095,0.695,413100,413100,1.452,0.689,0.897,1
126,colony_1110.tiff,1566,147.539,0.904,399330,399330,1.05,0.952,0.967,1
127,colony_1111.tiff,2178,175.338,0.89,555390,555390,1.269,0.788,0.972,1
128,colony_1112.tiff,1804,159.924,0.886,460020,460020,1.318,0.759,0.968,1
129,colony_1113.tiff,1547,153.782,0.822,394485,394485,1.424,0.702,0.951,1
130,colony_1114.tiff,1685,152.853,0.906,429675,429675,1.125,0.889,0.968,1
131,colony_1115.tiff,1998,173.924,0.83,509490,509490,1.611,0.621,0.965,1
132,colony_1116.tiff,2164,172.51,0.914,551820,551820,1.032,0.969,0.973,1
133,colony_1117.tiff,1914,193.196,0.644,488070,488070,2.644,0.378,0.953,1
134,colony_1118.tiff,2024,182.066,0.767,516120,516120,1.427,0.701,0.952,1
135,colony_1119.tiff,1405,140.953,0.889,358275,358275,1.32,0.757,0.966,1
136,colony_112.tiff,1064,136.125,0.722,271320,271320,1.255,0.797,0.9,1
137,colony_1120.tiff,1696,159.238,0.841,432480,432480,1.396,0.716,0.94,1
138,colony_1121.tiff,1701,165.338,0.782,433755,433755,1.487,0.673,0.929,1
139,colony_1122.tiff,1266,213.179,0.35,322830,322830,1.404,0.712,0.784,1
140,colony_1123.tiff,2032,167.439,0.911,518160,518160,1.291,0.774,0.975,1
141,colony_1124.tiff,2125,176.995,0.852,541875,541875,1.436,0.696,0.957,1
142,colony_1125.tiff,1456,186.309,0.527,371280,371280,1.548,0.646,0.842,1
143,colony_1126.tiff,1668,153.196,0.893,425340,425340,1.262,0.792,0.961,1
144,colony_1127.tiff,2231,184.894,0.82,568905,568905,1.604,0.624,0.964,1
146,colony_1129.tiff,2851,210.551,0.808,727005,727005,1.358,0.737,0.943,1
147,colony_113.tiff,1164,146.51,0.681,296820,296820,1.774,0.564,0.889,1
148,colony_1130.tiff,1708,172.167,0.724,435540,435540,1.179,0.848,0.947,1
149,colony_1131.tiff,1589,156.995,0.81,405195,405195,1.768,0.566,0.963,1
150,colony_1132.tiff,2331,182.167,0.883,594405,594405,1.413,0.708,0.974,1
151,colony_1133.tiff,1664,156.51,0.854,424320,424320,1.516,0.66,0.964,1
152,colony_1134.tiff,1656,155.338,0.862,422280,422280,1.52,0.658,0.964,1
153,colony_1135.tiff,1814,169.095,0.797,462570,462570,1.378,0.726,0.895,1
154,colony_1136.tiff,1709,155.196,0.892,435795,435795,1.167,0.857,0.963,1
155,colony_1137.tiff,1673,159.095,0.831,426615,426615,1.653,0.605,0.964,1
156,colony_1138.tiff,1791,163.823,0.839,456705,456705,1.558,0.642,0.961,1
157,colony_1139.tiff,1340,161.095,0.649,341700,341700,2.384,0.42,0.887,1
158,colony_114.tiff,2036,209.196,0.585,519180,519180,2.903,0.344,0.919,1
159,colony_1140.tiff,1448,179.238,0.566,369240,369240,1.482,0.675,0.816,1
160,colony_1141.tiff,1537,151.782,0.838,391935,391935,1.512,0.661,0.96,1
161,colony_1142.tiff,2013,170.995,0.865,513315,513315,1.394,0.717,0.963,1
162,colony_1143.tiff,1901,177.196,0.761,484755,484755,1.938,0.516,0.952,1
163,colony_1144.tiff,2245,191.823,0.767,572475,572475,1.599,0.626,0.937,1
164,colony_1145.tiff,1894,165.581,0.868,482970,482970,1.427,0.701,0.967,1
165,colony_1146.tiff,1692,161.681,0.813,431460,431460,1.478,0.677,0.91,1
166,colony_1147.tiff,1516,150.368,0.843,386580,386580,1.463,0.683,0.948,1
167,colony_1148.tiff,2189,175.681,0.891,558195,558195,1.117,0.895,0.967,1
168,colony_1149.tiff,1884,166.61,0.853,480420,480420,1.356,0.737,0.959,1
169,colony_115.tiff,1451,146.024,0.855,370005,370005,1.343,0.745,0.964,1
170,colony_1150.tiff,2570,217.338,0.684,655350,655350,2.474,0.404,0.967,1
171,colony_1151.tiff,1493,149.095,0.844,380715,380715,1.333,0.75,0.948,1
172,colony_1152.tiff,1406,143.924,0.853,358530,358530,1.554,0.644,0.961,1
173,colony_1153.tiff,2050,171.095,0.88,522750,522750,1.245,0.803,0.964,1
174,colony_1154.tiff,1935,171.823,0.824,493425,493425,1.618,0.618,0.958,1
175,colony_1155.tiff,1935,171.823,0.824,493425,493425,1.643,0.609,0.958,1
176,colony_1156.tiff,1817,159.095,0.902,463335,463335,1.287,0.777,0.972,1
177,colony_1157.tiff,2190,177.338,0.875,558450,558450,1.09,0.918,0.963,1
178,colony_1158.tiff,1614,152.024,0.878,411570,411570,1.246,0.802,0.965,1
179,colony_1159.tiff,2105,173.581,0.878,536775,536775,1.167,0.857,0.964,1
180,colony_116.tiff,1750,167.338,0.785,446250,446250,1.395,0.717,0.945,1
181,colony_1160.tiff,1955,166.51,0.886,498525,498525,1.288,0.776,0.97,1
182,colony_1161.tiff,2712,230.794,0.64,691560,691560,2.526,0.396,0.949,1
183,colony_1162.tiff,1983,173.48,0.828,505665,505665,1.628,0.614,0.955,1
184,colony_1163.tiff,2340,186.551,0.845,596700,596700,1.525,0.656,0.967,1
185,colony_1164.tiff,1959,171.581,0.836,499545,499545,1.569,0.637,0.957,1
186,colony_1165.tiff,1840,182.894,0.691,469200,469200,1.841,0.543,0.878,1
187,colony_1166.tiff,2259,183.137,0.846,576045,576045,1.361,0.735,0.943,1
188,colony_1167.tiff,1556,168.853,0.686,396780,396780,1.455,0.687,0.786,1
189,colony_1168.tiff,2526,191.823,0.863,644130,644130,1.287,0.777,0.961,1
190,colony_1169.tiff,1689,158.51,0.845,430695,430695,1.565,0.639,0.963,1
191,colony_117.tiff,1530,148.61,0.871,390150,390150,1.457,0.686,0.964,1
192,colony_1170.tiff,2702,208.551,0.781,689010,689010,1.65,0.606,0.938,1
193,colony_1171.tiff,1789,157.439,0.907,456195,456195,1.211,0.826,0.974,1
194,colony_1172.tiff,2273,189.924,0.792,579615,579615,1.83,0.547,0.965,1
195,colony_1173.tiff,2540,193.338,0.854,647700,647700,1.31,0.763,0.954,1
196,colony_1174.tiff,2707,236.936,0.606,690285,690285,1.388,0.721,0.858,1
197,colony_1175.tiff,1863,174.267,0.771,475065,475065,1.407,0.711,0.92,1
198,colony_1176.tiff,2326,189.823,0.811,593130,593130,1.373,0.728,0.946,1
199,colony_1177.tiff,2513,200.652,0.784,640815,640815,1.177,0.849,0.935,1
200,colony_1178.tiff,2045,173.581,0.853,521475,521475,1.435,0.697,0.955,1
201,colony_1179.tiff,2702,209.137,0.776,689010,689010,1.159,0.863,0.905,1
202,colony_118.tiff,2294,181.581,0.874,584970,584970,1.268,0.789,0.964,1
203,colony_1180.tiff,2282,183.238,0.854,581910,581910,1.342,0.745,0.967,1
204,colony_1181.tiff,2272,199.823,0.715,579360,579360,1.704,0.587,0.878,1
205,colony_1182.tiff,1362,138.125,0.897,347310,347310,1.29,0.775,0.964,1
206,colony_1183.tiff,2486,188.51,0.879,633930,633930,1.348,0.742,0.974,1
207,colony_1184.tiff,3959,253.137,0.776,1009545,1009545,1.867,0.536,0.974,1
208,colony_1185.tiff,1956,168.51,0.866,498780,498780,1.392,0.718,0.966,1
209,colony_1186.tiff,1354,150.61,0.75,345270,345270,1.669,0.599,0.902,1
210,colony_1187.tiff,2438,195.48,0.802,621690,621690,1.478,0.676,0.938,1
211,colony_1188.tiff,2214,180.995,0.849,564570,564570,1.305,0.766,0.93,1
212,colony_1189.tiff,1546,150.61,0.856,394230,394230,1.391,0.719,0.951,1
213,colony_119.tiff,1895,185.723,0.69,483225,483225,1.505,0.664,0.826,1
214,colony_1190.tiff,2567,190.995,0.884,654585,654585,1.328,0.753,0.974,1
215,colony_1191.tiff,2025,181.723,0.771,516375,516375,1.252,0.799,0.932,1
216,colony_1192.tiff,1298,163.581,0.61,330990,330990,1.553,0.644,0.822,1
217,colony_1193.tiff,1950,164.61,0.904,497250,497250,1.076,0.93,0.969,1
218,colony_1194.tiff,2112,178.309,0.835,538560,538560,1.531,0.653,0.963,1
219,colony_1195.tiff,2123,180.61,0.818,541365,541365,1.773,0.564,0.97,1
220,colony_1196.tiff,3831,247.321,0.787,976905,976905,1.384,0.723,0.936,1
221,colony_1197.tiff,1584,150.853,0.875,403920,403920,1.039,0.963,0.956,1
222,colony_1198.tiff,2521,191.238,0.866,642855,642855,1.247,0.802,0.949,1
223,colony_1199.tiff,2021,169.681,0.882,515355,515355,1.206,0.829,0.966,1
224,colony_12.tiff,2301,180.995,0.883,586755,586755,1.251,0.799,0.969,1
225,colony_120.tiff,1437,144.368,0.866,366435,366435,1.164,0.859,0.96,1
226,colony_1200.tiff,2212,176.894,0.888,564060,564060,1.283,0.78,0.968,1
227,colony_1201.tiff,1957,172.51,0.826,499035,499035,1.603,0.624,0.967,1
228,colony_1202.tiff,1901,166.752,0.859,484755,484755,1.369,0.731,0.962,1
229,colony_1203.tiff,1879,166.995,0.847,479145,479145,1.502,0.666,0.964,1
230,colony_1204.tiff,1792,159.439,0.886,456960,456960,1.188,0.842,0.966,1
231,colony_1205.tiff,1387,147.095,0.806,353685,353685,1.225,0.816,0.95,1
232,colony_1206.tiff,2518,192.066,0.858,642090,642090,1.452,0.689,0.97,1
233,colony_1207.tiff,1304,139.196,0.846,332520,332520,1.184,0.845,0.941,1
234,colony_1208.tiff,2485,188.167,0.882,633675,633675,1.203,0.831,0.97,1
235,colony_1209.tiff,1403,182.267,0.531,357765,357765,1.576,0.634,0.875,1
236,colony_121.tiff,2161,194.167,0.72,551055,551055,1.363,0.734,0.917,1
237,colony_1210.tiff,2173,178.995,0.852,554115,554115,1.197,0.835,0.958,1
238,colony_1211.tiff,2481,187.581,0.886,632655,632655,1.316,0.76,0.973,1
239,colony_1212.tiff,1651,164.995,0.762,421005,421005,1.948,0.513,0.956,1
240,colony_1213.tiff,1906,166.368,0.865,486030,486030,1.454,0.688,0.971,1
241,colony_1214.tiff,1791,161.539,0.862,456705,456705,1.368,0.731,0.967,1
242,colony_1215.tiff,2170,177.723,0.863,553350,553350,1.358,0.737,0.964,1
243,colony_1216.tiff,2087,179.681,0.812,532185,532185,1.606,0.623,0.956,1
244,colony_1217.tiff,3002,243.723,0.635,765510,765510,2.425,0.412,0.939,1
245,colony_1218.tiff,1569,175.782,0.638,400095,400095,1.896,0.527,0.93,1
246,colony_1219.tiff,2246,185.581,0.82,572730,572730,1.496,0.669,0.953,1
247,colony_122.tiff,1349,136.953,0.904,343995,343995,1.12,0.893,0.964,1
248,colony_1220.tiff,2073,184.267,0.767,528615,528615,1.879,0.532,0.953,1
249,colony_1221.tiff,2818,202.551,0.863,718590,718590,1.293,0.773,0.966,1
250,colony_1222.tiff,1818,173.823,0.756,463590,463590,1.205,0.83,0.913,1
251,colony_1223.tiff,4305,251.563,0.855,1097775,1097775,1.423,0.703,0.975,1
252,colony_1224.tiff,1923,167.338,0.863,490365,490365,1.453,0.688,0.969,1
255,colony_1226.tiff,1968,164.995,0.908,501840,501840,1.138,0.879,0.969,1
256,colony_1227.tiff,1862,164.752,0.862,474810,474810,1.41,0.709,0.968,1
257,colony_1228.tiff,4356,255.563,0.838,1110780,1110780,1.632,0.613,0.975,1
258,colony_1229.tiff,2455,194.208,0.818,626025,626025,1.554,0.644,0.96,1
259,colony_123.tiff,2386,193.095,0.804,608430,608430,1.462,0.684,0.943,1
260,colony_1230.tiff,2213,176.652,0.891,564315,564315,1.357,0.737,0.971,1
261,colony_1231.tiff,2356,183.823,0.876,600780,600780,1.258,0.795,0.963,1
262,colony_1232.tiff,2389,187.238,0.856,609195,609195,1.419,0.705,0.968,1
263,colony_1233.tiff,1757,158.167,0.883,448035,448035,1.201,0.833,0.963,1
264,colony_1234.tiff,2212,179.338,0.864,564060,564060,1.339,0.747,0.966,1
265,colony_1235.tiff,2247,180.066,0.871,572985,572985,1.142,0.876,0.96,1
266,colony_1236.tiff,2228,184.894,0.819,568140,568140,1.657,0.603,0.961,1
267,colony_1237.tiff,1715,156.853,0.876,437325,437325,1.365,0.732,0.968,1
268,colony_1238.tiff,2100,176.752,0.845,535500,535500,1.156,0.865,0.954,1
269,colony_1239.tiff,1880,181.882,0.714,479400,479400,2.345,0.426,0.968,1
270,colony_124.tiff,1473,148.125,0.844,375615,375615,1.231,0.812,0.954,1
271,colony_1240.tiff,2427,205.581,0.722,618885,618885,1.995,0.501,0.941,1
272,colony_1241.tiff,2097,170.995,0.901,534735,534735,1.179,0.848,0.971,1
273,colony_1242.tiff,1683,153.196,0.901,429165,429165,1.07,0.935,0.966,1
274,colony_1243.tiff,1716,156.995,0.875,437580,437580,1.406,0.711,0.964,1
275,colony_1244.tiff,1367,144.953,0.818,348585,348585,1.598,0.626,0.948,1
276,colony_1245.tiff,1444,146.368,0.847,368220,368220,1.19,0.84,0.947,1
277,colony_1246.tiff,1906,173.439,0.796,486030,486030,1.737,0.576,0.94,1
278,colony_1247.tiff,1563,149.681,0.877,398565,398565,1.116,0.896,0.957,1
279,colony_1248.tiff,3054,211.137,0.861,778770,778770,1.393,0.718,0.968,1
280,colony_1249.tiff,2161,180.995,0.829,551055,551055,1.385,0.722,0.957,1
281,colony_125.tiff,1825,162.167,0.872,465375,465375,1.246,0.803,0.956,1
282,colony_1250.tiff,3566,253.037,0.7,909330,909330,1.969,0.508,0.928,1
283,colony_1251.tiff,2346,195.48,0.771,598230,598230,1.805,0.554,0.956,1
284,colony_1252.tiff,1629,154.024,0.863,415395,415395,1.335,0.749,0.96,1
285,colony_1253.tiff,2091,175.137,0.857,533205,533205,1.475,0.678,0.968,1
286,colony_1254.tiff,2669,198.51,0.851,680595,680595,1.465,0.682,0.974,1
287,colony_1255.tiff,2234,180.167,0.865,569670,569670,1.38,0.725,0.969,1
288,colony_1256.tiff,2721,199.238,0.861,693855,693855,1.371,0.73,0.971,1
289,colony_1257.tiff,2059,178.167,0.815,525045,525045,1.587,0.63,0.952,1
290,colony_1258.tiff,1967,171.823,0.837,501585,501585,1.646,0.607,0.967,1
291,colony_1259.tiff,2436,188.167,0.865,621180,621180,1.366,0.732,0.967,1
292,colony_126.tiff,2508,192.894,0.847,639540,639540,1.49,0.671,0.97,1
293,colony_1260.tiff,1568,152.61,0.846,399840,399840,1.394,0.717,0.96,1
294,colony_1261.tiff,1992,182.61,0.751,507960,507960,2.115,0.473,0.969,1
295,colony_1262.tiff,2510,186.752,0.904,640050,640050,1.301,0.768,0.974,1
296,colony_1263.tiff,2313,189.723,0.808,589815,589815,1.679,0.596,0.963,1
297,colony_1264.tiff,2005,167.924,0.894,511275,511275,1.161,0.861,0.967,1
298,colony_1265.tiff,1542,159.338,0.763,393210,393210,1.213,0.824,0.912,1
299,colony_1266.tiff,2479,191.137,0.853,632145,632145,1.434,0.697,0.97,1
300,colony_1267.tiff,2240,181.095,0.858,571200,571200,1.405,0.712,0.97,1
301,colony_1268.tiff,2095,174.167,0.868,534225,534225,1.285,0.778,0.966,1
302,colony_1269.tiff,2834,203.137,0.863,722670,722670,1.068,0.937,0.963,1
303,colony_127.tiff,1830,162.267,0.873,466650,466650,1.425,0.702,0.969,1
304,colony_1270.tiff,2286,179.823,0.888,582930,582930,1.247,0.802,0.966,1
305,colony_1271.tiff,1980,166.267,0.9,504900,504900,1.109,0.902,0.971,1
306,colony_1272.tiff,1550,167.095,0.698,395250,395250,2.336,0.428,0.954,1
307,colony_1273.tiff,2685,209.966,0.765,684675,684675,1.805,0.554,0.943,1
308,colony_1274.tiff,2191,176.409,0.885,558705,558705,1.334,0.749,0.965,1
309,colony_1275.tiff,2436,192.066,0.83,621180,621180,1.576,0.634,0.968,1
310,colony_1276.tiff,2238,178.267,0.885,570690,570690,1.25,0.8,0.965,1
311,colony_1277.tiff,1984,170.167,0.861,505920,505920,1.332,0.751,0.963,1
312,colony_1278.tiff,1452,151.338,0.797,370260,370260,1.541,0.649,0.937,1
313,colony_1279.tiff,2101,173.924,0.873,535755,535755,1.233,0.811,0.961,1
314,colony_128.tiff,2406,183.823,0.895,613530,613530,1.296,0.771,0.973,1
315,colony_1280.tiff,1830,172.167,0.776,466650,466650,1.738,0.575,0.928,1
316,colony_1281.tiff,1984,172.167,0.841,505920,505920,1.433,0.698,0.968,1
317,colony_1282.tiff,1332,134.953,0.919,339660,339660,1.022,0.979,0.966,1
318,colony_1283.tiff,3177,289.179,0.477,810135,810135,2.504,0.399,0.858,1
319,colony_1284.tiff,1893,173.48,0.79,482715,482715,1.704,0.587,0.934,1
320,colony_1285.tiff,1616,153.439,0.863,412080,412080,1.304,0.767,0.959,1
321,colony_1286.tiff,1462,145.782,0.864,372810,372810,1.378,0.726,0.965,1
322,colony_1287.tiff,2158,177.48,0.861,550290,550290,1.523,0.656,0.968,1
323,colony_1288.tiff,2011,168.853,0.886,512805,512805,1.353,0.739,0.971,1
324,colony_1289.tiff,2171,179.48,0.847,553605,553605,1.517,0.659,0.966,1
325,colony_129.tiff,2195,188.894,0.773,559725,559725,1.824,0.548,0.953,1
326,colony_1290.tiff,2644,225.179,0.655,674220,674220,1.708,0.585,0.866,1
327,colony_1291.tiff,2300,183.238,0.861,586500,586500,1.336,0.749,0.967,1
328,colony_1292.tiff,2024,173.439,0.846,516120,516120,1.441,0.694,0.957,1
329,colony_1293.tiff,1903,171.723,0.811,485265,485265,1.586,0.631,0.94,1
330,colony_13.tiff,2132,182.51,0.804,543660,543660,1.264,0.791,0.944,1
331,colony_130.tiff,1593,149.539,0.895,406215,406215,1.227,0.815,0.965,1
332,colony_131.tiff,2142,174.894,0.88,546210,546210,1.29,0.775,0.963,1
333,colony_132.tiff,2359,186.853,0.849,601545,601545,1.491,0.671,0.971,1
334,colony_133.tiff,1948,168.167,0.866,496740,496740,1.336,0.749,0.969,1
335,colony_134.tiff,1887,165.338,0.867,481185,481185,1.456,0.687,0.965,1
336,colony_135.tiff,1972,170.61,0.851,502860,502860,1.561,0.641,0.971,1
337,colony_136.tiff,2052,191.095,0.706,523260,523260,2.328,0.43,0.963,1
338,colony_137.tiff,2161,182.894,0.812,551055,551055,1.555,0.643,0.95,1
339,colony_138.tiff,976,129.64,0.73,248880,248880,1.455,0.687,0.916,1
340,colony_139.tiff,2626,194.167,0.875,669630,669630,1.337,0.748,0.971,1
341,colony_14.tiff,2806,207.137,0.822,715530,715530,1.399,0.715,0.94,1
342,colony_140.tiff,2527,194.267,0.841,644385,644385,1.595,0.627,0.974,1
343,colony_141.tiff,1900,170.61,0.82,484500,484500,1.705,0.586,0.968,1
344,colony_142.tiff,2132,174.066,0.884,543660,543660,1.391,0.719,0.971,1
345,colony_143.tiff,1611,159.581,0.795,410805,410805,1.752,0.571,0.956,1
346,colony_144.tiff,1852,174.652,0.763,472260,472260,1.691,0.592,0.942,1
347,colony_145.tiff,1604,169.581,0.701,409020,409020,1.555,0.643,0.917,1
348,colony_146.tiff,2504,188.309,0.887,638520,638520,1.155,0.866,0.969,1
349,colony_147.tiff,1492,180.409,0.576,380460,380460,2.182,0.458,0.891,1
350,colony_148.tiff,1980,169.782,0.863,504900,504900,1.573,0.636,0.975,1
351,colony_149.tiff,1882,174.167,0.78,479910,479910,1.783,0.561,0.95,1
352,colony_15.tiff,2073,173.581,0.865,528615,528615,1.241,0.806,0.963,1
353,colony_150.tiff,2067,178.309,0.817,527085,527085,1.769,0.565,0.966,1
354,colony_151.tiff,2481,198.024,0.795,632655,632655,1.618,0.618,0.966,1
355,colony_152.tiff,1850,168.61,0.818,471750,471750,1.661,0.602,0.963,1
356,colony_153.tiff,1651,211.279,0.465,421005,421005,1.228,0.814,0.813,1
357,colony_154.tiff,1874,161.681,0.901,477870,477870,1.204,0.831,0.965,1
358,colony_155.tiff,2267,189.823,0.791,578085,578085,1.643,0.609,0.953,1
359,colony_156.tiff,2224,183.095,0.834,567120,567120,1.678,0.596,0.972,1
360,colony_157.tiff,1389,138.125,0.915,354195,354195,1.128,0.886,0.968,1
361,colony_158.tiff,2144,200.853,0.668,546720,546720,2.54,0.394,0.955,1
362,colony_159.tiff,1922,163.924,0.899,490110,490110,1.205,0.83,0.97,1
363,colony_16.tiff,2187,180.752,0.841,557685,557685,1.479,0.676,0.967,1
364,colony_160.tiff,1774,159.095,0.881,452370,452370,1.316,0.76,0.962,1
365,colony_161.tiff,1910,166.853,0.862,487050,487050,1.433,0.698,0.964,1
366,colony_162.tiff,1057,122.125,0.891,269535,269535,1.263,0.792,0.952,1
367,colony_163.tiff,1104,126.468,0.867,281520,281520,1.461,0.685,0.961,1
368,colony_164.tiff,1994,167.681,0.891,508470,508470,1.276,0.784,0.973,1
369,colony_165.tiff,2099,172.167,0.89,535245,535245,1.252,0.799,0.97,1
370,colony_166.tiff,1892,170.752,0.815,482460,482460,1.51,0.662,0.957,1
371,colony_167.tiff,1884,164.995,0.87,480420,480420,1.326,0.754,0.965,1
372,colony_168.tiff,1777,156.61,0.91,453135,453135,1.097,0.911,0.971,1
373,colony_169.tiff,1897,176.61,0.764,483735,483735,1.975,0.506,0.969,1
374,colony_17.tiff,2102,174.167,0.871,536010,536010,1.314,0.761,0.968,1
375,colony_170.tiff,1998,175.74,0.813,509490,509490,1.7,0.588,0.981,1
376,colony_171.tiff,2651,194.652,0.879,676005,676005,1.366,0.732,0.974,1
377,colony_172.tiff,2090,171.581,0.892,532950,532950,1.403,0.713,0.974,1
378,colony_173.tiff,1952,169.095,0.858,497760,497760,1.362,0.734,0.968,1
379,colony_174.tiff,2511,194.652,0.833,640305,640305,1.617,0.618,0.967,1
380,colony_175.tiff,2326,183.238,0.871,593130,593130,1.35,0.741,0.97,1
381,colony_176.tiff,1960,168.024,0.872,499800,499800,1.321,0.757,0.967,1
382,colony_177.tiff,1945,166.752,0.879,495975,495975,1.238,0.807,0.962,1
383,colony_178.tiff,1981,176.752,0.797,505155,505155,1.238,0.808,0.929,1
384,colony_179.tiff,1805,160.409,0.882,460275,460275,1.229,0.814,0.96,1
385,colony_18.tiff,2354,192.51,0.798,600270,600270,1.307,0.765,0.956,1
386,colony_180.tiff,1338,178.368,0.528,341190,341190,3.35,0.299,0.865,1
