 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity,Major,Minor
408,7 pat p30 7 day ctrl 10x 2_colony_433.tiff,181,48.527,0.966,46155,46155,1.065,0.939,0.931,15.666,14.711
409,7 pat p30 7 day ctrl 10x 2_colony_434.tiff,131,43.113,0.886,33405,33405,1.386,0.721,0.907,15.205,10.969
410,7 pat p30 7 day ctrl 10x 2_colony_435.tiff,185,50.527,0.911,47175,47175,1.334,0.75,0.923,19.22,14.772
411,7 pat p30 7 day ctrl 10x 2_colony_436.tiff,140,43.113,0.947,35700,35700,1.174,0.852,0.918,16.092,14.875
412,7 pat p30 7 day ctrl 10x 2_colony_438.tiff,142,43.698,0.934,36210,36210,1.189,0.841,0.916,16.054,12.927
413,7 pat p30 7 day ctrl 10x 2_colony_439.tiff,233,55.941,0.936,59415,59415,1.25,0.8,0.938,20.18,16.152
414,7 pat p30 7 day ctrl 10x 2_colony_440.tiff,134,42.284,0.942,34170,34170,1.332,0.751,0.921,16.272,12.363
415,7 pat p30 7 day ctrl 10x 2_colony_441.tiff,124,41.698,0.896,31620,31620,1.372,0.729,0.895,15.969,12.04
416,7 pat p30 7 day ctrl 10x 2_colony_442.tiff,190,50.527,0.935,48450,48450,1.143,0.875,0.925,17.756,15.059
417,7 pat p30 7 day ctrl 10x 2_colony_443.tiff,255,59.012,0.92,65025,65025,1.201,0.833,0.931,19.748,16.441
418,7 pat p30 7 day ctrl 10x 2_colony_444.tiff,143,44.042,0.926,36465,36465,1.115,0.897,0.932,15.072,14.023
419,7 pat p30 7 day ctrl 10x 2_colony_445.tiff,184,49.941,0.927,46920,46920,1.269,0.788,0.92,18.058,14.242
420,7 pat p30 7 day ctrl 10x 2_colony_446.tiff,215,53.113,0.958,54825,54825,1.123,0.891,0.939,17.992,15.781
421,7 pat p30 7 day ctrl 10x 2_colony_448.tiff,169,47.698,0.933,43095,43095,1.237,0.808,0.929,17.625,14.593
422,7 pat p30 7 day ctrl 10x 2_colony_449.tiff,229,55.941,0.92,58395,58395,1.144,0.874,0.937,18.261,15.967
423,7 pat p30 7 day ctrl 10x 2_colony_450.tiff,151,44.87,0.942,38505,38505,1.133,0.883,0.932,16.108,14.228
424,7 pat p30 7 day ctrl 10x 2_colony_451.tiff,225,55.355,0.923,57375,57375,1.214,0.824,0.926,19.095,16.27
425,7 pat p30 7 day ctrl 10x 2_colony_452.tiff,195,52.184,0.9,49725,49725,1.23,0.813,0.911,18.719,15.304
426,7 pat p30 7 day ctrl 10x 2_colony_453.tiff,379,73.841,0.873,96645,96645,1.467,0.682,0.937,27.845,19.251
427,7 pat p30 7 day ctrl 10x 2_colony_454.tiff,167,47.698,0.922,42585,42585,1.382,0.724,0.93,18.25,13.604
428,7 pat p30 7 day ctrl 10x 2_colony_455.tiff,230,56.77,0.897,58650,58650,1.27,0.787,0.918,19.287,15.184
429,7 pat p30 7 day ctrl 10x 2_colony_456.tiff,254,57.941,0.951,64770,64770,1.262,0.792,0.948,21.081,16.972
430,7 pat p30 7 day ctrl 10x 2_colony_457.tiff,192,51.113,0.924,48960,48960,1.335,0.749,0.934,18.063,13.534
431,7 pat p30 7 day ctrl 10x 2_colony_458.tiff,176,48.284,0.949,44880,44880,1.28,0.781,0.944,16.939,13.229
432,7 pat p30 7 day ctrl 10x 2_colony_459.tiff,274,60.184,0.951,69870,69870,1.188,0.842,0.945,21.392,17.975
433,7 pat p30 7 day ctrl 10x 2_colony_460.tiff,174,47.698,0.961,44370,44370,1.22,0.82,0.933,17.961,14.319
434,7 pat p30 7 day ctrl 10x 2_colony_463.tiff,200,51.941,0.932,51000,51000,1.233,0.811,0.926,17.719,14.372
435,7 pat p30 7 day ctrl 10x 2_colony_464.tiff,154,45.456,0.937,39270,39270,1.178,0.849,0.925,15.197,12.902
436,7 pat p30 7 day ctrl 10x 2_colony_465.tiff,148,45.355,0.904,37740,37740,1.296,0.772,0.911,17.381,14.065
437,7 pat p30 7 day ctrl 10x 2_colony_466.tiff,157,45.113,0.969,40035,40035,1.231,0.812,0.932,16.848,13.679
438,7 pat p30 7 day ctrl 10x 2_colony_467.tiff,149,44.284,0.955,37995,37995,1.268,0.788,0.931,15.512,12.23
439,7 pat p30 7 day ctrl 10x 2_colony_468.tiff,266,58.527,0.976,67830,67830,1.16,0.862,0.957,19.818,17.09
440,7 pat p30 7 day ctrl 10x 2_colony_469.tiff,186,49.698,0.946,47430,47430,1.229,0.814,0.937,17.061,13.881
441,7 pat p30 7 day ctrl 10x 2_colony_470.tiff,207,52.284,0.952,52785,52785,1.143,0.875,0.943,17.356,15.186
442,7 pat p30 7 day ctrl 10x 2_colony_471.tiff,199,50.87,0.966,50745,50745,1.068,0.936,0.952,17.672,16.571
443,7 pat p30 7 day ctrl 10x 2_colony_472.tiff,177,49.355,0.913,45135,45135,1.352,0.74,0.924,18.62,14.565
444,7 pat p30 7 day ctrl 10x 2_colony_473.tiff,213,54.527,0.9,54315,54315,1.267,0.789,0.924,18.538,14.63
445,7 pat p30 7 day ctrl 10x 2_colony_474.tiff,266,59.355,0.949,67830,67830,1.197,0.836,0.945,20.133,16.822
446,7 pat p30 7 day ctrl 10x 2_colony_475.tiff,184,49.113,0.959,46920,46920,1.133,0.882,0.934,16.295,14.377
447,7 pat p30 7 day ctrl 10x 2_colony_476.tiff,204,51.698,0.959,52020,52020,1.154,0.867,0.942,17.312,15.004
448,7 pat p30 7 day ctrl 10x 2_colony_478.tiff,316,65.598,0.923,80580,80580,1.092,0.916,0.936,21.434,20.137
449,7 pat p30 7 day ctrl 10x 2_colony_479.tiff,145,43.698,0.954,36975,36975,1.118,0.894,0.921,15.836,14.713
450,7 pat p30 7 day ctrl 10x 2_colony_480.tiff,183,49.698,0.931,46665,46665,1.161,0.861,0.929,16.446,14.167
450,7 pat p30 7 day ctrl 10x 2_colony_480.tiff,183,49.698,0.931,46665,46665,1.161,0.861,0.929,20.729,18.919
451,7 pat p30 7 day ctrl 10x 2_colony_480.tiff,308,63.355,0.964,78540,78540,1.096,0.913,0.957,16.446,14.167
451,7 pat p30 7 day ctrl 10x 2_colony_480.tiff,308,63.355,0.964,78540,78540,1.096,0.913,0.957,20.729,18.919
452,7 pat p30 7 day ctrl 10x 2_colony_481.tiff,150,44.87,0.936,38250,38250,1.235,0.81,0.926,16.632,12.938
453,7 pat p30 7 day ctrl 10x 2_colony_482.tiff,201,53.012,0.899,51255,51255,1.254,0.797,0.922,17.916,14.285
454,7 pat p30 7 day ctrl 10x 2_colony_483.tiff,218,53.941,0.942,55590,55590,1.274,0.785,0.938,19.608,15.26
455,7 pat p30 7 day ctrl 10x 2_colony_484.tiff,125,40.284,0.968,31875,31875,1.208,0.828,0.926,15.246,13.112
456,7 pat p30 7 day ctrl 10x 2_colony_485.tiff,288,63.012,0.911,73440,73440,1.32,0.757,0.937,22.002,16.666
457,7 pat p30 7 day ctrl 10x 3_colony_486.tiff,238,56.527,0.936,60690,60690,1.142,0.875,0.939,19.259,17.189
458,7 pat p30 7 day ctrl 10x 3_colony_487.tiff,205,51.941,0.955,52275,52275,1.229,0.813,0.94,18.545,15.722
459,7 pat p30 7 day ctrl 10x 3_colony_488.tiff,190,50.527,0.935,48450,48450,1.285,0.778,0.936,17.634,13.718
460,7 pat p30 7 day ctrl 10x 3_colony_489.tiff,213,53.941,0.92,54315,54315,1.248,0.801,0.926,19.464,15.962
461,7 pat p30 7 day ctrl 10x 3_colony_490.tiff,580,89.255,0.915,147900,147900,1.227,0.815,0.96,30.097,24.536
462,7 pat p30 7 day ctrl 10x 3_colony_491.tiff,175,49.113,0.912,44625,44625,1.251,0.799,0.919,17.793,14.025
463,7 pat p30 7 day ctrl 10x 3_colony_492.tiff,230,55.113,0.952,58650,58650,1.203,0.831,0.945,19.82,16.381
464,7 pat p30 7 day ctrl 10x 3_colony_493.tiff,184,49.113,0.959,46920,46920,1.18,0.847,0.936,16.627,14.09
465,7 pat p30 7 day ctrl 10x 3_colony_494.tiff,181,48.284,0.976,46155,46155,1.205,0.83,0.953,16.662,13.831
466,7 pat p30 7 day ctrl 10x 3_colony_495.tiff,242,56.527,0.952,61710,61710,1.341,0.746,0.951,21.401,16.242
467,7 pat p30 7 day ctrl 10x 3_colony_496.tiff,224,55.113,0.927,57120,57120,1.296,0.772,0.939,20.1,15.9
468,7 pat p30 7 day ctrl 10x 3_colony_498.tiff,267,60.77,0.909,68085,68085,1.355,0.738,0.935,21.463,15.839
469,7 pat p30 7 day ctrl 10x 3_colony_499.tiff,190,49.698,0.967,48450,48450,1.155,0.866,0.943,17.199,14.954
470,7 pat p30 7 day ctrl 10x 3_colony_500.tiff,206,52.527,0.938,52530,52530,1.232,0.811,0.934,18.693,15.121
471,7 pat p30 7 day ctrl 10x 3_colony_501.tiff,220,55.355,0.902,56100,56100,1.339,0.747,0.924,19.367,14.463
472,7 pat p30 7 day ctrl 10x 3_colony_502.tiff,337,67.598,0.927,85935,85935,1.15,0.869,0.941,22.216,19.314
473,7 pat p30 7 day ctrl 10x 3_colony_506.tiff,311,65.012,0.925,79305,79305,1.26,0.793,0.94,22.339,17.726
474,7 pat p30 7 day ctrl 10x 3_colony_507.tiff,203,53.698,0.885,51765,51765,1.432,0.698,0.929,19.239,13.434
475,7 pat p30 7 day ctrl 10x 3_colony_508.tiff,282,61.941,0.924,71910,71910,1.266,0.79,0.943,21.316,16.844
476,7 pat p30 7 day ctrl 10x 3_colony_512.tiff,159,47.456,0.887,40545,40545,1.134,0.882,0.924,15.933,13.665
477,7 pat p30 7 day ctrl 10x 3_colony_514.tiff,172,48.527,0.918,43860,43860,1.513,0.661,0.932,19.145,13.301
478,7 pat p30 7 day ctrl 10x 3_colony_515.tiff,180,49.698,0.916,45900,45900,1.282,0.78,0.921,17.888,14.022
479,7 pat p30 7 day ctrl 10x 3_colony_516.tiff,224,55.113,0.927,57120,57120,1.261,0.793,0.937,20.057,15.997
480,7 pat p30 7 day ctrl 10x 3_colony_517.tiff,207,51.941,0.964,52785,52785,1.184,0.844,0.939,17.669,14.917
481,7 pat p30 7 day ctrl 10x 3_colony_518.tiff,271,61.355,0.905,69105,69105,1.383,0.723,0.941,23.684,16.988
482,7 pat p30 7 day ctrl 10x 3_colony_519.tiff,180,49.113,0.938,45900,45900,1.253,0.798,0.93,17.601,14.323
483,7 pat p30 7 day ctrl 10x 3_colony_520.tiff,198,51.113,0.952,50490,50490,1.282,0.78,0.941,18.742,14.674
484,7 pat p30 7 day ctrl 10x 3_colony_522.tiff,176,47.698,0.972,44880,44880,1.176,0.85,0.939,17.581,14.412
485,7 pat p30 7 day ctrl 10x 3_colony_523.tiff,196,51.355,0.934,49980,49980,1.214,0.824,0.929,17.404,14.339
486,7 pat p30 7 day ctrl 10x 3_colony_524.tiff,257,58.77,0.935,65535,65535,1.131,0.884,0.935,19.24,17.007
487,7 pat p30 7 day ctrl 10x 3_colony_525.tiff,259,59.355,0.924,66045,66045,1.19,0.84,0.937,21.058,18.079
488,7 pat p30 7 day ctrl 10x 3_colony_526.tiff,163,47.113,0.923,41565,41565,1.184,0.844,0.913,15.677,13.238
489,7 pat p30 7 day ctrl 10x 3_colony_528.tiff,231,56.527,0.908,58905,58905,1.347,0.742,0.935,19.905,14.776
490,7 pat p30 7 day ctrl 10x 3_colony_529.tiff,212,53.941,0.916,54060,54060,1.374,0.728,0.934,20.308,14.859
491,7 pat p30 7 day ctrl 10x 3_colony_530.tiff,226,54.77,0.947,57630,57630,1.26,0.794,0.936,19.042,15.111
492,7 pat p30 7 day ctrl 10x 3_colony_531.tiff,287,62.77,0.915,73185,73185,1.347,0.742,0.946,23.608,17.96
493,7 pat p30 7 day ctrl 10x 3_colony_533.tiff,185,50.527,0.911,47175,47175,1.188,0.842,0.918,16.725,14.084
494,7 pat p30 7 day ctrl 10x 3_colony_534.tiff,172,47.698,0.95,43860,43860,1.17,0.855,0.93,17.53,14.454
495,7 pat p30 7 day ctrl 10x 3_colony_535.tiff,167,46.87,0.955,42585,42585,1.238,0.808,0.944,17.976,14.733
496,7 pat p30 7 day ctrl 10x 3_colony_536.tiff,165,46.284,0.968,42075,42075,1.258,0.795,0.94,16.878,13.579
497,7 pat p30 7 day ctrl 10x 3_colony_537.tiff,220,55.355,0.902,56100,56100,1.514,0.661,0.932,20.59,13.604
498,7 pat p30 7 day ctrl 10x 3_colony_538.tiff,166,46.284,0.974,42330,42330,1.163,0.86,0.938,16.807,15.0
499,7 pat p30 7 day ctrl 10x 3_colony_539.tiff,209,52.284,0.961,53295,53295,1.278,0.783,0.952,19.756,15.339
500,7 pat p30 7 day ctrl 10x 3_colony_540.tiff,206,52.527,0.938,52530,52530,1.103,0.907,0.938,17.005,15.424
501,7 pat p30 7 day ctrl 10x 3_colony_541.tiff,201,51.113,0.967,51255,51255,1.242,0.805,0.948,17.832,14.352
502,7 pat p30 7 day ctrl 10x 3_colony_542.tiff,255,59.355,0.91,65025,65025,1.355,0.738,0.934,20.972,15.482
503,7 pat p30 7 day ctrl 10x 3_colony_543.tiff,257,57.941,0.962,65535,65535,1.139,0.878,0.948,20.687,17.602
504,7 pat p30 7 day ctrl 10x 3_colony_544.tiff,230,55.941,0.924,58650,58650,1.32,0.758,0.939,19.66,14.896
505,7 pat p30 7 day ctrl 10x 3_colony_545.tiff,186,49.698,0.946,47430,47430,1.337,0.748,0.937,19.023,14.257
506,7 pat p30 7 day ctrl 10x 3_colony_547.tiff,205,52.527,0.934,52275,52275,1.299,0.77,0.934,18.412,14.177
507,7 pat p30 7 day ctrl 10x 3_colony_548.tiff,184,49.113,0.959,46920,46920,1.246,0.803,0.939,18.01,14.846
508,7 pat p30 7 day ctrl 10x 3_colony_549.tiff,199,51.113,0.957,50745,50745,1.143,0.875,0.936,17.02,14.887
509,7 pat p30 7 day ctrl 10x 3_colony_550.tiff,266,59.941,0.93,67830,67830,1.335,0.749,0.952,21.264,15.928
510,7 pat p30 7 day ctrl 10x 3_colony_551.tiff,186,49.113,0.969,47430,47430,1.256,0.796,0.942,18.24,14.868
511,7 pat p30 7 day ctrl 10x 3_colony_552.tiff,213,53.113,0.949,54315,54315,1.308,0.764,0.947,18.838,14.397
512,7 pat p30 7 day ctrl 10x 3_colony_554.tiff,201,52.77,0.907,51255,51255,1.222,0.819,0.914,17.681,14.474
513,7 pat p30 7 day ctrl 10x 3_colony_555.tiff,221,55.355,0.906,56355,56355,1.2,0.833,0.925,19.25,16.007
514,7 pat p30 7 day ctrl 10x 3_colony_556.tiff,207,52.527,0.943,52785,52785,1.282,0.78,0.939,19.383,15.765
515,7 pat p30 7 day ctrl 10x 3_colony_557.tiff,257,58.184,0.954,65535,65535,1.017,0.983,0.938,18.242,17.938
516,7 pat p30 7 day ctrl 10x 3_colony_558.tiff,180,48.527,0.961,45900,45900,1.206,0.829,0.933,16.624,13.786
517,7 pat p30 7 day ctrl 10x 3_colony_559.tiff,205,52.527,0.934,52275,52275,1.186,0.843,0.932,17.596,14.833
518,7 pat p30 7 day ctrl 10x 3_colony_560.tiff,183,49.113,0.953,46665,46665,1.254,0.798,0.936,17.093,13.632
519,7 pat p30 7 day ctrl 10x 3_colony_561.tiff,206,51.698,0.969,52530,52530,1.018,0.982,0.943,17.501,16.588
520,7 pat p30 7 day ctrl 10x 3_colony_562.tiff,222,55.355,0.91,56610,56610,1.411,0.709,0.935,20.436,15.265
521,7 pat p30 7 day ctrl 10x 3_colony_563.tiff,258,59.355,0.92,65790,65790,1.38,0.725,0.945,21.293,15.428
522,7 pat p30 7 day ctrl 10x 3_colony_564.tiff,221,53.113,0.984,56355,56355,1.069,0.936,0.953,18.303,16.904
523,7 pat p30 7 day ctrl 10x 3_colony_565.tiff,188,49.698,0.956,47940,47940,1.226,0.816,0.94,18.146,14.805
524,7 pat p30 7 day ctrl 10x 3_colony_566.tiff,213,52.527,0.97,54315,54315,1.21,0.826,0.947,20.033,16.525
525,7 pat p30 7 day ctrl 10x 3_colony_567.tiff,221,54.527,0.934,56355,56355,1.186,0.843,0.936,18.814,16.783
526,7 pat p30 7 day ctrl 10x 3_colony_568.tiff,231,57.113,0.89,58905,58905,1.336,0.748,0.933,19.823,14.837
527,7 pat p30 7 day ctrl 10x 3_colony_569.tiff,191,50.527,0.94,48705,48705,1.295,0.772,0.934,19.18,14.936
528,7 pat p30 7 day ctrl 10x 3_colony_570.tiff,206,53.698,0.898,52530,52530,1.396,0.716,0.928,20.035,14.68
529,7 pat p30 7 day ctrl 10x 3_colony_572.tiff,240,57.598,0.909,61200,61200,1.315,0.761,0.927,21.219,15.901
530,7 pat p30 7 day ctrl 10x 3_colony_573.tiff,166,46.527,0.964,42330,42330,1.147,0.872,0.927,15.57,13.575
531,7 pat p30 7 day ctrl 10x 3_colony_574.tiff,190,51.113,0.914,48450,48450,1.197,0.835,0.925,18.517,15.265
532,7 pat p30 7 day ctrl 10x 3_colony_575.tiff,187,51.355,0.891,47685,47685,1.32,0.758,0.914,18.928,14.597
533,7 pat p30 7 day ctrl 10x 3_colony_576.tiff,221,54.527,0.934,56355,56355,1.235,0.809,0.934,19.958,15.885
534,7 pat p30 7 day ctrl 10x 3_colony_577.tiff,192,51.355,0.915,48960,48960,1.223,0.818,0.914,18.068,14.94
535,7 pat p30 7 day ctrl 10x 3_colony_578.tiff,229,55.355,0.939,58395,58395,1.226,0.816,0.937,20.002,15.914
536,7 pat p30 7 day ctrl 10x 3_colony_580.tiff,207,53.355,0.914,52785,52785,1.279,0.782,0.924,19.25,15.411
537,7 pat p30 7 day ctrl 10x 3_colony_581.tiff,168,48.284,0.906,42840,42840,1.242,0.805,0.918,16.301,13.123
538,7 pat p30 7 day ctrl 10x 3_colony_583.tiff,233,55.941,0.936,59415,59415,1.204,0.831,0.936,18.896,15.7
539,7 pat p30 7 day ctrl 10x 3_colony_584.tiff,165,46.284,0.968,42075,42075,1.216,0.822,0.946,16.723,14.086
540,7 pat p30 7 day ctrl 10x 3_colony_585.tiff,296,65.012,0.88,75480,75480,1.342,0.745,0.928,22.493,16.755
541,7 pat p30 7 day ctrl 10x 3_colony_586.tiff,158,47.355,0.885,40290,40290,1.516,0.66,0.908,18.535,12.571
542,7 pat p30 7 day ctrl 10x 3_colony_588.tiff,224,55.012,0.93,57120,57120,1.308,0.764,0.928,19.316,14.766
543,7 pat p30 7 day ctrl 10x 3_colony_589.tiff,211,54.77,0.884,53805,53805,1.466,0.682,0.925,19.845,13.537
544,7 pat p30 7 day ctrl 10x 3_colony_590.tiff,237,57.941,0.887,60435,60435,1.409,0.709,0.929,21.889,15.821
545,7 pat p30 7 day ctrl 10x 3_colony_591.tiff,244,57.941,0.913,62220,62220,1.17,0.855,0.933,19.064,16.296
546,7 pat p30 7 day ctrl 10x 3_colony_592.tiff,192,52.284,0.883,48960,48960,1.51,0.662,0.934,19.671,13.916
547,7 pat p30 7 day ctrl 10x 3_colony_593.tiff,203,52.527,0.925,51765,51765,1.23,0.813,0.931,17.833,14.494
548,7 pat p30 7 day ctrl 10x 3_colony_594.tiff,214,53.941,0.924,54570,54570,1.365,0.732,0.941,19.288,14.126
549,7 pat p30 7 day ctrl 10x 3_colony_595.tiff,256,59.355,0.913,65280,65280,1.277,0.783,0.933,20.406,15.973
549,7 pat p30 7 day ctrl 10x 3_colony_595.tiff,256,59.355,0.913,65280,65280,1.277,0.783,0.933,20.835,15.706
550,7 pat p30 7 day ctrl 10x 3_colony_595.tiff,257,58.77,0.935,65535,65535,1.327,0.754,0.941,20.406,15.973
550,7 pat p30 7 day ctrl 10x 3_colony_595.tiff,257,58.77,0.935,65535,65535,1.327,0.754,0.941,20.835,15.706
551,7 pat p30 7 day ctrl 10x 3_colony_597.tiff,183,49.698,0.931,46665,46665,1.125,0.889,0.924,17.32,15.217
552,7 pat p30 7 day ctrl 10x 3_colony_598.tiff,162,46.284,0.95,41310,41310,1.222,0.819,0.936,16.61,13.721
553,7 pat p30 7 day ctrl 10x 3_colony_599.tiff,206,54.184,0.882,52530,52530,1.392,0.719,0.916,19.106,13.728
554,7 pat p30 7 day ctrl 10x 3_colony_601.tiff,201,52.77,0.907,51255,51255,1.209,0.827,0.926,19.3,16.229
555,7 pat p30 7 day ctrl 10x 3_colony_602.tiff,216,53.113,0.962,55080,55080,1.209,0.827,0.945,18.232,15.085
556,7 pat p30 7 day ctrl 10x 3_colony_603.tiff,472,81.497,0.893,120360,120360,1.431,0.699,0.951,30.784,22.086
557,7 pat p30 7 day ctrl 10x 3_colony_604.tiff,167,46.87,0.955,42585,42585,1.217,0.821,0.938,17.061,14.179
558,7 pat p30 7 day ctrl 10x 3_colony_605.tiff,177,47.698,0.978,45135,45135,1.182,0.846,0.941,17.347,15.12
559,7 pat p30 7 day ctrl 10x 3_colony_606.tiff,169,48.284,0.911,43095,43095,1.285,0.778,0.921,16.628,12.941
560,7 pat p30 7 day ctrl 10x 3_colony_607.tiff,206,53.355,0.909,52530,52530,1.294,0.773,0.926,18.426,14.235
561,7 pat p30 7 day ctrl 10x 3_colony_608.tiff,191,50.87,0.928,48705,48705,1.291,0.775,0.936,18.738,14.201
562,7 pat p30 7 day ctrl 10x 3_colony_609.tiff,174,48.284,0.938,44370,44370,1.206,0.829,0.933,17.667,14.774
563,7 pat p30 7 day ctrl 10x 3_colony_610.tiff,191,50.527,0.94,48705,48705,1.247,0.802,0.927,18.075,14.933
564,7 pat p30 7 day ctrl 10x 3_colony_611.tiff,208,51.941,0.969,53040,53040,1.073,0.932,0.937,18.039,16.234
565,7 pat p30 7 day ctrl 10x 3_colony_612.tiff,173,47.698,0.956,44115,44115,1.099,0.91,0.93,16.489,15.058
566,7 pat p30 7 day ctrl 10x 3_colony_613.tiff,191,50.284,0.949,48705,48705,1.36,0.735,0.946,19.432,14.219
567,7 pat p30 7 day ctrl 10x 3_colony_614.tiff,171,47.113,0.968,43605,43605,1.356,0.737,0.942,18.842,13.38
568,7 pat p30 7 day ctrl 10x 3_colony_615.tiff,216,54.77,0.905,55080,55080,1.178,0.849,0.921,19.9,16.892
569,7 pat p30 7 day ctrl 10x 3_colony_616.tiff,183,49.941,0.922,46665,46665,1.133,0.882,0.915,16.817,15.142
570,7 pat p30 7 day ctrl 10x 3_colony_619.tiff,196,51.113,0.943,49980,49980,1.277,0.783,0.938,18.407,15.079
571,7 pat p30 7 day ctrl 10x 3_colony_620.tiff,159,45.456,0.967,40545,40545,1.133,0.882,0.946,16.259,14.723
572,7 pat p30 7 day ctrl 10x 3_colony_621.tiff,159,48.042,0.866,40545,40545,1.665,0.6,0.935,20.208,11.531
573,7 pat p30 7 day ctrl 10x 3_colony_624.tiff,198,52.527,0.902,50490,50490,1.391,0.719,0.925,18.725,13.464
574,7 pat p30 7 day ctrl 10x 3_colony_625.tiff,238,56.527,0.936,60690,60690,1.168,0.856,0.939,19.156,17.281
575,7 pat p30 7 day ctrl 10x 3_colony_626.tiff,235,57.598,0.89,59925,59925,1.165,0.858,0.916,19.623,16.805
576,7 pat p30 7 day ctrl 10x 3_colony_627.tiff,173,49.113,0.901,44115,44115,1.271,0.787,0.92,16.733,13.164
577,7 pat p30 7 day ctrl 10x 3_colony_628.tiff,173,48.527,0.923,44115,44115,1.209,0.827,0.923,17.441,14.163
578,7 pat p30 7 day ctrl 10x 3_colony_629.tiff,177,48.284,0.954,45135,45135,1.163,0.86,0.934,16.188,13.922
579,7 pat p30 7 day ctrl 10x 3_colony_630.tiff,220,54.527,0.93,56100,56100,1.35,0.741,0.94,20.547,15.368
580,7 pat p30 7 day ctrl 10x 3_colony_632.tiff,155,45.698,0.933,39525,39525,1.086,0.921,0.925,15.795,14.429
581,7 pat p30 7 day ctrl 10x 3_colony_634.tiff,145,44.284,0.929,36975,36975,1.3,0.769,0.918,16.443,12.932
582,7 pat p30 7 day ctrl 10x 3_colony_635.tiff,153,45.698,0.921,39015,39015,1.141,0.877,0.913,15.746,13.666
583,7 pat p30 7 day ctrl 10x 3_colony_636.tiff,236,57.355,0.902,60180,60180,1.432,0.698,0.937,22.058,16.047
584,7 pat p30 7 day ctrl 10x 3_colony_637.tiff,199,53.355,0.878,50745,50745,1.329,0.753,0.911,18.348,13.81
585,7 pat p30 7 day ctrl 10x 3_colony_638.tiff,219,54.77,0.917,55845,55845,1.287,0.777,0.926,18.941,14.722
586,7 pat p30 7 day ctrl 10x 3_colony_639.tiff,160,46.527,0.929,40800,40800,1.314,0.761,0.92,17.208,13.096
587,7 pat p30 7 day ctrl 10x 3_colony_640.tiff,203,53.698,0.885,51765,51765,1.466,0.682,0.933,20.183,14.446
588,7 pat p30 7 day ctrl 10x 3_colony_641.tiff,208,52.527,0.947,53040,53040,1.164,0.859,0.937,18.922,16.418
589,7 pat p30 7 day ctrl 10x 3_colony_643.tiff,210,53.941,0.907,53550,53550,1.347,0.742,0.929,18.979,14.089
590,7 pat p30 7 day ctrl 10x 3_colony_644.tiff,249,57.355,0.951,63495,63495,1.25,0.8,0.947,19.911,15.923
591,7 pat p30 7 day ctrl 10x 3_colony_645.tiff,159,46.87,0.91,40545,40545,1.481,0.675,0.927,19.097,12.601
592,7 pat p30 7 day ctrl 10x 3_colony_646.tiff,179,49.113,0.933,45645,45645,1.235,0.81,0.927,18.027,14.691
593,7 pat p30 7 day ctrl 10x 3_colony_647.tiff,177,48.284,0.954,45135,45135,1.166,0.858,0.937,16.751,14.442
594,7 pat p30 7 day ctrl 10x 3_colony_648.tiff,311,64.426,0.942,79305,79305,1.201,0.833,0.945,23.353,19.355
595,7 pat p30 7 day ctrl 10x 3_colony_649.tiff,239,57.355,0.913,60945,60945,1.346,0.743,0.93,21.031,15.68
596,7 pat p30 7 day ctrl 10x 3_colony_650.tiff,149,44.284,0.955,37995,37995,1.216,0.822,0.934,16.504,13.655
597,7 pat p30 7 day ctrl 10x 3_colony_651.tiff,466,89.841,0.726,118830,118830,1.955,0.511,0.897,34.062,17.419
598,7 pat p30 7 day ctrl 10x 3_colony_652.tiff,174,49.113,0.907,44370,44370,1.236,0.809,0.923,17.462,14.51
599,7 pat p30 7 day ctrl 10x 3_colony_653.tiff,235,55.941,0.944,59925,59925,1.305,0.766,0.948,20.785,16.417
600,7 pat p30 7 day ctrl 10x 3_colony_654.tiff,236,56.77,0.92,60180,60180,1.308,0.764,0.937,21.945,16.535
601,7 pat p30 7 day ctrl 10x 3_colony_655.tiff,220,53.941,0.95,56100,56100,1.034,0.967,0.932,17.016,16.462
602,7 pat p30 7 day ctrl 10x 3_colony_656.tiff,205,52.527,0.934,52275,52275,1.265,0.79,0.94,19.868,15.637
603,7 pat p30 7 day ctrl 10x 3_colony_657.tiff,199,52.527,0.906,50745,50745,1.373,0.728,0.932,18.653,13.584
604,7 pat p30 7 day ctrl 10x 3_colony_658.tiff,220,53.941,0.95,56100,56100,1.169,0.855,0.938,18.096,15.48
605,7 pat p30 7 day ctrl 10x 3_colony_659.tiff,180,49.456,0.925,45900,45900,1.212,0.825,0.94,17.376,14.655
606,7 pat p30 7 day ctrl 10x 3_colony_660.tiff,264,59.941,0.923,67320,67320,1.274,0.785,0.94,22.917,18.168
607,7 pat p30 7 day ctrl 10x 3_colony_661.tiff,168,47.113,0.951,42840,42840,1.285,0.778,0.931,17.101,13.848
608,7 pat p30 7 day ctrl 10x 3_colony_662.tiff,148,44.284,0.948,37740,37740,1.058,0.945,0.925,15.546,13.923
609,7 pat p30 7 day ctrl 10x 3_colony_663.tiff,200,51.698,0.94,51000,51000,1.062,0.942,0.941,17.511,16.36
610,7 pat p30 7 day ctrl 10x 3_colony_664.tiff,292,61.941,0.956,74460,74460,1.131,0.884,0.951,21.333,19.337
611,7 pat p30 7 day ctrl 10x 3_colony_665.tiff,178,49.113,0.927,45390,45390,1.196,0.836,0.922,16.46,13.769
