 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity,Major,Minor
200,7 pat p30 7 day ctrl 10x 1_colony_86.tiff,220,54.527,0.93,56100,56100,1.315,0.761,0.94,20.076,15.792
201,7 pat p30 7 day ctrl 10x 1_colony_87.tiff,270,60.184,0.937,68850,68850,1.09,0.917,0.938,20.079,19.023
202,7 pat p30 7 day ctrl 10x 1_colony_88.tiff,227,56.184,0.904,57885,57885,1.388,0.72,0.936,21.415,15.756
203,7 pat p30 7 day ctrl 10x 1_colony_89.tiff,205,52.284,0.942,52275,52275,1.214,0.824,0.945,17.803,14.661
204,7 pat p30 7 day ctrl 10x 1_colony_9.tiff,222,54.77,0.93,56610,56610,1.265,0.79,0.931,18.91,14.947
205,7 pat p30 7 day ctrl 10x 1_colony_90.tiff,181,48.527,0.966,46155,46155,1.118,0.894,0.931,17.011,14.97
206,7 pat p30 7 day ctrl 10x 1_colony_91.tiff,249,59.941,0.871,63495,63495,1.492,0.67,0.931,23.261,15.874
207,7 pat p30 7 day ctrl 10x 1_colony_92.tiff,205,51.941,0.955,52275,52275,1.282,0.78,0.938,19.537,15.315
208,7 pat p30 7 day ctrl 10x 1_colony_93.tiff,208,52.527,0.947,53040,53040,1.212,0.825,0.937,18.975,15.701
209,7 pat p30 7 day ctrl 10x 1_colony_94.tiff,209,55.598,0.85,53295,53295,1.684,0.594,0.917,23.006,13.67
210,7 pat p30 7 day ctrl 10x 1_colony_95.tiff,196,50.527,0.965,49980,49980,1.141,0.877,0.938,16.873,14.79
211,7 pat p30 7 day ctrl 10x 1_colony_96.tiff,254,58.77,0.924,64770,64770,1.239,0.807,0.937,20.018,16.155
212,7 pat p30 7 day ctrl 10x 1_colony_97.tiff,232,56.87,0.901,59160,59160,1.441,0.694,0.951,21.36,15.32
213,7 pat p30 7 day ctrl 10x 1_colony_98.tiff,139,43.213,0.935,35445,35445,1.184,0.845,0.939,15.285,13.078
214,7 pat p30 7 day ctrl 10x 2_colony_226.tiff,210,53.698,0.915,53550,53550,1.263,0.792,0.935,18.907,15.085
215,7 pat p30 7 day ctrl 10x 2_colony_227.tiff,259,58.77,0.942,66045,66045,1.071,0.934,0.94,18.791,17.549
216,7 pat p30 7 day ctrl 10x 2_colony_228.tiff,217,53.941,0.937,55335,55335,1.231,0.813,0.935,19.094,15.604
217,7 pat p30 7 day ctrl 10x 2_colony_229.tiff,229,55.698,0.928,58395,58395,1.265,0.791,0.942,19.675,16.372
218,7 pat p30 7 day ctrl 10x 2_colony_230.tiff,253,58.184,0.939,64515,64515,1.217,0.822,0.939,19.8,16.269
219,7 pat p30 7 day ctrl 10x 2_colony_231.tiff,258,59.598,0.913,65790,65790,1.242,0.805,0.931,20.199,16.263
220,7 pat p30 7 day ctrl 10x 2_colony_232.tiff,207,53.113,0.922,52785,52785,1.21,0.826,0.937,19.015,15.937
221,7 pat p30 7 day ctrl 10x 2_colony_233.tiff,358,71.255,0.886,91290,91290,1.408,0.71,0.935,25.674,18.845
222,7 pat p30 7 day ctrl 10x 2_colony_234.tiff,242,57.355,0.924,61710,61710,1.236,0.809,0.936,20.758,17.052
223,7 pat p30 7 day ctrl 10x 2_colony_235.tiff,283,62.77,0.903,72165,72165,1.353,0.739,0.942,22.082,16.318
224,7 pat p30 7 day ctrl 10x 2_colony_236.tiff,220,54.527,0.93,56100,56100,1.291,0.774,0.938,19.941,15.899
225,7 pat p30 7 day ctrl 10x 2_colony_237.tiff,224,54.527,0.947,57120,57120,1.169,0.856,0.941,19.355,16.709
226,7 pat p30 7 day ctrl 10x 2_colony_238.tiff,242,58.184,0.898,61710,61710,1.321,0.757,0.929,20.173,15.274
227,7 pat p30 7 day ctrl 10x 2_colony_239.tiff,231,55.941,0.928,58905,58905,1.271,0.787,0.931,19.334,15.212
228,7 pat p30 7 day ctrl 10x 2_colony_240.tiff,209,53.355,0.923,53295,53295,1.198,0.835,0.925,19.248,16.405
229,7 pat p30 7 day ctrl 10x 2_colony_241.tiff,268,60.426,0.922,68340,68340,1.234,0.81,0.931,20.521,16.628
230,7 pat p30 7 day ctrl 10x 2_colony_242.tiff,223,55.355,0.915,56865,56865,1.185,0.844,0.925,18.345,15.477
231,7 pat p30 7 day ctrl 10x 2_colony_243.tiff,237,57.355,0.905,60435,60435,1.194,0.838,0.922,18.979,15.899
232,7 pat p30 7 day ctrl 10x 2_colony_244.tiff,225,57.355,0.859,57375,57375,1.443,0.693,0.922,21.984,15.579
233,7 pat p30 7 day ctrl 10x 2_colony_247.tiff,512,85.012,0.89,130560,130560,1.315,0.76,0.953,30.672,23.911
234,7 pat p30 7 day ctrl 10x 2_colony_248.tiff,286,62.184,0.929,72930,72930,1.213,0.824,0.938,21.017,17.326
235,7 pat p30 7 day ctrl 10x 2_colony_251.tiff,264,61.012,0.891,67320,67320,1.468,0.681,0.931,22.215,15.131
236,7 pat p30 7 day ctrl 10x 2_colony_252.tiff,201,51.941,0.936,51255,51255,1.274,0.785,0.928,18.831,15.349
237,7 pat p30 7 day ctrl 10x 2_colony_253.tiff,209,52.527,0.952,53295,53295,1.105,0.905,0.935,17.15,15.516
238,7 pat p30 7 day ctrl 10x 2_colony_255.tiff,247,57.113,0.952,62985,62985,1.306,0.766,0.954,21.86,17.007
239,7 pat p30 7 day ctrl 10x 2_colony_256.tiff,268,61.012,0.905,68340,68340,1.491,0.671,0.937,23.683,15.86
240,7 pat p30 7 day ctrl 10x 2_colony_257.tiff,210,52.284,0.965,53550,53550,1.086,0.921,0.952,17.037,15.694
241,7 pat p30 7 day ctrl 10x 2_colony_258.tiff,183,49.113,0.953,46665,46665,1.122,0.891,0.938,16.17,14.409
242,7 pat p30 7 day ctrl 10x 2_colony_259.tiff,214,53.698,0.933,54570,54570,1.243,0.804,0.945,19.532,15.71
243,7 pat p30 7 day ctrl 10x 2_colony_260.tiff,206,52.284,0.947,52530,52530,1.191,0.84,0.943,18.635,16.125
244,7 pat p30 7 day ctrl 10x 2_colony_261.tiff,285,62.184,0.926,72675,72675,1.299,0.77,0.941,21.853,17.712
245,7 pat p30 7 day ctrl 10x 2_colony_262.tiff,203,52.527,0.925,51765,51765,1.295,0.772,0.935,19.446,15.714
246,7 pat p30 7 day ctrl 10x 2_colony_263.tiff,314,66.184,0.901,80070,80070,1.365,0.733,0.94,23.867,18.032
247,7 pat p30 7 day ctrl 10x 2_colony_264.tiff,197,51.113,0.948,50235,50235,1.255,0.797,0.936,18.385,14.889
248,7 pat p30 7 day ctrl 10x 2_colony_265.tiff,202,52.77,0.912,51510,51510,1.498,0.667,0.931,21.078,14.195
249,7 pat p30 7 day ctrl 10x 2_colony_266.tiff,189,51.113,0.909,48195,48195,1.31,0.763,0.931,19.031,14.518
250,7 pat p30 7 day ctrl 10x 2_colony_267.tiff,324,67.012,0.907,82620,82620,1.388,0.72,0.946,24.331,17.792
251,7 pat p30 7 day ctrl 10x 2_colony_268.tiff,230,56.527,0.905,58650,58650,1.316,0.76,0.933,19.634,14.915
252,7 pat p30 7 day ctrl 10x 2_colony_269.tiff,448,77.841,0.929,114240,114240,1.153,0.867,0.951,26.522,22.899
253,7 pat p30 7 day ctrl 10x 2_colony_270.tiff,257,59.598,0.909,65535,65535,1.418,0.705,0.935,22.339,16.073
254,7 pat p30 7 day ctrl 10x 2_colony_272.tiff,371,70.426,0.94,94605,94605,1.203,0.832,0.95,23.834,19.82
255,7 pat p30 7 day ctrl 10x 2_colony_273.tiff,202,52.527,0.92,51510,51510,1.239,0.807,0.924,18.378,15.103
256,7 pat p30 7 day ctrl 10x 2_colony_274.tiff,214,54.527,0.904,54570,54570,1.394,0.717,0.93,20.535,14.633
257,7 pat p30 7 day ctrl 10x 2_colony_275.tiff,251,59.355,0.895,64005,64005,1.296,0.771,0.93,20.997,16.372
258,7 pat p30 7 day ctrl 10x 2_colony_276.tiff,231,55.941,0.928,58905,58905,1.294,0.773,0.941,19.506,15.079
259,7 pat p30 7 day ctrl 10x 2_colony_277.tiff,215,55.113,0.889,54825,54825,1.53,0.653,0.939,20.468,13.375
260,7 pat p30 7 day ctrl 10x 2_colony_278.tiff,253,58.527,0.928,64515,64515,1.18,0.847,0.934,19.496,16.523
261,7 pat p30 7 day ctrl 10x 2_colony_279.tiff,360,70.426,0.912,91800,91800,1.434,0.698,0.949,26.55,18.607
262,7 pat p30 7 day ctrl 10x 2_colony_280.tiff,230,56.77,0.897,58650,58650,1.521,0.658,0.931,21.102,13.878
263,7 pat p30 7 day ctrl 10x 2_colony_281.tiff,205,52.77,0.925,52275,52275,1.321,0.757,0.926,18.57,14.056
264,7 pat p30 7 day ctrl 10x 2_colony_282.tiff,203,51.698,0.954,51765,51765,1.197,0.836,0.944,17.586,14.697
265,7 pat p30 7 day ctrl 10x 2_colony_283.tiff,223,53.941,0.963,56865,56865,1.221,0.819,0.943,18.623,15.246
266,7 pat p30 7 day ctrl 10x 2_colony_284.tiff,232,56.77,0.905,59160,59160,1.363,0.734,0.93,20.067,14.72
267,7 pat p30 7 day ctrl 10x 2_colony_285.tiff,223,53.941,0.963,56865,56865,1.198,0.835,0.945,18.442,15.396
268,7 pat p30 7 day ctrl 10x 2_colony_286.tiff,201,52.77,0.907,51255,51255,1.393,0.718,0.924,20.338,14.586
269,7 pat p30 7 day ctrl 10x 2_colony_287.tiff,232,55.113,0.96,59160,59160,1.213,0.825,0.949,20.034,16.334
270,7 pat p30 7 day ctrl 10x 2_colony_288.tiff,227,54.77,0.951,57885,57885,1.203,0.831,0.936,18.646,15.5
271,7 pat p30 7 day ctrl 10x 2_colony_289.tiff,229,55.355,0.939,58395,58395,1.257,0.795,0.94,19.147,15.228
272,7 pat p30 7 day ctrl 10x 2_colony_290.tiff,192,51.113,0.924,48960,48960,1.308,0.764,0.93,18.545,14.281
273,7 pat p30 7 day ctrl 10x 2_colony_291.tiff,184,50.284,0.914,46920,46920,1.309,0.764,0.936,18.692,14.305
274,7 pat p30 7 day ctrl 10x 2_colony_292.tiff,247,57.941,0.925,62985,62985,1.247,0.802,0.939,19.801,15.882
275,7 pat p30 7 day ctrl 10x 2_colony_293.tiff,205,52.527,0.934,52275,52275,1.212,0.825,0.932,18.484,15.499
276,7 pat p30 7 day ctrl 10x 2_colony_294.tiff,192,51.941,0.894,48960,48960,1.216,0.822,0.916,17.241,14.179
277,7 pat p30 7 day ctrl 10x 2_colony_295.tiff,204,51.941,0.95,52020,52020,1.211,0.826,0.934,19.106,15.594
278,7 pat p30 7 day ctrl 10x 2_colony_296.tiff,212,53.355,0.936,54060,54060,1.261,0.793,0.94,18.449,14.631
279,7 pat p30 7 day ctrl 10x 2_colony_297.tiff,266,60.184,0.923,67830,67830,1.233,0.811,0.933,21.199,17.297
280,7 pat p30 7 day ctrl 10x 2_colony_298.tiff,234,56.77,0.912,59670,59670,1.251,0.799,0.929,20.376,17.059
281,7 pat p30 7 day ctrl 10x 2_colony_299.tiff,190,50.284,0.944,48450,48450,1.318,0.759,0.941,18.431,14.507
282,7 pat p30 7 day ctrl 10x 2_colony_300.tiff,225,55.113,0.931,57375,57375,1.276,0.784,0.939,19.119,14.984
283,7 pat p30 7 day ctrl 10x 2_colony_301.tiff,206,53.698,0.898,52530,52530,1.432,0.698,0.938,20.225,14.165
284,7 pat p30 7 day ctrl 10x 2_colony_302.tiff,181,49.113,0.943,46155,46155,1.197,0.835,0.938,16.609,13.875
285,7 pat p30 7 day ctrl 10x 2_colony_303.tiff,372,70.77,0.933,94860,94860,1.285,0.778,0.956,25.558,19.728
286,7 pat p30 7 day ctrl 10x 2_colony_304.tiff,210,53.941,0.907,53550,53550,1.363,0.734,0.931,19.09,14.006
287,7 pat p30 7 day ctrl 10x 2_colony_305.tiff,163,46.042,0.966,41565,41565,1.17,0.854,0.95,17.189,14.741
288,7 pat p30 7 day ctrl 10x 2_colony_306.tiff,193,51.355,0.92,49215,49215,1.224,0.817,0.919,18.344,15.27
289,7 pat p30 7 day ctrl 10x 2_colony_307.tiff,214,53.941,0.924,54570,54570,1.264,0.791,0.93,19.36,15.587
290,7 pat p30 7 day ctrl 10x 2_colony_308.tiff,206,53.113,0.918,52530,52530,1.265,0.791,0.93,18.213,14.401
291,7 pat p30 7 day ctrl 10x 2_colony_309.tiff,270,60.184,0.937,68850,68850,1.136,0.88,0.936,19.765,17.393
292,7 pat p30 7 day ctrl 10x 2_colony_310.tiff,239,57.698,0.902,60945,60945,1.348,0.742,0.943,21.341,16.049
293,7 pat p30 7 day ctrl 10x 2_colony_311.tiff,238,58.184,0.883,60690,60690,1.256,0.796,0.926,19.511,15.532
294,7 pat p30 7 day ctrl 10x 2_colony_312.tiff,289,63.255,0.908,73695,73695,1.426,0.701,0.937,22.905,16.065
295,7 pat p30 7 day ctrl 10x 2_colony_313.tiff,226,56.184,0.9,57630,57630,1.464,0.683,0.93,21.596,15.329
296,7 pat p30 7 day ctrl 10x 2_colony_314.tiff,189,49.698,0.962,48195,48195,1.204,0.831,0.947,18.157,15.357
297,7 pat p30 7 day ctrl 10x 2_colony_315.tiff,192,50.87,0.932,48960,48960,1.262,0.793,0.943,17.562,13.92
298,7 pat p30 7 day ctrl 10x 2_colony_317.tiff,226,56.184,0.9,57630,57630,1.302,0.768,0.921,19.359,14.864
299,7 pat p30 7 day ctrl 10x 2_colony_318.tiff,248,57.355,0.947,63240,63240,1.273,0.786,0.948,21.299,17.157
300,7 pat p30 7 day ctrl 10x 2_colony_319.tiff,239,57.355,0.913,60945,60945,1.3,0.769,0.928,21.046,16.395
301,7 pat p30 7 day ctrl 10x 2_colony_320.tiff,175,48.527,0.934,44625,44625,1.136,0.88,0.919,15.91,14.005
302,7 pat p30 7 day ctrl 10x 2_colony_321.tiff,190,51.113,0.914,48450,48450,1.452,0.688,0.936,19.904,13.433
303,7 pat p30 7 day ctrl 10x 2_colony_322.tiff,272,60.77,0.926,69360,69360,1.224,0.817,0.94,20.588,16.821
304,7 pat p30 7 day ctrl 10x 2_colony_323.tiff,356,69.598,0.924,90780,90780,1.296,0.772,0.947,25.059,19.206
305,7 pat p30 7 day ctrl 10x 2_colony_324.tiff,231,56.527,0.908,58905,58905,1.224,0.817,0.931,20.297,16.435
306,7 pat p30 7 day ctrl 10x 2_colony_325.tiff,189,49.698,0.962,48195,48195,1.209,0.827,0.94,17.971,14.736
307,7 pat p30 7 day ctrl 10x 2_colony_326.tiff,222,55.355,0.91,56610,56610,1.235,0.809,0.923,19.21,15.708
308,7 pat p30 7 day ctrl 10x 2_colony_327.tiff,207,53.698,0.902,52785,52785,1.366,0.732,0.935,19.875,14.606
309,7 pat p30 7 day ctrl 10x 2_colony_328.tiff,189,49.698,0.962,48195,48195,1.214,0.824,0.943,17.962,15.24
310,7 pat p30 7 day ctrl 10x 2_colony_329.tiff,213,53.698,0.928,54315,54315,1.313,0.761,0.945,19.718,15.626
311,7 pat p30 7 day ctrl 10x 2_colony_330.tiff,223,55.355,0.915,56865,56865,1.238,0.808,0.929,,
312,7 pat p30 7 day ctrl 10x 2_colony_331.tiff,232,55.941,0.932,59160,59160,1.288,0.776,0.943,21.472,16.959
313,7 pat p30 7 day ctrl 10x 2_colony_332.tiff,181,50.527,0.891,46155,46155,1.341,0.746,0.916,18.224,13.903
314,7 pat p30 7 day ctrl 10x 2_colony_333.tiff,192,50.77,0.936,48960,48960,1.277,0.783,0.928,18.683,15.198
315,7 pat p30 7 day ctrl 10x 2_colony_334.tiff,204,52.527,0.929,52020,52020,1.315,0.761,0.936,19.945,15.257
316,7 pat p30 7 day ctrl 10x 2_colony_335.tiff,212,55.355,0.869,54060,54060,1.399,0.715,0.908,23.494,16.204
317,7 pat p30 7 day ctrl 10x 2_colony_336.tiff,209,53.941,0.903,53295,53295,1.19,0.84,0.923,17.794,14.955
318,7 pat p30 7 day ctrl 10x 2_colony_337.tiff,201,52.284,0.924,51255,51255,1.242,0.805,0.939,17.826,14.356
319,7 pat p30 7 day ctrl 10x 2_colony_338.tiff,206,51.698,0.969,52530,52530,1.247,0.802,0.947,18.085,14.503
320,7 pat p30 7 day ctrl 10x 2_colony_339.tiff,188,49.698,0.956,47940,47940,1.313,0.762,0.942,18.853,14.318
321,7 pat p30 7 day ctrl 10x 2_colony_340.tiff,174,47.698,0.961,44370,44370,1.174,0.852,0.935,16.824,14.833
322,7 pat p30 7 day ctrl 10x 2_colony_341.tiff,250,57.941,0.936,63750,63750,1.299,0.77,0.947,21.939,17.469
323,7 pat p30 7 day ctrl 10x 2_colony_342.tiff,153,44.87,0.955,39015,39015,1.202,0.832,0.936,16.861,13.441
324,7 pat p30 7 day ctrl 10x 2_colony_343.tiff,194,51.355,0.924,49470,49470,1.16,0.862,0.919,18.205,15.247
325,7 pat p30 7 day ctrl 10x 2_colony_344.tiff,182,51.698,0.856,46410,46410,1.487,0.673,0.912,19.69,13.58
326,7 pat p30 7 day ctrl 10x 2_colony_345.tiff,386,72.184,0.931,98430,98430,1.291,0.775,0.955,25.97,20.298
327,7 pat p30 7 day ctrl 10x 2_colony_346.tiff,189,50.527,0.93,48195,48195,1.306,0.766,0.931,17.728,13.574
328,7 pat p30 7 day ctrl 10x 2_colony_347.tiff,186,49.355,0.96,47430,47430,1.148,0.871,0.93,16.487,14.364
329,7 pat p30 7 day ctrl 10x 2_colony_348.tiff,174,48.284,0.938,44370,44370,1.2,0.833,0.938,17.623,14.522
330,7 pat p30 7 day ctrl 10x 2_colony_349.tiff,315,68.326,0.848,80325,80325,1.481,0.675,0.92,24.372,16.456
331,7 pat p30 7 day ctrl 10x 2_colony_352.tiff,182,49.113,0.948,46410,46410,1.108,0.902,0.936,16.923,14.972
332,7 pat p30 7 day ctrl 10x 2_colony_353.tiff,204,53.355,0.901,52020,52020,1.326,0.754,0.929,19.641,15.428
333,7 pat p30 7 day ctrl 10x 2_colony_354.tiff,199,51.113,0.957,50745,50745,1.193,0.838,0.939,18.451,15.25
334,7 pat p30 7 day ctrl 10x 2_colony_355.tiff,208,52.77,0.939,53040,53040,1.256,0.796,0.929,18.236,14.522
335,7 pat p30 7 day ctrl 10x 2_colony_356.tiff,168,47.113,0.951,42840,42840,1.182,0.846,0.928,17.681,15.483
336,7 pat p30 7 day ctrl 10x 2_colony_357.tiff,183,49.698,0.931,46665,46665,1.166,0.858,0.938,16.482,14.136
337,7 pat p30 7 day ctrl 10x 2_colony_358.tiff,211,53.113,0.94,53805,53805,1.076,0.93,0.94,18.081,16.197
338,7 pat p30 7 day ctrl 10x 2_colony_359.tiff,143,43.456,0.952,36465,36465,1.283,0.779,0.938,16.636,13.164
339,7 pat p30 7 day ctrl 10x 2_colony_361.tiff,212,52.77,0.957,54060,54060,1.251,0.799,0.938,18.375,14.69
340,7 pat p30 7 day ctrl 10x 2_colony_362.tiff,233,59.841,0.818,59415,59415,1.393,0.718,0.898,20.326,14.595
341,7 pat p30 7 day ctrl 10x 2_colony_363.tiff,216,54.77,0.905,55080,55080,1.351,0.74,0.927,20.37,15.314
342,7 pat p30 7 day ctrl 10x 2_colony_364.tiff,174,49.355,0.898,44370,44370,1.327,0.753,0.911,17.149,12.919
343,7 pat p30 7 day ctrl 10x 2_colony_365.tiff,235,55.941,0.944,59925,59925,1.211,0.825,0.942,19.039,15.716
344,7 pat p30 7 day ctrl 10x 2_colony_366.tiff,212,53.941,0.916,54060,54060,1.447,0.691,0.942,20.178,14.702
345,7 pat p30 7 day ctrl 10x 2_colony_367.tiff,361,69.841,0.93,92055,92055,1.237,0.808,0.945,25.244,20.528
346,7 pat p30 7 day ctrl 10x 2_colony_368.tiff,150,44.284,0.961,38250,38250,1.086,0.92,0.926,15.355,14.097
347,7 pat p30 7 day ctrl 10x 2_colony_369.tiff,160,45.456,0.973,40800,40800,1.133,0.882,0.941,15.194,13.408
348,7 pat p30 7 day ctrl 10x 2_colony_370.tiff,204,52.426,0.933,52020,52020,1.27,0.787,0.925,18.161,14.302
349,7 pat p30 7 day ctrl 10x 2_colony_371.tiff,206,52.77,0.93,52530,52530,1.313,0.762,0.926,20.008,15.464
350,7 pat p30 7 day ctrl 10x 2_colony_372.tiff,193,52.527,0.879,49215,49215,1.611,0.621,0.932,21.202,13.271
351,7 pat p30 7 day ctrl 10x 2_colony_373.tiff,150,44.87,0.936,38250,38250,1.217,0.821,0.929,15.249,12.525
352,7 pat p30 7 day ctrl 10x 2_colony_374.tiff,190,49.698,0.967,48450,48450,1.18,0.848,0.941,17.31,14.785
353,7 pat p30 7 day ctrl 10x 2_colony_375.tiff,230,57.012,0.889,58650,58650,1.436,0.696,0.918,20.506,14.281
354,7 pat p30 7 day ctrl 10x 2_colony_376.tiff,143,43.456,0.952,36465,36465,1.228,0.814,0.938,16.26,13.468
355,7 pat p30 7 day ctrl 10x 2_colony_377.tiff,212,53.355,0.936,54060,54060,1.251,0.799,0.93,18.378,14.687
356,7 pat p30 7 day ctrl 10x 2_colony_378.tiff,255,59.598,0.902,65025,65025,1.465,0.682,0.934,21.812,14.885
357,7 pat p30 7 day ctrl 10x 2_colony_379.tiff,221,54.527,0.934,56355,56355,1.121,0.892,0.934,18.516,16.778
358,7 pat p30 7 day ctrl 10x 2_colony_380.tiff,140,42.87,0.957,35700,35700,1.264,0.791,0.94,16.254,12.925
359,7 pat p30 7 day ctrl 10x 2_colony_381.tiff,206,55.113,0.852,52530,52530,1.433,0.698,0.922,23.646,15.669
360,7 pat p30 7 day ctrl 10x 2_colony_383.tiff,168,47.698,0.928,42840,42840,1.342,0.745,0.933,16.943,12.625
361,7 pat p30 7 day ctrl 10x 2_colony_384.tiff,190,51.698,0.893,48450,48450,1.436,0.696,0.931,20.197,13.68
362,7 pat p30 7 day ctrl 10x 2_colony_385.tiff,212,52.527,0.966,54060,54060,1.174,0.852,0.942,17.8,15.164
363,7 pat p30 7 day ctrl 10x 2_colony_386.tiff,272,62.77,0.868,69360,69360,1.446,0.691,0.93,22.382,15.473
364,7 pat p30 7 day ctrl 10x 2_colony_387.tiff,135,42.284,0.949,34425,34425,1.271,0.787,0.928,16.821,13.474
365,7 pat p30 7 day ctrl 10x 2_colony_388.tiff,176,48.284,0.949,44880,44880,1.236,0.809,0.941,17.557,14.432
366,7 pat p30 7 day ctrl 10x 2_colony_389.tiff,171,47.698,0.944,43605,43605,1.205,0.83,0.937,17.242,14.031
367,7 pat p30 7 day ctrl 10x 2_colony_390.tiff,154,44.87,0.961,39270,39270,1.169,0.855,0.931,15.793,14.108
368,7 pat p30 7 day ctrl 10x 2_colony_391.tiff,217,53.698,0.946,55335,55335,1.211,0.826,0.939,19.417,15.869
369,7 pat p30 7 day ctrl 10x 2_colony_392.tiff,233,55.598,0.947,59415,59415,1.137,0.879,0.932,18.37,16.15
370,7 pat p30 7 day ctrl 10x 2_colony_393.tiff,201,53.598,0.879,51255,51255,1.437,0.696,0.916,19.174,13.347
371,7 pat p30 7 day ctrl 10x 2_colony_394.tiff,211,55.113,0.873,53805,53805,1.614,0.619,0.942,21.968,14.2
372,7 pat p30 7 day ctrl 10x 2_colony_395.tiff,217,54.527,0.917,55335,55335,1.16,0.862,0.929,18.775,16.276
373,7 pat p30 7 day ctrl 10x 2_colony_396.tiff,214,54.184,0.916,54570,54570,1.306,0.766,0.924,18.865,14.444
374,7 pat p30 7 day ctrl 10x 2_colony_397.tiff,231,55.941,0.928,58905,58905,1.411,0.709,0.943,21.737,15.581
375,7 pat p30 7 day ctrl 10x 2_colony_398.tiff,228,54.527,0.964,58140,58140,1.156,0.865,0.948,18.316,15.849
376,7 pat p30 7 day ctrl 10x 2_colony_399.tiff,180,49.355,0.929,45900,45900,1.232,0.812,0.918,17.876,14.53
377,7 pat p30 7 day ctrl 10x 2_colony_400.tiff,177,47.698,0.978,45135,45135,1.015,0.985,0.939,16.198,15.72
378,7 pat p30 7 day ctrl 10x 2_colony_401.tiff,262,60.184,0.909,66810,66810,1.185,0.844,0.927,20.763,17.354
379,7 pat p30 7 day ctrl 10x 2_colony_402.tiff,193,51.113,0.928,49215,49215,1.227,0.815,0.93,18.423,15.412
380,7 pat p30 7 day ctrl 10x 2_colony_403.tiff,168,48.527,0.897,42840,42840,1.373,0.728,0.921,17.137,12.482
381,7 pat p30 7 day ctrl 10x 2_colony_404.tiff,449,78.426,0.917,114495,114495,1.204,0.83,0.95,27.176,22.583
382,7 pat p30 7 day ctrl 10x 2_colony_405.tiff,172,51.113,0.827,43860,43860,1.541,0.649,0.915,18.369,11.922
383,7 pat p30 7 day ctrl 10x 2_colony_406.tiff,371,71.255,0.918,94605,94605,1.268,0.789,0.943,25.187,20.119
384,7 pat p30 7 day ctrl 10x 2_colony_407.tiff,162,46.284,0.95,41310,41310,1.266,0.79,0.936,17.489,13.978
385,7 pat p30 7 day ctrl 10x 2_colony_408.tiff,192,50.527,0.945,48960,48960,1.126,0.888,0.93,16.588,14.738
386,7 pat p30 7 day ctrl 10x 2_colony_409.tiff,232,55.941,0.932,59160,59160,1.23,0.813,0.935,19.064,15.495
387,7 pat p30 7 day ctrl 10x 2_colony_410.tiff,245,57.113,0.944,62475,62475,1.134,0.881,0.944,19.595,17.739
388,7 pat p30 7 day ctrl 10x 2_colony_411.tiff,221,57.941,0.827,56355,56355,1.596,0.627,0.923,22.503,15.899
389,7 pat p30 7 day ctrl 10x 2_colony_412.tiff,169,47.355,0.947,43095,43095,1.155,0.866,0.923,15.762,13.651
390,7 pat p30 7 day ctrl 10x 2_colony_413.tiff,208,52.527,0.947,53040,53040,1.317,0.759,0.941,18.675,14.181
391,7 pat p30 7 day ctrl 10x 2_colony_414.tiff,156,45.698,0.939,39780,39780,1.151,0.868,0.918,15.123,13.134
392,7 pat p30 7 day ctrl 10x 2_colony_415.tiff,218,53.113,0.971,55590,55590,1.064,0.94,0.944,17.186,16.15
393,7 pat p30 7 day ctrl 10x 2_colony_416.tiff,143,42.87,0.978,36465,36465,1.207,0.829,0.941,16.129,13.578
394,7 pat p30 7 day ctrl 10x 2_colony_417.tiff,189,50.527,0.93,48195,48195,1.206,0.829,0.933,18.288,14.76
395,7 pat p30 7 day ctrl 10x 2_colony_418.tiff,148,44.87,0.924,37740,37740,1.137,0.88,0.928,15.869,13.319
396,7 pat p30 7 day ctrl 10x 2_colony_419.tiff,148,44.527,0.938,37740,37740,1.256,0.796,0.919,15.943,13.257
397,7 pat p30 7 day ctrl 10x 2_colony_420.tiff,174,49.113,0.907,44370,44370,1.269,0.788,0.926,16.766,13.214
398,7 pat p30 7 day ctrl 10x 2_colony_421.tiff,279,65.598,0.815,71145,71145,1.168,0.856,0.897,20.372,17.437
399,7 pat p30 7 day ctrl 10x 2_colony_422.tiff,149,45.456,0.906,37995,37995,1.276,0.783,0.923,16.891,12.965
400,7 pat p30 7 day ctrl 10x 2_colony_423.tiff,207,53.355,0.914,52785,52785,1.294,0.773,0.93,20.578,15.901
401,7 pat p30 7 day ctrl 10x 2_colony_425.tiff,159,46.87,0.91,40545,40545,1.442,0.694,0.941,17.085,11.849
402,7 pat p30 7 day ctrl 10x 2_colony_426.tiff,178,49.113,0.927,45390,45390,1.127,0.888,0.922,15.979,14.183
403,7 pat p30 7 day ctrl 10x 2_colony_427.tiff,174,48.527,0.929,44370,44370,1.228,0.814,0.918,17.796,14.38
404,7 pat p30 7 day ctrl 10x 2_colony_428.tiff,147,43.456,0.978,37485,37485,1.213,0.824,0.945,15.068,12.421
405,7 pat p30 7 day ctrl 10x 2_colony_430.tiff,141,43.113,0.953,35955,35955,1.037,0.964,0.916,14.772,14.135
406,7 pat p30 7 day ctrl 10x 2_colony_431.tiff,241,57.941,0.902,61455,61455,1.426,0.701,0.934,21.995,15.514
407,7 pat p30 7 day ctrl 10x 2_colony_432.tiff,201,52.77,0.907,51255,51255,1.38,0.725,0.924,19.512,14.421
