 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity,target,Major,Minor
1129,colony_847.tiff,1826,161.439,0.88,465630,465630,1.267,0.789,0.966,1,52.626,40.428
1130,colony_848.tiff,1342,136.125,0.91,342210,342210,1.123,0.891,0.966,1,40.238,35.503
1131,colony_849.tiff,2240,176.995,0.899,571200,571200,1.075,0.931,0.97,1,53.14,47.13
1132,colony_85.tiff,2096,175.095,0.859,534480,534480,1.275,0.784,0.96,1,56.837,42.832
1133,colony_850.tiff,2520,190.652,0.871,642600,642600,1.31,0.763,0.969,1,61.303,46.357
1134,colony_851.tiff,2091,194.368,0.696,533205,533205,2.445,0.409,0.962,1,71.879,29.033
1135,colony_852.tiff,1149,130.811,0.844,292995,292995,1.619,0.618,0.953,1,44.118,26.811
1136,colony_853.tiff,2406,188.309,0.853,613530,613530,1.401,0.714,0.966,1,55.458,39.81
1137,colony_854.tiff,1508,147.196,0.875,384540,384540,1.315,0.76,0.965,1,48.218,34.829
1138,colony_855.tiff,2293,178.752,0.902,584715,584715,1.226,0.816,0.97,1,48.801,42.867
1139,colony_856.tiff,3016,214.309,0.825,769080,769080,1.542,0.649,0.944,1,72.875,46.981
1140,colony_857.tiff,2162,174.167,0.896,551310,551310,1.211,0.826,0.968,1,51.961,42.416
1141,colony_858.tiff,2367,186.894,0.852,603585,603585,1.305,0.766,0.94,1,57.726,42.967
1142,colony_859.tiff,1625,149.439,0.914,414375,414375,1.118,0.894,0.971,1,46.322,40.57
1143,colony_86.tiff,1912,166.51,0.867,487560,487560,1.413,0.708,0.966,1,57.358,39.802
1144,colony_860.tiff,1801,159.338,0.891,459255,459255,1.194,0.837,0.966,1,47.939,40.636
1145,colony_861.tiff,1772,155.782,0.918,451860,451860,1.113,0.899,0.973,1,45.305,38.418
1146,colony_862.tiff,1656,186.51,0.598,422280,422280,2.38,0.42,0.921,1,68.625,28.573
1147,colony_863.tiff,1249,133.296,0.883,318495,318495,1.091,0.917,0.958,1,36.3,31.919
1148,colony_864.tiff,2002,168.752,0.883,510510,510510,1.266,0.79,0.967,1,54.398,40.703
1149,colony_865.tiff,1885,162.024,0.902,480675,480675,1.189,0.841,0.97,1,42.893,36.571
1150,colony_866.tiff,1613,148.368,0.921,411315,411315,1.07,0.935,0.972,1,43.529,41.828
1151,colony_867.tiff,1377,137.439,0.916,351135,351135,1.077,0.928,0.966,1,38.368,36.37
1152,colony_868.tiff,1450,143.924,0.88,369750,369750,1.254,0.797,0.954,1,44.507,36.331
1153,colony_869.tiff,1724,158.024,0.868,439620,439620,1.354,0.739,0.963,1,53.01,38.478
1154,colony_87.tiff,2193,178.309,0.867,559215,559215,1.225,0.816,0.957,1,55.677,43.541
1155,colony_870.tiff,2549,191.966,0.869,649995,649995,1.333,0.75,0.967,1,62.068,45.089
1156,colony_871.tiff,2089,174.995,0.857,532695,532695,1.427,0.701,0.966,1,60.186,41.464
1157,colony_872.tiff,2290,182.894,0.86,583950,583950,1.483,0.674,0.968,1,63.277,41.571
1158,colony_873.tiff,2362,184.894,0.868,602310,602310,1.33,0.752,0.967,1,58.405,44.537
1159,colony_874.tiff,3897,241.522,0.84,993735,993735,1.394,0.717,0.957,1,77.586,55.813
1160,colony_875.tiff,1952,168.752,0.861,497760,497760,1.395,0.717,0.967,1,56.439,39.818
1161,colony_877.tiff,1746,157.338,0.886,445230,445230,1.168,0.856,0.963,1,47.899,40.962
1162,colony_878.tiff,1732,156.61,0.887,441660,441660,1.242,0.805,0.967,1,51.463,40.773
1163,colony_879.tiff,2160,174.409,0.892,550800,550800,1.242,0.805,0.969,1,56.589,45.607
1164,colony_88.tiff,2922,206.167,0.864,745110,745110,1.332,0.751,0.968,1,67.584,44.8
1165,colony_880.tiff,2307,181.095,0.884,588285,588285,1.328,0.753,0.971,1,52.767,36.749
1166,colony_881.tiff,2503,191.966,0.854,638265,638265,1.312,0.762,0.957,1,59.568,45.25
1167,colony_882.tiff,2827,204.551,0.849,720885,720885,1.418,0.705,0.972,1,70.066,48.501
1168,colony_883.tiff,2305,180.51,0.889,587775,587775,1.33,0.752,0.972,1,50.374,37.99
1169,colony_884.tiff,1806,208.066,0.524,460530,460530,2.126,0.47,0.875,1,65.183,30.355
1170,colony_885.tiff,1878,164.61,0.871,478890,478890,1.425,0.702,0.97,1,48.415,37.423
1171,colony_886.tiff,1238,134.267,0.863,315690,315690,1.393,0.718,0.953,1,43.611,30.947
1172,colony_887.tiff,1577,148.368,0.9,402135,402135,1.148,0.871,0.966,1,46.192,39.554
1173,colony_888.tiff,2316,185.681,0.844,590580,590580,1.419,0.705,0.964,1,59.137,37.678
1174,colony_889.tiff,2360,180.167,0.914,601800,601800,1.233,0.811,0.975,1,45.706,42.928
1175,colony_89.tiff,2700,196.995,0.874,688500,688500,1.257,0.795,0.968,1,59.711,47.231
1176,colony_890.tiff,2762,205.581,0.821,704310,704310,1.676,0.597,0.973,1,69.572,42.715
1177,colony_891.tiff,2323,188.409,0.822,592365,592365,1.601,0.625,0.964,1,65.543,38.657
1178,colony_892.tiff,2734,197.823,0.878,697170,697170,1.168,0.856,0.971,1,60.654,52.921
1179,colony_893.tiff,1950,164.853,0.902,497250,497250,1.198,0.835,0.972,1,51.051,42.25
1180,colony_894.tiff,2388,184.167,0.885,608940,608940,1.197,0.835,0.971,1,55.838,46.745
1181,colony_895.tiff,1941,185.296,0.71,494955,494955,2.374,0.421,0.956,1,72.434,28.968
1182,colony_896.tiff,1850,160.853,0.899,471750,471750,1.245,0.803,0.968,1,46.822,36.983
1183,colony_897.tiff,2722,194.894,0.901,694110,694110,1.152,0.868,0.969,1,60.216,52.692
1184,colony_898.tiff,2116,175.095,0.867,539580,539580,1.377,0.726,0.967,1,59.307,42.787
1185,colony_899.tiff,2053,169.823,0.895,523515,523515,1.198,0.835,0.969,1,52.253,42.496
1186,colony_9.tiff,2068,171.095,0.888,527340,527340,1.352,0.74,0.971,1,50.395,38.024
1187,colony_90.tiff,2309,186.167,0.837,588795,588795,1.574,0.635,0.967,1,66.214,41.381
1188,colony_900.tiff,2414,206.35,0.712,615570,615570,1.324,0.755,0.931,1,59.122,43.998
1189,colony_901.tiff,1757,156.368,0.903,448035,448035,1.223,0.817,0.972,1,46.428,35.706
1190,colony_902.tiff,2065,169.095,0.908,526575,526575,1.195,0.837,0.973,1,52.805,41.521
1191,colony_903.tiff,1526,152.61,0.823,389130,389130,1.489,0.671,0.956,1,46.549,32.468
1192,colony_904.tiff,2233,179.338,0.872,569415,569415,1.379,0.725,0.969,1,52.673,38.241
1193,colony_905.tiff,3201,221.723,0.818,816255,816255,1.596,0.627,0.954,1,73.072,45.582
1194,colony_906.tiff,1487,186.409,0.538,379185,379185,2.411,0.415,0.866,1,69.461,28.632
1195,colony_907.tiff,2804,198.066,0.898,715020,715020,1.221,0.819,0.974,1,57.386,47.792
1196,colony_908.tiff,1674,154.61,0.88,426870,426870,1.327,0.754,0.968,1,47.205,36.71
1197,colony_909.tiff,1607,153.439,0.858,409785,409785,1.312,0.762,0.962,1,50.144,29.86
1198,colony_91.tiff,1975,198.024,0.633,503625,503625,2.759,0.362,0.954,1,81.798,28.641
1199,colony_910.tiff,2127,176.995,0.853,542385,542385,1.511,0.662,0.966,1,60.675,39.157
1200,colony_911.tiff,1716,162.024,0.821,437580,437580,1.473,0.679,0.952,1,50.039,34.452
1201,colony_912.tiff,2164,176.167,0.876,551820,551820,1.325,0.754,0.968,1,59.137,45.709
1202,colony_913.tiff,1760,159.095,0.874,448800,448800,1.315,0.76,0.966,1,53.585,39.016
1203,colony_914.tiff,2216,179.723,0.862,565080,565080,1.443,0.693,0.97,1,63.781,43.718
1,colony_915.tiff,2012,167.924,0.897,513060,513060,1.163,0.86,0.967,1,52.307,43.815
2,colony_916.tiff,2237,177.581,0.891,570435,570435,1.29,0.775,0.971,1,51.828,40.559
3,colony_917.tiff,2344,202.024,0.722,597720,597720,2.292,0.436,0.953,1,75.267,32.835
4,colony_918.tiff,2578,192.995,0.87,657390,657390,1.315,0.761,0.97,1,64.308,48.191
5,colony_919.tiff,2095,175.581,0.854,534225,534225,1.376,0.727,0.965,1,59.255,43.19
6,colony_92.tiff,1869,163.095,0.883,476595,476595,1.3,0.769,0.968,1,53.092,40.122
7,colony_920.tiff,2019,168.51,0.894,514845,514845,1.271,0.787,0.97,1,53.808,43.303
8,colony_921.tiff,2129,171.924,0.905,542895,542895,1.109,0.901,0.97,1,50.945,42.187
9,colony_922.tiff,2168,176.51,0.874,552840,552840,1.208,0.828,0.967,1,46.977,40.005
10,colony_923.tiff,1836,164.652,0.851,468180,468180,1.489,0.672,0.966,1,55.305,34.533
11,colony_924.tiff,2023,168.51,0.895,515865,515865,1.246,0.803,0.968,1,53.57,42.235
12,colony_925.tiff,2163,172.752,0.911,551565,551565,1.185,0.844,0.971,1,55.57,47.497
13,colony_926.tiff,2105,172.853,0.885,536775,536775,1.243,0.805,0.968,1,56.581,45.524
14,colony_927.tiff,2242,180.409,0.866,571710,571710,1.274,0.785,0.97,1,59.372,45.164
15,colony_928.tiff,2230,199.338,0.705,568650,568650,2.324,0.43,0.962,1,83.621,35.584
16,colony_929.tiff,2219,174.61,0.915,565845,565845,1.237,0.809,0.979,1,45.623,24.894
16,colony_929.tiff,2219,174.61,0.915,565845,565845,1.237,0.809,0.979,1,28.011,18.364
17,colony_93.tiff,1684,153.439,0.899,429420,429420,1.242,0.805,0.969,1,45.719,36.956
18,colony_930.tiff,1786,158.51,0.893,455430,455430,1.098,0.911,0.965,1,47.745,42.242
19,colony_931.tiff,2187,177.581,0.871,557685,557685,1.331,0.751,0.961,1,57.801,44.629
20,colony_932.tiff,2108,176.066,0.855,537540,537540,1.443,0.693,0.966,1,59.394,39.723
21,colony_933.tiff,2880,208.108,0.836,734400,734400,1.596,0.626,0.963,1,76.533,47.164
22,colony_934.tiff,2343,184.309,0.867,597465,597465,1.126,0.888,0.967,1,55.774,49.332
23,colony_935.tiff,1758,155.439,0.914,448290,448290,1.147,0.872,0.97,1,49.725,41.635
24,colony_936.tiff,2240,179.48,0.874,571200,571200,1.354,0.739,0.969,1,59.966,44.716
25,colony_937.tiff,2445,188.794,0.862,623475,623475,1.292,0.774,0.967,1,58.116,44.211
26,colony_938.tiff,2465,185.581,0.899,628575,628575,1.177,0.849,0.973,1,58.337,49.238
27,colony_939.tiff,2221,191.095,0.764,566355,566355,1.938,0.516,0.965,1,70.709,34.951
28,colony_94.tiff,1895,162.752,0.899,483225,483225,1.14,0.877,0.967,1,52.234,45.802
29,colony_940.tiff,1811,160.167,0.887,461805,461805,1.318,0.759,0.968,1,54.028,39.073
30,colony_941.tiff,1752,157.095,0.892,446760,446760,1.178,0.849,0.963,1,47.375,41.066
31,colony_942.tiff,3037,208.309,0.88,774435,774435,1.311,0.763,0.974,1,61.467,48.285
32,colony_943.tiff,4810,273.622,0.807,1226550,1226550,1.506,0.664,0.934,1,88.024,59.71
33,colony_944.tiff,2215,181.095,0.849,564825,564825,1.443,0.693,0.96,1,56.958,40.081
34,colony_945.tiff,2012,220.693,0.519,513060,513060,1.458,0.686,0.896,1,53.222,33.612
35,colony_946.tiff,1898,164.167,0.885,483990,483990,1.262,0.793,0.965,1,47.016,38.482
36,colony_947.tiff,1247,134.368,0.868,317985,317985,1.054,0.949,0.952,1,36.021,34.11
37,colony_948.tiff,1175,136.953,0.787,299625,299625,1.518,0.659,0.955,1,44.348,29.083
38,colony_949.tiff,2059,172.51,0.869,525045,525045,1.431,0.699,0.968,1,57.825,36.331
39,colony_95.tiff,1756,161.338,0.848,447780,447780,1.238,0.808,0.948,1,45.118,35.614
40,colony_950.tiff,1199,185.238,0.439,305745,305745,2.116,0.473,0.783,1,58.855,27.691
41,colony_951.tiff,1658,157.095,0.844,422790,422790,1.246,0.802,0.947,1,43.612,35.325
42,colony_952.tiff,2355,183.581,0.878,600525,600525,1.235,0.81,0.97,1,53.051,42.384
43,colony_953.tiff,1236,132.125,0.89,315180,315180,1.09,0.918,0.953,1,38.065,30.472
44,colony_954.tiff,1542,152.51,0.833,393210,393210,1.553,0.644,0.95,1,55.521,33.459
45,colony_955.tiff,1292,137.196,0.863,329460,329460,1.143,0.875,0.943,1,36.324,33.651
46,colony_956.tiff,1400,142.711,0.864,357000,357000,1.416,0.706,0.961,1,48.287,33.62
47,colony_957.tiff,2932,203.137,0.893,747660,747660,1.103,0.907,0.972,1,54.994,49.546
48,colony_958.tiff,2004,170.409,0.867,511020,511020,1.354,0.738,0.966,1,55.579,40.251
49,colony_959.tiff,1407,139.439,0.909,358785,358785,1.197,0.835,0.966,1,43.999,37.591
50,colony_96.tiff,2345,181.581,0.894,597975,597975,1.255,0.797,0.972,1,51.032,42.44
51,colony_960.tiff,2663,223.622,0.669,679065,679065,1.239,0.807,0.927,1,61.554,48.196
52,colony_961.tiff,2208,184.024,0.819,563040,563040,1.685,0.593,0.971,1,66.514,37.768
53,colony_962.tiff,1735,170.752,0.748,442425,442425,1.972,0.507,0.947,1,66.323,32.694
54,colony_963.tiff,1136,128.225,0.868,289680,289680,1.492,0.67,0.965,1,41.412,28.101
55,colony_964.tiff,2145,173.681,0.894,546975,546975,1.268,0.789,0.971,1,55.908,43.521
56,colony_965.tiff,2758,197.48,0.889,703290,703290,1.257,0.796,0.973,1,57.767,46.594
57,colony_966.tiff,1273,137.196,0.85,324615,324615,1.362,0.734,0.952,1,46.146,29.937
58,colony_967.tiff,1630,161.924,0.781,415650,415650,1.357,0.737,0.92,1,53.209,34.625
59,colony_968.tiff,1256,134.711,0.87,320280,320280,1.151,0.869,0.956,1,40.695,35.637
60,colony_969.tiff,1710,160.024,0.839,436050,436050,1.491,0.671,0.967,1,47.807,32.465
61,colony_97.tiff,2255,185.681,0.822,575025,575025,1.689,0.592,0.97,1,61.699,35.577
62,colony_970.tiff,2426,203.38,0.737,618630,618630,1.287,0.777,0.935,1,61.498,45.549
63,colony_971.tiff,1066,144.125,0.645,271830,271830,1.815,0.551,0.898,1,50.821,27.96
64,colony_972.tiff,1199,130.61,0.883,305745,305745,1.3,0.769,0.953,1,43.218,31.965
65,colony_973.tiff,2302,209.782,0.657,587010,587010,2.729,0.366,0.97,1,86.133,30.85
66,colony_974.tiff,1319,152.51,0.713,336345,336345,1.378,0.725,0.903,1,46.825,33.5
67,colony_975.tiff,893,112.811,0.882,227715,227715,1.411,0.709,0.962,1,38.955,27.619
68,colony_976.tiff,1462,164.167,0.682,372810,372810,1.563,0.64,0.828,1,56.002,35.15
69,colony_977.tiff,1264,142.368,0.784,322320,322320,1.598,0.626,0.929,1,48.38,28.081
70,colony_978.tiff,2277,237.037,0.509,580635,580635,1.441,0.694,0.871,1,65.866,46.317
71,colony_979.tiff,1467,173.924,0.609,374085,374085,1.559,0.642,0.834,1,54.68,35.673
72,colony_98.tiff,2463,188.167,0.874,628065,628065,1.329,0.752,0.972,1,61.818,46.219
73,colony_980.tiff,2222,181.238,0.85,566610,566610,1.385,0.722,0.964,1,59.396,44.631
74,colony_981.tiff,785,144.51,0.472,200175,200175,2.798,0.357,0.837,1,50.919,22.805
75,colony_982.tiff,1595,151.439,0.874,406725,406725,1.392,0.719,0.967,1,51.723,37.343
76,colony_983.tiff,1125,211.279,0.317,286875,286875,1.537,0.651,0.775,1,49.161,32.944
77,colony_984.tiff,1217,151.397,0.667,310335,310335,2.515,0.398,0.952,1,63.818,24.46
78,colony_985.tiff,1882,192.794,0.636,479910,479910,1.879,0.532,0.885,1,61.034,32.71
79,colony_986.tiff,2348,229.865,0.558,598740,598740,1.113,0.899,0.864,1,57.61,53.573
80,colony_987.tiff,1793,184.51,0.662,457215,457215,1.371,0.729,0.742,1,50.923,33.004
81,colony_988.tiff,2417,200.551,0.755,616335,616335,1.551,0.645,0.908,1,70.731,45.579
82,colony_989.tiff,1133,191.865,0.387,288915,288915,2.142,0.467,0.836,1,57.077,28.018
83,colony_99.tiff,2923,207.723,0.851,745365,745365,1.384,0.723,0.962,1,61.968,45.757
84,colony_990.tiff,2557,245.078,0.535,652035,652035,1.776,0.563,0.899,1,74.224,36.915
85,colony_991.tiff,2067,171.581,0.882,527085,527085,1.161,0.861,0.965,1,51.987,44.501
86,colony_992.tiff,1477,143.782,0.898,376635,376635,1.26,0.794,0.967,1,43.59,35.081
87,colony_993.tiff,1545,173.48,0.645,393975,393975,2.099,0.477,0.9,1,66.281,32.157
88,colony_994.tiff,1520,161.782,0.73,387600,387600,1.45,0.69,0.827,1,47.331,32.953
89,colony_995.tiff,1491,156.267,0.767,380205,380205,1.787,0.56,0.937,1,58.23,30.415
93,colony_999.tiff,1492,146.61,0.872,380460,380460,1.243,0.804,0.943,1,43.532,34.162
