 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity
81,1 pat p17 96h 10x 2_DAPI_colony_121.tiff,149,45.941,0.887,37995,37995,1.430,0.700,0.920
82,1 pat p17 96h 10x 2_DAPI_colony_122.tiff,358,69.841,0.922,91290,91290,1.171,0.854,0.943
83,1 pat p17 96h 10x 2_DAPI_colony_123.tiff,241,58.669,0.880,61455,61455,1.182,0.846,0.906
84,1 pat p17 96h 10x 2_DAPI_colony_124.tiff,341,69.497,0.887,86955,86955,1.514,0.660,0.936
85,1 pat p17 96h 10x 2_DAPI_colony_125.tiff,209,54.770,0.876,53295,53295,1.506,0.664,0.919
86,1 pat p17 96h 10x 2_DAPI_colony_126.tiff,244,58.184,0.906,62220,62220,1.503,0.666,0.935
87,1 pat p17 96h 10x 2_DAPI_colony_127.tiff,257,60.426,0.884,65535,65535,1.099,0.910,0.921
88,1 pat p17 96h 10x 2_DAPI_colony_128.tiff,369,72.083,0.892,94095,94095,1.209,0.827,0.933
89,1 pat p17 96h 10x 2_DAPI_colony_129.tiff,168,50.770,0.819,42840,42840,1.664,0.601,0.898
90,1 pat p17 96h 10x 2_DAPI_colony_130.tiff,181,57.355,0.691,46155,46155,1.927,0.519,0.862
91,1 pat p17 96h 10x 2_DAPI_colony_131.tiff,222,55.941,0.891,56610,56610,1.605,0.623,0.937
92,1 pat p17 96h 10x 2_DAPI_colony_132.tiff,132,42.870,0.903,33660,33660,1.268,0.789,0.910
93,1 pat p17 96h 10x 2_DAPI_colony_133.tiff,306,65.841,0.887,78030,78030,1.429,0.700,0.936
94,1 pat p17 96h 10x 2_DAPI_colony_134.tiff,197,53.355,0.870,50235,50235,1.384,0.723,0.912
95,1 pat p17 96h 10x 2_DAPI_colony_135.tiff,335,69.255,0.878,85425,85425,1.599,0.625,0.937
96,1 pat p17 96h 10x 2_DAPI_colony_136.tiff,217,58.426,0.799,55335,55335,1.942,0.515,0.910
97,1 pat p17 96h 10x 2_DAPI_colony_137.tiff,427,78.083,0.880,108885,108885,1.433,0.698,0.943
98,1 pat p17 96h 10x 2_DAPI_colony_138.tiff,181,51.012,0.874,46155,46155,1.671,0.598,0.916
99,1 pat p17 96h 10x 2_DAPI_colony_139.tiff,233,57.355,0.890,59415,59415,1.522,0.657,0.936
100,1 pat p17 96h 10x 2_DAPI_colony_140.tiff,163,48.527,0.870,41565,41565,1.481,0.675,0.906
101,1 pat p17 96h 10x 2_DAPI_colony_141.tiff,314,67.598,0.864,80070,80070,1.545,0.647,0.933
102,1 pat p17 96h 10x 2_DAPI_colony_64.tiff,220,53.941,0.950,56100,56100,1.050,0.953,0.944
103,1 pat p17 96h 10x 2_DAPI_colony_67.tiff,294,66.083,0.846,74970,74970,1.579,0.633,0.922
104,1 pat p17 96h 10x 2_DAPI_colony_68.tiff,232,56.184,0.924,59160,59160,1.359,0.736,0.935
105,1 pat p17 96h 10x 2_DAPI_colony_69.tiff,303,64.527,0.914,77265,77265,1.325,0.755,0.948
106,1 pat p17 96h 10x 2_DAPI_colony_70.tiff,165,48.870,0.868,42075,42075,1.513,0.661,0.919
107,1 pat p17 96h 10x 2_DAPI_colony_75.tiff,354,75.497,0.780,90270,90270,1.105,0.905,0.902
108,1 pat p17 96h 10x 2_DAPI_colony_76.tiff,177,49.941,0.892,45135,45135,1.367,0.732,0.910
109,1 pat p17 96h 10x 2_DAPI_colony_77.tiff,225,55.598,0.915,57375,57375,1.319,0.758,0.930
110,1 pat p17 96h 10x 2_DAPI_colony_78.tiff,228,56.527,0.897,58140,58140,1.420,0.704,0.936
111,1 pat p17 96h 10x 2_DAPI_colony_79.tiff,153,47.456,0.854,39015,39015,1.674,0.597,0.930
112,1 pat p17 96h 10x 2_DAPI_colony_80.tiff,204,54.527,0.862,52020,52020,1.541,0.649,0.921
113,1 pat p17 96h 10x 2_DAPI_colony_81.tiff,234,58.184,0.869,59670,59670,1.526,0.655,0.923
114,1 pat p17 96h 10x 2_DAPI_colony_82.tiff,296,64.083,0.906,75480,75480,1.193,0.838,0.929
115,1 pat p17 96h 10x 2_DAPI_colony_83.tiff,201,55.012,0.835,51255,51255,1.277,0.783,0.891
116,1 pat p17 96h 10x 2_DAPI_colony_84.tiff,412,75.841,0.900,105060,105060,1.094,0.914,0.940
117,1 pat p17 96h 10x 2_DAPI_colony_85.tiff,292,63.841,0.900,74460,74460,1.171,0.854,0.934
118,1 pat p17 96h 10x 2_DAPI_colony_86.tiff,170,47.698,0.939,43350,43350,1.063,0.941,0.937
119,1 pat p17 96h 10x 2_DAPI_colony_87.tiff,257,60.184,0.892,65535,65535,1.206,0.829,0.933
120,1 pat p17 96h 10x 2_DAPI_colony_89.tiff,185,50.770,0.902,47175,47175,1.326,0.754,0.923
121,1 pat p17 96h 10x 2_DAPI_colony_90.tiff,198,52.184,0.914,50490,50490,1.339,0.747,0.923
122,1 pat p17 96h 10x 2_DAPI_colony_91.tiff,197,53.598,0.862,50235,50235,1.505,0.664,0.908
123,1 pat p17 96h 10x 2_DAPI_colony_92.tiff,331,68.669,0.882,84405,84405,1.430,0.699,0.934
124,1 pat p17 96h 10x 2_DAPI_colony_93.tiff,238,57.598,0.902,60690,60690,1.284,0.779,0.928
125,1 pat p17 96h 10x 2_DAPI_colony_94.tiff,333,68.669,0.887,84915,84915,1.388,0.720,0.939
126,1 pat p17 96h 10x 2_DAPI_colony_95.tiff,201,51.355,0.958,51255,51255,1.180,0.847,0.937
127,1 pat p17 96h 10x 2_DAPI_colony_96.tiff,151,44.870,0.942,38505,38505,1.284,0.779,0.935
128,1 pat p17 96h 10x 2_DAPI_colony_97.tiff,208,57.941,0.779,53040,53040,2.027,0.493,0.918
129,1 pat p17 96h 10x 2_DAPI_colony_98.tiff,488,84.326,0.862,124440,124440,1.271,0.787,0.933
130,1 pat p17 96h 10x 2_DAPI_colony_99.tiff,453,92.326,0.668,115515,115515,1.289,0.776,0.848
131,1 pat p17 96h 10x 3_DAPI_colony_142.tiff,384,74.912,0.860,97920,97920,1.515,0.660,0.934
132,1 pat p17 96h 10x 3_DAPI_colony_144.tiff,361,72.326,0.867,92055,92055,1.405,0.712,0.928
133,1 pat p17 96h 10x 3_DAPI_colony_145.tiff,360,70.426,0.912,91800,91800,1.286,0.778,0.942
134,1 pat p17 96h 10x 3_DAPI_colony_146.tiff,319,67.012,0.893,81345,81345,1.311,0.763,0.938
135,1 pat p17 96h 10x 3_DAPI_colony_147.tiff,309,65.841,0.896,78795,78795,1.420,0.704,0.938
136,1 pat p17 96h 10x 3_DAPI_colony_148.tiff,287,63.598,0.892,73185,73185,1.413,0.708,0.941
137,1 pat p17 96h 10x 3_DAPI_colony_149.tiff,515,87.983,0.836,131325,131325,1.463,0.683,0.931
138,1 pat p17 96h 10x 3_DAPI_colony_150.tiff,283,65.255,0.835,72165,72165,1.565,0.639,0.913
139,1 pat p17 96h 10x 3_DAPI_colony_151.tiff,240,58.770,0.873,61200,61200,1.336,0.749,0.927
140,1 pat p17 96h 10x 3_DAPI_colony_152.tiff,249,59.841,0.874,63495,63495,1.500,0.667,0.921
141,1 pat p17 96h 10x 3_DAPI_colony_153.tiff,178,48.284,0.959,45390,45390,1.180,0.847,0.939
142,1 pat p17 96h 10x 3_DAPI_colony_154.tiff,319,67.941,0.868,81345,81345,1.486,0.673,0.938
143,1 pat p17 96h 10x 3_DAPI_colony_155.tiff,217,55.941,0.871,55335,55335,1.622,0.617,0.937
144,1 pat p17 96h 10x 3_DAPI_colony_156.tiff,219,60.426,0.754,55845,55845,1.987,0.503,0.896
145,1 pat p17 96h 10x 3_DAPI_colony_157.tiff,85,33.799,0.935,21675,21675,1.149,0.871,0.914
146,1 pat p17 96h 10x 3_DAPI_colony_158.tiff,211,55.012,0.876,53805,53805,1.484,0.674,0.915
147,1 pat p17 96h 10x 3_DAPI_colony_159.tiff,282,61.841,0.927,71910,71910,1.279,0.782,0.934
148,1 pat p17 96h 10x 3_DAPI_colony_160.tiff,222,54.184,0.950,56610,56610,1.047,0.955,0.933
149,1 pat p17 96h 10x 3_DAPI_colony_161.tiff,219,57.012,0.847,55845,55845,1.066,0.938,0.903
150,1 pat p17 96h 10x 3_DAPI_colony_162.tiff,207,53.355,0.914,52785,52785,1.517,0.659,0.937
151,1 pat p17 96h 10x 3_DAPI_colony_163.tiff,342,71.012,0.852,87210,87210,1.516,0.660,0.934
152,1 pat p17 96h 10x 3_DAPI_colony_164.tiff,213,54.527,0.900,54315,54315,1.203,0.831,0.928
153,1 pat p17 96h 10x 3_DAPI_colony_165.tiff,237,57.355,0.905,60435,60435,1.375,0.727,0.937
154,1 pat p17 96h 10x 3_DAPI_colony_166.tiff,253,60.669,0.864,64515,64515,1.525,0.656,0.923
155,1 pat p17 96h 10x 3_DAPI_colony_174.tiff,251,60.184,0.871,64005,64005,1.353,0.739,0.924
156,1 pat p17 96h 10x 3_DAPI_colony_175.tiff,272,61.012,0.918,69360,69360,1.364,0.733,0.941
157,1 pat p17 96h 10x 3_DAPI_colony_176.tiff,169,48.284,0.911,43095,43095,1.387,0.721,0.931
158,1 pat p17 96h 10x 3_DAPI_colony_177.tiff,146,50.426,0.722,37230,37230,1.859,0.538,0.839
159,1 pat p17 96h 10x 3_DAPI_colony_178.tiff,308,67.355,0.853,78540,78540,1.558,0.642,0.932
160,1 pat p17 96h 10x 3_DAPI_colony_179.tiff,294,66.669,0.831,74970,74970,1.460,0.685,0.916
161,1 pat p17 96h 10x 3_DAPI_colony_180.tiff,183,50.527,0.901,46665,46665,1.455,0.687,0.924
162,1 pat p17 96h 10x 3_DAPI_colony_181.tiff,134,48.527,0.715,34170,34170,1.635,0.612,0.832
163,1 pat p17 96h 10x 3_DAPI_colony_182.tiff,200,52.770,0.903,51000,51000,1.047,0.955,0.899
164,1 pat p17 96h 10x 3_DAPI_colony_183.tiff,168,62.669,0.538,42840,42840,2.122,0.471,0.794
165,1 pat p17 96h 10x 3_DAPI_colony_184.tiff,199,52.770,0.898,50745,50745,1.212,0.825,0.919
166,1 pat p17 96h 10x 3_DAPI_colony_185.tiff,261,60.184,0.906,66555,66555,1.275,0.784,0.939
167,1 pat p17 96h 10x 3_DAPI_colony_186.tiff,120,39.456,0.969,30600,30600,1.205,0.830,0.927
168,1 pat p17 96h 10x 3_DAPI_colony_187.tiff,220,54.770,0.922,56100,56100,1.366,0.732,0.932
169,1 pat p17 96h 10x 3_DAPI_colony_188.tiff,214,53.355,0.945,54570,54570,1.240,0.806,0.934
170,1 pat p17 96h 10x 3_DAPI_colony_189.tiff,270,63.012,0.855,68850,68850,1.547,0.646,0.923
171,1 pat p17 96h 10x 3_DAPI_colony_190.tiff,210,54.184,0.899,53550,53550,1.390,0.720,0.917
172,1 pat p17 96h 10x 3_DAPI_colony_191.tiff,165,49.355,0.851,42075,42075,1.661,0.602,0.904
173,1 pat p17 96h 10x 3_DAPI_colony_192.tiff,229,64.184,0.699,58395,58395,1.907,0.524,0.874
174,1 pat p17 96h 10x 3_DAPI_colony_193.tiff,208,52.527,0.947,53040,53040,1.362,0.734,0.943
175,1 pat p17 96h 10x 3_DAPI_colony_194.tiff,140,43.456,0.932,35700,35700,1.267,0.789,0.933
176,1 pat p17 96h 10x 3_DAPI_colony_195.tiff,292,63.012,0.924,74460,74460,1.380,0.725,0.950
177,1 pat p17 96h 10x 3_DAPI_colony_196.tiff,219,59.355,0.781,55845,55845,1.689,0.592,0.909
178,1 pat p17 96h 10x 3_DAPI_colony_197.tiff,580,91.740,0.866,147900,147900,1.291,0.774,0.933
179,1 pat p17 96h 10x 3_DAPI_colony_198.tiff,363,70.669,0.913,92565,92565,1.162,0.861,0.938
180,1 pat p17 96h 10x 3_DAPI_colony_199.tiff,484,82.426,0.895,123420,123420,1.274,0.785,0.955
181,1 pat p17 96h 10x 3_DAPI_colony_200.tiff,123,40.870,0.925,31365,31365,1.034,0.967,0.925
182,1 pat p17 96h 10x 3_DAPI_colony_208.tiff,157,57.598,0.595,40035,40035,1.401,0.714,0.775
183,1 pat p17 96h 10x 3_DAPI_colony_211.tiff,371,73.154,0.871,94605,94605,1.317,0.759,0.930
184,1 pat p17 96h 10x 3_DAPI_colony_212.tiff,187,52.770,0.844,47685,47685,1.521,0.658,0.908
185,1 pat p17 96h 10x 3_DAPI_colony_213.tiff,243,58.184,0.902,61965,61965,1.453,0.688,0.936
186,1 pat p17 96h 10x 3_DAPI_colony_214.tiff,267,61.598,0.884,68085,68085,1.479,0.676,0.938
187,1 pat p17 96h 10x 3_DAPI_colony_215.tiff,335,69.012,0.884,85425,85425,1.167,0.857,0.934
188,1 pat p17 96h 10x 3_DAPI_colony_217.tiff,261,61.598,0.864,66555,66555,1.321,0.757,0.926
189,1 pat p17 96h 10x 3_DAPI_colony_218.tiff,344,68.426,0.923,87720,87720,1.089,0.919,0.937
190,1 pat p17 96h 10x 3_DAPI_colony_219.tiff,345,69.255,0.904,87975,87975,1.198,0.835,0.940
191,1 pat p17 96h 10x 4_DAPI_colony_220.tiff,352,87.983,0.571,89760,89760,1.774,0.564,0.808
192,1 pat p17 96h 10x 4_DAPI_colony_221.tiff,213,55.941,0.855,54315,54315,1.659,0.603,0.930
193,1 pat p17 96h 10x 4_DAPI_colony_222.tiff,195,51.598,0.920,49725,49725,1.101,0.908,0.915
194,1 pat p17 96h 10x 4_DAPI_colony_223.tiff,160,66.184,0.459,40800,40800,2.635,0.380,0.703
195,1 pat p17 96h 10x 4_DAPI_colony_224.tiff,212,58.527,0.778,54060,54060,1.890,0.529,0.914
196,1 pat p17 96h 10x 4_DAPI_colony_225.tiff,233,57.355,0.890,59415,59415,1.322,0.756,0.930
197,1 pat p17 96h 10x 4_DAPI_colony_226.tiff,197,52.770,0.889,50235,50235,1.453,0.688,0.918
200,1 pat p17 96h 10x 4_DAPI_colony_227.tiff,118,49.012,0.617,30090,30090,1.575,0.635,0.740
201,1 pat p17 96h 10x 4_DAPI_colony_228.tiff,257,62.669,0.822,65535,65535,1.892,0.528,0.921
202,1 pat p17 96h 10x 4_DAPI_colony_229.tiff,275,62.426,0.887,70125,70125,1.334,0.750,0.924
203,1 pat p17 96h 10x 4_DAPI_colony_230.tiff,175,53.113,0.780,44625,44625,1.945,0.514,0.919
204,1 pat p17 96h 10x 4_DAPI_colony_231.tiff,164,46.527,0.952,41820,41820,1.113,0.899,0.932
205,1 pat p17 96h 10x 4_DAPI_colony_232.tiff,170,48.527,0.907,43350,43350,1.373,0.728,0.921
206,1 pat p17 96h 10x 4_DAPI_colony_233.tiff,441,78.912,0.890,112455,112455,1.308,0.764,0.940
207,1 pat p17 96h 10x 4_DAPI_colony_234.tiff,186,50.770,0.907,47430,47430,1.257,0.796,0.921
208,1 pat p17 96h 10x 4_DAPI_colony_235.tiff,215,55.012,0.893,54825,54825,1.272,0.786,0.915
209,1 pat p17 96h 10x 4_DAPI_colony_236.tiff,276,65.355,0.812,70380,70380,1.582,0.632,0.902
210,1 pat p17 96h 10x 4_DAPI_colony_237.tiff,216,57.113,0.832,55080,55080,1.720,0.581,0.927
211,1 pat p17 96h 10x 4_DAPI_colony_238.tiff,342,69.012,0.902,87210,87210,1.410,0.709,0.949
212,1 pat p17 96h 10x 4_DAPI_colony_239.tiff,148,47.113,0.838,37740,37740,1.741,0.575,0.914
213,1 pat p17 96h 10x 4_DAPI_colony_240.tiff,184,51.941,0.857,46920,46920,1.606,0.622,0.913
214,1 pat p17 96h 10x 4_DAPI_colony_241.tiff,179,48.527,0.955,45645,45645,1.110,0.901,0.927
215,1 pat p17 96h 10x 4_DAPI_colony_242.tiff,140,46.527,0.813,35700,35700,1.658,0.603,0.895
216,1 pat p17 96h 10x 4_DAPI_colony_243.tiff,963,140.326,0.615,245565,245565,1.837,0.544,0.838
217,1 pat p17 96h 10x 4_DAPI_colony_244.tiff,346,68.669,0.922,88230,88230,1.173,0.853,0.941
218,1 pat p17 96h 10x 4_DAPI_colony_245.tiff,196,53.355,0.865,49980,49980,1.503,0.665,0.907
219,1 pat p17 96h 10x 4_DAPI_colony_246.tiff,312,67.012,0.873,79560,79560,1.302,0.768,0.930
220,1 pat p17 96h 10x 4_DAPI_colony_247.tiff,291,67.841,0.795,74205,74205,1.866,0.536,0.918
221,1 pat p17 96h 10x 4_DAPI_colony_248.tiff,259,75.154,0.576,66045,66045,1.494,0.669,0.770
222,1 pat p17 96h 10x 4_DAPI_colony_249.tiff,197,52.527,0.897,50235,50235,1.352,0.740,0.931
223,1 pat p17 96h 10x 4_DAPI_colony_250.tiff,218,56.426,0.860,55590,55590,1.297,0.771,0.912
224,1 pat p17 96h 10x 4_DAPI_colony_251.tiff,318,73.012,0.750,81090,81090,1.996,0.501,0.926
225,1 pat p17 96h 10x 4_DAPI_colony_252.tiff,139,42.870,0.950,35445,35445,1.240,0.806,0.936
226,1 pat p17 96h 10x 4_DAPI_colony_253.tiff,277,66.770,0.781,70635,70635,1.850,0.541,0.937
227,1 pat p17 96h 10x 4_DAPI_colony_254.tiff,181,52.184,0.835,46155,46155,1.809,0.553,0.912
228,1 pat p17 96h 10x 4_DAPI_colony_255.tiff,117,40.042,0.917,29835,29835,1.401,0.714,0.925
229,1 pat p17 96h 10x 4_DAPI_colony_256.tiff,233,56.527,0.916,59415,59415,1.354,0.739,0.947
230,1 pat p17 96h 10x 4_DAPI_colony_257.tiff,252,62.527,0.810,64260,64260,1.764,0.567,0.933
231,1 pat p17 96h 10x 4_DAPI_colony_258.tiff,192,51.113,0.924,48960,48960,1.312,0.762,0.932
232,1 pat p17 96h 10x 4_DAPI_colony_259.tiff,251,59.012,0.906,64005,64005,1.278,0.783,0.937
233,1 pat p17 96h 10x 4_DAPI_colony_260.tiff,309,65.598,0.902,78795,78795,1.271,0.787,0.941
234,1 pat p17 96h 10x 4_DAPI_colony_261.tiff,199,51.698,0.936,50745,50745,1.441,0.694,0.948
236,1 pat p17 96h 10x 4_DAPI_colony_263.tiff,189,53.355,0.834,48195,48195,1.678,0.596,0.915
237,1 pat p17 96h 10x 4_DAPI_colony_264.tiff,462,82.912,0.845,117810,117810,1.185,0.844,0.918
238,1 pat p17 96h 10x 4_DAPI_colony_265.tiff,181,49.355,0.934,46155,46155,1.283,0.779,0.926
