 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity
239,1 pat p17 96h 10x 4_DAPI_colony_266.tiff,152,47.113,0.861,38760,38760,1.567,0.638,0.916
240,1 pat p17 96h 10x 4_DAPI_colony_267.tiff,213,54.184,0.912,54315,54315,1.382,0.723,0.924
241,1 pat p17 96h 10x 4_DAPI_colony_268.tiff,309,66.669,0.874,78795,78795,1.506,0.664,0.932
242,1 pat p17 96h 10x 4_DAPI_colony_269.tiff,253,61.355,0.845,64515,64515,1.572,0.636,0.928
243,1 pat p17 96h 10x 4_DAPI_colony_270.tiff,220,56.184,0.876,56100,56100,1.308,0.764,0.909
244,1 pat p17 96h 10x 4_DAPI_colony_271.tiff,270,62.426,0.871,68850,68850,1.406,0.711,0.931
246,1 pat p17 96h 10x 4_DAPI_colony_273.tiff,255,60.770,0.868,65025,65025,1.592,0.628,0.929
247,1 pat p17 96h 10x 4_DAPI_colony_274.tiff,228,57.841,0.856,58140,58140,1.300,0.769,0.910
248,1 pat p17 96h 10x 4_DAPI_colony_275.tiff,202,55.941,0.811,51510,51510,1.108,0.903,0.904
249,1 pat p17 96h 10x 4_DAPI_colony_276.tiff,145,45.698,0.873,36975,36975,1.185,0.844,0.903
251,1 pat p17 96h 10x 4_DAPI_colony_277.tiff,221,60.426,0.761,56355,56355,1.500,0.667,0.862
252,1 pat p17 96h 10x 4_DAPI_colony_278.tiff,226,56.184,0.900,57630,57630,1.337,0.748,0.921
253,1 pat p17 96h 10x 4_DAPI_colony_279.tiff,258,59.598,0.913,65790,65790,1.289,0.776,0.931
254,1 pat p17 96h 10x 4_DAPI_colony_280.tiff,262,61.012,0.884,66810,66810,1.472,0.679,0.927
255,1 pat p17 96h 10x 4_DAPI_colony_281.tiff,475,86.569,0.796,121125,121125,1.377,0.726,0.863
256,1 pat p17 96h 10x 4_DAPI_colony_282.tiff,193,53.941,0.834,49215,49215,1.724,0.580,0.913
257,1 pat p17 96h 10x 4_DAPI_colony_283.tiff,328,69.497,0.853,83640,83640,1.061,0.942,0.909
258,1 pat p17 96h 10x 4_DAPI_colony_284.tiff,166,47.355,0.930,42330,42330,1.358,0.736,0.927
259,1 pat p17 96h 10x 4_DAPI_colony_285.tiff,193,53.698,0.841,49215,49215,1.504,0.665,0.904
260,1 pat p17 96h 10x 4_DAPI_colony_286.tiff,172,47.698,0.950,43860,43860,1.200,0.833,0.940
261,1 pat p17 96h 10x 4_DAPI_colony_287.tiff,298,67.255,0.828,75990,75990,1.770,0.565,0.923
262,1 pat p17 96h 10x 4_DAPI_colony_288.tiff,311,66.426,0.886,79305,79305,1.344,0.744,0.933
263,1 pat p17 96h 10x 4_DAPI_colony_289.tiff,135,42.284,0.949,34425,34425,1.244,0.804,0.922
264,1 pat p17 96h 10x 4_DAPI_colony_290.tiff,256,58.770,0.931,65280,65280,1.314,0.761,0.946
265,1 pat p17 96h 10x 4_DAPI_colony_291.tiff,248,57.941,0.928,63240,63240,1.285,0.778,0.943
266,1 pat p17 96h 10x 4_DAPI_colony_292.tiff,204,53.355,0.901,52020,52020,1.246,0.803,0.915
267,1 pat p17 96h 10x 4_DAPI_colony_293.tiff,154,47.113,0.872,39270,39270,1.610,0.621,0.922
268,1 pat p17 96h 10x 4_DAPI_colony_294.tiff,247,57.012,0.955,62985,62985,1.196,0.836,0.941
269,1 pat p17 96h 10x 4_DAPI_colony_295.tiff,187,50.527,0.920,47685,47685,1.172,0.853,0.921
270,1 pat p17 96h 10x 4_DAPI_colony_296.tiff,216,54.770,0.905,55080,55080,1.271,0.787,0.921
271,1 pat p17 96h 10x 4_DAPI_colony_297.tiff,297,70.770,0.745,75735,75735,1.357,0.737,0.862
272,1 pat p17 96h 10x 4_DAPI_colony_298.tiff,400,75.012,0.893,102000,102000,1.453,0.688,0.951
273,1 pat p17 96h 10x 4_DAPI_colony_299.tiff,250,58.426,0.920,63750,63750,1.407,0.711,0.935
275,1 pat p17 96h 10x 4_DAPI_colony_301.tiff,308,65.497,0.902,78540,78540,1.135,0.881,0.928
276,1 pat p17 96h 10x 4_DAPI_colony_302.tiff,119,39.456,0.961,30345,30345,1.226,0.816,0.926
277,1 pat p17 96h 10x 4_DAPI_colony_303.tiff,193,51.355,0.920,49215,49215,1.110,0.901,0.923
278,1 pat p17 96h 10x 4_DAPI_colony_304.tiff,358,71.841,0.872,91290,91290,1.436,0.697,0.940
279,1 pat p17 96h 10x 4_DAPI_colony_305.tiff,322,68.184,0.870,82110,82110,1.560,0.641,0.942
280,1 pat p17 96h 10x 4_DAPI_colony_306.tiff,135,42.042,0.960,34425,34425,1.242,0.805,0.934
281,1 pat p17 96h 10x 5_DAPI_colony_307.tiff,169,48.284,0.911,43095,43095,1.341,0.746,0.929
282,1 pat p17 96h 10x 5_DAPI_colony_308.tiff,269,61.598,0.891,68595,68595,1.154,0.866,0.923
283,1 pat p17 96h 10x 5_DAPI_colony_309.tiff,296,63.841,0.913,75480,75480,1.405,0.712,0.940
284,1 pat p17 96h 10x 5_DAPI_colony_310.tiff,230,58.184,0.854,58650,58650,1.281,0.781,0.916
285,1 pat p17 96h 10x 5_DAPI_colony_311.tiff,252,61.841,0.828,64260,64260,1.669,0.599,0.915
286,1 pat p17 96h 10x 5_DAPI_colony_312.tiff,248,59.355,0.885,63240,63240,1.344,0.744,0.925
287,1 pat p17 96h 10x 5_DAPI_colony_313.tiff,142,43.456,0.945,36210,36210,1.307,0.765,0.934
288,1 pat p17 96h 10x 5_DAPI_colony_314.tiff,365,71.740,0.891,93075,93075,1.402,0.713,0.935
289,1 pat p17 96h 10x 5_DAPI_colony_315.tiff,845,126.368,0.665,215475,215475,2.101,0.476,0.867
290,1 pat p17 96h 10x 5_DAPI_colony_316.tiff,242,58.426,0.891,61710,61710,1.395,0.717,0.920
291,1 pat p17 96h 10x 5_DAPI_colony_317.tiff,541,102.811,0.643,137955,137955,1.937,0.516,0.836
292,1 pat p17 96h 10x 5_DAPI_colony_318.tiff,301,67.841,0.822,76755,76755,1.462,0.684,0.919
293,1 pat p17 96h 10x 5_DAPI_colony_319.tiff,511,87.397,0.841,130305,130305,1.536,0.651,0.930
294,1 pat p17 96h 10x 5_DAPI_colony_320.tiff,221,55.355,0.906,56355,56355,1.347,0.742,0.931
295,1 pat p17 96h 10x 5_DAPI_colony_321.tiff,243,58.426,0.895,61965,61965,1.268,0.789,0.926
296,1 pat p17 96h 10x 5_DAPI_colony_322.tiff,300,64.426,0.908,76500,76500,1.277,0.783,0.948
297,1 pat p17 96h 10x 5_DAPI_colony_323.tiff,260,59.598,0.920,66300,66300,1.232,0.811,0.937
298,1 pat p17 96h 10x 5_DAPI_colony_324.tiff,158,65.012,0.470,40290,40290,2.174,0.460,0.790
299,1 pat p17 96h 10x 5_DAPI_colony_325.tiff,134,42.870,0.916,34170,34170,1.321,0.757,0.924
300,1 pat p17 96h 10x 5_DAPI_colony_326.tiff,188,52.184,0.868,47940,47940,1.387,0.721,0.915
301,1 pat p17 96h 10x 5_DAPI_colony_327.tiff,245,58.770,0.891,62475,62475,1.473,0.679,0.932
302,1 pat p17 96h 10x 5_DAPI_colony_328.tiff,215,56.426,0.849,54825,54825,1.547,0.646,0.915
303,1 pat p17 96h 10x 5_DAPI_colony_329.tiff,364,73.154,0.855,92820,92820,1.377,0.726,0.926
304,1 pat p17 96h 10x 5_DAPI_colony_330.tiff,524,90.468,0.805,133620,133620,1.906,0.525,0.934
305,1 pat p17 96h 10x 5_DAPI_colony_331.tiff,561,101.941,0.678,143055,143055,2.225,0.450,0.909
306,1 pat p17 96h 10x 5_DAPI_colony_332.tiff,198,53.012,0.885,50490,50490,1.565,0.639,0.921
307,1 pat p17 96h 10x 5_DAPI_colony_333.tiff,238,58.426,0.876,60690,60690,1.431,0.699,0.915
308,1 pat p17 96h 10x 5_DAPI_colony_334.tiff,147,49.355,0.758,37485,37485,1.232,0.812,0.842
309,1 pat p17 96h 10x 5_DAPI_colony_335.tiff,179,59.598,0.633,45645,45645,1.752,0.571,0.827
310,1 pat p17 96h 10x 5_DAPI_colony_336.tiff,241,59.012,0.870,61455,61455,1.353,0.739,0.922
311,1 pat p17 96h 10x 5_DAPI_colony_337.tiff,426,79.397,0.849,108630,108630,1.656,0.604,0.944
312,1 pat p17 96h 10x 5_DAPI_colony_338.tiff,296,64.770,0.887,75480,75480,1.174,0.852,0.938
313,1 pat p17 96h 10x 5_DAPI_colony_339.tiff,221,55.012,0.918,56355,56355,1.445,0.692,0.932
314,1 pat p17 96h 10x 5_DAPI_colony_340.tiff,186,51.355,0.886,47430,47430,1.280,0.781,0.910
315,1 pat p17 96h 10x 5_DAPI_colony_341.tiff,182,51.355,0.867,46410,46410,1.572,0.636,0.922
316,1 pat p17 96h 10x 5_DAPI_colony_342.tiff,227,55.941,0.912,57885,57885,1.106,0.905,0.928
317,1 pat p17 96h 10x 5_DAPI_colony_343.tiff,188,50.527,0.925,47940,47940,1.286,0.778,0.935
318,1 pat p17 96h 10x 5_DAPI_colony_344.tiff,179,48.770,0.946,45645,45645,1.291,0.775,0.927
319,1 pat p17 96h 10x 5_DAPI_colony_345.tiff,296,63.255,0.930,75480,75480,1.177,0.850,0.938
320,1 pat p17 96h 10x 5_DAPI_colony_345.tiff,270,61.012,0.911,68850,68850,1.154,0.866,0.929
321,1 pat p17 96h 10x 5_DAPI_colony_346.tiff,193,51.941,0.899,49215,49215,1.509,0.663,0.928
322,1 pat p17 96h 10x 5_DAPI_colony_347.tiff,227,59.012,0.819,57885,57885,1.691,0.591,0.912
323,1 pat p17 96h 10x 5_DAPI_colony_348.tiff,279,61.598,0.924,71145,71145,1.045,0.957,0.935
324,1 pat p17 96h 10x 5_DAPI_colony_349.tiff,210,53.598,0.919,53550,53550,1.425,0.702,0.925
325,1 pat p17 96h 10x 5_DAPI_colony_350.tiff,259,60.184,0.899,66045,66045,1.379,0.725,0.932
326,1 pat p17 96h 10x 5_DAPI_colony_351.tiff,256,61.255,0.857,65280,65280,1.402,0.713,0.908
327,1 pat p17 96h 10x 5_DAPI_colony_352.tiff,211,52.284,0.970,53805,53805,1.060,0.943,0.946
328,1 pat p17 96h 10x 5_DAPI_colony_353.tiff,415,77.497,0.868,105825,105825,1.347,0.743,0.934
329,1 pat p17 96h 10x 5_DAPI_colony_354.tiff,583,91.397,0.877,148665,148665,1.214,0.824,0.930
330,1 pat p17 96h 10x 5_DAPI_colony_355.tiff,125,44.870,0.780,31875,31875,1.911,0.523,0.890
331,1 pat p17 96h 10x 5_DAPI_colony_356.tiff,203,52.770,0.916,51765,51765,1.326,0.754,0.923
332,1 pat p17 96h 10x 5_DAPI_colony_357.tiff,263,61.355,0.878,67065,67065,1.447,0.691,0.929
333,1 pat p17 96h 10x 5_DAPI_colony_358.tiff,148,45.698,0.891,37740,37740,1.242,0.805,0.905
334,1 pat p17 96h 10x 5_DAPI_colony_359.tiff,248,59.598,0.877,63240,63240,1.470,0.680,0.927
335,1 pat p17 96h 10x 5_DAPI_colony_360.tiff,134,44.284,0.859,34170,34170,1.503,0.665,0.908
336,1 pat p17 96h 10x 5_DAPI_colony_361.tiff,93,34.627,0.975,23715,23715,1.047,0.955,0.912
337,1 pat p17 96h 10x 5_DAPI_colony_362.tiff,222,57.012,0.858,56610,56610,1.378,0.726,0.919
338,1 pat p17 96h 10x 5_DAPI_colony_363.tiff,227,55.355,0.931,57885,57885,1.170,0.855,0.938
339,1 pat p17 96h 10x 5_DAPI_colony_364.tiff,589,101.983,0.712,150195,150195,2.088,0.479,0.871
340,1 pat p17 96h 10x 5_DAPI_colony_365.tiff,173,49.941,0.872,44115,44115,1.185,0.844,0.908
341,1 pat p17 96h 10x 5_DAPI_colony_366.tiff,392,77.012,0.831,99960,99960,1.563,0.640,0.937
342,1 pat p17 96h 10x 5_DAPI_colony_367.tiff,313,68.669,0.834,79815,79815,1.078,0.928,0.889
343,1 pat p17 96h 10x 6_DAPI_colony_368.tiff,251,60.426,0.864,64005,64005,1.433,0.698,0.924
344,1 pat p17 96h 10x 6_DAPI_colony_369.tiff,213,59.355,0.760,54315,54315,2.172,0.460,0.924
345,1 pat p17 96h 10x 6_DAPI_colony_370.tiff,205,52.770,0.925,52275,52275,1.520,0.658,0.938
346,1 pat p17 96h 10x 6_DAPI_colony_371.tiff,157,45.698,0.945,40035,40035,1.295,0.772,0.935
347,1 pat p17 96h 10x 6_DAPI_colony_372.tiff,436,88.811,0.695,111180,111180,2.404,0.416,0.898
348,1 pat p17 96h 10x 6_DAPI_colony_373.tiff,216,57.355,0.825,55080,55080,1.593,0.628,0.909
349,1 pat p17 96h 10x 6_DAPI_colony_374.tiff,244,58.527,0.895,62220,62220,1.389,0.720,0.937
350,1 pat p17 96h 10x 6_DAPI_colony_375.tiff,229,55.941,0.920,58395,58395,1.322,0.757,0.940
351,1 pat p17 96h 10x 6_DAPI_colony_376.tiff,212,54.284,0.904,54060,54060,1.397,0.716,0.940
352,1 pat p17 96h 10x 6_DAPI_colony_377.tiff,267,60.770,0.909,68085,68085,1.325,0.755,0.935
353,1 pat p17 96h 10x 6_DAPI_colony_378.tiff,204,52.770,0.921,52020,52020,1.317,0.759,0.925
354,1 pat p17 96h 10x 6_DAPI_colony_379.tiff,215,53.355,0.949,54825,54825,1.279,0.782,0.939
355,1 pat p17 96h 10x 6_DAPI_colony_380.tiff,273,62.184,0.887,69615,69615,1.373,0.729,0.933
356,1 pat p17 96h 10x 6_DAPI_colony_381.tiff,459,80.912,0.881,117045,117045,1.410,0.709,0.939
357,1 pat p17 96h 10x 6_DAPI_colony_382.tiff,140,44.042,0.907,35700,35700,1.294,0.773,0.930
358,1 pat p17 96h 10x 6_DAPI_colony_383.tiff,192,54.770,0.804,48960,48960,1.321,0.757,0.881
359,1 pat p17 96h 10x 6_DAPI_colony_384.tiff,210,57.841,0.789,53550,53550,2.042,0.490,0.894
360,1 pat p17 96h 10x 6_DAPI_colony_385.tiff,235,58.184,0.872,59925,59925,1.542,0.649,0.925
361,1 pat p17 96h 10x 6_DAPI_colony_386.tiff,301,63.355,0.942,76755,76755,1.382,0.723,0.960
362,1 pat p17 96h 10x 6_DAPI_colony_387.tiff,274,63.497,0.854,69870,69870,1.283,0.779,0.906
363,1 pat p17 96h 10x 6_DAPI_colony_388.tiff,501,111.296,0.508,127755,127755,3.202,0.312,0.789
364,1 pat p17 96h 10x 6_DAPI_colony_389.tiff,206,52.770,0.930,52530,52530,1.239,0.807,0.928
365,1 pat p17 96h 10x 6_DAPI_colony_390.tiff,302,65.497,0.885,77010,77010,1.297,0.771,0.926
366,1 pat p17 96h 10x 6_DAPI_colony_391.tiff,218,55.012,0.905,55590,55590,1.398,0.715,0.926
367,1 pat p17 96h 10x 6_DAPI_colony_392.tiff,272,61.012,0.918,69360,69360,1.379,0.725,0.940
368,1 pat p17 96h 10x 6_DAPI_colony_393.tiff,304,66.083,0.875,77520,77520,1.255,0.797,0.930
369,1 pat p17 96h 10x 6_DAPI_colony_394.tiff,630,95.640,0.866,160650,160650,1.374,0.728,0.948
370,1 pat p17 96h 10x 6_DAPI_colony_395.tiff,215,54.184,0.920,54825,54825,1.205,0.830,0.925
371,1 pat p17 96h 10x 6_DAPI_colony_396.tiff,156,45.698,0.939,39780,39780,1.409,0.710,0.934
372,1 pat p17 96h 10x 6_DAPI_colony_397.tiff,176,68.770,0.468,44880,44880,1.488,0.672,0.749
373,1 pat p17 96h 10x 6_DAPI_colony_398.tiff,176,50.284,0.875,44880,44880,1.701,0.588,0.926
374,1 pat p17 96h 10x 6_DAPI_colony_399.tiff,271,68.083,0.735,69105,69105,1.731,0.578,0.833
375,1 pat p17 96h 10x 6_DAPI_colony_400.tiff,178,52.527,0.811,45390,45390,1.751,0.571,0.901
376,1 pat p17 96h 10x 6_DAPI_colony_401.tiff,156,51.941,0.727,39780,39780,2.073,0.482,0.836
377,1 pat p17 96h 10x 6_DAPI_colony_402.tiff,60,33.456,0.674,15300,15300,2.327,0.430,0.779
378,1 pat p17 96h 10x 6_DAPI_colony_402.tiff,64,34.042,0.694,16320,16320,1.811,0.552,0.757
379,1 pat p17 96h 10x 6_DAPI_colony_403.tiff,258,66.184,0.740,65790,65790,2.190,0.457,0.884
380,1 pat p17 96h 10x 6_DAPI_colony_404.tiff,174,48.527,0.929,44370,44370,1.236,0.809,0.918
381,1 pat p17 96h 10x 6_DAPI_colony_405.tiff,329,67.598,0.905,83895,83895,1.287,0.777,0.940
382,1 pat p17 96h 10x 6_DAPI_colony_406.tiff,159,46.527,0.923,40545,40545,1.097,0.911,0.919
383,1 pat p17 96h 10x 6_DAPI_colony_407.tiff,201,52.770,0.907,51255,51255,1.328,0.753,0.924
384,1 pat p17 96h 10x 6_DAPI_colony_408.tiff,235,63.255,0.738,59925,59925,1.291,0.774,0.904
385,1 pat p17 96h 10x 6_DAPI_colony_409.tiff,527,91.397,0.793,134385,134385,1.668,0.600,0.904
386,1 pat p17 96h 10x 6_DAPI_colony_410.tiff,311,65.012,0.925,79305,79305,1.279,0.782,0.950
387,1 pat p17 96h 10x 6_DAPI_colony_411.tiff,220,56.184,0.876,56100,56100,1.453,0.688,0.926
388,1 pat p17 96h 10x 6_DAPI_colony_412.tiff,161,51.355,0.767,41055,41055,1.825,0.548,0.885
389,1 pat p17 96h 10x 6_DAPI_colony_413.tiff,215,55.598,0.874,54825,54825,1.610,0.621,0.925
390,1 pat p17 96h 10x 6_DAPI_colony_414.tiff,206,52.770,0.930,52530,52530,1.221,0.819,0.938
391,1 pat p17 96h 10x 6_DAPI_colony_415.tiff,252,58.426,0.928,64260,64260,1.070,0.934,0.930
392,1 pat p17 96h 10x 6_DAPI_colony_416.tiff,241,78.912,0.486,61455,61455,1.210,0.826,0.724
393,1 pat p17 96h 10x 6_DAPI_colony_417.tiff,178,51.113,0.856,45390,45390,1.243,0.805,0.910
394,1 pat p17 96h 10x 6_DAPI_colony_418.tiff,273,63.598,0.848,69615,69615,1.589,0.629,0.930
395,1 pat p17 96h 10x 6_DAPI_colony_419.tiff,292,64.426,0.884,74460,74460,1.214,0.823,0.928
396,1 pat p17 96h 10x 6_DAPI_colony_420.tiff,160,53.012,0.715,40800,40800,1.483,0.674,0.840
397,1 pat p17 96h 10x 6_DAPI_colony_421.tiff,194,51.355,0.924,49470,49470,1.332,0.751,0.926
398,1 pat p17 96h 10x 6_DAPI_colony_422.tiff,254,58.770,0.924,64770,64770,1.138,0.879,0.930
399,1 pat p17 96h 10x 6_DAPI_colony_423.tiff,563,100.811,0.696,143565,143565,2.072,0.483,0.869
400,1 pat p17 96h 10x 6_DAPI_colony_424.tiff,219,52.770,0.988,55845,55845,1.055,0.948,0.946
401,1 pat p17 96h 10x 6_DAPI_colony_425.tiff,180,51.698,0.846,45900,45900,1.346,0.743,0.898
402,1 pat p17 96h 10x 6_DAPI_colony_426.tiff,239,58.426,0.880,60945,60945,1.487,0.672,0.923
403,1 pat p17 96h 10x 7_DAPI_colony_427.tiff,228,56.184,0.908,58140,58140,1.397,0.716,0.933
404,1 pat p17 96h 10x 7_DAPI_colony_428.tiff,219,56.426,0.864,55845,55845,1.454,0.688,0.905
405,1 pat p17 96h 10x 7_DAPI_colony_429.tiff,213,53.941,0.920,54315,54315,1.419,0.705,0.934
406,1 pat p17 96h 10x 7_DAPI_colony_430.tiff,152,44.870,0.949,38760,38760,1.381,0.724,0.938
407,1 pat p17 96h 10x 7_DAPI_colony_431.tiff,177,52.527,0.806,45135,45135,1.633,0.612,0.894
408,1 pat p17 96h 10x 7_DAPI_colony_432.tiff,258,61.012,0.871,65790,65790,1.489,0.672,0.935
409,1 pat p17 96h 10x 7_DAPI_colony_433.tiff,253,58.184,0.939,64515,64515,1.129,0.886,0.937
410,1 pat p17 96h 10x 7_DAPI_colony_434.tiff,303,65.255,0.894,77265,77265,1.259,0.794,0.929
411,1 pat p17 96h 10x 7_DAPI_colony_435.tiff,212,54.770,0.888,54060,54060,1.201,0.833,0.918
412,1 pat p17 96h 10x 7_DAPI_colony_436.tiff,187,51.698,0.879,47685,47685,1.373,0.728,0.926
413,1 pat p17 96h 10x 7_DAPI_colony_437.tiff,286,61.355,0.955,72930,72930,1.226,0.816,0.950
414,1 pat p17 96h 10x 7_DAPI_colony_438.tiff,475,81.497,0.899,121125,121125,1.301,0.768,0.945
415,1 pat p17 96h 10x 7_DAPI_colony_439.tiff,114,40.627,0.868,29070,29070,1.835,0.545,0.938
416,1 pat p17 96h 10x 7_DAPI_colony_440.tiff,386,75.255,0.857,98430,98430,1.228,0.814,0.931
417,1 pat p17 96h 10x 7_DAPI_colony_441.tiff,255,58.184,0.947,65025,65025,1.218,0.821,0.946
418,1 pat p17 96h 10x 7_DAPI_colony_442.tiff,177,49.698,0.901,45135,45135,1.436,0.696,0.929
419,1 pat p17 96h 10x 7_DAPI_colony_443.tiff,172,48.527,0.918,43860,43860,1.261,0.793,0.927
420,1 pat p17 96h 10x 7_DAPI_colony_444.tiff,214,55.012,0.889,54570,54570,1.384,0.723,0.918
421,1 pat p17 96h 10x 7_DAPI_colony_445.tiff,288,63.598,0.895,73440,73440,1.456,0.687,0.937
422,1 pat p17 96h 10x 7_DAPI_colony_446.tiff,783,144.024,0.474,199665,199665,3.559,0.281,0.838
423,1 pat p17 96h 10x 7_DAPI_colony_447.tiff,249,61.841,0.818,63495,63495,1.532,0.653,0.910
424,1 pat p17 96h 10x 7_DAPI_colony_448.tiff,516,92.468,0.758,131580,131580,1.698,0.589,0.884
425,1 pat p17 96h 10x 7_DAPI_colony_449.tiff,274,62.426,0.884,69870,69870,1.450,0.690,0.932
426,1 pat p17 96h 10x 7_DAPI_colony_450.tiff,176,49.355,0.908,44880,44880,1.407,0.711,0.919
427,1 pat p17 96h 10x 7_DAPI_colony_451.tiff,151,45.698,0.909,38505,38505,1.341,0.746,0.918
428,1 pat p17 96h 10x 7_DAPI_colony_452.tiff,216,55.598,0.878,55080,55080,1.126,0.888,0.917
429,1 pat p17 96h 10x 7_DAPI_colony_453.tiff,298,65.012,0.886,75990,75990,1.374,0.728,0.940
430,1 pat p17 96h 10x 7_DAPI_colony_454.tiff,201,74.912,0.450,51255,51255,1.410,0.709,0.802
431,1 pat p17 96h 10x 7_DAPI_colony_455.tiff,263,60.770,0.895,67065,67065,1.393,0.718,0.934
432,1 pat p17 96h 10x 7_DAPI_colony_456.tiff,176,51.113,0.847,44880,44880,1.538,0.650,0.900
433,1 pat p17 96h 10x 7_DAPI_colony_457.tiff,204,53.355,0.901,52020,52020,1.016,0.984,0.919
434,1 pat p17 96h 10x 7_DAPI_colony_458.tiff,259,60.426,0.891,66045,66045,1.177,0.850,0.930
435,1 pat p17 96h 10x 7_DAPI_colony_459.tiff,180,51.113,0.866,45900,45900,1.452,0.688,0.914
436,1 pat p17 96h 10x 7_DAPI_colony_460.tiff,120,40.627,0.914,30600,30600,1.560,0.641,0.938
437,1 pat p17 96h 10x 7_DAPI_colony_461.tiff,279,63.355,0.873,71145,71145,1.381,0.724,0.936
438,1 pat p17 96h 10x 7_DAPI_colony_462.tiff,213,53.355,0.940,54315,54315,1.075,0.930,0.930
439,1 pat p17 96h 10x 7_DAPI_colony_463.tiff,230,61.598,0.762,58650,58650,1.488,0.672,0.911
440,1 pat p17 96h 10x 7_DAPI_colony_464.tiff,232,59.012,0.837,59160,59160,1.640,0.610,0.921
441,1 pat p17 96h 10x 7_DAPI_colony_465.tiff,218,55.012,0.905,55590,55590,1.500,0.667,0.930
442,1 pat p17 96h 10x 7_DAPI_colony_466.tiff,575,97.740,0.756,146625,146625,2.136,0.468,0.948
443,1 pat p17 96h 10x 7_DAPI_colony_467.tiff,234,58.184,0.869,59670,59670,1.435,0.697,0.918
444,1 pat p17 96h 10x 7_DAPI_colony_468.tiff,272,65.841,0.788,69360,69360,2.028,0.493,0.935
445,1 pat p17 96h 10x 7_DAPI_colony_469.tiff,410,77.497,0.858,104550,104550,1.441,0.694,0.930
446,1 pat p17 96h 10x 7_DAPI_colony_470.tiff,242,60.669,0.826,61710,61710,1.582,0.632,0.911
447,1 pat p17 96h 10x 7_DAPI_colony_471.tiff,203,54.426,0.861,51765,51765,1.479,0.676,0.908
448,1 pat p17 96h 10x 7_DAPI_colony_472.tiff,226,56.184,0.900,57630,57630,1.502,0.666,0.932
449,1 pat p17 96h 10x 7_DAPI_colony_473.tiff,264,61.598,0.874,67320,67320,1.524,0.656,0.928
450,1 pat p17 96h 10x 7_DAPI_colony_474.tiff,348,70.426,0.882,88740,88740,1.255,0.797,0.934
451,1 pat p17 96h 10x 7_DAPI_colony_475.tiff,205,54.184,0.877,52275,52275,1.397,0.716,0.913
452,1 pat p17 96h 10x 7_DAPI_colony_476.tiff,171,48.527,0.913,43605,43605,1.477,0.677,0.924
453,1 pat p17 96h 10x 7_DAPI_colony_477.tiff,124,53.113,0.552,31620,31620,1.921,0.521,0.752
454,1 pat p17 96h 10x 7_DAPI_colony_478.tiff,205,53.355,0.905,52275,52275,1.428,0.700,0.926
455,1 pat p17 96h 10x 7_DAPI_colony_479.tiff,183,49.698,0.931,46665,46665,1.287,0.777,0.934
456,1 pat p17 96h 10x 7_DAPI_colony_480.tiff,334,72.083,0.808,85170,85170,1.643,0.608,0.920
457,1 pat p17 96h 10x 7_DAPI_colony_481.tiff,133,43.113,0.899,33915,33915,1.326,0.754,0.902
459,1 pat p17 96h 10x 7_DAPI_colony_483.tiff,155,45.355,0.947,39525,39525,1.115,0.897,0.914
460,1 pat p17 96h 10x 7_DAPI_colony_484.tiff,288,67.497,0.794,73440,73440,1.920,0.521,0.922
461,1 pat p17 96h 10x 7_DAPI_colony_485.tiff,242,60.527,0.830,61710,61710,1.670,0.599,0.933
462,1 pat p17 96h 10x 7_DAPI_colony_486.tiff,183,49.941,0.922,46665,46665,1.226,0.816,0.931
463,1 pat p17 96h 10x 8_DAPI_colony_487.tiff,238,57.012,0.920,60690,60690,1.097,0.911,0.933
464,1 pat p17 96h 10x 8_DAPI_colony_488.tiff,260,61.841,0.854,66300,66300,1.490,0.671,0.919
465,1 pat p17 96h 10x 8_DAPI_colony_489.tiff,279,63.598,0.867,71145,71145,1.278,0.783,0.925
466,1 pat p17 96h 10x 8_DAPI_colony_490.tiff,266,61.255,0.891,67830,67830,1.434,0.698,0.928
467,1 pat p17 96h 10x 8_DAPI_colony_491.tiff,423,76.912,0.899,107865,107865,1.297,0.771,0.942
469,1 pat p17 96h 10x 8_DAPI_colony_493.tiff,215,55.012,0.893,54825,54825,1.433,0.698,0.919
470,1 pat p17 96h 10x 8_DAPI_colony_494.tiff,219,55.598,0.890,55845,55845,1.342,0.745,0.928
471,1 pat p17 96h 10x 8_DAPI_colony_495.tiff,178,51.113,0.856,45390,45390,1.669,0.599,0.920
472,1 pat p17 96h 10x 8_DAPI_colony_496.tiff,335,72.184,0.808,85425,85425,1.546,0.647,0.902
473,1 pat p17 96h 10x 8_DAPI_colony_497.tiff,350,70.770,0.878,89250,89250,1.371,0.729,0.941
474,1 pat p17 96h 10x 8_DAPI_colony_498.tiff,101,36.627,0.946,25755,25755,1.182,0.846,0.918
475,1 pat p17 96h 10x 8_DAPI_colony_499.tiff,225,55.012,0.934,57375,57375,1.197,0.835,0.930
476,1 pat p17 96h 10x 8_DAPI_colony_500.tiff,262,60.669,0.894,66810,66810,1.250,0.800,0.934
477,1 pat p17 96h 10x 8_DAPI_colony_501.tiff,189,52.527,0.861,48195,48195,1.454,0.688,0.917
478,1 pat p17 96h 10x 8_DAPI_colony_502.tiff,238,57.598,0.902,60690,60690,1.322,0.757,0.932
479,1 pat p17 96h 10x 8_DAPI_colony_503.tiff,135,42.870,0.923,34425,34425,1.328,0.753,0.928
