 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity
440,1 pat p30 7 day ctrl 10x 1_colony_28.tiff,135,42.042,0.960,34425,34425,1.317,0.759,0.947
441,1 pat p30 7 day ctrl 10x 1_colony_29.tiff,230,56.770,0.897,58650,58650,1.501,0.666,0.939
442,1 pat p30 7 day ctrl 10x 1_colony_30.tiff,235,59.012,0.848,59925,59925,1.457,0.686,0.914
443,1 pat p30 7 day ctrl 10x 1_colony_31.tiff,243,58.426,0.895,61965,61965,1.184,0.844,0.920
444,1 pat p30 7 day ctrl 10x 1_colony_32.tiff,358,77.255,0.754,91290,91290,2.057,0.486,0.929
445,1 pat p30 7 day ctrl 10x 1_colony_34.tiff,290,64.669,0.871,73950,73950,1.282,0.780,0.915
446,1 pat p30 7 day ctrl 10x 1_colony_35.tiff,251,60.184,0.871,64005,64005,1.360,0.735,0.930
447,1 pat p30 7 day ctrl 10x 1_colony_36.tiff,248,60.184,0.860,63240,63240,1.624,0.616,0.934
448,1 pat p30 7 day ctrl 10x 1_colony_37.tiff,333,70.912,0.832,84915,84915,1.554,0.643,0.928
449,1 pat p30 7 day ctrl 10x 1_colony_38.tiff,264,63.598,0.820,67320,67320,1.604,0.624,0.903
450,1 pat p30 7 day ctrl 10x 1_colony_39.tiff,322,77.598,0.672,82110,82110,1.577,0.634,0.870
451,1 pat p30 7 day ctrl 10x 1_colony_4.tiff,200,55.355,0.820,51000,51000,1.668,0.600,0.909
452,1 pat p30 7 day ctrl 10x 1_colony_40.tiff,151,45.113,0.932,38505,38505,1.211,0.826,0.918
453,1 pat p30 7 day ctrl 10x 1_colony_41.tiff,344,71.497,0.846,87720,87720,1.532,0.653,0.932
454,1 pat p30 7 day ctrl 10x 1_colony_42.tiff,361,73.598,0.838,92055,92055,1.614,0.619,0.940
455,1 pat p30 7 day ctrl 10x 1_colony_43.tiff,207,55.598,0.842,52785,52785,1.693,0.591,0.922
456,1 pat p30 7 day ctrl 10x 1_colony_44.tiff,176,48.527,0.939,44880,44880,1.321,0.757,0.929
457,1 pat p30 7 day ctrl 10x 1_colony_45.tiff,472,81.841,0.886,120360,120360,1.343,0.745,0.946
458,1 pat p30 7 day ctrl 10x 1_colony_46.tiff,239,59.012,0.862,60945,60945,1.301,0.769,0.893
459,1 pat p30 7 day ctrl 10x 1_colony_48.tiff,207,55.598,0.842,52785,52785,1.701,0.588,0.922
460,1 pat p30 7 day ctrl 10x 1_colony_49.tiff,233,56.184,0.928,59415,59415,1.164,0.859,0.930
461,1 pat p30 7 day ctrl 10x 1_colony_50.tiff,157,46.870,0.898,40035,40035,1.412,0.708,0.932
462,1 pat p30 7 day ctrl 10x 1_colony_51.tiff,261,59.841,0.916,66555,66555,1.329,0.752,0.932
463,1 pat p30 7 day ctrl 10x 1_colony_52.tiff,267,61.941,0.875,68085,68085,1.466,0.682,0.940
464,1 pat p30 7 day ctrl 10x 1_colony_53.tiff,285,64.184,0.869,72675,72675,1.495,0.669,0.936
465,1 pat p30 7 day ctrl 10x 1_colony_54.tiff,460,81.497,0.870,117300,117300,1.365,0.733,0.936
466,1 pat p30 7 day ctrl 10x 1_colony_55.tiff,180,50.527,0.886,45900,45900,1.248,0.801,0.914
467,1 pat p30 7 day ctrl 10x 1_colony_56.tiff,256,61.598,0.848,65280,65280,1.469,0.681,0.924
468,1 pat p30 7 day ctrl 10x 1_colony_57.tiff,197,55.355,0.808,50235,50235,1.760,0.568,0.910
469,1 pat p30 7 day ctrl 10x 1_colony_58.tiff,542,89.497,0.850,138210,138210,1.552,0.644,0.948
470,1 pat p30 7 day ctrl 10x 1_colony_59.tiff,288,64.426,0.872,73440,73440,1.392,0.718,0.920
471,1 pat p30 7 day ctrl 10x 1_colony_60.tiff,405,77.255,0.853,103275,103275,1.567,0.638,0.939
472,1 pat p30 7 day ctrl 10x 1_colony_61.tiff,214,54.184,0.916,54570,54570,1.293,0.773,0.926
473,1 pat p30 7 day ctrl 10x 1_colony_62.tiff,267,63.598,0.830,68085,68085,1.341,0.746,0.904
474,1 pat p30 7 day ctrl 10x 1_colony_63.tiff,193,50.527,0.950,49215,49215,1.252,0.799,0.935
475,1 pat p30 7 day ctrl 10x 1_colony_64.tiff,238,58.184,0.883,60690,60690,1.527,0.655,0.928
476,1 pat p30 7 day ctrl 10x 1_colony_65.tiff,213,56.770,0.831,54315,54315,1.517,0.659,0.901
477,1 pat p30 7 day ctrl 10x 1_colony_66.tiff,260,61.497,0.864,66300,66300,1.187,0.842,0.909
478,1 pat p30 7 day ctrl 10x 1_colony_67.tiff,216,53.941,0.933,55080,55080,1.118,0.894,0.931
479,1 pat p30 7 day ctrl 10x 1_colony_68.tiff,331,67.255,0.920,84405,84405,1.211,0.826,0.934
480,1 pat p30 7 day ctrl 10x 1_colony_69.tiff,183,50.527,0.901,46665,46665,1.325,0.754,0.917
481,1 pat p30 7 day ctrl 10x 1_colony_70.tiff,466,82.569,0.859,118830,118830,1.483,0.674,0.938
482,1 pat p30 7 day ctrl 10x 1_colony_71.tiff,220,55.598,0.894,56100,56100,1.255,0.797,0.915
483,1 pat p30 7 day ctrl 10x 1_colony_72.tiff,205,55.941,0.823,52275,52275,1.606,0.623,0.895
484,1 pat p30 7 day ctrl 10x 1_colony_73.tiff,346,68.770,0.919,88230,88230,1.307,0.765,0.948
485,1 pat p30 7 day ctrl 10x 1_colony_74.tiff,657,96.326,0.890,167535,167535,1.261,0.793,0.947
486,1 pat p30 7 day ctrl 10x 1_colony_75.tiff,322,65.598,0.940,82110,82110,1.157,0.864,0.947
487,1 pat p30 7 day ctrl 10x 1_colony_76.tiff,210,53.598,0.919,53550,53550,1.299,0.770,0.921
488,1 pat p30 7 day ctrl 10x 1_colony_77.tiff,273,63.841,0.842,69615,69615,1.437,0.696,0.915
489,1 pat p30 7 day ctrl 10x 1_colony_78.tiff,380,72.184,0.916,96900,96900,1.416,0.706,0.957
490,1 pat p30 7 day ctrl 10x 1_colony_8.tiff,298,67.355,0.825,75990,75990,1.590,0.629,0.933
491,1 pat p30 7 day ctrl 10x 1_colony_9.tiff,194,54.284,0.827,49470,49470,1.638,0.611,0.919
492,1 pat p30 7 day ctrl 10x 2_colony_100.tiff,312,65.598,0.911,79560,79560,1.150,0.870,0.940
493,1 pat p30 7 day ctrl 10x 2_colony_101.tiff,439,86.184,0.743,111945,111945,2.096,0.477,0.934
494,1 pat p30 7 day ctrl 10x 2_colony_102.tiff,320,66.184,0.918,81600,81600,1.186,0.843,0.944
495,1 pat p30 7 day ctrl 10x 2_colony_103.tiff,277,62.527,0.890,70635,70635,1.488,0.672,0.945
496,1 pat p30 7 day ctrl 10x 2_colony_104.tiff,267,61.598,0.884,68085,68085,1.307,0.765,0.925
497,1 pat p30 7 day ctrl 10x 2_colony_105.tiff,380,74.770,0.854,96900,96900,1.571,0.637,0.948
498,1 pat p30 7 day ctrl 10x 2_colony_106.tiff,349,70.912,0.872,88995,88995,1.613,0.620,0.927
499,1 pat p30 7 day ctrl 10x 2_colony_108.tiff,469,80.083,0.919,119595,119595,1.037,0.964,0.947
500,1 pat p30 7 day ctrl 10x 2_colony_109.tiff,245,58.527,0.899,62475,62475,1.394,0.717,0.935
501,1 pat p30 7 day ctrl 10x 2_colony_110.tiff,195,53.941,0.842,49725,49725,1.737,0.576,0.929
502,1 pat p30 7 day ctrl 10x 2_colony_111.tiff,236,58.770,0.859,60180,60180,1.611,0.621,0.931
503,1 pat p30 7 day ctrl 10x 2_colony_112.tiff,183,51.941,0.852,46665,46665,1.673,0.598,0.917
504,1 pat p30 7 day ctrl 10x 2_colony_113.tiff,295,67.497,0.814,75225,75225,1.830,0.546,0.923
505,1 pat p30 7 day ctrl 10x 2_colony_114.tiff,356,75.012,0.795,90780,90780,1.757,0.569,0.931
506,1 pat p30 7 day ctrl 10x 2_colony_115.tiff,298,67.255,0.828,75990,75990,1.516,0.660,0.916
507,1 pat p30 7 day ctrl 10x 2_colony_116.tiff,197,51.941,0.918,50235,50235,1.435,0.697,0.934
508,1 pat p30 7 day ctrl 10x 2_colony_117.tiff,256,63.255,0.804,65280,65280,1.580,0.633,0.906
509,1 pat p30 7 day ctrl 10x 2_colony_118.tiff,208,53.113,0.927,53040,53040,1.285,0.778,0.933
510,1 pat p30 7 day ctrl 10x 2_colony_119.tiff,292,67.113,0.815,74460,74460,1.383,0.723,0.923
511,1 pat p30 7 day ctrl 10x 2_colony_120.tiff,263,60.527,0.902,67065,67065,1.407,0.711,0.938
512,1 pat p30 7 day ctrl 10x 2_colony_121.tiff,280,63.012,0.886,71400,71400,1.304,0.767,0.929
513,1 pat p30 7 day ctrl 10x 2_colony_122.tiff,338,68.184,0.914,86190,86190,1.321,0.757,0.945
514,1 pat p30 7 day ctrl 10x 2_colony_123.tiff,212,54.527,0.896,54060,54060,1.256,0.796,0.928
515,1 pat p30 7 day ctrl 10x 2_colony_124.tiff,321,67.841,0.876,81855,81855,1.493,0.670,0.936
516,1 pat p30 7 day ctrl 10x 2_colony_125.tiff,995,124.711,0.804,253725,253725,1.555,0.643,0.933
517,1 pat p30 7 day ctrl 10x 2_colony_126.tiff,318,69.012,0.839,81090,81090,1.653,0.605,0.927
518,1 pat p30 7 day ctrl 10x 2_colony_127.tiff,251,61.255,0.841,64005,64005,1.635,0.612,0.928
519,1 pat p30 7 day ctrl 10x 2_colony_128.tiff,435,78.326,0.891,110925,110925,1.308,0.764,0.945
520,1 pat p30 7 day ctrl 10x 2_colony_129.tiff,396,77.255,0.834,100980,100980,1.703,0.587,0.943
521,1 pat p30 7 day ctrl 10x 2_colony_130.tiff,217,56.184,0.864,55335,55335,1.624,0.616,0.916
522,1 pat p30 7 day ctrl 10x 2_colony_131.tiff,244,60.426,0.840,62220,62220,1.735,0.576,0.922
523,1 pat p30 7 day ctrl 10x 2_colony_132.tiff,293,65.255,0.865,74715,74715,1.449,0.690,0.932
524,1 pat p30 7 day ctrl 10x 2_colony_133.tiff,463,81.255,0.881,118065,118065,1.267,0.790,0.942
525,1 pat p30 7 day ctrl 10x 2_colony_134.tiff,205,53.941,0.885,52275,52275,1.288,0.776,0.915
526,1 pat p30 7 day ctrl 10x 2_colony_135.tiff,263,61.841,0.864,67065,67065,1.347,0.743,0.915
527,1 pat p30 7 day ctrl 10x 2_colony_136.tiff,318,68.669,0.847,81090,81090,1.560,0.641,0.927
528,1 pat p30 7 day ctrl 10x 2_colony_137.tiff,253,58.527,0.928,64515,64515,1.072,0.933,0.937
529,1 pat p30 7 day ctrl 10x 2_colony_138.tiff,294,67.841,0.803,74970,74970,1.713,0.584,0.922
530,1 pat p30 7 day ctrl 10x 2_colony_139.tiff,341,68.083,0.924,86955,86955,1.269,0.788,0.942
531,1 pat p30 7 day ctrl 10x 2_colony_140.tiff,188,53.012,0.841,47940,47940,1.018,0.982,0.872
532,1 pat p30 7 day ctrl 10x 2_colony_141.tiff,181,51.113,0.871,46155,46155,1.618,0.618,0.928
533,1 pat p30 7 day ctrl 10x 2_colony_142.tiff,324,67.598,0.891,82620,82620,1.248,0.801,0.938
534,1 pat p30 7 day ctrl 10x 2_colony_143.tiff,313,66.426,0.891,79815,79815,1.406,0.711,0.933
535,1 pat p30 7 day ctrl 10x 2_colony_144.tiff,219,55.941,0.879,55845,55845,1.516,0.660,0.932
536,1 pat p30 7 day ctrl 10x 2_colony_145.tiff,295,64.184,0.900,75225,75225,1.362,0.734,0.938
537,1 pat p30 7 day ctrl 10x 2_colony_146.tiff,300,66.426,0.854,76500,76500,1.562,0.640,0.927
538,1 pat p30 7 day ctrl 10x 2_colony_147.tiff,242,60.669,0.826,61710,61710,1.522,0.657,0.911
539,1 pat p30 7 day ctrl 10x 2_colony_148.tiff,230,57.841,0.864,58650,58650,1.451,0.689,0.920
540,1 pat p30 7 day ctrl 10x 2_colony_149.tiff,243,59.841,0.853,61965,61965,1.608,0.622,0.922
541,1 pat p30 7 day ctrl 10x 2_colony_150.tiff,235,58.527,0.862,59925,59925,1.653,0.605,0.931
542,1 pat p30 7 day ctrl 10x 2_colony_151.tiff,190,52.284,0.873,48450,48450,1.593,0.628,0.938
543,1 pat p30 7 day ctrl 10x 2_colony_152.tiff,267,61.355,0.891,68085,68085,1.440,0.694,0.940
544,1 pat p30 7 day ctrl 10x 2_colony_153.tiff,284,64.184,0.866,72420,72420,1.347,0.743,0.919
545,1 pat p30 7 day ctrl 10x 2_colony_154.tiff,252,61.355,0.841,64260,64260,1.686,0.593,0.930
546,1 pat p30 7 day ctrl 10x 2_colony_155.tiff,352,69.255,0.922,89760,89760,1.233,0.811,0.942
547,1 pat p30 7 day ctrl 10x 2_colony_156.tiff,293,64.669,0.880,74715,74715,1.281,0.781,0.920
548,1 pat p30 7 day ctrl 10x 2_colony_157.tiff,209,55.841,0.842,53295,53295,1.699,0.588,0.915
549,1 pat p30 7 day ctrl 10x 2_colony_158.tiff,407,75.255,0.903,103785,103785,1.136,0.880,0.940
550,1 pat p30 7 day ctrl 10x 2_colony_159.tiff,376,76.083,0.816,95880,95880,1.697,0.589,0.928
551,1 pat p30 7 day ctrl 10x 2_colony_160.tiff,457,79.012,0.920,116535,116535,1.101,0.908,0.953
552,1 pat p30 7 day ctrl 10x 2_colony_161.tiff,264,62.184,0.858,67320,67320,1.276,0.783,0.923
553,1 pat p30 7 day ctrl 10x 2_colony_162.tiff,230,56.426,0.908,58650,58650,1.269,0.788,0.924
554,1 pat p30 7 day ctrl 10x 2_colony_163.tiff,841,108.811,0.893,214455,214455,1.298,0.770,0.961
555,1 pat p30 7 day ctrl 10x 2_colony_79.tiff,280,62.184,0.910,71400,71400,1.204,0.831,0.929
556,1 pat p30 7 day ctrl 10x 2_colony_80.tiff,279,62.770,0.890,71145,71145,1.352,0.739,0.938
557,1 pat p30 7 day ctrl 10x 2_colony_81.tiff,294,63.841,0.906,74970,74970,1.251,0.799,0.933
558,1 pat p30 7 day ctrl 10x 2_colony_82.tiff,278,62.184,0.903,70890,70890,1.221,0.819,0.938
559,1 pat p30 7 day ctrl 10x 2_colony_83.tiff,246,59.841,0.863,62730,62730,1.381,0.724,0.921
560,1 pat p30 7 day ctrl 10x 2_colony_84.tiff,310,67.841,0.846,79050,79050,1.638,0.610,0.927
561,1 pat p30 7 day ctrl 10x 2_colony_87.tiff,298,65.012,0.886,75990,75990,1.155,0.866,0.921
562,1 pat p30 7 day ctrl 10x 2_colony_90.tiff,273,62.426,0.880,69615,69615,1.462,0.684,0.927
563,1 pat p30 7 day ctrl 10x 2_colony_92.tiff,459,85.255,0.794,117045,117045,1.246,0.802,0.884
564,1 pat p30 7 day ctrl 10x 2_colony_93.tiff,204,53.113,0.909,52020,52020,1.253,0.798,0.929
565,1 pat p30 7 day ctrl 10x 2_colony_94.tiff,278,62.426,0.896,70890,70890,1.391,0.719,0.928
566,1 pat p30 7 day ctrl 10x 2_colony_95.tiff,251,58.426,0.924,64005,64005,1.158,0.864,0.930
567,1 pat p30 7 day ctrl 10x 2_colony_96.tiff,414,77.154,0.874,105570,105570,1.158,0.864,0.918
568,1 pat p30 7 day ctrl 10x 2_colony_97.tiff,349,69.497,0.908,88995,88995,1.202,0.832,0.937
569,1 pat p30 7 day ctrl 10x 2_colony_98.tiff,246,60.770,0.837,62730,62730,1.644,0.608,0.928
570,1 pat p30 7 day ctrl 10x 2_colony_99.tiff,246,59.941,0.860,62730,62730,1.554,0.643,0.930
571,1 pat p30 7 day ctrl 10x 3_colony_164.tiff,311,67.012,0.870,79305,79305,1.356,0.738,0.927
572,1 pat p30 7 day ctrl 10x 3_colony_165.tiff,235,58.184,0.872,59925,59925,1.463,0.683,0.922
573,1 pat p30 7 day ctrl 10x 3_colony_166.tiff,204,53.941,0.881,52020,52020,1.542,0.649,0.929
574,1 pat p30 7 day ctrl 10x 3_colony_167.tiff,307,65.355,0.903,78285,78285,1.480,0.676,0.950
575,1 pat p30 7 day ctrl 10x 3_colony_168.tiff,235,58.426,0.865,59925,59925,1.196,0.836,0.913
576,1 pat p30 7 day ctrl 10x 3_colony_169.tiff,192,52.184,0.886,48960,48960,1.525,0.656,0.914
577,1 pat p30 7 day ctrl 10x 3_colony_171.tiff,340,70.770,0.853,86700,86700,1.342,0.745,0.941
578,1 pat p30 7 day ctrl 10x 3_colony_172.tiff,213,57.355,0.814,54315,54315,1.618,0.618,0.899
579,1 pat p30 7 day ctrl 10x 3_colony_173.tiff,201,52.527,0.915,51255,51255,1.279,0.782,0.924
580,1 pat p30 7 day ctrl 10x 3_colony_178.tiff,239,59.012,0.862,60945,60945,1.388,0.720,0.914
581,1 pat p30 7 day ctrl 10x 3_colony_179.tiff,469,82.669,0.862,119595,119595,1.267,0.790,0.931
582,1 pat p30 7 day ctrl 10x 3_colony_180.tiff,300,65.012,0.892,76500,76500,1.438,0.696,0.938
583,1 pat p30 7 day ctrl 10x 3_colony_181.tiff,252,59.598,0.892,64260,64260,1.376,0.727,0.932
584,1 pat p30 7 day ctrl 10x 3_colony_182.tiff,494,83.497,0.890,125970,125970,1.320,0.757,0.946
585,1 pat p30 7 day ctrl 10x 3_colony_183.tiff,528,86.426,0.888,134640,134640,1.100,0.909,0.948
586,1 pat p30 7 day ctrl 10x 3_colony_184.tiff,276,61.012,0.932,70380,70380,1.260,0.793,0.942
587,1 pat p30 7 day ctrl 10x 3_colony_185.tiff,476,82.326,0.883,121380,121380,1.349,0.741,0.944
588,1 pat p30 7 day ctrl 10x 3_colony_186.tiff,346,73.012,0.816,88230,88230,1.436,0.697,0.919
589,1 pat p30 7 day ctrl 10x 3_colony_187.tiff,248,59.841,0.870,63240,63240,1.473,0.679,0.922
590,1 pat p30 7 day ctrl 10x 3_colony_188.tiff,307,66.083,0.883,78285,78285,1.424,0.702,0.929
591,1 pat p30 7 day ctrl 10x 3_colony_189.tiff,372,73.841,0.857,94860,94860,1.175,0.851,0.925
592,1 pat p30 7 day ctrl 10x 3_colony_190.tiff,423,77.598,0.883,107865,107865,1.214,0.823,0.931
593,1 pat p30 7 day ctrl 10x 3_colony_191.tiff,211,53.941,0.911,53805,53805,1.348,0.742,0.936
594,1 pat p30 7 day ctrl 10x 3_colony_192.tiff,388,79.255,0.776,98940,98940,1.608,0.622,0.895
595,1 pat p30 7 day ctrl 10x 3_colony_193.tiff,254,57.941,0.951,64770,64770,1.338,0.747,0.951
596,1 pat p30 7 day ctrl 10x 3_colony_194.tiff,223,57.355,0.852,56865,56865,1.684,0.594,0.927
597,1 pat p30 7 day ctrl 10x 3_colony_195.tiff,410,79.255,0.820,104550,104550,1.518,0.659,0.919
598,1 pat p30 7 day ctrl 10x 3_colony_196.tiff,223,55.012,0.926,56865,56865,1.124,0.890,0.923
599,1 pat p30 7 day ctrl 10x 3_colony_197.tiff,272,61.012,0.918,69360,69360,1.256,0.796,0.935
600,1 pat p30 7 day ctrl 10x 3_colony_198.tiff,198,51.941,0.922,50490,50490,1.409,0.710,0.932
601,1 pat p30 7 day ctrl 10x 3_colony_199.tiff,166,47.941,0.908,42330,42330,1.264,0.791,0.915
602,1 pat p30 7 day ctrl 10x 3_colony_200.tiff,255,60.770,0.868,65025,65025,1.441,0.694,0.927
603,1 pat p30 7 day ctrl 10x 3_colony_201.tiff,226,55.598,0.919,57630,57630,1.275,0.784,0.926
604,1 pat p30 7 day ctrl 10x 3_colony_202.tiff,217,55.698,0.879,55335,55335,1.554,0.644,0.931
605,1 pat p30 7 day ctrl 10x 3_colony_203.tiff,284,62.770,0.906,72420,72420,1.198,0.834,0.934
606,1 pat p30 7 day ctrl 10x 3_colony_204.tiff,332,67.598,0.913,84660,84660,1.129,0.886,0.937
607,1 pat p30 7 day ctrl 10x 3_colony_205.tiff,290,65.255,0.856,73950,73950,1.649,0.607,0.929
608,1 pat p30 7 day ctrl 10x 3_colony_206.tiff,239,57.598,0.905,60945,60945,1.425,0.702,0.932
609,1 pat p30 7 day ctrl 10x 3_colony_207.tiff,414,76.426,0.891,105570,105570,1.419,0.705,0.948
610,1 pat p30 7 day ctrl 10x 3_colony_208.tiff,294,63.598,0.913,74970,74970,1.342,0.745,0.939
611,1 pat p30 7 day ctrl 10x 3_colony_209.tiff,242,58.770,0.880,61710,61710,1.336,0.749,0.929
612,1 pat p30 7 day ctrl 10x 3_colony_210.tiff,258,59.012,0.931,65790,65790,1.300,0.769,0.936
613,1 pat p30 7 day ctrl 10x 3_colony_211.tiff,519,85.841,0.885,132345,132345,1.224,0.817,0.940
614,1 pat p30 7 day ctrl 10x 3_colony_212.tiff,394,73.255,0.923,100470,100470,1.126,0.888,0.944
615,1 pat p30 7 day ctrl 10x 3_colony_213.tiff,220,54.770,0.922,56100,56100,1.365,0.733,0.936
616,1 pat p30 7 day ctrl 10x 3_colony_214.tiff,262,61.841,0.861,66810,66810,1.281,0.781,0.905
617,1 pat p30 7 day ctrl 10x 3_colony_215.tiff,224,59.941,0.783,57120,57120,1.633,0.612,0.884
618,1 pat p30 7 day ctrl 10x 3_colony_216.tiff,294,65.012,0.874,74970,74970,1.349,0.741,0.926
619,1 pat p30 7 day ctrl 10x 3_colony_217.tiff,254,60.770,0.864,64770,64770,1.142,0.876,0.909
620,1 pat p30 7 day ctrl 10x 3_colony_218.tiff,231,57.355,0.882,58905,58905,1.352,0.739,0.945
621,1 pat p30 7 day ctrl 10x 3_colony_219.tiff,327,68.912,0.865,83385,83385,1.584,0.631,0.934
622,1 pat p30 7 day ctrl 10x 3_colony_220.tiff,211,53.355,0.931,53805,53805,1.250,0.800,0.936
623,1 pat p30 7 day ctrl 10x 3_colony_221.tiff,254,59.255,0.909,64770,64770,1.124,0.889,0.922
624,1 pat p30 7 day ctrl 10x 3_colony_222.tiff,265,61.841,0.871,67575,67575,1.291,0.775,0.911
625,1 pat p30 7 day ctrl 10x 3_colony_223.tiff,176,49.941,0.887,44880,44880,1.491,0.671,0.912
626,1 pat p30 7 day ctrl 10x 3_colony_224.tiff,175,50.284,0.870,44625,44625,1.353,0.739,0.916
627,1 pat p30 7 day ctrl 10x 3_colony_225.tiff,248,60.426,0.854,63240,63240,1.422,0.703,0.908
628,1 pat p30 7 day ctrl 10x 3_colony_226.tiff,211,53.355,0.931,53805,53805,1.189,0.841,0.930
629,1 pat p30 7 day ctrl 10x 3_colony_227.tiff,337,68.083,0.914,85935,85935,1.163,0.860,0.935
630,1 pat p30 7 day ctrl 10x 3_colony_228.tiff,297,65.355,0.874,75735,75735,1.482,0.675,0.946
631,1 pat p30 7 day ctrl 10x 3_colony_229.tiff,386,74.426,0.876,98430,98430,1.246,0.803,0.938
632,1 pat p30 7 day ctrl 10x 3_colony_230.tiff,281,61.841,0.923,71655,71655,1.208,0.828,0.937
633,1 pat p30 7 day ctrl 10x 3_colony_231.tiff,673,102.225,0.809,171615,171615,1.692,0.591,0.935
634,1 pat p30 7 day ctrl 10x 3_colony_232.tiff,282,63.598,0.876,71910,71910,1.495,0.669,0.934
635,1 pat p30 7 day ctrl 10x 3_colony_233.tiff,252,61.012,0.851,64260,64260,1.572,0.636,0.921
636,1 pat p30 7 day ctrl 10x 3_colony_234.tiff,262,61.012,0.884,66810,66810,1.101,0.908,0.924
637,1 pat p30 7 day ctrl 10x 3_colony_235.tiff,235,58.426,0.865,59925,59925,1.445,0.692,0.918
638,1 pat p30 7 day ctrl 10x 3_colony_236.tiff,294,65.012,0.874,74970,74970,1.365,0.733,0.923
639,1 pat p30 7 day ctrl 10x 3_colony_237.tiff,245,61.012,0.827,62475,62475,1.707,0.586,0.921
640,1 pat p30 7 day ctrl 10x 3_colony_238.tiff,488,84.426,0.860,124440,124440,1.493,0.670,0.949
641,1 pat p30 7 day ctrl 10x 3_colony_239.tiff,253,60.184,0.878,64515,64515,1.351,0.740,0.925
642,1 pat p30 7 day ctrl 10x 3_colony_240.tiff,293,65.598,0.856,74715,74715,1.566,0.639,0.929
643,1 pat p30 7 day ctrl 10x 3_colony_241.tiff,305,70.527,0.771,77775,77775,1.848,0.541,0.916
644,1 pat p30 7 day ctrl 10x 3_colony_242.tiff,377,71.497,0.927,96135,96135,1.013,0.987,0.939
645,1 pat p30 7 day ctrl 10x 3_colony_243.tiff,253,61.497,0.841,64515,64515,1.253,0.798,0.905
646,1 pat p30 7 day ctrl 10x 3_colony_244.tiff,331,68.326,0.891,84405,84405,1.312,0.762,0.925
647,1 pat p30 7 day ctrl 10x 3_colony_245.tiff,252,61.598,0.835,64260,64260,1.661,0.602,0.926
648,1 pat p30 7 day ctrl 10x 3_colony_246.tiff,346,70.083,0.885,88230,88230,1.447,0.691,0.936
649,1 pat p30 7 day ctrl 10x 3_colony_247.tiff,345,70.426,0.874,87975,87975,1.431,0.699,0.935
650,1 pat p30 7 day ctrl 10x 3_colony_248.tiff,214,58.527,0.785,54570,54570,1.877,0.533,0.911
651,1 pat p30 7 day ctrl 10x 3_colony_249.tiff,262,61.012,0.884,66810,66810,1.448,0.691,0.932
652,1 pat p30 7 day ctrl 10x 3_colony_250.tiff,275,63.841,0.848,70125,70125,1.687,0.593,0.934
653,1 pat p30 7 day ctrl 10x 3_colony_251.tiff,337,73.012,0.794,85935,85935,1.801,0.555,0.934
654,1 pat p30 7 day ctrl 10x 3_colony_252.tiff,199,54.184,0.852,50745,50745,1.456,0.687,0.909
