 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,IntDen,RawIntDen,AR,Round,Solidity
188,1 pat p30 7 day ctrl 10x 3_colony_205.tiff,290,65.255,24.672,14.966,44.716,0.856,73950,73950,1.649,0.607,0.929
189,1 pat p30 7 day ctrl 10x 3_colony_206.tiff,284,63.012,22.432,16.120,153.635,0.899,72420,72420,1.392,0.719,0.934
190,1 pat p30 7 day ctrl 10x 3_colony_207.tiff,414,76.426,27.351,19.272,168.961,0.891,105570,105570,1.419,0.705,0.948
191,1 pat p30 7 day ctrl 10x 3_colony_208.tiff,294,63.598,22.417,16.698,134.559,0.913,74970,74970,1.342,0.745,0.939
192,1 pat p30 7 day ctrl 10x 3_colony_209.tiff,242,58.770,20.286,15.189,144.953,0.880,61710,61710,1.336,0.749,0.929
193,1 pat p30 7 day ctrl 10x 3_colony_210.tiff,312,66.083,22.672,17.522,131.896,0.898,79560,79560,1.294,0.773,0.930
194,1 pat p30 7 day ctrl 10x 3_colony_211.tiff,519,85.841,28.436,23.239,159.931,0.885,132345,132345,1.224,0.817,0.940
195,1 pat p30 7 day ctrl 10x 3_colony_212.tiff,457,78.912,25.506,22.813,44.173,0.922,116535,116535,1.118,0.894,0.947
196,1 pat p30 7 day ctrl 10x 3_colony_213.tiff,285,62.426,21.535,16.850,38.581,0.919,72675,72675,1.278,0.782,0.941
197,1 pat p30 7 day ctrl 10x 3_colony_214.tiff,262,61.841,20.674,16.136,164.515,0.861,66810,66810,1.281,0.781,0.905
198,1 pat p30 7 day ctrl 10x 3_colony_215.tiff,337,69.355,24.511,17.506,43.293,0.880,85935,85935,1.400,0.714,0.943
199,1 pat p30 7 day ctrl 10x 3_colony_216.tiff,294,65.012,22.470,16.659,40.328,0.874,74970,74970,1.349,0.741,0.926
200,1 pat p30 7 day ctrl 10x 3_colony_217.tiff,254,60.770,19.214,16.831,14.253,0.864,64770,64770,1.142,0.876,0.909
201,1 pat p30 7 day ctrl 10x 3_colony_218.tiff,231,57.355,19.945,14.747,139.175,0.882,58905,58905,1.352,0.739,0.945
202,1 pat p30 7 day ctrl 10x 3_colony_219.tiff,327,68.912,25.681,16.212,141.626,0.865,83385,83385,1.584,0.631,0.934
203,1 pat p30 7 day ctrl 10x 3_colony_220.tiff,211,53.355,18.326,14.659,5.290,0.931,53805,53805,1.250,0.800,0.936
204,1 pat p30 7 day ctrl 10x 3_colony_221.tiff,254,59.255,19.068,16.961,47.114,0.909,64770,64770,1.124,0.889,0.922
205,1 pat p30 7 day ctrl 10x 3_colony_222.tiff,265,61.841,20.868,16.169,54.317,0.871,67575,67575,1.291,0.775,0.911
206,1 pat p30 7 day ctrl 10x 3_colony_223.tiff,256,59.941,21.946,14.853,152.281,0.895,65280,65280,1.478,0.677,0.948
207,1 pat p30 7 day ctrl 10x 3_colony_224.tiff,238,57.113,19.241,15.749,11.713,0.917,60690,60690,1.222,0.819,0.939
208,1 pat p30 7 day ctrl 10x 3_colony_225.tiff,248,60.426,21.190,14.902,138.061,0.854,63240,63240,1.422,0.703,0.908
209,1 pat p30 7 day ctrl 10x 3_colony_226.tiff,305,65.841,22.235,17.466,171.107,0.884,77775,77775,1.273,0.786,0.927
210,1 pat p30 7 day ctrl 10x 3_colony_227.tiff,337,68.083,22.337,19.210,27.464,0.914,85935,85935,1.163,0.860,0.935
211,1 pat p30 7 day ctrl 10x 3_colony_228.tiff,297,65.355,23.671,15.976,42.268,0.874,75735,75735,1.482,0.675,0.946
212,1 pat p30 7 day ctrl 10x 3_colony_229.tiff,432,78.669,25.866,21.265,89.685,0.877,110160,110160,1.216,0.822,0.942
213,1 pat p30 7 day ctrl 10x 3_colony_230.tiff,281,61.841,20.791,17.208,88.264,0.923,71655,71655,1.208,0.828,0.937
214,1 pat p30 7 day ctrl 10x 3_colony_231.tiff,832,114.125,42.251,25.072,54.525,0.803,212160,212160,1.685,0.593,0.945
215,1 pat p30 7 day ctrl 10x 3_colony_232.tiff,321,67.598,24.507,16.677,103.810,0.883,81855,81855,1.470,0.681,0.936
216,1 pat p30 7 day ctrl 10x 3_colony_233.tiff,252,61.012,22.458,14.287,159.167,0.851,64260,64260,1.572,0.636,0.921
217,1 pat p30 7 day ctrl 10x 3_colony_234.tiff,352,69.598,21.929,20.438,121.979,0.913,89760,89760,1.073,0.932,0.935
218,1 pat p30 7 day ctrl 10x 3_colony_235.tiff,317,68.669,24.421,16.528,103.012,0.845,80835,80835,1.478,0.677,0.928
219,1 pat p30 7 day ctrl 10x 3_colony_236.tiff,294,65.012,22.604,16.561,177.789,0.874,74970,74970,1.365,0.733,0.923
220,1 pat p30 7 day ctrl 10x 3_colony_237.tiff,245,61.012,23.077,13.518,35.801,0.827,62475,62475,1.707,0.586,0.921
221,1 pat p30 7 day ctrl 10x 3_colony_238.tiff,518,86.426,31.220,21.126,14.181,0.871,132090,132090,1.478,0.677,0.952
222,1 pat p30 7 day ctrl 10x 3_colony_239.tiff,253,60.184,20.865,15.439,63.459,0.878,64515,64515,1.351,0.740,0.925
223,1 pat p30 7 day ctrl 10x 3_colony_240.tiff,366,75.113,26.522,17.570,142.356,0.815,93330,93330,1.509,0.662,0.956
224,1 pat p30 7 day ctrl 10x 3_colony_241.tiff,305,70.527,26.788,14.497,86.956,0.771,77775,77775,1.848,0.541,0.916
225,1 pat p30 7 day ctrl 10x 3_colony_242.tiff,449,77.740,24.310,23.516,127.722,0.934,114495,114495,1.034,0.967,0.948
226,1 pat p30 7 day ctrl 10x 3_colony_243.tiff,253,61.497,20.089,16.035,51.297,0.841,64515,64515,1.253,0.798,0.905
227,1 pat p30 7 day ctrl 10x 3_colony_244.tiff,331,68.326,23.518,17.920,147.692,0.891,84405,84405,1.312,0.762,0.925
228,1 pat p30 7 day ctrl 10x 3_colony_245.tiff,331,69.255,25.248,16.692,19.538,0.867,84405,84405,1.513,0.661,0.932
229,1 pat p30 7 day ctrl 10x 3_colony_246.tiff,390,74.083,26.740,18.570,120.584,0.893,99450,99450,1.440,0.694,0.944
230,1 pat p30 7 day ctrl 10x 3_colony_247.tiff,345,70.426,25.072,17.520,18.732,0.874,87975,87975,1.431,0.699,0.935
231,1 pat p30 7 day ctrl 10x 3_colony_248.tiff,246,61.355,23.608,13.267,170.265,0.821,62730,62730,1.779,0.562,0.932
232,1 pat p30 7 day ctrl 10x 3_colony_249.tiff,326,68.426,24.415,17.001,33.244,0.875,83130,83130,1.436,0.696,0.931
233,1 pat p30 7 day ctrl 10x 3_colony_250.tiff,328,69.497,26.342,15.854,137.758,0.853,83640,83640,1.662,0.602,0.938
234,1 pat p30 7 day ctrl 10x 3_colony_251.tiff,377,75.598,28.936,16.589,178.884,0.829,96135,96135,1.744,0.573,0.941
235,1 pat p30 7 day ctrl 10x 3_colony_252.tiff,199,54.184,19.209,13.191,165.389,0.852,50745,50745,1.456,0.687,0.909
236,1 pat p30 7 day ctrl 10x 3_colony_253.tiff,260,63.255,22.551,14.680,153.151,0.817,66300,66300,1.536,0.651,0.908
237,1 pat p30 7 day ctrl 10x 3_colony_254.tiff,307,69.255,27.436,14.247,25.963,0.804,78285,78285,1.926,0.519,0.932
238,1 pat p30 7 day ctrl 10x 3_colony_255.tiff,366,71.012,24.745,18.833,112.306,0.912,93330,93330,1.314,0.761,0.947
239,1 pat p30 7 day ctrl 10x 3_colony_256.tiff,484,84.083,29.757,20.710,18.435,0.860,123420,123420,1.437,0.696,0.938
240,1 pat p30 7 day ctrl 10x 4_colony_257.tiff,318,68.083,24.940,16.235,142.213,0.862,81090,81090,1.536,0.651,0.930
241,1 pat p30 7 day ctrl 10x 4_colony_258.tiff,256,58.184,18.615,17.510,170.729,0.950,65280,65280,1.063,0.941,0.939
242,1 pat p30 7 day ctrl 10x 4_colony_259.tiff,722,101.640,35.735,25.725,30.409,0.878,184110,184110,1.389,0.720,0.944
243,1 pat p30 7 day ctrl 10x 4_colony_260.tiff,354,73.255,25.510,17.669,48.872,0.829,90270,90270,1.444,0.693,0.915
244,1 pat p30 7 day ctrl 10x 4_colony_261.tiff,298,63.255,21.663,17.515,63.749,0.936,75990,75990,1.237,0.809,0.942
245,1 pat p30 7 day ctrl 10x 4_colony_262.tiff,423,76.669,26.400,20.401,45.200,0.904,107865,107865,1.294,0.773,0.944
246,1 pat p30 7 day ctrl 10x 4_colony_265.tiff,266,59.598,21.262,15.929,141.436,0.941,67830,67830,1.335,0.749,0.947
247,1 pat p30 7 day ctrl 10x 4_colony_267.tiff,383,77.012,28.677,17.005,114.318,0.812,97665,97665,1.686,0.593,0.922
248,1 pat p30 7 day ctrl 10x 4_colony_268.tiff,325,69.012,23.294,17.764,92.216,0.858,82875,82875,1.311,0.763,0.930
249,1 pat p30 7 day ctrl 10x 4_colony_270.tiff,307,63.598,21.992,17.774,32.637,0.954,78285,78285,1.237,0.808,0.950
250,1 pat p30 7 day ctrl 10x 4_colony_272.tiff,342,67.841,22.490,19.362,70.196,0.934,87210,87210,1.162,0.861,0.947
251,1 pat p30 7 day ctrl 10x 4_colony_273.tiff,288,65.012,24.461,14.991,49.519,0.856,73440,73440,1.632,0.613,0.935
252,1 pat p30 7 day ctrl 10x 4_colony_274.tiff,222,54.770,19.523,14.478,41.306,0.930,56610,56610,1.348,0.742,0.935
253,1 pat p30 7 day ctrl 10x 4_colony_275.tiff,384,77.740,29.748,16.436,55.915,0.798,97920,97920,1.810,0.552,0.925
254,1 pat p30 7 day ctrl 10x 4_colony_276.tiff,258,60.770,22.700,14.471,98.540,0.878,65790,65790,1.569,0.637,0.935
255,1 pat p30 7 day ctrl 10x 4_colony_277.tiff,229,56.184,18.937,15.397,47.259,0.912,58395,58395,1.230,0.813,0.933
256,1 pat p30 7 day ctrl 10x 4_colony_278.tiff,241,56.527,19.865,15.447,161.587,0.948,61455,61455,1.286,0.778,0.947
257,1 pat p30 7 day ctrl 10x 4_colony_279.tiff,330,67.012,23.972,17.528,152.697,0.923,84150,84150,1.368,0.731,0.948
258,1 pat p30 7 day ctrl 10x 4_colony_280.tiff,453,80.770,28.635,20.142,79.677,0.873,115515,115515,1.422,0.703,0.955
259,1 pat p30 7 day ctrl 10x 4_colony_281.tiff,288,63.012,21.948,16.708,59.442,0.911,73440,73440,1.314,0.761,0.937
260,1 pat p30 7 day ctrl 10x 4_colony_282.tiff,203,52.527,18.124,14.261,178.779,0.925,51765,51765,1.271,0.787,0.929
261,1 pat p30 7 day ctrl 10x 4_colony_283.tiff,327,69.841,26.330,15.813,51.578,0.842,83385,83385,1.665,0.601,0.929
262,1 pat p30 7 day ctrl 10x 4_colony_284.tiff,391,73.841,25.540,19.493,113.503,0.901,99705,99705,1.310,0.763,0.949
263,1 pat p30 7 day ctrl 10x 4_colony_285.tiff,277,61.598,21.976,16.049,39.210,0.917,70635,70635,1.369,0.730,0.942
264,1 pat p30 7 day ctrl 10x 4_colony_286.tiff,366,71.497,25.776,18.079,142.312,0.900,93330,93330,1.426,0.701,0.941
265,1 pat p30 7 day ctrl 10x 4_colony_287.tiff,241,57.355,19.731,15.552,110.160,0.921,61455,61455,1.269,0.788,0.938
266,1 pat p30 7 day ctrl 10x 4_colony_288.tiff,293,64.426,22.056,16.914,100.866,0.887,74715,74715,1.304,0.767,0.926
267,1 pat p30 7 day ctrl 10x 4_colony_289.tiff,227,55.012,18.855,15.329,124.870,0.943,57885,57885,1.230,0.813,0.934
268,1 pat p30 7 day ctrl 10x 4_colony_290.tiff,424,80.669,29.779,18.129,151.191,0.819,108120,108120,1.643,0.609,0.930
269,1 pat p30 7 day ctrl 10x 4_colony_291.tiff,200,51.598,17.218,14.790,152.799,0.944,51000,51000,1.164,0.859,0.926
270,1 pat p30 7 day ctrl 10x 4_colony_292.tiff,305,65.012,23.101,16.810,102.451,0.907,77775,77775,1.374,0.728,0.941
271,1 pat p30 7 day ctrl 10x 4_colony_293.tiff,654,97.882,32.783,25.400,134.665,0.858,166770,166770,1.291,0.775,0.944
272,1 pat p30 7 day ctrl 10x 4_colony_294.tiff,340,76.083,27.395,15.802,73.251,0.738,86700,86700,1.734,0.577,0.883
273,1 pat p30 7 day ctrl 10x 4_colony_294.tiff,1,2.828,1.128,1.128,0.000,1.000,255,255,1.000,1.000,1.000
274,1 pat p30 7 day ctrl 10x 4_colony_295.tiff,353,72.770,25.974,17.304,87.005,0.838,90015,90015,1.501,0.666,0.930
275,1 pat p30 7 day ctrl 10x 4_colony_296.tiff,524,85.255,28.707,23.241,149.122,0.906,133620,133620,1.235,0.810,0.952
276,1 pat p30 7 day ctrl 10x 4_colony_297.tiff,228,55.113,18.915,15.348,117.613,0.943,58140,58140,1.232,0.811,0.944
277,1 pat p30 7 day ctrl 10x 4_colony_298.tiff,355,71.841,25.158,17.966,25.540,0.864,90525,90525,1.400,0.714,0.934
278,1 pat p30 7 day ctrl 10x 4_colony_299.tiff,331,69.497,24.837,16.968,145.067,0.861,84405,84405,1.464,0.683,0.923
279,1 pat p30 7 day ctrl 10x 4_colony_300.tiff,442,77.841,27.885,20.182,2.544,0.917,112710,112710,1.382,0.724,0.955
280,1 pat p30 7 day ctrl 10x 4_colony_301.tiff,409,76.326,26.395,19.729,9.026,0.882,104295,104295,1.338,0.747,0.937
281,1 pat p30 7 day ctrl 10x 4_colony_302.tiff,285,63.012,21.877,16.587,46.851,0.902,72675,72675,1.319,0.758,0.930
282,1 pat p30 7 day ctrl 10x 4_colony_303.tiff,354,72.326,24.770,18.196,31.385,0.850,90270,90270,1.361,0.735,0.916
283,1 pat p30 7 day ctrl 10x 4_colony_304.tiff,351,71.012,25.675,17.407,116.017,0.875,89505,89505,1.475,0.678,0.939
284,1 pat p30 7 day ctrl 10x 4_colony_306.tiff,228,57.941,18.759,15.475,84.356,0.853,58140,58140,1.212,0.825,0.898
285,1 pat p30 7 day ctrl 10x 4_colony_307.tiff,576,90.912,30.425,24.104,29.241,0.876,146880,146880,1.262,0.792,0.943
286,1 pat p30 7 day ctrl 10x 4_colony_308.tiff,479,84.184,32.025,19.044,5.235,0.849,122145,122145,1.682,0.595,0.951
287,1 pat p30 7 day ctrl 10x 4_colony_309.tiff,210,55.355,21.758,12.289,159.470,0.861,53550,53550,1.770,0.565,0.935
288,1 pat p30 7 day ctrl 10x 4_colony_310.tiff,327,67.255,24.072,17.296,38.322,0.908,83385,83385,1.392,0.719,0.933
289,1 pat p30 7 day ctrl 10x 4_colony_311.tiff,252,57.941,20.438,15.699,103.948,0.943,64260,64260,1.302,0.768,0.949
290,1 pat p30 7 day ctrl 10x 4_colony_312.tiff,527,88.326,30.790,21.793,4.247,0.849,134385,134385,1.413,0.708,0.943
291,1 pat p30 7 day ctrl 10x 4_colony_313.tiff,306,64.426,21.407,18.200,121.175,0.926,78030,78030,1.176,0.850,0.943
292,1 pat p30 7 day ctrl 10x 4_colony_314.tiff,195,52.770,18.547,13.386,147.234,0.880,49725,49725,1.386,0.722,0.911
293,1 pat p30 7 day ctrl 10x 4_colony_315.tiff,261,62.184,23.515,14.132,124.326,0.848,66555,66555,1.664,0.601,0.932
294,1 pat p30 7 day ctrl 10x 4_colony_317.tiff,259,63.255,23.572,13.990,156.594,0.813,66045,66045,1.685,0.593,0.906
295,1 pat p30 7 day ctrl 10x 4_colony_318.tiff,238,58.184,19.446,15.583,27.287,0.883,60690,60690,1.248,0.801,0.924
296,1 pat p30 7 day ctrl 10x 4_colony_319.tiff,175,51.698,19.475,11.441,6.404,0.823,44625,44625,1.702,0.587,0.919
297,1 pat p30 7 day ctrl 10x 4_colony_320.tiff,372,71.497,24.192,19.579,129.747,0.914,94860,94860,1.236,0.809,0.944
298,1 pat p30 7 day ctrl 10x 4_colony_321.tiff,328,67.012,21.903,19.067,178.381,0.918,83640,83640,1.149,0.871,0.941
299,1 pat p30 7 day ctrl 10x 4_colony_322.tiff,265,59.941,20.943,16.111,126.580,0.927,67575,67575,1.300,0.769,0.945
300,1 pat p30 7 day ctrl 10x 4_colony_323.tiff,247,58.184,20.368,15.440,119.225,0.917,62985,62985,1.319,0.758,0.929
301,1 pat p30 7 day ctrl 10x 4_colony_324.tiff,586,91.154,32.102,23.242,121.829,0.886,149430,149430,1.381,0.724,0.949
302,1 pat p30 7 day ctrl 10x 4_colony_325.tiff,285,62.184,20.243,17.926,38.669,0.926,72675,72675,1.129,0.886,0.938
303,1 pat p30 7 day ctrl 10x 4_colony_326.tiff,234,55.941,18.699,15.933,119.650,0.940,59670,59670,1.174,0.852,0.938
304,1 pat p30 7 day ctrl 10x 4_colony_327.tiff,472,87.740,31.626,19.002,109.249,0.770,120360,120360,1.664,0.601,0.917
305,1 pat p30 7 day ctrl 10x 4_colony_328.tiff,339,73.497,23.844,18.102,76.867,0.789,86445,86445,1.317,0.759,0.892
306,1 pat p30 7 day ctrl 10x 4_colony_329.tiff,299,64.770,22.507,16.915,11.721,0.896,76245,76245,1.331,0.752,0.940
307,1 pat p30 7 day ctrl 10x 4_colony_330.tiff,289,66.083,24.550,14.989,58.798,0.832,73695,73695,1.638,0.611,0.916
308,1 pat p30 7 day ctrl 10x 4_colony_331.tiff,388,74.669,27.066,18.252,152.434,0.875,98940,98940,1.483,0.674,0.934
309,1 pat p30 7 day ctrl 10x 4_colony_332.tiff,451,79.012,27.687,20.740,159.847,0.908,115005,115005,1.335,0.749,0.958
310,1 pat p30 7 day ctrl 10x 4_colony_333.tiff,253,59.598,19.928,16.165,113.870,0.895,64515,64515,1.233,0.811,0.917
311,1 pat p30 7 day ctrl 10x 4_colony_335.tiff,222,54.527,18.208,15.524,77.522,0.938,56610,56610,1.173,0.853,0.941
312,1 pat p30 7 day ctrl 10x 4_colony_336.tiff,259,59.598,19.734,16.710,48.087,0.916,66045,66045,1.181,0.847,0.927
313,1 pat p30 7 day ctrl 10x 4_colony_337.tiff,371,71.255,24.292,19.445,44.765,0.918,94605,94605,1.249,0.800,0.943
314,1 pat p30 7 day ctrl 10x 4_colony_338.tiff,659,94.912,31.918,26.288,179.241,0.919,168045,168045,1.214,0.824,0.960
315,1 pat p30 7 day ctrl 10x 4_colony_339.tiff,171,49.698,18.895,11.523,163.601,0.870,43605,43605,1.640,0.610,0.937
316,1 pat p30 7 day ctrl 10x 4_colony_340.tiff,243,61.497,21.020,14.719,43.476,0.807,61965,61965,1.428,0.700,0.903
317,1 pat p30 7 day ctrl 10x 4_colony_341.tiff,217,56.184,19.027,14.521,128.029,0.864,55335,55335,1.310,0.763,0.908
318,1 pat p30 7 day ctrl 10x 4_colony_342.tiff,302,67.497,23.979,16.035,133.718,0.833,77010,77010,1.495,0.669,0.914
319,1 pat p30 7 day ctrl 10x 4_colony_343.tiff,242,57.598,20.068,15.354,117.241,0.917,61710,61710,1.307,0.765,0.931
320,1 pat p30 7 day ctrl 10x 4_colony_344.tiff,353,70.669,25.341,17.736,68.916,0.888,90015,90015,1.429,0.700,0.940
321,1 pat p30 7 day ctrl 10x 4_colony_345.tiff,234,58.870,19.908,14.966,101.121,0.848,59670,59670,1.330,0.752,0.927
322,1 pat p30 7 day ctrl 10x 4_colony_346.tiff,241,56.527,19.071,16.090,52.468,0.948,61455,61455,1.185,0.844,0.943
