 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,IntDen,RawIntDen,AR,Round,Solidity
401,1 pat p17 7 day od 10x 8_colony_446.tiff,344,73.497,28.609,15.310,134.785,0.800,87720,87720,1.869,0.535,0.928
402,1 pat p17 7 day od 10x 8_colony_447.tiff,384,75.255,24.842,19.681,30.303,0.852,97920,97920,1.262,0.792,0.922
403,1 pat p17 7 day od 10x 8_colony_448.tiff,331,67.255,21.231,19.851,138.356,0.920,84405,84405,1.070,0.935,0.927
404,1 pat p17 7 day od 10x 8_colony_449.tiff,248,61.598,22.838,13.826,150.158,0.821,63240,63240,1.652,0.605,0.913
405,1 pat p17 7 day od 10x 8_colony_450.tiff,359,70.426,23.163,19.733,170.939,0.910,91545,91545,1.174,0.852,0.940
406,1 pat p17 7 day od 10x 8_colony_451.tiff,287,65.012,23.931,15.269,111.543,0.853,73185,73185,1.567,0.638,0.927
407,1 pat p17 7 day od 10x 8_colony_452.tiff,264,63.598,24.207,13.886,128.173,0.820,67320,67320,1.743,0.574,0.923
408,1 pat p17 7 day od 10x 8_colony_453.tiff,352,75.113,27.822,16.109,130.622,0.784,89760,89760,1.727,0.579,0.944
409,1 pat p17 7 day od 10x 8_colony_454.tiff,536,87.255,28.735,23.750,169.028,0.885,136680,136680,1.210,0.827,0.952
410,1 pat p17 7 day od 10x 8_colony_455.tiff,299,66.426,24.429,15.584,28.097,0.852,76245,76245,1.568,0.638,0.930
411,1 pat p17 7 day od 10x 8_colony_456.tiff,270,62.669,22.537,15.253,130.247,0.864,68850,68850,1.478,0.677,0.926
412,1 pat p17 7 day od 10x 8_colony_457.tiff,368,73.497,24.181,19.377,146.335,0.856,93840,93840,1.248,0.801,0.932
413,1 pat p17 7 day od 10x 8_colony_458.tiff,291,66.426,19.815,18.698,126.946,0.829,74205,74205,1.060,0.944,0.898
414,1 pat p17 7 day od 10x 8_colony_459.tiff,349,72.326,26.100,17.025,128.256,0.838,88995,88995,1.533,0.652,0.920
415,1 pat p17 7 day od 10x 8_colony_460.tiff,342,71.497,26.450,16.463,167.926,0.841,87210,87210,1.607,0.622,0.927
416,1 pat p17 7 day od 10x 8_colony_461.tiff,316,67.598,24.262,16.583,134.547,0.869,80580,80580,1.463,0.683,0.940
417,1 pat p17 7 day od 10x 8_colony_462.tiff,352,71.740,25.344,17.684,133.458,0.859,89760,89760,1.433,0.698,0.926
418,1 pat p17 7 day od 10x 8_colony_463.tiff,335,71.012,26.288,16.226,66.093,0.835,85425,85425,1.620,0.617,0.934
419,1 pat p17 7 day od 10x 8_colony_464.tiff,288,63.841,21.430,17.111,121.669,0.888,73440,73440,1.252,0.798,0.922
420,1 pat p17 7 day od 10x 8_colony_465.tiff,282,62.770,23.023,15.596,176.984,0.899,71910,71910,1.476,0.677,0.942
421,1 pat p17 7 day od 10x 8_colony_466.tiff,319,66.770,22.516,18.039,102.309,0.899,81345,81345,1.248,0.801,0.938
