 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,IntDen,RawIntDen,AR,Round,Solidity
196,1 pat p17 7 day od 10x 5_colony_218.tiff,395,73.255,25.582,19.660,149.767,0.925,100725,100725,1.301,0.769,0.951
197,1 pat p17 7 day od 10x 5_colony_219.tiff,245,57.698,20.744,15.038,14.442,0.925,62475,62475,1.379,0.725,0.950
198,1 pat p17 7 day od 10x 5_colony_220.tiff,413,75.598,23.606,22.276,6.681,0.908,105315,105315,1.060,0.944,0.943
199,1 pat p17 7 day od 10x 5_colony_221.tiff,498,85.154,31.410,20.187,50.182,0.863,126990,126990,1.556,0.643,0.942
200,1 pat p17 7 day od 10x 5_colony_222.tiff,439,78.426,27.735,20.153,67.637,0.897,111945,111945,1.376,0.727,0.948
201,1 pat p17 7 day od 10x 5_colony_223.tiff,243,58.527,20.045,15.435,8.918,0.891,61965,61965,1.299,0.770,0.931
202,1 pat p17 7 day od 10x 5_colony_224.tiff,443,82.083,31.248,18.051,60.980,0.826,112965,112965,1.731,0.578,0.933
203,1 pat p17 7 day od 10x 5_colony_225.tiff,807,111.397,40.197,25.562,97.655,0.817,205785,205785,1.573,0.636,0.938
204,1 pat p17 7 day od 10x 5_colony_226.tiff,258,62.184,21.189,15.503,139.633,0.838,65790,65790,1.367,0.732,0.921
205,1 pat p17 7 day od 10x 5_colony_227.tiff,329,68.770,25.129,16.670,17.465,0.874,83895,83895,1.507,0.663,0.943
206,1 pat p17 7 day od 10x 5_colony_228.tiff,319,68.184,25.765,15.764,176.282,0.862,81345,81345,1.634,0.612,0.941
207,1 pat p17 7 day od 10x 5_colony_229.tiff,508,84.669,30.127,21.470,172.547,0.890,129540,129540,1.403,0.713,0.950
208,1 pat p17 7 day od 10x 5_colony_230.tiff,420,76.669,26.542,20.148,17.789,0.898,107100,107100,1.317,0.759,0.942
209,1 pat p17 7 day od 10x 5_colony_231.tiff,291,62.184,20.797,17.815,171.069,0.946,74205,74205,1.167,0.857,0.948
210,1 pat p17 7 day od 10x 5_colony_232.tiff,354,69.012,22.286,20.225,149.652,0.934,90270,90270,1.102,0.907,0.948
211,1 pat p17 7 day od 10x 5_colony_233.tiff,490,84.669,30.877,20.205,167.570,0.859,124950,124950,1.528,0.654,0.949
212,1 pat p17 7 day od 10x 5_colony_234.tiff,306,66.770,23.693,16.444,150.982,0.863,78030,78030,1.441,0.694,0.942
213,1 pat p17 7 day od 10x 5_colony_235.tiff,317,66.184,23.636,17.077,151.147,0.909,80835,80835,1.384,0.722,0.943
214,1 pat p17 7 day od 10x 5_colony_236.tiff,341,68.184,23.361,18.585,107.144,0.922,86955,86955,1.257,0.796,0.949
215,1 pat p17 7 day od 10x 5_colony_237.tiff,361,71.012,23.689,19.403,48.654,0.900,92055,92055,1.221,0.819,0.938
216,1 pat p17 7 day od 10x 5_colony_238.tiff,443,83.154,30.749,18.344,42.225,0.805,112965,112965,1.676,0.597,0.930
217,1 pat p17 7 day od 10x 5_colony_239.tiff,1023,132.953,41.377,31.479,25.261,0.727,260865,260865,1.314,0.761,0.899
218,1 pat p17 7 day od 10x 5_colony_240.tiff,348,70.426,26.382,16.795,152.404,0.882,88740,88740,1.571,0.637,0.944
219,1 pat p17 7 day od 10x 5_colony_241.tiff,443,81.397,26.238,21.497,80.664,0.840,112965,112965,1.221,0.819,0.922
220,1 pat p17 7 day od 10x 5_colony_242.tiff,475,87.012,34.525,17.517,6.851,0.788,121125,121125,1.971,0.507,0.945
221,1 pat p17 7 day od 10x 5_colony_243.tiff,450,80.669,26.603,21.537,123.916,0.869,114750,114750,1.235,0.810,0.935
222,1 pat p17 7 day od 10x 5_colony_244.tiff,238,61.113,22.446,13.500,99.230,0.801,60690,60690,1.663,0.601,0.917
223,1 pat p17 7 day od 10x 5_colony_245.tiff,311,70.426,24.792,15.972,163.832,0.788,79305,79305,1.552,0.644,0.908
224,1 pat p17 7 day od 10x 5_colony_248.tiff,248,60.426,23.163,13.632,34.437,0.854,63240,63240,1.699,0.589,0.931
225,1 pat p17 7 day od 10x 5_colony_249.tiff,364,75.497,30.182,15.355,41.891,0.803,92820,92820,1.966,0.509,0.943
226,1 pat p17 7 day od 10x 5_colony_250.tiff,274,64.426,22.146,15.753,21.947,0.830,69870,69870,1.406,0.711,0.913
227,1 pat p17 7 day od 10x 5_colony_252.tiff,198,56.527,22.611,11.150,10.064,0.779,50490,50490,2.028,0.493,0.912
228,1 pat p17 7 day od 10x 5_colony_254.tiff,353,72.083,26.757,16.798,19.706,0.854,90015,90015,1.593,0.628,0.924
229,1 pat p17 7 day od 10x 5_colony_255.tiff,365,72.912,25.165,18.468,144.656,0.863,93075,93075,1.363,0.734,0.924
230,1 pat p17 7 day od 10x 5_colony_256.tiff,250,60.426,22.752,13.991,156.297,0.860,63750,63750,1.626,0.615,0.929
231,1 pat p17 7 day od 10x 5_colony_257.tiff,379,72.426,24.370,19.801,161.666,0.908,96645,96645,1.231,0.813,0.942
232,1 pat p17 7 day od 10x 5_colony_258.tiff,750,107.740,38.112,25.056,93.923,0.812,191250,191250,1.521,0.657,0.928
233,1 pat p17 7 day od 10x 5_colony_261.tiff,152,45.456,15.800,12.249,25.293,0.924,38760,38760,1.290,0.775,0.933
234,1 pat p17 7 day od 10x 5_colony_262.tiff,273,62.184,20.203,17.205,125.948,0.887,69615,69615,1.174,0.852,0.932
235,1 pat p17 7 day od 10x 5_colony_263.tiff,453,79.497,25.216,22.874,16.720,0.901,115515,115515,1.102,0.907,0.942
236,1 pat p17 7 day od 10x 5_colony_264.tiff,284,64.426,22.932,15.768,17.500,0.860,72420,72420,1.454,0.688,0.927
237,1 pat p17 7 day od 10x 5_colony_266.tiff,369,74.669,27.380,17.159,58.374,0.832,94095,94095,1.596,0.627,0.917
238,1 pat p17 7 day od 10x 5_colony_267.tiff,243,57.355,20.244,15.283,11.132,0.928,61965,61965,1.325,0.755,0.938
239,1 pat p17 7 day od 10x 5_colony_268.tiff,306,66.184,24.026,16.216,122.963,0.878,78030,78030,1.482,0.675,0.936
240,1 pat p17 7 day od 10x 5_colony_269.tiff,257,59.355,19.786,16.538,109.236,0.917,65535,65535,1.196,0.836,0.938
241,1 pat p17 7 day od 10x 5_colony_270.tiff,295,63.355,22.341,16.813,174.885,0.924,75225,75225,1.329,0.753,0.947
242,1 pat p17 7 day od 10x 5_colony_271.tiff,340,71.012,26.483,16.346,110.952,0.847,86700,86700,1.620,0.617,0.938
243,1 pat p17 7 day od 10x 5_colony_272.tiff,346,71.012,25.454,17.307,97.375,0.862,88230,88230,1.471,0.680,0.938
244,1 pat p17 7 day od 10x 5_colony_273.tiff,478,81.255,27.615,22.039,56.989,0.910,121890,121890,1.253,0.798,0.951
245,1 pat p17 7 day od 10x 5_colony_274.tiff,326,68.284,23.241,17.860,82.386,0.879,83130,83130,1.301,0.768,0.953
246,1 pat p17 7 day od 10x 5_colony_276.tiff,330,67.012,24.031,17.485,166.653,0.923,84150,84150,1.374,0.728,0.948
247,1 pat p17 7 day od 10x 5_colony_277.tiff,347,69.012,22.585,19.563,170.495,0.916,88485,88485,1.154,0.866,0.939
248,1 pat p17 7 day od 10x 5_colony_278.tiff,252,59.841,20.743,15.468,148.247,0.884,64260,64260,1.341,0.746,0.923
249,1 pat p17 7 day od 10x 5_colony_280.tiff,353,68.426,21.655,20.755,17.856,0.947,90015,90015,1.043,0.958,0.949
250,1 pat p17 7 day od 10x 5_colony_281.tiff,411,76.669,26.496,19.750,102.603,0.879,104805,104805,1.342,0.745,0.933
251,1 pat p17 7 day od 10x 5_colony_283.tiff,259,59.355,20.631,15.984,79.178,0.924,66045,66045,1.291,0.775,0.940
252,1 pat p17 7 day od 10x 5_colony_284.tiff,455,82.569,31.117,18.618,36.928,0.839,116025,116025,1.671,0.598,0.939
253,1 pat p17 7 day od 10x 6_colony_286.tiff,290,65.598,24.301,15.195,149.991,0.847,73950,73950,1.599,0.625,0.927
254,1 pat p17 7 day od 10x 6_colony_287.tiff,462,82.083,30.219,19.465,39.119,0.862,117810,117810,1.552,0.644,0.944
255,1 pat p17 7 day od 10x 6_colony_288.tiff,418,78.083,28.796,18.482,142.851,0.862,106590,106590,1.558,0.642,0.940
256,1 pat p17 7 day od 10x 6_colony_289.tiff,376,71.841,25.408,18.842,38.385,0.915,95880,95880,1.348,0.742,0.948
257,1 pat p17 7 day od 10x 6_colony_290.tiff,386,74.326,27.316,17.992,136.653,0.878,98430,98430,1.518,0.659,0.935
258,1 pat p17 7 day od 10x 6_colony_292.tiff,326,67.255,23.136,17.941,41.944,0.906,83130,83130,1.290,0.775,0.941
259,1 pat p17 7 day od 10x 6_colony_295.tiff,327,69.355,23.324,17.851,166.021,0.854,83385,83385,1.307,0.765,0.938
260,1 pat p17 7 day od 10x 6_colony_296.tiff,298,63.941,22.406,16.934,98.837,0.916,75990,75990,1.323,0.756,0.948
261,1 pat p17 7 day od 10x 6_colony_297.tiff,460,89.154,29.312,19.981,141.299,0.727,117300,117300,1.467,0.682,0.865
262,1 pat p17 7 day od 10x 6_colony_298.tiff,479,82.569,31.013,19.665,129.456,0.883,122145,122145,1.577,0.634,0.951
263,1 pat p17 7 day od 10x 6_colony_299.tiff,394,76.669,27.650,18.143,172.623,0.842,100470,100470,1.524,0.656,0.929
264,1 pat p17 7 day od 10x 6_colony_300.tiff,385,75.255,26.757,18.320,3.322,0.854,98175,98175,1.461,0.685,0.930
265,1 pat p17 7 day od 10x 6_colony_301.tiff,506,86.912,31.986,20.142,162.605,0.842,129030,129030,1.588,0.630,0.947
266,1 pat p17 7 day od 10x 6_colony_302.tiff,378,72.669,26.400,18.231,133.251,0.900,96390,96390,1.448,0.691,0.949
267,1 pat p17 7 day od 10x 6_colony_303.tiff,387,75.497,27.775,17.740,36.655,0.853,98685,98685,1.566,0.639,0.936
268,1 pat p17 7 day od 10x 6_colony_304.tiff,423,78.669,27.127,19.854,30.558,0.859,107865,107865,1.366,0.732,0.938
269,1 pat p17 7 day od 10x 6_colony_305.tiff,315,67.255,25.230,15.896,25.740,0.875,80325,80325,1.587,0.630,0.933
270,1 pat p17 7 day od 10x 6_colony_306.tiff,336,67.012,23.179,18.456,120.809,0.940,85680,85680,1.256,0.796,0.949
271,1 pat p17 7 day od 10x 6_colony_308.tiff,426,78.912,27.420,19.781,1.011,0.860,108630,108630,1.386,0.721,0.935
272,1 pat p17 7 day od 10x 6_colony_309.tiff,530,84.912,28.585,23.607,15.337,0.924,135150,135150,1.211,0.826,0.952
273,1 pat p17 7 day od 10x 6_colony_310.tiff,470,81.154,27.236,21.972,30.514,0.897,119850,119850,1.240,0.807,0.942
274,1 pat p17 7 day od 10x 6_colony_311.tiff,548,86.326,29.979,23.274,133.384,0.924,139740,139740,1.288,0.776,0.956
275,1 pat p17 7 day od 10x 6_colony_312.tiff,525,85.740,27.081,24.683,171.103,0.897,133875,133875,1.097,0.911,0.940
276,1 pat p17 7 day od 10x 6_colony_313.tiff,366,73.355,27.315,17.060,100.641,0.855,93330,93330,1.601,0.625,0.937
277,1 pat p17 7 day od 10x 6_colony_314.tiff,446,79.255,27.911,20.345,32.551,0.892,113730,113730,1.372,0.729,0.945
278,1 pat p17 7 day od 10x 6_colony_315.tiff,289,64.083,21.235,17.328,168.604,0.884,73695,73695,1.225,0.816,0.928
279,1 pat p17 7 day od 10x 6_colony_316.tiff,339,67.598,23.314,18.513,149.348,0.932,86445,86445,1.259,0.794,0.951
280,1 pat p17 7 day od 10x 6_colony_317.tiff,376,77.255,27.241,17.574,123.277,0.792,95880,95880,1.550,0.645,0.914
281,1 pat p17 7 day od 10x 6_colony_318.tiff,308,65.941,23.182,16.917,164.378,0.890,78540,78540,1.370,0.730,0.949
282,1 pat p17 7 day od 10x 6_colony_319.tiff,431,78.326,27.521,19.940,143.982,0.883,109905,109905,1.380,0.725,0.939
283,1 pat p17 7 day od 10x 6_colony_320.tiff,404,75.497,25.151,20.452,150.452,0.891,103020,103020,1.230,0.813,0.935
284,1 pat p17 7 day od 10x 6_colony_321.tiff,382,74.912,26.792,18.154,134.625,0.855,97410,97410,1.476,0.678,0.929
285,1 pat p17 7 day od 10x 6_colony_322.tiff,273,61.841,19.952,17.422,167.525,0.897,69615,69615,1.145,0.873,0.930
286,1 pat p17 7 day od 10x 6_colony_323.tiff,583,90.326,30.524,24.319,31.460,0.898,148665,148665,1.255,0.797,0.950
287,1 pat p17 7 day od 10x 6_colony_324.tiff,253,59.355,22.440,14.355,42.732,0.902,64515,64515,1.563,0.640,0.944
288,1 pat p17 7 day od 10x 6_colony_325.tiff,296,65.598,23.273,16.194,161.924,0.864,75480,75480,1.437,0.696,0.925
289,1 pat p17 7 day od 10x 6_colony_326.tiff,434,80.083,30.067,18.378,42.778,0.850,110670,110670,1.636,0.611,0.933
290,1 pat p17 7 day od 10x 6_colony_327.tiff,388,75.497,26.134,18.903,25.558,0.855,98940,98940,1.383,0.723,0.932
291,1 pat p17 7 day od 10x 6_colony_328.tiff,313,69.012,26.105,15.266,109.848,0.826,79815,79815,1.710,0.585,0.926
292,1 pat p17 7 day od 10x 6_colony_329.tiff,500,84.912,30.142,21.120,9.890,0.871,127500,127500,1.427,0.701,0.944
293,1 pat p17 7 day od 10x 6_colony_330.tiff,381,74.326,25.304,19.171,40.260,0.867,97155,97155,1.320,0.758,0.928
294,1 pat p17 7 day od 10x 6_colony_331.tiff,317,67.598,24.437,16.517,23.852,0.872,80835,80835,1.480,0.676,0.936
295,1 pat p17 7 day od 10x 6_colony_332.tiff,290,65.255,23.430,15.759,31.351,0.856,73950,73950,1.487,0.673,0.921
296,1 pat p17 7 day od 10x 6_colony_333.tiff,337,68.770,25.346,16.929,147.377,0.895,85935,85935,1.497,0.668,0.951
297,1 pat p17 7 day od 10x 6_colony_334.tiff,369,74.184,26.678,17.611,85.510,0.843,94095,94095,1.515,0.660,0.941
298,1 pat p17 7 day od 10x 6_colony_335.tiff,262,62.184,22.802,14.630,38.526,0.851,66810,66810,1.559,0.642,0.927
299,1 pat p17 7 day od 10x 6_colony_336.tiff,331,70.426,23.952,17.595,81.649,0.839,84405,84405,1.361,0.735,0.907
300,1 pat p17 7 day od 10x 6_colony_337.tiff,295,68.083,22.863,16.428,95.406,0.800,75225,75225,1.392,0.719,0.891
301,1 pat p17 7 day od 10x 6_colony_338.tiff,447,82.426,30.123,18.894,105.483,0.827,113985,113985,1.594,0.627,0.944
302,1 pat p17 7 day od 10x 6_colony_339.tiff,460,93.255,31.541,18.569,179.353,0.665,117300,117300,1.699,0.589,0.884
303,1 pat p17 7 day od 10x 6_colony_340.tiff,623,99.054,35.801,22.157,40.152,0.798,158865,158865,1.616,0.619,0.932
304,1 pat p17 7 day od 10x 6_colony_341.tiff,336,69.497,24.496,17.464,120.763,0.874,85680,85680,1.403,0.713,0.927
305,1 pat p17 7 day od 10x 6_colony_342.tiff,336,73.255,27.935,15.314,62.561,0.787,85680,85680,1.824,0.548,0.918
306,1 pat p17 7 day od 10x 6_colony_343.tiff,389,74.184,25.003,19.809,156.682,0.888,99195,99195,1.262,0.792,0.942
307,1 pat p17 7 day od 10x 7_colony_344.tiff,475,83.740,31.294,19.326,42.936,0.851,121125,121125,1.619,0.618,0.937
308,1 pat p17 7 day od 10x 7_colony_345.tiff,386,76.912,27.540,17.846,35.717,0.820,98430,98430,1.543,0.648,0.931
309,1 pat p17 7 day od 10x 7_colony_346.tiff,369,73.255,26.698,17.598,74.798,0.864,94095,94095,1.517,0.659,0.943
310,1 pat p17 7 day od 10x 7_colony_347.tiff,322,66.770,24.094,17.016,85.785,0.908,82110,82110,1.416,0.706,0.947
311,1 pat p17 7 day od 10x 7_colony_350.tiff,400,77.740,27.343,18.626,45.560,0.832,102000,102000,1.468,0.681,0.907
312,1 pat p17 7 day od 10x 7_colony_350.tiff,1,2.828,1.128,1.128,0.000,1.000,255,255,1.000,1.000,1.000
313,1 pat p17 7 day od 10x 7_colony_353.tiff,298,66.184,24.501,15.486,162.323,0.855,75990,75990,1.582,0.632,0.930
314,1 pat p17 7 day od 10x 7_colony_354.tiff,331,72.326,28.088,15.004,135.113,0.795,84405,84405,1.872,0.534,0.922
315,1 pat p17 7 day od 10x 7_colony_355.tiff,410,74.426,24.575,21.242,166.566,0.930,104550,104550,1.157,0.864,0.949
316,1 pat p17 7 day od 10x 7_colony_356.tiff,343,70.083,22.911,19.061,39.104,0.878,87465,87465,1.202,0.832,0.922
317,1 pat p17 7 day od 10x 7_colony_357.tiff,380,72.426,26.359,18.356,154.602,0.910,96900,96900,1.436,0.696,0.951
318,1 pat p17 7 day od 10x 7_colony_358.tiff,265,67.355,28.297,11.924,9.545,0.734,67575,67575,2.373,0.421,0.927
319,1 pat p17 7 day od 10x 7_colony_359.tiff,265,61.012,21.481,15.707,44.988,0.895,67575,67575,1.368,0.731,0.936
320,1 pat p17 7 day od 10x 7_colony_360.tiff,471,85.397,29.858,20.085,148.643,0.812,120105,120105,1.487,0.673,0.915
321,1 pat p17 7 day od 10x 7_colony_361.tiff,369,70.770,23.419,20.062,174.232,0.926,94095,94095,1.167,0.857,0.946
322,1 pat p17 7 day od 10x 7_colony_362.tiff,341,68.184,24.028,18.069,176.059,0.922,86955,86955,1.330,0.752,0.947
323,1 pat p17 7 day od 10x 7_colony_363.tiff,364,71.598,25.930,17.873,111.278,0.892,92820,92820,1.451,0.689,0.945
324,1 pat p17 7 day od 10x 7_colony_364.tiff,423,77.255,24.692,21.812,156.310,0.891,107865,107865,1.132,0.883,0.937
325,1 pat p17 7 day od 10x 7_colony_365.tiff,304,69.012,26.162,14.795,125.251,0.802,77520,77520,1.768,0.565,0.927
326,1 pat p17 7 day od 10x 7_colony_366.tiff,307,67.255,24.583,15.901,62.800,0.853,78285,78285,1.546,0.647,0.929
327,1 pat p17 7 day od 10x 7_colony_367.tiff,314,66.184,23.803,16.796,28.188,0.901,80070,80070,1.417,0.706,0.940
328,1 pat p17 7 day od 10x 7_colony_368.tiff,278,61.598,20.301,17.436,103.540,0.921,70890,70890,1.164,0.859,0.924
329,1 pat p17 7 day od 10x 7_colony_369.tiff,616,91.841,30.847,25.426,170.335,0.918,157080,157080,1.213,0.824,0.961
330,1 pat p17 7 day od 10x 7_colony_370.tiff,300,66.184,23.462,16.280,36.999,0.861,76500,76500,1.441,0.694,0.938
331,1 pat p17 7 day od 10x 7_colony_371.tiff,442,85.054,32.701,17.210,125.815,0.768,112710,112710,1.900,0.526,0.918
332,1 pat p17 7 day od 10x 7_colony_372.tiff,381,74.912,25.297,19.177,141.919,0.853,97155,97155,1.319,0.758,0.925
333,1 pat p17 7 day od 10x 7_colony_373.tiff,365,71.841,25.360,18.326,123.831,0.889,93075,93075,1.384,0.723,0.942
334,1 pat p17 7 day od 10x 7_colony_374.tiff,420,78.083,24.291,22.015,95.810,0.866,107100,107100,1.103,0.906,0.934
335,1 pat p17 7 day od 10x 7_colony_375.tiff,429,78.912,27.867,19.601,129.168,0.866,109395,109395,1.422,0.703,0.935
336,1 pat p17 7 day od 10x 7_colony_376.tiff,310,66.426,23.951,16.479,147.851,0.883,79050,79050,1.453,0.688,0.935
337,1 pat p17 7 day od 10x 7_colony_377.tiff,304,64.184,22.343,17.324,147.754,0.927,77520,77520,1.290,0.775,0.944
338,1 pat p17 7 day od 10x 7_colony_378.tiff,405,76.912,26.296,19.610,145.768,0.860,103275,103275,1.341,0.746,0.924
339,1 pat p17 7 day od 10x 7_colony_379.tiff,323,71.255,26.021,15.805,73.890,0.799,82365,82365,1.646,0.607,0.926
340,1 pat p17 7 day od 10x 7_colony_380.tiff,596,93.154,32.833,23.112,94.937,0.863,151980,151980,1.421,0.704,0.945
341,1 pat p17 7 day od 10x 7_colony_381.tiff,389,72.669,24.589,20.142,134.592,0.926,99195,99195,1.221,0.819,0.945
342,1 pat p17 7 day od 10x 7_colony_382.tiff,226,56.527,21.141,13.611,178.488,0.889,57630,57630,1.553,0.644,0.932
343,1 pat p17 7 day od 10x 7_colony_383.tiff,312,65.355,22.479,17.672,101.899,0.918,79560,79560,1.272,0.786,0.944
344,1 pat p17 7 day od 10x 7_colony_384.tiff,347,71.255,24.904,17.741,36.049,0.859,88485,88485,1.404,0.712,0.922
345,1 pat p17 7 day od 10x 7_colony_385.tiff,226,53.941,18.719,15.372,23.156,0.976,57630,57630,1.218,0.821,0.950
346,1 pat p17 7 day od 10x 7_colony_386.tiff,446,79.012,26.168,21.701,97.541,0.898,113730,113730,1.206,0.829,0.946
347,1 pat p17 7 day od 10x 7_colony_387.tiff,407,76.083,24.232,21.385,92.633,0.884,103785,103785,1.133,0.883,0.932
348,1 pat p17 7 day od 10x 7_colony_388.tiff,342,71.255,25.312,17.203,85.084,0.846,87210,87210,1.471,0.680,0.913
349,1 pat p17 7 day od 10x 7_colony_389.tiff,356,73.355,27.060,16.750,104.407,0.831,90780,90780,1.616,0.619,0.937
350,1 pat p17 7 day od 10x 7_colony_390.tiff,836,110.468,36.726,28.983,111.217,0.861,213180,213180,1.267,0.789,0.940
351,1 pat p17 7 day od 10x 7_colony_391.tiff,284,63.255,20.620,17.536,53.695,0.892,72420,72420,1.176,0.850,0.922
352,1 pat p17 7 day od 10x 7_colony_392.tiff,285,63.355,22.687,15.995,117.164,0.892,72675,72675,1.418,0.705,0.939
353,1 pat p17 7 day od 10x 7_colony_393.tiff,318,68.770,25.779,15.706,102.507,0.845,81090,81090,1.641,0.609,0.938
354,1 pat p17 7 day od 10x 7_colony_394.tiff,268,62.770,22.636,15.075,55.543,0.855,68340,68340,1.502,0.666,0.904
355,1 pat p17 7 day od 10x 7_colony_395.tiff,392,76.083,27.901,17.888,134.043,0.851,99960,99960,1.560,0.641,0.927
356,1 pat p17 7 day od 10x 7_colony_396.tiff,270,61.355,20.348,16.895,5.057,0.901,68850,68850,1.204,0.830,0.929
357,1 pat p17 7 day od 10x 7_colony_397.tiff,271,62.184,22.720,15.187,144.804,0.881,69105,69105,1.496,0.668,0.936
358,1 pat p17 7 day od 10x 7_colony_398.tiff,305,68.669,26.197,14.824,136.162,0.813,77775,77775,1.767,0.566,0.917
359,1 pat p17 7 day od 10x 7_colony_399.tiff,261,61.598,21.008,15.818,88.880,0.864,66555,66555,1.328,0.753,0.913
360,1 pat p17 7 day od 10x 7_colony_400.tiff,351,70.083,24.454,18.275,1.451,0.898,89505,89505,1.338,0.747,0.937
361,1 pat p17 7 day od 10x 7_colony_401.tiff,540,87.255,31.820,21.608,136.040,0.891,137700,137700,1.473,0.679,0.956
362,1 pat p17 7 day od 10x 7_colony_402.tiff,392,75.154,23.737,21.027,61.355,0.872,99960,99960,1.129,0.886,0.928
363,1 pat p17 7 day od 10x 7_colony_403.tiff,286,63.012,23.016,15.821,105.076,0.905,72930,72930,1.455,0.687,0.938
364,1 pat p17 7 day od 10x 7_colony_404.tiff,256,65.598,21.879,14.898,50.005,0.748,65280,65280,1.469,0.681,0.889
365,1 pat p17 7 day od 10x 7_colony_405.tiff,287,66.426,21.743,16.806,127.318,0.817,73185,73185,1.294,0.773,0.904
366,1 pat p17 7 day od 10x 7_colony_406.tiff,615,92.326,28.460,27.514,30.789,0.907,156825,156825,1.034,0.967,0.948
367,1 pat p17 7 day od 10x 7_colony_407.tiff,687,99.397,33.932,25.778,138.696,0.874,175185,175185,1.316,0.760,0.948
368,1 pat p17 7 day od 10x 7_colony_408.tiff,308,67.255,25.017,15.676,139.159,0.856,78540,78540,1.596,0.627,0.932
369,1 pat p17 7 day od 10x 7_colony_409.tiff,275,63.698,21.979,15.931,76.221,0.852,70125,70125,1.380,0.725,0.932
370,1 pat p17 7 day od 10x 8_colony_410.tiff,415,74.669,26.313,20.081,68.487,0.935,105825,105825,1.310,0.763,0.954
371,1 pat p17 7 day od 10x 8_colony_411.tiff,448,79.497,24.796,23.004,101.162,0.891,114240,114240,1.078,0.928,0.938
372,1 pat p17 7 day od 10x 8_colony_412.tiff,553,85.841,28.696,24.537,124.758,0.943,141015,141015,1.170,0.855,0.964
373,1 pat p17 7 day od 10x 8_colony_413.tiff,378,74.669,28.028,17.172,149.103,0.852,96390,96390,1.632,0.613,0.941
374,1 pat p17 7 day od 10x 8_colony_417.tiff,255,60.184,22.913,14.170,22.733,0.885,65025,65025,1.617,0.618,0.941
375,1 pat p17 7 day od 10x 8_colony_418.tiff,438,81.497,30.701,18.165,27.711,0.829,111690,111690,1.690,0.592,0.940
376,1 pat p17 7 day od 10x 8_colony_419.tiff,229,57.941,21.645,13.470,168.543,0.857,58395,58395,1.607,0.622,0.931
377,1 pat p17 7 day od 10x 8_colony_420.tiff,368,72.326,25.241,18.563,145.201,0.884,93840,93840,1.360,0.735,0.933
378,1 pat p17 7 day od 10x 8_colony_421.tiff,453,80.426,29.116,19.809,4.201,0.880,115515,115515,1.470,0.680,0.951
379,1 pat p17 7 day od 10x 8_colony_422.tiff,388,84.669,28.192,17.523,145.536,0.680,98940,98940,1.609,0.622,0.867
380,1 pat p17 7 day od 10x 8_colony_423.tiff,318,65.941,22.198,18.240,20.861,0.919,81090,81090,1.217,0.822,0.948
381,1 pat p17 7 day od 10x 8_colony_424.tiff,548,90.569,33.709,20.699,144.478,0.840,139740,139740,1.629,0.614,0.940
382,1 pat p17 7 day od 10x 8_colony_425.tiff,290,64.184,22.149,16.670,160.119,0.885,73950,73950,1.329,0.753,0.927
383,1 pat p17 7 day od 10x 8_colony_426.tiff,346,69.255,22.049,19.980,27.854,0.907,88230,88230,1.104,0.906,0.938
384,1 pat p17 7 day od 10x 8_colony_427.tiff,455,81.497,26.328,22.004,118.750,0.861,116025,116025,1.197,0.836,0.917
385,1 pat p17 7 day od 10x 8_colony_428.tiff,266,62.426,22.828,14.836,115.727,0.858,67830,67830,1.539,0.650,0.925
386,1 pat p17 7 day od 10x 8_colony_429.tiff,343,68.669,22.937,19.040,14.367,0.914,87465,87465,1.205,0.830,0.940
387,1 pat p17 7 day od 10x 8_colony_430.tiff,272,61.598,22.432,15.439,42.659,0.901,69360,69360,1.453,0.688,0.933
388,1 pat p17 7 day od 10x 8_colony_431.tiff,353,72.083,23.428,19.185,40.946,0.854,90015,90015,1.221,0.819,0.927
389,1 pat p17 7 day od 10x 8_colony_432.tiff,321,67.012,22.968,17.795,177.992,0.898,81855,81855,1.291,0.775,0.939
390,1 pat p17 7 day od 10x 8_colony_433.tiff,322,65.012,22.001,18.635,33.272,0.957,82110,82110,1.181,0.847,0.950
391,1 pat p17 7 day od 10x 8_colony_434.tiff,348,73.841,28.150,15.740,33.973,0.802,88740,88740,1.788,0.559,0.919
392,1 pat p17 7 day od 10x 8_colony_435.tiff,257,59.598,20.723,15.790,108.963,0.909,65535,65535,1.312,0.762,0.933
393,1 pat p17 7 day od 10x 8_colony_436.tiff,565,91.497,34.057,21.123,101.108,0.848,144075,144075,1.612,0.620,0.949
394,1 pat p17 7 day od 10x 8_colony_437.tiff,420,78.770,27.977,19.114,9.085,0.851,107100,107100,1.464,0.683,0.938
395,1 pat p17 7 day od 10x 8_colony_439.tiff,347,71.841,27.378,16.138,37.295,0.845,88485,88485,1.697,0.589,0.937
396,1 pat p17 7 day od 10x 8_colony_440.tiff,347,71.841,26.646,16.581,74.824,0.845,88485,88485,1.607,0.622,0.927
397,1 pat p17 7 day od 10x 8_colony_441.tiff,339,71.255,25.319,17.048,84.224,0.839,86445,86445,1.485,0.673,0.921
398,1 pat p17 7 day od 10x 8_colony_442.tiff,492,84.083,31.153,20.108,41.035,0.874,125460,125460,1.549,0.645,0.950
399,1 pat p17 7 day od 10x 8_colony_444.tiff,310,67.598,25.097,15.727,165.544,0.853,79050,79050,1.596,0.627,0.932
400,1 pat p17 7 day od 10x 8_colony_445.tiff,694,101.054,34.647,25.503,89.683,0.854,176970,176970,1.359,0.736,0.946
