 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,7 pat ctrl KI67 (561) 60X_0001_C001T001_colony_2.tiff,3550,225.480,73.769,61.272,88.982,0.877,905250,905250,1.204,0.831,0.974
2,7 pat ctrl KI67 (561) 60X_0001_C001T001_colony_6.tiff,4648,257.279,87.419,67.697,83.819,0.882,1185240,1185240,1.291,0.774,0.979
3,7 pat ctrl KI67 (561) 60X_0001_C001T001_colony_8.tiff,3221,217.137,75.919,54.020,6.524,0.858,821355,821355,1.405,0.712,0.967
4,7 pat ctrl KI67 (561) 60X_C001T001_colony_10.tiff,4236,247.723,82.858,65.093,174.645,0.867,1080180,1080180,1.273,0.786,0.970
5,7 pat ctrl KI67 (561) 60X_C001T001_colony_11.tiff,4047,246.693,85.233,60.455,34.562,0.836,1031985,1031985,1.410,0.709,0.967
6,7 pat ctrl KI67 (561) 60X_C001T001_colony_2.tiff,4207,243.865,82.521,64.911,116.046,0.889,1072785,1072785,1.271,0.787,0.976
7,7 pat ctrl KI67 (561) 60X_C001T001_colony_3.tiff,4674,258.492,92.180,64.559,138.267,0.879,1191870,1191870,1.428,0.700,0.979
8,7 pat ctrl KI67 (561) 60X_C001T001_colony_4.tiff,4956,263.078,84.213,74.931,141.348,0.900,1263780,1263780,1.124,0.890,0.978
9,7 pat ctrl KI67 (561) 60X_C001T001_colony_5.tiff,4451,264.978,91.241,62.112,152.974,0.797,1135005,1135005,1.469,0.681,0.952
10,7 pat ctrl KI67 (561) 60X_C001T001_colony_6.tiff,4482,251.037,82.042,69.558,167.898,0.894,1142910,1142910,1.179,0.848,0.978
11,7 pat ctrl KI67 (561) 60X_C001T001_colony_7.tiff,7125,330.434,120.894,75.040,19.152,0.820,1816875,1816875,1.611,0.621,0.976
12,7 pat ctrl KI67 (561) 60X_C001T001_colony_8.tiff,4455,255.078,86.396,65.655,23.612,0.860,1136025,1136025,1.316,0.760,0.966
13,7 pat ctrl KI67 (561)_0001_C001T001_colony_10.tiff,2274,183.137,65.465,44.227,38.361,0.852,579870,579870,1.480,0.676,0.961
14,7 pat ctrl KI67 (561)_0001_C001T001_colony_11.tiff,2399,186.066,66.464,45.958,47.414,0.871,611745,611745,1.446,0.691,0.968
15,7 pat ctrl KI67 (561)_0001_C001T001_colony_13.tiff,1798,159.681,54.241,42.206,125.560,0.886,458490,458490,1.285,0.778,0.968
16,7 pat ctrl KI67 (561)_0001_C001T001_colony_14.tiff,1668,157.782,52.896,40.150,18.391,0.842,425340,425340,1.317,0.759,0.957
17,7 pat ctrl KI67 (561)_0001_C001T001_colony_15.tiff,2442,189.723,67.822,45.844,26.149,0.853,622710,622710,1.479,0.676,0.965
18,7 pat ctrl KI67 (561)_0001_C001T001_colony_16.tiff,1670,157.196,56.363,37.725,82.632,0.849,425850,425850,1.494,0.669,0.962
19,7 pat ctrl KI67 (561)_0001_C001T001_colony_2.tiff,1948,166.853,57.140,43.407,51.982,0.879,496740,496740,1.316,0.760,0.972
20,7 pat ctrl KI67 (561)_0001_C001T001_colony_4.tiff,1796,161.439,56.756,40.291,73.069,0.866,457980,457980,1.409,0.710,0.968
21,7 pat ctrl KI67 (561)_0001_C001T001_colony_6.tiff,2506,191.581,67.331,47.389,18.437,0.858,639030,639030,1.421,0.704,0.966
22,7 pat ctrl KI67 (561)_0001_C001T001_colony_7.tiff,1847,168.167,59.623,39.442,68.752,0.821,470985,470985,1.512,0.662,0.951
23,7 pat ctrl KI67 (561)_0001_C001T001_colony_8.tiff,2061,172.167,58.305,45.007,160.584,0.874,525555,525555,1.295,0.772,0.964
24,7 pat ctrl KI67 (561)_0001_C001T001_colony_9.tiff,1956,165.338,56.265,44.263,49.238,0.899,498780,498780,1.271,0.787,0.970
25,7 pat ctrl KI67 (561)_0002_C001T001_colony_10.tiff,1942,169.681,59.816,41.338,103.200,0.848,495210,495210,1.447,0.691,0.963
26,7 pat ctrl KI67 (561)_0002_C001T001_colony_11.tiff,2288,186.267,67.056,43.444,74.065,0.829,583440,583440,1.543,0.648,0.966
27,7 pat ctrl KI67 (561)_0002_C001T001_colony_12.tiff,1920,168.267,59.291,41.231,107.932,0.852,489600,489600,1.438,0.695,0.966
28,7 pat ctrl KI67 (561)_0002_C001T001_colony_13.tiff,1935,166.167,57.176,43.090,118.072,0.881,493425,493425,1.327,0.754,0.966
29,7 pat ctrl KI67 (561)_0002_C001T001_colony_15.tiff,2066,173.338,58.593,44.895,66.288,0.864,526830,526830,1.305,0.766,0.963
30,7 pat ctrl KI67 (561)_0002_C001T001_colony_17.tiff,2600,194.752,67.859,48.784,92.888,0.861,663000,663000,1.391,0.719,0.966
31,7 pat ctrl KI67 (561)_0002_C001T001_colony_18.tiff,2048,170.024,55.976,46.584,88.986,0.890,522240,522240,1.202,0.832,0.967
32,7 pat ctrl KI67 (561)_0002_C001T001_colony_2.tiff,2309,183.966,69.041,42.582,133.496,0.857,588795,588795,1.621,0.617,0.973
33,7 pat ctrl KI67 (561)_0002_C001T001_colony_3.tiff,1956,168.853,58.386,42.655,82.320,0.862,498780,498780,1.369,0.731,0.962
34,7 pat ctrl KI67 (561)_0002_C001T001_colony_4.tiff,1624,154.953,54.877,37.679,103.501,0.850,414120,414120,1.456,0.687,0.965
35,7 pat ctrl KI67 (561)_0002_C001T001_colony_5.tiff,2139,172.995,57.837,47.088,140.237,0.898,545445,545445,1.228,0.814,0.972
36,7 pat ctrl KI67 (561)_0002_C001T001_colony_6.tiff,2889,200.894,69.209,53.149,133.426,0.900,736695,736695,1.302,0.768,0.977
37,7 pat ctrl KI67 (561)_0002_C001T001_colony_7.tiff,1784,160.024,53.997,42.066,157.838,0.875,454920,454920,1.284,0.779,0.964
38,7 pat ctrl KI67 (561)_0002_C001T001_colony_8.tiff,2279,180.995,61.911,46.869,104.953,0.874,581145,581145,1.321,0.757,0.968
39,7 pat ctrl KI67 (561)_0002_C001T001_colony_9.tiff,1236,131.296,45.124,34.876,34.686,0.901,315180,315180,1.294,0.773,0.968
40,7 pat ctrl KI67 (561)_0003_C001T001_colony_12.tiff,1873,164.024,55.117,43.268,179.556,0.875,477615,477615,1.274,0.785,0.962
41,7 pat ctrl KI67 (561)_0003_C001T001_colony_13.tiff,2169,176.167,57.347,48.157,113.578,0.878,553095,553095,1.191,0.840,0.965
42,7 pat ctrl KI67 (561)_0003_C001T001_colony_14.tiff,2363,183.238,63.029,47.734,62.808,0.884,602565,602565,1.320,0.757,0.968
43,7 pat ctrl KI67 (561)_0003_C001T001_colony_15.tiff,3471,219.723,71.783,61.566,78.863,0.903,885105,885105,1.166,0.858,0.977
44,7 pat ctrl KI67 (561)_0003_C001T001_colony_17.tiff,2262,180.752,63.361,45.455,105.342,0.870,576810,576810,1.394,0.717,0.972
45,7 pat ctrl KI67 (561)_0003_C001T001_colony_18.tiff,1748,156.510,54.265,41.014,40.939,0.897,445740,445740,1.323,0.756,0.969
46,7 pat ctrl KI67 (561)_0003_C001T001_colony_19.tiff,2283,180.409,63.982,45.432,148.928,0.881,582165,582165,1.408,0.710,0.972
47,7 pat ctrl KI67 (561)_0003_C001T001_colony_20.tiff,2632,195.823,67.922,49.338,56.186,0.863,671160,671160,1.377,0.726,0.970
48,7 pat ctrl KI67 (561)_0003_C001T001_colony_21.tiff,1835,168.894,63.144,37.001,43.769,0.808,467925,467925,1.707,0.586,0.957
49,7 pat ctrl KI67 (561)_0003_C001T001_colony_22.tiff,2675,193.137,63.695,53.472,58.830,0.901,682125,682125,1.191,0.840,0.974
50,7 pat ctrl KI67 (561)_0003_C001T001_colony_23.tiff,1776,158.024,53.641,42.156,42.016,0.894,452880,452880,1.272,0.786,0.969
51,7 pat ctrl KI67 (561)_0003_C001T001_colony_24.tiff,1909,167.924,59.129,41.107,68.550,0.851,486795,486795,1.438,0.695,0.960
52,7 pat ctrl KI67 (561)_0003_C001T001_colony_25.tiff,1974,166.853,55.135,45.586,21.037,0.891,503370,503370,1.209,0.827,0.970
53,7 pat ctrl KI67 (561)_0003_C001T001_colony_26.tiff,1802,158.510,53.658,42.759,29.210,0.901,459510,459510,1.255,0.797,0.969
54,7 pat ctrl KI67 (561)_0003_C001T001_colony_27.tiff,2029,171.823,58.398,44.238,41.012,0.864,517395,517395,1.320,0.758,0.963
55,7 pat ctrl KI67 (561)_0003_C001T001_colony_28.tiff,2251,181.095,63.917,44.841,7.448,0.863,574005,574005,1.425,0.702,0.972
56,7 pat ctrl KI67 (561)_0003_C001T001_colony_29.tiff,1673,156.024,53.877,39.537,21.361,0.864,426615,426615,1.363,0.734,0.963
57,7 pat ctrl KI67 (561)_0003_C001T001_colony_5.tiff,2351,186.995,66.283,45.161,24.708,0.845,599505,599505,1.468,0.681,0.965
58,7 pat ctrl KI67 (561)_0003_C001T001_colony_6.tiff,1933,175.095,67.167,36.643,71.728,0.792,492915,492915,1.833,0.546,0.966
59,7 pat ctrl KI67 (561)_0003_C001T001_colony_7.tiff,1743,156.368,53.565,41.431,94.524,0.896,444465,444465,1.293,0.773,0.970
60,7 pat ctrl KI67 (561)_0003_C001T001_colony_8.tiff,2103,171.581,56.042,47.779,146.641,0.898,536265,536265,1.173,0.853,0.969
61,7 pat ctrl KI67 (561)_0003_C001T001_colony_9.tiff,3547,231.380,82.310,54.868,75.062,0.833,904485,904485,1.500,0.667,0.966
62,7 pat ctrl KI67 (561)_0004_C001T001_colony_10.tiff,2584,190.409,63.127,52.118,108.895,0.896,658920,658920,1.211,0.826,0.975
63,7 pat ctrl KI67 (561)_0004_C001T001_colony_11.tiff,1770,157.439,51.515,43.747,173.596,0.897,451350,451350,1.178,0.849,0.967
64,7 pat ctrl KI67 (561)_0004_C001T001_colony_12.tiff,1985,172.267,64.134,39.408,10.324,0.841,506175,506175,1.627,0.614,0.969
65,7 pat ctrl KI67 (561)_0004_C001T001_colony_13.tiff,1982,171.823,59.413,42.475,119.033,0.844,505410,505410,1.399,0.715,0.954
66,7 pat ctrl KI67 (561)_0004_C001T001_colony_14.tiff,2050,174.167,62.067,42.054,108.730,0.849,522750,522750,1.476,0.678,0.966
67,7 pat ctrl KI67 (561)_0004_C001T001_colony_15.tiff,1960,167.924,57.129,43.683,38.462,0.873,499800,499800,1.308,0.765,0.965
68,7 pat ctrl KI67 (561)_0004_C001T001_colony_16.tiff,1468,143.539,47.770,39.127,20.811,0.895,374340,374340,1.221,0.819,0.965
69,7 pat ctrl KI67 (561)_0004_C001T001_colony_17.tiff,1546,147.439,49.131,40.065,29.572,0.894,394230,394230,1.226,0.815,0.965
70,7 pat ctrl KI67 (561)_0004_C001T001_colony_19.tiff,1563,146.610,45.673,43.572,46.170,0.914,398565,398565,1.048,0.954,0.968
71,7 pat ctrl KI67 (561)_0004_C001T001_colony_2.tiff,1584,148.711,50.086,40.267,84.820,0.900,403920,403920,1.244,0.804,0.970
72,7 pat ctrl KI67 (561)_0004_C001T001_colony_21.tiff,1744,157.539,53.451,41.544,73.477,0.883,444720,444720,1.287,0.777,0.967
73,7 pat ctrl KI67 (561)_0004_C001T001_colony_22.tiff,2391,186.995,66.079,46.071,138.933,0.859,609705,609705,1.434,0.697,0.966
74,7 pat ctrl KI67 (561)_0004_C001T001_colony_23.tiff,1932,167.196,59.407,41.408,104.352,0.868,492660,492660,1.435,0.697,0.971
75,7 pat ctrl KI67 (561)_0004_C001T001_colony_24.tiff,1529,146.853,51.054,38.132,43.046,0.891,389895,389895,1.339,0.747,0.967
76,7 pat ctrl KI67 (561)_0004_C001T001_colony_25.tiff,2080,171.439,59.089,44.819,77.956,0.889,530400,530400,1.318,0.758,0.969
77,7 pat ctrl KI67 (561)_0004_C001T001_colony_3.tiff,3828,234.551,78.219,62.312,101.307,0.874,976140,976140,1.255,0.797,0.974
78,7 pat ctrl KI67 (561)_0004_C001T001_colony_4.tiff,2467,192.510,70.414,44.609,104.389,0.837,629085,629085,1.578,0.634,0.970
79,7 pat ctrl KI67 (561)_0004_C001T001_colony_5.tiff,2149,175.924,61.625,44.401,73.422,0.873,547995,547995,1.388,0.721,0.970
80,7 pat ctrl KI67 (561)_0004_C001T001_colony_6.tiff,2230,177.095,59.775,47.500,83.085,0.894,568650,568650,1.258,0.795,0.972
81,7 pat ctrl KI67 (561)_0004_C001T001_colony_7.tiff,2663,199.924,70.541,48.066,90.289,0.837,679065,679065,1.468,0.681,0.954
82,7 pat ctrl KI67 (561)_0004_C001T001_colony_8.tiff,2087,172.309,57.702,46.051,50.556,0.883,532185,532185,1.253,0.798,0.964
83,7 pat ctrl KI67 (561)_0005_C001T001_colony_10.tiff,1764,159.439,53.387,42.070,153.432,0.872,449820,449820,1.269,0.788,0.962
84,7 pat ctrl KI67 (561)_0005_C001T001_colony_11.tiff,2126,176.409,59.086,45.813,164.108,0.858,542130,542130,1.290,0.775,0.961
85,7 pat ctrl KI67 (561)_0005_C001T001_colony_12.tiff,2032,174.610,63.970,40.444,177.306,0.838,518160,518160,1.582,0.632,0.966
86,7 pat ctrl KI67 (561)_0005_C001T001_colony_13.tiff,1909,164.853,52.437,46.353,177.321,0.883,486795,486795,1.131,0.884,0.966
87,7 pat ctrl KI67 (561)_0005_C001T001_colony_2.tiff,2244,177.924,62.234,45.910,107.657,0.891,572220,572220,1.356,0.738,0.974
88,7 pat ctrl KI67 (561)_0005_C001T001_colony_3.tiff,1800,161.095,55.603,41.218,59.886,0.872,459000,459000,1.349,0.741,0.966
89,7 pat ctrl KI67 (561)_0005_C001T001_colony_4.tiff,2073,173.196,62.839,42.003,90.344,0.868,528615,528615,1.496,0.668,0.974
90,7 pat ctrl KI67 (561)_0005_C001T001_colony_5.tiff,2363,185.681,64.087,46.947,111.155,0.861,602565,602565,1.365,0.733,0.969
91,7 pat ctrl KI67 (561)_0005_C001T001_colony_6.tiff,1775,162.995,60.538,37.332,51.164,0.840,452625,452625,1.622,0.617,0.963
92,7 pat ctrl KI67 (561)_0005_C001T001_colony_7.tiff,2318,180.652,58.451,50.493,74.857,0.893,591090,591090,1.158,0.864,0.968
93,7 pat ctrl KI67 (561)_0005_C001T001_colony_8.tiff,2001,169.439,56.887,44.786,108.020,0.876,510255,510255,1.270,0.787,0.966
94,7 pat ctrl KI67 (561)_0005_C001T001_colony_9.tiff,2290,179.581,60.605,48.110,45.854,0.892,583950,583950,1.260,0.794,0.969
95,7 pat ctrl KI67 (561)_0006_C001T001_colony_10.tiff,1473,143.681,48.835,38.405,44.445,0.897,375615,375615,1.272,0.786,0.967
96,7 pat ctrl KI67 (561)_0006_C001T001_colony_11.tiff,2008,169.581,60.876,41.998,120.700,0.877,512040,512040,1.450,0.690,0.972
97,7 pat ctrl KI67 (561)_0006_C001T001_colony_12.tiff,1869,164.167,57.379,41.473,53.743,0.871,476595,476595,1.384,0.723,0.964
98,7 pat ctrl KI67 (561)_0006_C001T001_colony_13.tiff,2132,180.894,66.385,40.891,117.606,0.819,543660,543660,1.623,0.616,0.959
99,7 pat ctrl KI67 (561)_0006_C001T001_colony_14.tiff,2522,196.551,75.287,42.652,41.943,0.820,643110,643110,1.765,0.567,0.970
100,7 pat ctrl KI67 (561)_0006_C001T001_colony_15.tiff,1553,151.681,53.226,37.150,166.832,0.848,396015,396015,1.433,0.698,0.951
101,7 pat ctrl KI67 (561)_0006_C001T001_colony_16.tiff,2384,184.309,61.384,49.450,50.513,0.882,607920,607920,1.241,0.806,0.967
102,7 pat ctrl KI67 (561)_0006_C001T001_colony_17.tiff,1868,163.095,56.052,42.432,58.098,0.882,476340,476340,1.321,0.757,0.970
103,7 pat ctrl KI67 (561)_0006_C001T001_colony_18.tiff,1504,147.196,51.849,36.933,20.857,0.872,383520,383520,1.404,0.712,0.964
104,7 pat ctrl KI67 (561)_0006_C001T001_colony_19.tiff,1740,156.267,48.274,45.893,103.795,0.895,443700,443700,1.052,0.951,0.964
105,7 pat ctrl KI67 (561)_0006_C001T001_colony_20.tiff,1534,150.368,48.722,40.087,17.813,0.853,391170,391170,1.215,0.823,0.955
106,7 pat ctrl KI67 (561)_0006_C001T001_colony_21.tiff,1709,155.338,52.876,41.152,56.400,0.890,435795,435795,1.285,0.778,0.967
107,7 pat ctrl KI67 (561)_0006_C001T001_colony_22.tiff,1706,156.853,52.942,41.029,16.911,0.871,435030,435030,1.290,0.775,0.964
108,7 pat ctrl KI67 (561)_0006_C001T001_colony_4.tiff,1671,153.681,49.826,42.700,97.147,0.889,426105,426105,1.167,0.857,0.965
109,7 pat ctrl KI67 (561)_0006_C001T001_colony_5.tiff,2353,183.338,60.041,49.898,178.929,0.880,600015,600015,1.203,0.831,0.968
110,7 pat ctrl KI67 (561)_0006_C001T001_colony_6.tiff,2253,182.853,65.668,43.683,68.597,0.847,574515,574515,1.503,0.665,0.965
111,7 pat ctrl KI67 (561)_0006_C001T001_colony_8.tiff,1435,140.024,45.280,40.352,109.191,0.920,365925,365925,1.122,0.891,0.969
112,7 pat ctrl KI67 (561)_0006_C001T001_colony_9.tiff,1883,165.924,57.930,41.386,126.830,0.859,480165,480165,1.400,0.714,0.966
113,7 pat ctrl KI67 (561)_0007_C001T001_colony_10.tiff,1982,182.551,71.987,35.056,141.980,0.747,505410,505410,2.053,0.487,0.957
114,7 pat ctrl KI67 (561)_0007_C001T001_colony_12.tiff,1503,148.024,51.371,37.252,135.602,0.862,383265,383265,1.379,0.725,0.964
115,7 pat ctrl KI67 (561)_0007_C001T001_colony_13.tiff,2173,173.924,58.057,47.656,1.461,0.903,554115,554115,1.218,0.821,0.971
116,7 pat ctrl KI67 (561)_0007_C001T001_colony_14.tiff,2109,174.853,58.531,45.878,173.611,0.867,537795,537795,1.276,0.784,0.966
117,7 pat ctrl KI67 (561)_0007_C001T001_colony_15.tiff,1670,153.196,53.459,39.775,29.431,0.894,425850,425850,1.344,0.744,0.971
118,7 pat ctrl KI67 (561)_0007_C001T001_colony_16.tiff,1786,169.338,62.770,36.228,72.629,0.783,455430,455430,1.733,0.577,0.952
119,7 pat ctrl KI67 (561)_0007_C001T001_colony_17.tiff,2270,181.581,62.051,46.579,164.740,0.865,578850,578850,1.332,0.751,0.964
120,7 pat ctrl KI67 (561)_0007_C001T001_colony_18.tiff,1656,151.439,51.751,40.743,110.534,0.907,422280,422280,1.270,0.787,0.972
121,7 pat ctrl KI67 (561)_0007_C001T001_colony_2.tiff,1500,149.095,51.427,37.138,164.981,0.848,382500,382500,1.385,0.722,0.952
122,7 pat ctrl KI67 (561)_0007_C001T001_colony_3.tiff,1841,162.510,55.499,42.235,134.722,0.876,469455,469455,1.314,0.761,0.965
123,7 pat ctrl KI67 (561)_0007_C001T001_colony_4.tiff,1655,153.439,53.169,39.632,20.703,0.883,422025,422025,1.342,0.745,0.967
124,7 pat ctrl KI67 (561)_0007_C001T001_colony_5.tiff,1611,149.539,50.749,40.418,179.134,0.905,410805,410805,1.256,0.796,0.974
125,7 pat ctrl KI67 (561)_0007_C001T001_colony_6.tiff,1622,151.782,49.559,41.671,17.833,0.885,413610,413610,1.189,0.841,0.961
126,7 pat ctrl KI67 (561)_0007_C001T001_colony_7.tiff,1838,161.681,55.201,42.394,18.434,0.884,468690,468690,1.302,0.768,0.968
127,7 pat ctrl KI67 (561)_0007_C001T001_colony_8.tiff,2294,185.581,67.013,43.586,163.829,0.837,584970,584970,1.537,0.650,0.967
128,7 pat ctrl KI67 (561)_0007_C001T001_colony_9.tiff,2344,181.681,57.366,52.025,164.018,0.892,597720,597720,1.103,0.907,0.971
129,7 pat ctrl KI67 (561)_0008_C001T001_colony_10.tiff,2053,173.095,59.712,43.776,10.938,0.861,523515,523515,1.364,0.733,0.966
130,7 pat ctrl KI67 (561)_0008_C001T001_colony_11.tiff,1921,166.167,58.145,42.066,39.454,0.874,489855,489855,1.382,0.723,0.967
131,7 pat ctrl KI67 (561)_0008_C001T001_colony_12.tiff,1848,163.338,58.792,40.021,60.072,0.870,471240,471240,1.469,0.681,0.970
132,7 pat ctrl KI67 (561)_0008_C001T001_colony_13.tiff,1811,163.581,59.926,38.478,45.114,0.850,461805,461805,1.557,0.642,0.965
133,7 pat ctrl KI67 (561)_0008_C001T001_colony_14.tiff,2230,179.095,61.497,46.170,69.714,0.874,568650,568650,1.332,0.751,0.970
134,7 pat ctrl KI67 (561)_0008_C001T001_colony_15.tiff,1752,158.267,55.608,40.115,108.985,0.879,446760,446760,1.386,0.721,0.967
135,7 pat ctrl KI67 (561)_0008_C001T001_colony_2.tiff,1781,160.368,56.386,40.217,165.255,0.870,454155,454155,1.402,0.713,0.968
136,7 pat ctrl KI67 (561)_0008_C001T001_colony_3.tiff,1219,137.397,51.824,29.949,175.386,0.811,310845,310845,1.730,0.578,0.960
137,7 pat ctrl KI67 (561)_0008_C001T001_colony_5.tiff,2532,195.966,71.081,45.354,22.962,0.829,645660,645660,1.567,0.638,0.965
138,7 pat ctrl KI67 (561)_0008_C001T001_colony_6.tiff,1598,150.267,52.945,38.429,55.078,0.889,407490,407490,1.378,0.726,0.969
139,7 pat ctrl KI67 (561)_0008_C001T001_colony_7.tiff,2001,166.267,54.711,46.568,70.751,0.910,510255,510255,1.175,0.851,0.973
140,7 pat ctrl KI67 (561)_0008_C001T001_colony_8.tiff,1708,153.681,50.810,42.801,178.280,0.909,435540,435540,1.187,0.842,0.970
141,7 pat ctrl KI67 (561)_C001T001_colony_11.tiff,1485,144.510,48.999,38.588,149.231,0.894,378675,378675,1.270,0.788,0.965
142,7 pat ctrl KI67 (561)_C001T001_colony_12.tiff,2421,189.439,68.739,44.844,163.126,0.848,617355,617355,1.533,0.652,0.971
143,7 pat ctrl KI67 (561)_C001T001_colony_13.tiff,1914,165.439,58.558,41.616,161.289,0.879,488070,488070,1.407,0.711,0.973
144,7 pat ctrl KI67 (561)_C001T001_colony_14.tiff,1846,162.024,55.860,42.077,107.823,0.884,470730,470730,1.328,0.753,0.966
145,7 pat ctrl KI67 (561)_C001T001_colony_15.tiff,1764,174.652,66.110,33.973,145.559,0.727,449820,449820,1.946,0.514,0.909
146,7 pat ctrl KI67 (561)_C001T001_colony_16.tiff,1996,168.510,59.551,42.676,120.017,0.883,508980,508980,1.395,0.717,0.971
147,7 pat ctrl KI67 (561)_C001T001_colony_18.tiff,2159,200.794,64.264,42.775,134.405,0.673,550545,550545,1.502,0.666,0.929
148,7 pat ctrl KI67 (561)_C001T001_colony_19.tiff,2037,173.338,60.130,43.133,139.788,0.852,519435,519435,1.394,0.717,0.963
149,7 pat ctrl KI67 (561)_C001T001_colony_2.tiff,2427,187.681,66.855,46.222,103.689,0.866,618885,618885,1.446,0.691,0.973
150,7 pat ctrl KI67 (561)_C001T001_colony_3.tiff,4218,251.179,87.197,61.591,52.393,0.840,1075590,1075590,1.416,0.706,0.971
151,7 pat ctrl KI67 (561)_C001T001_colony_4.tiff,2042,174.024,60.410,43.039,63.335,0.847,520710,520710,1.404,0.712,0.961
152,7 pat ctrl KI67 (561)_C001T001_colony_5.tiff,2442,184.167,61.737,50.362,70.706,0.905,622710,622710,1.226,0.816,0.974
153,7 pat ctrl KI67 (561)_C001T001_colony_6.tiff,2160,173.681,57.519,47.814,134.016,0.900,550800,550800,1.203,0.831,0.973
154,7 pat ctrl KI67 (561)_C001T001_colony_7.tiff,1778,159.681,55.380,40.878,120.991,0.876,453390,453390,1.355,0.738,0.966
155,7 pat ctrl KI67 (561)_C001T001_colony_8.tiff,3034,212.652,76.693,50.370,76.905,0.843,773670,773670,1.523,0.657,0.971
156,7 pat ctrl KI67 (561)_C001T001_colony_9.tiff,1628,150.610,49.783,41.637,157.335,0.902,415140,415140,1.196,0.836,0.970
157,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_10.tiff,2431,187.924,66.188,46.764,109.962,0.865,619905,619905,1.415,0.707,0.970
158,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_15.tiff,1362,141.196,49.191,35.253,108.759,0.859,347310,347310,1.395,0.717,0.960
159,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_16.tiff,1482,183.723,50.150,37.626,118.888,0.552,377910,377910,1.333,0.750,0.874
160,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_18.tiff,1407,142.610,50.865,35.220,126.937,0.869,358785,358785,1.444,0.692,0.964
161,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_21.tiff,1486,145.782,48.395,39.096,121.783,0.879,378930,378930,1.238,0.808,0.959
162,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_25.tiff,1982,172.066,59.003,42.770,147.062,0.841,505410,505410,1.380,0.725,0.947
163,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_26.tiff,1539,147.196,50.733,38.624,118.356,0.893,392445,392445,1.314,0.761,0.967
164,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_27.tiff,2008,168.267,57.372,44.563,95.635,0.891,512040,512040,1.287,0.777,0.970
165,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_29.tiff,1805,159.924,53.436,43.008,118.739,0.887,460275,460275,1.242,0.805,0.966
166,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_31.tiff,2005,167.095,57.328,44.530,104.065,0.902,511275,511275,1.287,0.777,0.973
167,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_32.tiff,2952,215.037,76.539,49.107,134.419,0.802,752760,752760,1.559,0.642,0.944
168,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_34.tiff,2383,182.066,57.518,52.751,15.758,0.903,607665,607665,1.090,0.917,0.970
169,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_35.tiff,2736,196.309,66.617,52.293,152.074,0.892,697680,697680,1.274,0.785,0.969
170,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_36.tiff,1416,140.711,46.778,38.542,152.031,0.899,361080,361080,1.214,0.824,0.967
171,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_37.tiff,1529,148.610,53.017,36.720,123.035,0.870,389895,389895,1.444,0.693,0.967
172,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_38.tiff,1866,247.723,57.502,41.318,175.071,0.382,475830,475830,1.392,0.719,0.813
173,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_39.tiff,1877,163.681,54.964,43.481,134.303,0.880,478635,478635,1.264,0.791,0.967
174,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_4.tiff,2072,171.539,56.847,46.408,87.672,0.885,528360,528360,1.225,0.816,0.970
175,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_40.tiff,2504,192.309,66.777,47.744,127.734,0.851,638520,638520,1.399,0.715,0.967
176,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_43.tiff,1852,214.936,57.997,40.658,92.517,0.504,472260,472260,1.426,0.701,0.874
177,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_49.tiff,2505,188.752,64.036,49.807,166.770,0.884,638775,638775,1.286,0.778,0.972
178,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_50.tiff,2620,194.752,68.194,48.918,173.436,0.868,668100,668100,1.394,0.717,0.974
179,8 ctrl RUNX2 (488)+col1a1(561)_0001_C001T001 (1)_colony_62.tiff,1539,157.439,59.893,32.717,157.212,0.780,392445,392445,1.831,0.546,0.958
