 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity
111,7 pat p30 7 day ctrl 10x 1_colony_204.tiff,167,46.870,0.955,42585,42585,1.229,0.814,0.938
112,7 pat p30 7 day ctrl 10x 1_colony_205.tiff,229,55.941,0.920,58395,58395,1.250,0.800,0.931
113,7 pat p30 7 day ctrl 10x 1_colony_206.tiff,229,56.284,0.908,58395,58395,1.329,0.753,0.937
114,7 pat p30 7 day ctrl 10x 1_colony_207.tiff,220,57.598,0.833,56100,56100,1.292,0.774,0.878
115,7 pat p30 7 day ctrl 10x 1_colony_208.tiff,261,59.355,0.931,66555,66555,1.191,0.840,0.937
116,7 pat p30 7 day ctrl 10x 1_colony_209.tiff,208,54.770,0.871,53040,53040,1.442,0.694,0.927
117,7 pat p30 7 day ctrl 10x 1_colony_21.tiff,304,63.355,0.952,77520,77520,1.124,0.890,0.950
118,7 pat p30 7 day ctrl 10x 1_colony_210.tiff,265,59.598,0.938,67575,67575,1.342,0.745,0.941
119,7 pat p30 7 day ctrl 10x 1_colony_212.tiff,189,51.113,0.909,48195,48195,1.402,0.713,0.926
120,7 pat p30 7 day ctrl 10x 1_colony_213.tiff,172,48.527,0.918,43860,43860,1.292,0.774,0.927
121,7 pat p30 7 day ctrl 10x 1_colony_214.tiff,206,52.527,0.938,52530,52530,1.250,0.800,0.938
122,7 pat p30 7 day ctrl 10x 1_colony_215.tiff,162,46.870,0.927,41310,41310,1.238,0.808,0.931
123,7 pat p30 7 day ctrl 10x 1_colony_216.tiff,245,57.355,0.936,62475,62475,1.261,0.793,0.940
124,7 pat p30 7 day ctrl 10x 1_colony_217.tiff,336,67.598,0.924,85680,85680,1.261,0.793,0.948
125,7 pat p30 7 day ctrl 10x 1_colony_218.tiff,206,53.113,0.918,52530,52530,1.323,0.756,0.938
126,7 pat p30 7 day ctrl 10x 1_colony_219.tiff,130,43.113,0.879,33150,33150,1.251,0.799,0.893
127,7 pat p30 7 day ctrl 10x 1_colony_22.tiff,190,50.284,0.944,48450,48450,1.222,0.818,0.941
128,7 pat p30 7 day ctrl 10x 1_colony_220.tiff,184,49.355,0.949,46920,46920,1.322,0.756,0.932
129,7 pat p30 7 day ctrl 10x 1_colony_221.tiff,210,53.113,0.935,53550,53550,1.238,0.808,0.944
130,7 pat p30 7 day ctrl 10x 1_colony_222.tiff,201,52.284,0.924,51255,51255,1.300,0.769,0.941
131,7 pat p30 7 day ctrl 10x 1_colony_223.tiff,257,58.770,0.935,65535,65535,1.250,0.800,0.938
132,7 pat p30 7 day ctrl 10x 1_colony_224.tiff,242,56.527,0.952,61710,61710,1.170,0.855,0.943
133,7 pat p30 7 day ctrl 10x 1_colony_225.tiff,168,47.698,0.928,42840,42840,1.321,0.757,0.926
134,7 pat p30 7 day ctrl 10x 1_colony_23.tiff,197,51.113,0.948,50235,50235,1.259,0.794,0.938
135,7 pat p30 7 day ctrl 10x 1_colony_24.tiff,217,55.355,0.890,55335,55335,1.339,0.747,0.921
136,7 pat p30 7 day ctrl 10x 1_colony_25.tiff,181,49.113,0.943,46155,46155,1.153,0.867,0.931
137,7 pat p30 7 day ctrl 10x 1_colony_26.tiff,208,53.113,0.927,53040,53040,1.258,0.795,0.939
138,7 pat p30 7 day ctrl 10x 1_colony_27.tiff,236,55.941,0.948,60180,60180,1.187,0.843,0.942
139,7 pat p30 7 day ctrl 10x 1_colony_28.tiff,197,51.113,0.948,50235,50235,1.200,0.833,0.936
140,7 pat p30 7 day ctrl 10x 1_colony_29.tiff,173,47.941,0.946,44115,44115,1.230,0.813,0.923
141,7 pat p30 7 day ctrl 10x 1_colony_3.tiff,189,50.527,0.930,48195,48195,1.153,0.867,0.924
142,7 pat p30 7 day ctrl 10x 1_colony_30.tiff,282,61.355,0.941,71910,71910,1.271,0.787,0.948
143,7 pat p30 7 day ctrl 10x 1_colony_31.tiff,233,55.355,0.956,59415,59415,1.154,0.866,0.940
144,7 pat p30 7 day ctrl 10x 1_colony_32.tiff,214,54.527,0.904,54570,54570,1.568,0.638,0.941
145,7 pat p30 7 day ctrl 10x 1_colony_33.tiff,198,51.698,0.931,50490,50490,1.292,0.774,0.936
146,7 pat p30 7 day ctrl 10x 1_colony_34.tiff,217,53.941,0.937,55335,55335,1.122,0.891,0.933
147,7 pat p30 7 day ctrl 10x 1_colony_35.tiff,211,53.113,0.940,53805,53805,1.293,0.773,0.940
148,7 pat p30 7 day ctrl 10x 1_colony_36.tiff,285,62.184,0.926,72675,72675,1.279,0.782,0.944
149,7 pat p30 7 day ctrl 10x 1_colony_37.tiff,235,57.355,0.898,59925,59925,1.449,0.690,0.934
150,7 pat p30 7 day ctrl 10x 1_colony_38.tiff,262,59.355,0.935,66810,66810,1.234,0.810,0.941
151,7 pat p30 7 day ctrl 10x 1_colony_39.tiff,249,58.770,0.906,63495,63495,1.425,0.702,0.938
152,7 pat p30 7 day ctrl 10x 1_colony_4.tiff,196,51.113,0.943,49980,49980,1.217,0.821,0.936
153,7 pat p30 7 day ctrl 10x 1_colony_40.tiff,205,53.113,0.913,52275,52275,1.288,0.776,0.926
154,7 pat p30 7 day ctrl 10x 1_colony_41.tiff,252,58.770,0.917,64260,64260,1.238,0.808,0.933
155,7 pat p30 7 day ctrl 10x 1_colony_42.tiff,237,56.770,0.924,60435,60435,1.308,0.764,0.933
156,7 pat p30 7 day ctrl 10x 1_colony_43.tiff,213,53.355,0.940,54315,54315,1.331,0.751,0.936
157,7 pat p30 7 day ctrl 10x 1_colony_44.tiff,215,53.698,0.937,54825,54825,1.370,0.730,0.945
158,7 pat p30 7 day ctrl 10x 1_colony_45.tiff,254,58.770,0.924,64770,64770,1.261,0.793,0.937
159,7 pat p30 7 day ctrl 10x 1_colony_46.tiff,186,49.113,0.969,47430,47430,1.129,0.886,0.937
160,7 pat p30 7 day ctrl 10x 1_colony_47.tiff,206,52.527,0.938,52530,52530,1.221,0.819,0.932
161,7 pat p30 7 day ctrl 10x 1_colony_48.tiff,218,53.941,0.942,55590,55590,1.277,0.783,0.938
162,7 pat p30 7 day ctrl 10x 1_colony_49.tiff,193,51.698,0.907,49215,49215,1.384,0.722,0.932
163,7 pat p30 7 day ctrl 10x 1_colony_5.tiff,225,55.698,0.911,57375,57375,1.231,0.812,0.936
164,7 pat p30 7 day ctrl 10x 1_colony_50.tiff,175,48.527,0.934,44625,44625,1.063,0.941,0.923
165,7 pat p30 7 day ctrl 10x 1_colony_51.tiff,201,51.698,0.945,51255,51255,1.247,0.802,0.939
166,7 pat p30 7 day ctrl 10x 1_colony_53.tiff,230,56.184,0.916,58650,58650,1.211,0.826,0.926
167,7 pat p30 7 day ctrl 10x 1_colony_54.tiff,336,71.841,0.818,85680,85680,1.659,0.603,0.926
168,7 pat p30 7 day ctrl 10x 1_colony_55.tiff,206,51.941,0.960,52530,52530,1.267,0.789,0.941
169,7 pat p30 7 day ctrl 10x 1_colony_56.tiff,228,56.184,0.908,58140,58140,1.372,0.729,0.934
170,7 pat p30 7 day ctrl 10x 1_colony_57.tiff,219,54.527,0.926,55845,55845,1.224,0.817,0.928
171,7 pat p30 7 day ctrl 10x 1_colony_58.tiff,196,50.527,0.965,49980,49980,1.102,0.908,0.936
172,7 pat p30 7 day ctrl 10x 1_colony_59.tiff,175,50.527,0.861,44625,44625,1.321,0.757,0.904
173,7 pat p30 7 day ctrl 10x 1_colony_6.tiff,207,53.113,0.922,52785,52785,1.245,0.803,0.939
174,7 pat p30 7 day ctrl 10x 1_colony_60.tiff,223,56.527,0.877,56865,56865,1.468,0.681,0.931
175,7 pat p30 7 day ctrl 10x 1_colony_61.tiff,199,51.113,0.957,50745,50745,1.238,0.808,0.941
176,7 pat p30 7 day ctrl 10x 1_colony_62.tiff,225,54.527,0.951,57375,57375,1.251,0.800,0.943
177,7 pat p30 7 day ctrl 10x 1_colony_63.tiff,245,57.355,0.936,62475,62475,1.206,0.829,0.935
178,7 pat p30 7 day ctrl 10x 1_colony_64.tiff,162,45.698,0.975,41310,41310,1.109,0.902,0.934
179,7 pat p30 7 day ctrl 10x 1_colony_65.tiff,384,73.012,0.905,97920,97920,1.380,0.725,0.947
180,7 pat p30 7 day ctrl 10x 1_colony_66.tiff,257,59.355,0.917,65535,65535,1.270,0.787,0.936
181,7 pat p30 7 day ctrl 10x 1_colony_67.tiff,275,60.184,0.954,70125,70125,1.151,0.869,0.942
182,7 pat p30 7 day ctrl 10x 1_colony_68.tiff,165,46.627,0.954,42075,42075,1.176,0.850,0.951
183,7 pat p30 7 day ctrl 10x 1_colony_69.tiff,229,55.113,0.947,58395,58395,1.120,0.893,0.944
184,7 pat p30 7 day ctrl 10x 1_colony_7.tiff,171,47.113,0.968,43605,43605,1.182,0.846,0.932
185,7 pat p30 7 day ctrl 10x 1_colony_70.tiff,155,45.698,0.933,39525,39525,1.235,0.810,0.928
186,7 pat p30 7 day ctrl 10x 1_colony_71.tiff,196,51.113,0.943,49980,49980,1.210,0.827,0.931
187,7 pat p30 7 day ctrl 10x 1_colony_72.tiff,224,53.941,0.967,57120,57120,1.071,0.934,0.943
188,7 pat p30 7 day ctrl 10x 1_colony_73.tiff,222,54.527,0.938,56610,56610,1.145,0.874,0.937
189,7 pat p30 7 day ctrl 10x 1_colony_74.tiff,199,51.698,0.936,50745,50745,1.240,0.806,0.939
190,7 pat p30 7 day ctrl 10x 1_colony_75.tiff,157,45.698,0.945,40035,40035,1.312,0.762,0.932
191,7 pat p30 7 day ctrl 10x 1_colony_76.tiff,182,49.113,0.948,46410,46410,1.298,0.770,0.936
192,7 pat p30 7 day ctrl 10x 1_colony_77.tiff,204,52.527,0.929,52020,52020,1.261,0.793,0.932
193,7 pat p30 7 day ctrl 10x 1_colony_78.tiff,282,62.770,0.899,71910,71910,1.183,0.846,0.932
194,7 pat p30 7 day ctrl 10x 1_colony_79.tiff,196,51.355,0.934,49980,49980,1.323,0.756,0.931
195,7 pat p30 7 day ctrl 10x 1_colony_8.tiff,198,51.941,0.922,50490,50490,1.217,0.821,0.923
196,7 pat p30 7 day ctrl 10x 1_colony_80.tiff,242,56.770,0.944,61710,61710,1.126,0.888,0.934
197,7 pat p30 7 day ctrl 10x 1_colony_81.tiff,207,52.284,0.952,52785,52785,1.354,0.739,0.950
198,7 pat p30 7 day ctrl 10x 1_colony_82.tiff,194,51.941,0.904,49470,49470,1.345,0.743,0.922
199,7 pat p30 7 day ctrl 10x 1_colony_84.tiff,188,51.113,0.904,47940,47940,1.276,0.783,0.922
200,7 pat p30 7 day ctrl 10x 1_colony_86.tiff,220,54.527,0.930,56100,56100,1.315,0.761,0.940
201,7 pat p30 7 day ctrl 10x 1_colony_87.tiff,270,60.184,0.937,68850,68850,1.090,0.917,0.938
202,7 pat p30 7 day ctrl 10x 1_colony_88.tiff,227,56.184,0.904,57885,57885,1.388,0.720,0.936
203,7 pat p30 7 day ctrl 10x 1_colony_89.tiff,205,52.284,0.942,52275,52275,1.214,0.824,0.945
204,7 pat p30 7 day ctrl 10x 1_colony_9.tiff,222,54.770,0.930,56610,56610,1.265,0.790,0.931
205,7 pat p30 7 day ctrl 10x 1_colony_90.tiff,181,48.527,0.966,46155,46155,1.118,0.894,0.931
206,7 pat p30 7 day ctrl 10x 1_colony_91.tiff,249,59.941,0.871,63495,63495,1.492,0.670,0.931
207,7 pat p30 7 day ctrl 10x 1_colony_92.tiff,205,51.941,0.955,52275,52275,1.282,0.780,0.938
208,7 pat p30 7 day ctrl 10x 1_colony_93.tiff,208,52.527,0.947,53040,53040,1.212,0.825,0.937
209,7 pat p30 7 day ctrl 10x 1_colony_94.tiff,209,55.598,0.850,53295,53295,1.684,0.594,0.917
210,7 pat p30 7 day ctrl 10x 1_colony_95.tiff,196,50.527,0.965,49980,49980,1.141,0.877,0.938
211,7 pat p30 7 day ctrl 10x 1_colony_96.tiff,254,58.770,0.924,64770,64770,1.239,0.807,0.937
212,7 pat p30 7 day ctrl 10x 1_colony_97.tiff,232,56.870,0.901,59160,59160,1.441,0.694,0.951
213,7 pat p30 7 day ctrl 10x 1_colony_98.tiff,139,43.213,0.935,35445,35445,1.184,0.845,0.939
214,7 pat p30 7 day ctrl 10x 2_colony_226.tiff,210,53.698,0.915,53550,53550,1.263,0.792,0.935
215,7 pat p30 7 day ctrl 10x 2_colony_227.tiff,259,58.770,0.942,66045,66045,1.071,0.934,0.940
216,7 pat p30 7 day ctrl 10x 2_colony_228.tiff,217,53.941,0.937,55335,55335,1.231,0.813,0.935
217,7 pat p30 7 day ctrl 10x 2_colony_229.tiff,229,55.698,0.928,58395,58395,1.265,0.791,0.942
218,7 pat p30 7 day ctrl 10x 2_colony_230.tiff,253,58.184,0.939,64515,64515,1.217,0.822,0.939
219,7 pat p30 7 day ctrl 10x 2_colony_231.tiff,258,59.598,0.913,65790,65790,1.242,0.805,0.931
220,7 pat p30 7 day ctrl 10x 2_colony_232.tiff,207,53.113,0.922,52785,52785,1.210,0.826,0.937
221,7 pat p30 7 day ctrl 10x 2_colony_233.tiff,358,71.255,0.886,91290,91290,1.408,0.710,0.935
222,7 pat p30 7 day ctrl 10x 2_colony_234.tiff,242,57.355,0.924,61710,61710,1.236,0.809,0.936
223,7 pat p30 7 day ctrl 10x 2_colony_235.tiff,283,62.770,0.903,72165,72165,1.353,0.739,0.942
224,7 pat p30 7 day ctrl 10x 2_colony_236.tiff,220,54.527,0.930,56100,56100,1.291,0.774,0.938
225,7 pat p30 7 day ctrl 10x 2_colony_237.tiff,224,54.527,0.947,57120,57120,1.169,0.856,0.941
226,7 pat p30 7 day ctrl 10x 2_colony_238.tiff,242,58.184,0.898,61710,61710,1.321,0.757,0.929
227,7 pat p30 7 day ctrl 10x 2_colony_239.tiff,231,55.941,0.928,58905,58905,1.271,0.787,0.931
228,7 pat p30 7 day ctrl 10x 2_colony_240.tiff,209,53.355,0.923,53295,53295,1.198,0.835,0.925
229,7 pat p30 7 day ctrl 10x 2_colony_241.tiff,268,60.426,0.922,68340,68340,1.234,0.810,0.931
230,7 pat p30 7 day ctrl 10x 2_colony_242.tiff,223,55.355,0.915,56865,56865,1.185,0.844,0.925
231,7 pat p30 7 day ctrl 10x 2_colony_243.tiff,237,57.355,0.905,60435,60435,1.194,0.838,0.922
232,7 pat p30 7 day ctrl 10x 2_colony_244.tiff,225,57.355,0.859,57375,57375,1.443,0.693,0.922
233,7 pat p30 7 day ctrl 10x 2_colony_247.tiff,512,85.012,0.890,130560,130560,1.315,0.760,0.953
234,7 pat p30 7 day ctrl 10x 2_colony_248.tiff,286,62.184,0.929,72930,72930,1.213,0.824,0.938
235,7 pat p30 7 day ctrl 10x 2_colony_251.tiff,264,61.012,0.891,67320,67320,1.468,0.681,0.931
